,air_store_id,air_genre_name,air_area_name,latitude,longitude,latlong_m,1_close_st,2_close_st,3_close_st,4_close_st,5_close_st
216,air_a9133955abccf071,Yakiniku/Korean food,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,43.0364075,141.4747892,[  43.0364075  141.4747892],hokkaido_ishikari__nishihoronhora-kana__nishinokoro____2000-10-31,hokkaido_ishikari__sapporo-katakana__satporo,hokkaido_ishikari__ebetsu-kana__ebetsu,hokkaido_ishikari__eniwa-shimamatsu-kana__magnolia-eels-germany,hokkaido_ishikari__shimamatsuyama-kana__shimatsu-matsuyama____2004-05-01
217,air_2bffb19a24d11729,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,[  34.7053617  135.5100252],osaka__osaka-kana__osaka,osaka__toyonaka-kana__toyonaka,osaka__yao-kana__yao,osaka__mino-kana__minoo____2009-12-18,osaka__ikomayama-kana__ikomayama
218,air_b80fed1a07c817d2,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,[  34.7053617  135.5100252],osaka__osaka-kana__osaka,osaka__toyonaka-kana__toyonaka,osaka__yao-kana__yao,osaka__mino-kana__minoo____2009-12-18,osaka__ikomayama-kana__ikomayama
219,air_08f994758a1e76d4,Yakiniku/Korean food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,[  35.6617773  139.7040506],tokyo__tokyo-kana__tonokyo,tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi,tokyo__nerima-kana__nerima,tokyo__haneda-kana__haneda
220,air_52e2a1fd42bc917a,Yakiniku/Korean food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,[  35.6617773  139.7040506],tokyo__tokyo-kana__tonokyo,tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi,tokyo__nerima-kana__nerima,tokyo__haneda-kana__haneda
221,air_2aab19554f91ff82,Yakiniku/Korean food,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253,[  35.6721142  139.7708253],tokyo__tokyo-kana__tonokyo,tokyo__edogawa-seaside-kana__edgawawinkai,tokyo__haneda-kana__haneda,tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi
222,air_8093d0b565e9dbdf,Yakiniku/Korean food,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253,[  35.6721142  139.7708253],tokyo__tokyo-kana__tonokyo,tokyo__edogawa-seaside-kana__edgawawinkai,tokyo__haneda-kana__haneda,tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi
223,air_6c952e3c6e590945,Yakiniku/Korean food,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.87040290000002,[  38.2690761  140.8704029],miyagi__sendai-kana__sendai,miyagi__shiogama-kana__shioogama,miyagi__natori-katakana__natri,miyagi__iwanuma-kana__iwanuma,miyagi__izumigake-mountain-kana__izumigadake
224,air_cf5ab75a0afb8af9,Yakiniku/Korean food,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.87040290000002,[  38.2690761  140.8704029],miyagi__sendai-kana__sendai,miyagi__shiogama-kana__shioogama,miyagi__natori-katakana__natri,miyagi__iwanuma-kana__iwanuma,miyagi__izumigake-mountain-kana__izumigadake
225,air_98b54e32ccddd896,Yakiniku/Korean food,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.87040290000002,[  38.2690761  140.8704029],miyagi__sendai-kana__sendai,miyagi__shiogama-kana__shioogama,miyagi__natori-katakana__natri,miyagi__iwanuma-kana__iwanuma,miyagi__izumigake-mountain-kana__izumigadake
226,air_a546cbf478a8b6e4,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.055460100000005,141.34095559999997,[  43.0554601  141.3409556],hokkaido_ishikari__sapporo-katakana__satporo,hokkaido_ishikari__tanayama-kana__teineyama,hokkaido_ishikari__yamaguchi-kana__yamaguchi,hokkaido_ishikari__koganei-kana__koganeune,hokkaido_ishikari__ishikari-kana__ishikari
227,air_dc71c6cc06cd1aa2,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.055460100000005,141.34095559999997,[  43.0554601  141.3409556],hokkaido_ishikari__sapporo-katakana__satporo,hokkaido_ishikari__tanayama-kana__teineyama,hokkaido_ishikari__yamaguchi-kana__yamaguchi,hokkaido_ishikari__koganei-kana__koganeune,hokkaido_ishikari__ishikari-kana__ishikari
228,air_2fc478dc9f0a6b31,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.055460100000005,141.34095559999997,[  43.0554601  141.3409556],hokkaido_ishikari__sapporo-katakana__satporo,hokkaido_ishikari__tanayama-kana__teineyama,hokkaido_ishikari__yamaguchi-kana__yamaguchi,hokkaido_ishikari__koganei-kana__koganeune,hokkaido_ishikari__ishikari-kana__ishikari
229,air_1653a6c513865af3,Yakiniku/Korean food,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,44.0206319,144.2733983,[  44.0206319  144.2733983],hokkaido_okhotsk__abashiri-kana__abashiri,hokkaido_okhotsk__masumitsu-katakana__meanbetsu,hokkaido_okhotsk__eastern-kitchen-kana__higashimokoto,hokkaido_okhotsk__tokoro-kana__tocolor,hokkaido_okhotsk__koshimizu-kana__koshimizu
230,air_dfad598ff642dab7,Yakiniku/Korean food,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,44.0206319,144.2733983,[  44.0206319  144.2733983],hokkaido_okhotsk__abashiri-kana__abashiri,hokkaido_okhotsk__masumitsu-katakana__meanbetsu,hokkaido_okhotsk__eastern-kitchen-kana__higashimokoto,hokkaido_okhotsk__tokoro-kana__tocolor,hokkaido_okhotsk__koshimizu-kana__koshimizu
231,air_5e70fe82f9e4fab6,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,[  34.6812614  135.5098009],osaka__osaka-kana__osaka,osaka__yao-kana__yao,osaka__toyonaka-kana__toyonaka,osaka__sakai-kana__sakai,osaka__ikomayama-kana__ikomayama
232,air_3f91d592acd6cc0b,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.50980090000002,[  34.6812614  135.5098009],osaka__osaka-kana__osaka,osaka__yao-kana__yao,osaka__toyonaka-kana__toyonaka,osaka__sakai-kana__sakai,osaka__ikomayama-kana__ikomayama
233,air_c225148c0fcc5c72,Cafe/Sweets,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.19785249999998,[  34.6951242  135.1978525],hyogo__kobe-kana__koube,hyogo__kobe-airport-kana__kobuteuko,hyogo__rokko-mountain-kana__rokkou-san____2006-03-31,hyogo__ashiya-kana__ashiya____2004-03-01,hyogo__kobe-shioya-kana__kouteoshaoya____2004-03-01
234,air_a33461f4392ec62c,Cafe/Sweets,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.19785249999998,[  34.6951242  135.1978525],hyogo__kobe-kana__koube,hyogo__kobe-airport-kana__kobuteuko,hyogo__rokko-mountain-kana__rokkou-san____2006-03-31,hyogo__ashiya-kana__ashiya____2004-03-01,hyogo__kobe-shioya-kana__kouteoshaoya____2004-03-01
235,air_55390f784018349a,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992,[  35.6580681  139.7515992],tokyo__tokyo-kana__tonokyo,tokyo__edogawa-seaside-kana__edgawawinkai,tokyo__haneda-kana__haneda,tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi
236,air_6902e4ec305b3d08,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992,[  35.6580681  139.7515992],tokyo__tokyo-kana__tonokyo,tokyo__edogawa-seaside-kana__edgawawinkai,tokyo__haneda-kana__haneda,tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi
237,air_2f8ced25216df926,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992,[  35.6580681  139.7515992],tokyo__tokyo-kana__tonokyo,tokyo__edogawa-seaside-kana__edgawawinkai,tokyo__haneda-kana__haneda,tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi
238,air_c9ed65554b6edffb,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
239,air_9828505fefc77d75,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
240,air_9bf0ccac497c4af3,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
241,air_ac7a7427c9ae12a5,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
242,air_6c91a28278a16f64,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
243,air_c77ee2b7d36da265,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
244,air_6e64fb5821402cd2,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
245,air_ef47430bcd6f6a89,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
246,air_602ca92c0db34f8f,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
247,air_e57dd6884595f60d,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
248,air_dbf64f1ce38c7442,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
249,air_1dea9815ccd36620,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
250,air_3aa839e8e0cb6c87,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
251,air_38746ffe9aa20c7e,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
252,air_4b55d8aea1d2b395,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
253,air_349278fa964bb12f,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
254,air_c31472d14e29cee8,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
255,air_7bda6048a4a78837,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
256,air_eb120e6d384a17a8,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
257,air_eca5e0064dc9314a,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
258,air_ad13e71e21235131,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
259,air_9e920b758503ef54,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
260,air_27e991812b0d9c92,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
261,air_0ead98dd07e7a82a,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.589215700000004,130.3928134,[  33.5892157  130.3928134],fukuoka__fukuoka-kana__fukuoka,fukuoka__hakata-kana__hakata,fukuoka__sayara-wakayama-kana__sawarawakiyama,fukuoka__dazaifu-kana__dasaif,fukuoka__sasaguri-kana__sasaburi____2009-11-20
262,air_bf13014b6e3e60ca,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,[  35.6465721  139.6532473],tokyo__setagaya-kana__setagaya,tokyo__tokyo-kana__tonokyo,kanagawa__hiyoshi-kana__hiyoshi,tokyo__chofu-kana__NONE____1976-12-13,tokyo__nerima-kana__nerima
263,air_6108821ffafa9b72,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,[  35.6465721  139.6532473],tokyo__setagaya-kana__setagaya,tokyo__tokyo-kana__tonokyo,kanagawa__hiyoshi-kana__hiyoshi,tokyo__chofu-kana__NONE____1976-12-13,tokyo__nerima-kana__nerima
264,air_3a8a3f8fb5cd7f88,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,[  35.6465721  139.6532473],tokyo__setagaya-kana__setagaya,tokyo__tokyo-kana__tonokyo,kanagawa__hiyoshi-kana__hiyoshi,tokyo__chofu-kana__NONE____1976-12-13,tokyo__nerima-kana__nerima
265,air_91236b89d29567af,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,[  35.6465721  139.6532473],tokyo__setagaya-kana__setagaya,tokyo__tokyo-kana__tonokyo,kanagawa__hiyoshi-kana__hiyoshi,tokyo__chofu-kana__NONE____1976-12-13,tokyo__nerima-kana__nerima
266,air_859feab8e3c9f98d,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,[  35.6465721  139.6532473],tokyo__setagaya-kana__setagaya,tokyo__tokyo-kana__tonokyo,kanagawa__hiyoshi-kana__hiyoshi,tokyo__chofu-kana__NONE____1976-12-13,tokyo__nerima-kana__nerima
267,air_b7fa3d2fca744dd2,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,[  35.6465721  139.6532473],tokyo__setagaya-kana__setagaya,tokyo__tokyo-kana__tonokyo,kanagawa__hiyoshi-kana__hiyoshi,tokyo__chofu-kana__NONE____1976-12-13,tokyo__nerima-kana__nerima
268,air_59cc9b2b209c6331,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,[  35.6465721  139.6532473],tokyo__setagaya-kana__setagaya,tokyo__tokyo-kana__tonokyo,kanagawa__hiyoshi-kana__hiyoshi,tokyo__chofu-kana__NONE____1976-12-13,tokyo__nerima-kana__nerima
269,air_939964477035ef0b,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,[  35.6465721  139.6532473],tokyo__setagaya-kana__setagaya,tokyo__tokyo-kana__tonokyo,kanagawa__hiyoshi-kana__hiyoshi,tokyo__chofu-kana__NONE____1976-12-13,tokyo__nerima-kana__nerima
270,air_a9a380530c1e121f,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,[  35.6465721  139.6532473],tokyo__setagaya-kana__setagaya,tokyo__tokyo-kana__tonokyo,kanagawa__hiyoshi-kana__hiyoshi,tokyo__chofu-kana__NONE____1976-12-13,tokyo__nerima-kana__nerima
271,air_1d3f797dd1f7cf1c,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.65324730000003,[  35.6465721  139.6532473],tokyo__setagaya-kana__setagaya,tokyo__tokyo-kana__tonokyo,kanagawa__hiyoshi-kana__hiyoshi,tokyo__chofu-kana__NONE____1976-12-13,tokyo__nerima-kana__nerima
272,air_c28983412a7eefcf,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455,[  34.7202277  135.265455 ],hyogo__ashiya-kana__ashiya____2004-03-01,hyogo__rokko-mountain-kana__rokkou-san____2006-03-31,hyogo__kobe-kana__koube,hyogo__nishinomiya-kana__nishinomiya,hyogo__kobe-airport-kana__kobuteuko
273,air_9b13c7feb0a0c431,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455,[  34.7202277  135.265455 ],hyogo__ashiya-kana__ashiya____2004-03-01,hyogo__rokko-mountain-kana__rokkou-san____2006-03-31,hyogo__kobe-kana__koube,hyogo__nishinomiya-kana__nishinomiya,hyogo__kobe-airport-kana__kobuteuko
274,air_168441ada3e878e1,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455,[  34.7202277  135.265455 ],hyogo__ashiya-kana__ashiya____2004-03-01,hyogo__rokko-mountain-kana__rokkou-san____2006-03-31,hyogo__kobe-kana__koube,hyogo__nishinomiya-kana__nishinomiya,hyogo__kobe-airport-kana__kobuteuko
275,air_d0e8a085d8dc83aa,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,34.7202277,135.265455,[  34.7202277  135.265455 ],hyogo__ashiya-kana__ashiya____2004-03-01,hyogo__rokko-mountain-kana__rokkou-san____2006-03-31,hyogo__kobe-kana__koube,hyogo__nishinomiya-kana__nishinomiya,hyogo__kobe-airport-kana__kobuteuko
276,air_cadf9cfb510a1d78,Cafe/Sweets,Tōkyō-to Adachi-ku Chūōhonchō,35.7756644,139.80447880000003,[  35.7756644  139.8044788],tokyo__tokyo-kana__tonokyo,saitama__koshigaya-kana__NONE,tokyo__edogawa-seaside-kana__edgawawinkai,tokyo__nerima-kana__nerima,saitama__saitama-kana__saitama
277,air_2195cd5025a98033,Cafe/Sweets,Tōkyō-to Adachi-ku Chūōhonchō,35.7756644,139.80447880000003,[  35.7756644  139.8044788],tokyo__tokyo-kana__tonokyo,saitama__koshigaya-kana__NONE,tokyo__edogawa-seaside-kana__edgawawinkai,tokyo__nerima-kana__nerima,saitama__saitama-kana__saitama
278,air_832f9dbe9ee4ebd3,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,[  34.7053617  135.5100252],osaka__osaka-kana__osaka,osaka__toyonaka-kana__toyonaka,osaka__yao-kana__yao,osaka__mino-kana__minoo____2009-12-18,osaka__ikomayama-kana__ikomayama
279,air_401b39f97e56b939,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,[  34.7053617  135.5100252],osaka__osaka-kana__osaka,osaka__toyonaka-kana__toyonaka,osaka__yao-kana__yao,osaka__mino-kana__minoo____2009-12-18,osaka__ikomayama-kana__ikomayama
280,air_d4981cdde163b172,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,[  34.7053617  135.5100252],osaka__osaka-kana__osaka,osaka__toyonaka-kana__toyonaka,osaka__yao-kana__yao,osaka__mino-kana__minoo____2009-12-18,osaka__ikomayama-kana__ikomayama
281,air_aed3a8b49abe4a48,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,[  34.7053617  135.5100252],osaka__osaka-kana__osaka,osaka__toyonaka-kana__toyonaka,osaka__yao-kana__yao,osaka__mino-kana__minoo____2009-12-18,osaka__ikomayama-kana__ikomayama
282,air_8e4360a64dbd4c50,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,[  34.7053617  135.5100252],osaka__osaka-kana__osaka,osaka__toyonaka-kana__toyonaka,osaka__yao-kana__yao,osaka__mino-kana__minoo____2009-12-18,osaka__ikomayama-kana__ikomayama
283,air_9a30407764f4ff84,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.705361700000005,135.51002519999997,[  34.7053617  135.5100252],osaka__osaka-kana__osaka,osaka__toyonaka-kana__toyonaka,osaka__yao-kana__yao,osaka__mino-kana__minoo____2009-12-18,osaka__ikomayama-kana__ikomayama
284,air_5e34c6fe6fabd10e,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6427447,139.64138730000002,[  35.6427447  139.6413873],tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi,tokyo__chofu-kana__NONE____1976-12-13,tokyo__tokyo-kana__tonokyo,tokyo__nerima-kana__nerima
285,air_b5bdd318005d9aa4,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6427447,139.64138730000002,[  35.6427447  139.6413873],tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi,tokyo__chofu-kana__NONE____1976-12-13,tokyo__tokyo-kana__tonokyo,tokyo__nerima-kana__nerima
286,air_710d6537cb7623df,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,[  35.6617773  139.7040506],tokyo__tokyo-kana__tonokyo,tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi,tokyo__nerima-kana__nerima,tokyo__haneda-kana__haneda
287,air_5ed3198e4a5eed0f,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,[  35.6617773  139.7040506],tokyo__tokyo-kana__tonokyo,tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi,tokyo__nerima-kana__nerima,tokyo__haneda-kana__haneda
288,air_c6ffd6a93e6b68d6,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,[  35.6617773  139.7040506],tokyo__tokyo-kana__tonokyo,tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi,tokyo__nerima-kana__nerima,tokyo__haneda-kana__haneda
289,air_ebd31e812960f517,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,[  35.6617773  139.7040506],tokyo__tokyo-kana__tonokyo,tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi,tokyo__nerima-kana__nerima,tokyo__haneda-kana__haneda
290,air_10713fbf3071c361,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.70405060000002,[  35.6617773  139.7040506],tokyo__tokyo-kana__tonokyo,tokyo__setagaya-kana__setagaya,kanagawa__hiyoshi-kana__hiyoshi,tokyo__nerima-kana__nerima,tokyo__haneda-kana__haneda
