,Fukuoka-ken Fukuoka-shi Daimyō,Fukuoka-ken Fukuoka-shi Hakata Ekimae,Fukuoka-ken Fukuoka-shi Imaizumi,Fukuoka-ken Fukuoka-shi Momochi,Fukuoka-ken Fukuoka-shi Shiobaru,Fukuoka-ken Fukuoka-shi Takatori,Fukuoka-ken Fukuoka-shi Tenjin,Fukuoka-ken Fukuoka-shi Torikai,Fukuoka-ken Itoshima-shi Maebarunishi,Fukuoka-ken Kitakyūshū-shi Konyamachi,Fukuoka-ken Kitakyūshū-shi None,Fukuoka-ken Kitakyūshū-shi Ōtemachi,Fukuoka-ken Kurume-shi Jōnanmachi,Fukuoka-ken Yame-shi Motomachi,Hiroshima-ken Fukuyama-shi Higashisakuramachi,Hiroshima-ken Hiroshima-shi Kokutaijimachi,Hiroshima-ken Hiroshima-shi Nagarekawachō,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,Hokkaidō Asahikawa-shi 6 Jōdōri,Hokkaidō Katō-gun Motomachi,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,Hokkaidō Sapporo-shi Kita 24 Jōnishi,Hokkaidō Sapporo-shi Kotoni 2 Jō,Hokkaidō Sapporo-shi Minami 3 Jōnishi,Hyōgo-ken Amagasaki-shi Higashinanamatsuchō,Hyōgo-ken Himeji-shi Yasuda,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,Hyōgo-ken Kōbe-shi Kumoidōri,Hyōgo-ken Kōbe-shi Motomachidōri,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi,Hyōgo-ken Nishinomiya-shi Rokutanjichō,Hyōgo-ken Takarazuka-shi Tōyōchō,Miyagi-ken Sendai-shi Kamisugi,Niigata-ken Kashiwazaki-shi Chūōchō,Niigata-ken Nagaoka-shi Ōtedōri,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,Niigata-ken Niigata-shi Teraohigashi,Shizuoka-ken Hamamatsu-shi Motoshirochō,Shizuoka-ken Numazu-shi Miyukichō,Shizuoka-ken Shizuoka-shi Ōtemachi,Tōkyō-to Adachi-ku Chūōhonchō,Tōkyō-to Bunkyō-ku Kasuga,Tōkyō-to Bunkyō-ku Sendagi,Tōkyō-to Chiyoda-ku Kanda Jinbōchō,Tōkyō-to Chiyoda-ku Kudanminami,Tōkyō-to Chūō-ku Ginza,Tōkyō-to Chūō-ku Tsukiji,Tōkyō-to Edogawa-ku Chūō,Tōkyō-to Fuchū-shi Miyanishichō,Tōkyō-to Itabashi-ku Itabashi,Tōkyō-to Katsushika-ku Tateishi,Tōkyō-to Kita-ku Ōjihonchō,Tōkyō-to Koganei-shi Honchō,Tōkyō-to Kōtō-ku Kameido,Tōkyō-to Kōtō-ku Tomioka,Tōkyō-to Kōtō-ku Tōyō,Tōkyō-to Machida-shi Morino,Tōkyō-to Meguro-ku Jiyūgaoka,Tōkyō-to Meguro-ku Kamimeguro,Tōkyō-to Meguro-ku Takaban,Tōkyō-to Minato-ku Akasaka,Tōkyō-to Minato-ku Roppongi,Tōkyō-to Minato-ku Shibakōen,Tōkyō-to Musashino-shi Kichijōji Honchō,Tōkyō-to Musashino-shi Midorichō,Tōkyō-to Nakano-ku Nakano,Tōkyō-to Nerima-ku Toyotamakita,Tōkyō-to Setagaya-ku Kitazawa,Tōkyō-to Setagaya-ku Okusawa,Tōkyō-to Setagaya-ku Sangenjaya,Tōkyō-to Setagaya-ku Setagaya,Tōkyō-to Shibuya-ku Dōgenzaka,Tōkyō-to Shibuya-ku Higashi,Tōkyō-to Shibuya-ku Jingūmae,Tōkyō-to Shibuya-ku Shibuya,Tōkyō-to Shinagawa-ku Higashigotanda,Tōkyō-to Shinagawa-ku Hiromachi,Tōkyō-to Shinjuku-ku Kabukichō,Tōkyō-to Shinjuku-ku Nishishinjuku,Tōkyō-to Suginami-ku Asagayaminami,Tōkyō-to Tachikawa-shi Izumichō,Tōkyō-to Taitō-ku Asakusa,Tōkyō-to Taitō-ku Higashiueno,Tōkyō-to Taitō-ku Kuramae,Tōkyō-to Toshima-ku Higashiikebukuro,Tōkyō-to Toshima-ku Mejiro,Tōkyō-to Toshima-ku Minamiikebukuro,Tōkyō-to Toshima-ku Nishiikebukuro,Tōkyō-to Toshima-ku Sugamo,Tōkyō-to Ōta-ku Kamata,Tōkyō-to Ōta-ku Kamiikedai,Ōsaka-fu Higashiōsaka-shi Aramotokita,Ōsaka-fu Neyagawa-shi Honmachi,Ōsaka-fu Sakai-shi Minamikawaramachi,Ōsaka-fu Suita-shi Izumichō,Ōsaka-fu Ōsaka-shi Fuminosato,Ōsaka-fu Ōsaka-shi Kyōmachibori,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,Ōsaka-fu Ōsaka-shi Nakanochō,Ōsaka-fu Ōsaka-shi Nanbasennichimae,Ōsaka-fu Ōsaka-shi Shinmachi,Ōsaka-fu Ōsaka-shi Ōgimachi
2016-07-02,6642325.0,0.0,3657186.0,6642325.0,0.0,6110939.0,6173455.0,6642325.0,6064052.0,0.0,6470406.0,0.0,0.0,6142197.0,6642325.0,6642325.0,5860875.0,6548551.0,6642325.0,0.0,0.0,3797847.0,6361003.0,6642325.0,0.0,6204713.0,0.0,6642325.0,6579809.0,0.0,0.0,0.0,6642325.0,5517037.0,6157826.0,6611067.0,3782218.0,6626696.0,5673327.0,6298487.0,5126312.0,6611067.0,5595182.0,5626440.0,6642325.0,6611067.0,6595438.0,3766589.0,3610299.0,6532922.0,6486035.0,5954649.0,6454777.0,6579809.0,4907506.0,6579809.0,0.0,0.0,0.0,0.0,6251600.0,6189084.0,6626696.0,3797847.0,5767101.0,6595438.0,6611067.0,0.0,0.0,0.0,0.0,6298487.0,3375864.0,6611067.0,6642325.0,5751472.0,0.0,6642325.0,6626696.0,6642325.0,0.0,3782218.0,6642325.0,6142197.0,6564180.0,6095310.0,6626696.0,6470406.0,3719702.0,0.0,0.0,6454777.0,6564180.0,6048423.0,0.0,5923391.0,5642069.0,6642325.0,6407890.0,3797847.0,6626696.0,6642325.0
2016-07-03,4424250.0,0.0,2435940.0,4424250.0,0.0,4070310.0,4111950.0,4424250.0,4039080.0,0.0,4309740.0,0.0,0.0,4091130.0,4424250.0,4424250.0,3903750.0,4361790.0,4424250.0,0.0,0.0,2529630.0,4236870.0,4424250.0,0.0,4132770.0,0.0,4424250.0,4382610.0,0.0,0.0,0.0,4424250.0,3674730.0,4101540.0,4403430.0,2519220.0,4413840.0,3778830.0,4195230.0,3414480.0,4403430.0,3726780.0,3747600.0,4424250.0,4403430.0,4393020.0,2508810.0,2404710.0,4351380.0,4320150.0,3966210.0,4299330.0,4382610.0,3268740.0,4382610.0,0.0,0.0,0.0,0.0,4164000.0,4122360.0,4413840.0,2529630.0,3841290.0,4393020.0,4403430.0,0.0,0.0,0.0,0.0,4195230.0,2248560.0,4403430.0,4424250.0,3830880.0,0.0,4424250.0,4413840.0,4424250.0,0.0,2519220.0,4424250.0,4091130.0,4372200.0,4059900.0,4413840.0,4309740.0,2477580.0,0.0,0.0,4299330.0,4372200.0,4028670.0,0.0,3945390.0,3758010.0,4424250.0,4268100.0,2529630.0,4413840.0,4424250.0
2016-07-04,3562350.0,0.0,1961388.0,3562350.0,0.0,3277362.0,3310890.0,3562350.0,3252216.0,0.0,3470148.0,0.0,0.0,3294126.0,3562350.0,3562350.0,3143250.0,3512058.0,3562350.0,0.0,0.0,2036826.0,3411474.0,3562350.0,0.0,3327654.0,0.0,3562350.0,3528822.0,0.0,0.0,0.0,3562350.0,2958846.0,3302508.0,3545586.0,2028444.0,3553968.0,3042666.0,3377946.0,2749296.0,3545586.0,3000756.0,3017520.0,3562350.0,3545586.0,3537204.0,2020062.0,1936242.0,3503676.0,3478530.0,3193542.0,3461766.0,3528822.0,2631948.0,3528822.0,0.0,0.0,0.0,0.0,3352800.0,3319272.0,3553968.0,2036826.0,3092958.0,3537204.0,3545586.0,0.0,0.0,0.0,0.0,3377946.0,1810512.0,3545586.0,3562350.0,3084576.0,0.0,3562350.0,3553968.0,3562350.0,0.0,2028444.0,3562350.0,3294126.0,3520440.0,3268980.0,3553968.0,3470148.0,1994916.0,0.0,0.0,3461766.0,3520440.0,3243834.0,0.0,3176778.0,3025902.0,3562350.0,3436620.0,2036826.0,3553968.0,3562350.0
2016-07-05,4307375.0,0.0,2371590.0,4307375.0,0.0,3962785.0,4003325.0,4307375.0,3932380.0,0.0,4195890.0,0.0,0.0,3983055.0,4307375.0,4307375.0,3800625.0,4246565.0,4307375.0,0.0,0.0,2462805.0,4124945.0,4307375.0,0.0,4023595.0,0.0,4307375.0,4266835.0,0.0,0.0,0.0,4307375.0,3577655.0,3993190.0,4287105.0,2452670.0,4297240.0,3679005.0,4084405.0,3324280.0,4287105.0,3628330.0,3648600.0,4307375.0,4287105.0,4276970.0,2442535.0,2341185.0,4236430.0,4206025.0,3861435.0,4185755.0,4266835.0,3182390.0,4266835.0,0.0,0.0,0.0,0.0,4054000.0,4013460.0,4297240.0,2462805.0,3739815.0,4276970.0,4287105.0,0.0,0.0,0.0,0.0,4084405.0,2189160.0,4287105.0,4307375.0,3729680.0,0.0,4307375.0,4297240.0,4307375.0,0.0,2452670.0,4307375.0,3983055.0,4256700.0,3952650.0,4297240.0,4195890.0,2412130.0,0.0,0.0,4185755.0,4256700.0,3922245.0,0.0,3841165.0,3658735.0,4307375.0,4155350.0,2462805.0,4297240.0,4307375.0
2016-07-06,4820775.0,0.0,2654262.0,4820775.0,0.0,4435113.0,4480485.0,4820775.0,4401084.0,0.0,4696002.0,0.0,0.0,4457799.0,4820775.0,4820775.0,4253625.0,4752717.0,4820775.0,0.0,0.0,2756349.0,4616601.0,4820775.0,0.0,4503171.0,0.0,4820775.0,4775403.0,0.0,0.0,0.0,4820775.0,4004079.0,4469142.0,4798089.0,2745006.0,4809432.0,4117509.0,4571229.0,3720504.0,4798089.0,4060794.0,4083480.0,4820775.0,4798089.0,4786746.0,2733663.0,2620233.0,4741374.0,4707345.0,4321683.0,4684659.0,4775403.0,3561702.0,4775403.0,0.0,0.0,0.0,0.0,4537200.0,4491828.0,4809432.0,2756349.0,4185567.0,4786746.0,4798089.0,0.0,0.0,0.0,0.0,4571229.0,2450088.0,4798089.0,4820775.0,4174224.0,0.0,4820775.0,4809432.0,4820775.0,0.0,2745006.0,4820775.0,4457799.0,4764060.0,4423770.0,4809432.0,4696002.0,2699634.0,0.0,0.0,4684659.0,4764060.0,4389741.0,0.0,4298997.0,4094823.0,4820775.0,4650630.0,2756349.0,4809432.0,4820775.0
2016-07-07,4745975.0,0.0,2613078.0,4745975.0,0.0,4366297.0,4410965.0,4745975.0,4332796.0,0.0,4623138.0,0.0,0.0,4388631.0,4745975.0,4745975.0,4187625.0,4678973.0,4745975.0,0.0,0.0,2713581.0,4544969.0,4745975.0,0.0,4433299.0,0.0,4745975.0,4701307.0,0.0,0.0,0.0,4745975.0,3941951.0,4399798.0,4723641.0,2702414.0,4734808.0,4053621.0,4500301.0,3662776.0,4723641.0,3997786.0,4020120.0,4745975.0,4723641.0,4712474.0,2691247.0,2579577.0,4667806.0,4634305.0,4254627.0,4611971.0,4701307.0,3506438.0,4701307.0,0.0,0.0,0.0,0.0,4466800.0,4422132.0,4734808.0,2713581.0,4120623.0,4712474.0,4723641.0,0.0,0.0,0.0,0.0,4500301.0,2412072.0,4723641.0,4745975.0,4109456.0,0.0,4745975.0,4734808.0,4745975.0,0.0,2702414.0,4745975.0,4388631.0,4690140.0,4355130.0,4734808.0,4623138.0,2657746.0,0.0,0.0,4611971.0,4690140.0,4321629.0,0.0,4232293.0,4031287.0,4745975.0,4578470.0,2713581.0,4734808.0,4745975.0
2016-07-08,6234325.0,0.0,3432546.0,6234325.0,0.0,5735579.0,5794255.0,6234325.0,5691572.0,0.0,6072966.0,0.0,0.0,5764917.0,6234325.0,6234325.0,5500875.0,6146311.0,6234325.0,0.0,0.0,3564567.0,5970283.0,6234325.0,0.0,5823593.0,0.0,6234325.0,6175649.0,0.0,0.0,0.0,6234325.0,5178157.0,5779586.0,6204987.0,3549898.0,6219656.0,5324847.0,5911607.0,4811432.0,6204987.0,5251502.0,5280840.0,6234325.0,6204987.0,6190318.0,3535229.0,3388539.0,6131642.0,6087635.0,5588889.0,6058297.0,6175649.0,4606066.0,6175649.0,0.0,0.0,0.0,0.0,5867600.0,5808924.0,6219656.0,3564567.0,5412861.0,6190318.0,6204987.0,0.0,0.0,0.0,0.0,5911607.0,3168504.0,6204987.0,6234325.0,5398192.0,0.0,6234325.0,6219656.0,6234325.0,0.0,3549898.0,6234325.0,5764917.0,6160980.0,5720910.0,6219656.0,6072966.0,3491222.0,0.0,0.0,6058297.0,6160980.0,5676903.0,0.0,5559551.0,5295509.0,6234325.0,6014290.0,3564567.0,6219656.0,6234325.0
2016-07-09,6573900.0,0.0,3619512.0,6573900.0,0.0,6047988.0,6109860.0,6573900.0,6001584.0,0.0,6403752.0,0.0,0.0,6078924.0,6573900.0,6573900.0,5800500.0,6481092.0,6573900.0,0.0,0.0,3758724.0,6295476.0,6573900.0,0.0,6140796.0,0.0,6573900.0,6512028.0,0.0,0.0,0.0,6573900.0,5460204.0,6094392.0,6542964.0,3743256.0,6558432.0,5614884.0,6233604.0,5073504.0,6542964.0,5537544.0,5568480.0,6573900.0,6542964.0,6527496.0,3727788.0,3573108.0,6465624.0,6419220.0,5893308.0,6388284.0,6512028.0,4856952.0,6512028.0,0.0,0.0,0.0,0.0,6187200.0,6125328.0,6558432.0,3758724.0,5707692.0,6527496.0,6542964.0,0.0,0.0,0.0,0.0,6233604.0,3341088.0,6542964.0,6573900.0,5692224.0,0.0,6573900.0,6558432.0,6573900.0,0.0,3743256.0,6573900.0,6078924.0,6496560.0,6032520.0,6558432.0,6403752.0,3681384.0,0.0,0.0,6388284.0,6496560.0,5986116.0,0.0,5862372.0,5583948.0,6573900.0,6341880.0,3758724.0,6558432.0,6573900.0
2016-07-10,4603600.0,0.0,2534688.0,4603600.0,0.0,4235312.0,4278640.0,4603600.0,4202816.0,0.0,4484448.0,0.0,0.0,4256976.0,4603600.0,4603600.0,4062000.0,4538608.0,4603600.0,0.0,0.0,2632176.0,4408624.0,4603600.0,0.0,4300304.0,0.0,4603600.0,4560272.0,0.0,0.0,0.0,4603600.0,3823696.0,4267808.0,4581936.0,2621344.0,4592768.0,3932016.0,4365296.0,3552896.0,4581936.0,3877856.0,3899520.0,4603600.0,4581936.0,4571104.0,2610512.0,2502192.0,4527776.0,4495280.0,4126992.0,4473616.0,4560272.0,3401248.0,4560272.0,0.0,0.0,0.0,0.0,4332800.0,4289472.0,4592768.0,2632176.0,3997008.0,4571104.0,4581936.0,0.0,0.0,0.0,0.0,4365296.0,2339712.0,4581936.0,4603600.0,3986176.0,0.0,4603600.0,4592768.0,4603600.0,0.0,2621344.0,4603600.0,4256976.0,4549440.0,4224480.0,4592768.0,4484448.0,2578016.0,0.0,0.0,4473616.0,4549440.0,4191984.0,0.0,4105328.0,3910352.0,4603600.0,4441120.0,2632176.0,4592768.0,4603600.0
2016-07-11,3505825.0,0.0,1930266.0,3505825.0,0.0,3225359.0,3258355.0,3505825.0,3200612.0,0.0,3415086.0,0.0,0.0,3241857.0,3505825.0,3505825.0,3093375.0,3456331.0,3505825.0,0.0,0.0,2004507.0,3357343.0,3505825.0,0.0,3274853.0,0.0,3505825.0,3472829.0,0.0,0.0,0.0,3505825.0,2911897.0,3250106.0,3489327.0,1996258.0,3497576.0,2994387.0,3324347.0,2705672.0,3489327.0,2953142.0,2969640.0,3505825.0,3489327.0,3481078.0,1988009.0,1905519.0,3448082.0,3423335.0,3142869.0,3406837.0,3472829.0,2590186.0,3472829.0,0.0,0.0,0.0,0.0,3299600.0,3266604.0,3497576.0,2004507.0,3043881.0,3481078.0,3489327.0,0.0,0.0,0.0,0.0,3324347.0,1781784.0,3489327.0,3505825.0,3035632.0,0.0,3505825.0,3497576.0,3505825.0,0.0,1996258.0,3505825.0,3241857.0,3464580.0,3217110.0,3497576.0,3415086.0,1963262.0,0.0,0.0,3406837.0,3464580.0,3192363.0,0.0,3126371.0,2977889.0,3505825.0,3382090.0,2004507.0,3497576.0,3505825.0
2016-07-12,4324375.0,0.0,2380950.0,4324375.0,0.0,3978425.0,4019125.0,4324375.0,3947900.0,0.0,4212450.0,0.0,0.0,3998775.0,4324375.0,4324375.0,3815625.0,4263325.0,4324375.0,0.0,0.0,2472525.0,4141225.0,4324375.0,0.0,4039475.0,0.0,4324375.0,4283675.0,0.0,0.0,0.0,4324375.0,3591775.0,4008950.0,4304025.0,2462350.0,4314200.0,3693525.0,4100525.0,3337400.0,4304025.0,3642650.0,3663000.0,4324375.0,4304025.0,4293850.0,2452175.0,2350425.0,4253150.0,4222625.0,3876675.0,4202275.0,4283675.0,3194950.0,4283675.0,0.0,0.0,0.0,0.0,4070000.0,4029300.0,4314200.0,2472525.0,3754575.0,4293850.0,4304025.0,0.0,0.0,0.0,0.0,4100525.0,2197800.0,4304025.0,4324375.0,3744400.0,0.0,4324375.0,4314200.0,4324375.0,0.0,2462350.0,4324375.0,3998775.0,4273500.0,3968250.0,4314200.0,4212450.0,2421650.0,0.0,0.0,4202275.0,4273500.0,3937725.0,0.0,3856325.0,3673175.0,4324375.0,4171750.0,2472525.0,4314200.0,4324375.0
2016-07-13,4406400.0,0.0,2426112.0,4406400.0,0.0,4053888.0,4095360.0,4406400.0,4022784.0,0.0,4292352.0,0.0,0.0,4074624.0,4406400.0,4406400.0,3888000.0,4344192.0,4406400.0,0.0,0.0,2519424.0,4219776.0,4406400.0,0.0,4116096.0,0.0,4406400.0,4364928.0,0.0,0.0,0.0,4406400.0,3659904.0,4084992.0,4385664.0,2509056.0,4396032.0,3763584.0,4178304.0,3400704.0,4385664.0,3711744.0,3732480.0,4406400.0,4385664.0,4375296.0,2498688.0,2395008.0,4333824.0,4302720.0,3950208.0,4281984.0,4364928.0,3255552.0,4364928.0,0.0,0.0,0.0,0.0,4147200.0,4105728.0,4396032.0,2519424.0,3825792.0,4375296.0,4385664.0,0.0,0.0,0.0,0.0,4178304.0,2239488.0,4385664.0,4406400.0,3815424.0,0.0,4406400.0,4396032.0,4406400.0,0.0,2509056.0,4406400.0,4074624.0,4354560.0,4043520.0,4396032.0,4292352.0,2467584.0,0.0,0.0,4281984.0,4354560.0,4012416.0,0.0,3929472.0,3742848.0,4406400.0,4250880.0,2519424.0,4396032.0,4406400.0
2016-07-14,4651200.0,0.0,2560896.0,4651200.0,0.0,4279104.0,4322880.0,4651200.0,4246272.0,0.0,4530816.0,0.0,0.0,4300992.0,4651200.0,4651200.0,4104000.0,4585536.0,4651200.0,0.0,0.0,2659392.0,4454208.0,4651200.0,0.0,4344768.0,0.0,4651200.0,4607424.0,0.0,0.0,0.0,4651200.0,3863232.0,4311936.0,4629312.0,2648448.0,4640256.0,3972672.0,4410432.0,3589632.0,4629312.0,3917952.0,3939840.0,4651200.0,4629312.0,4618368.0,2637504.0,2528064.0,4574592.0,4541760.0,4169664.0,4519872.0,4607424.0,3436416.0,4607424.0,0.0,0.0,0.0,0.0,4377600.0,4333824.0,4640256.0,2659392.0,4038336.0,4618368.0,4629312.0,0.0,0.0,0.0,0.0,4410432.0,2363904.0,4629312.0,4651200.0,4027392.0,0.0,4651200.0,4640256.0,4651200.0,0.0,2648448.0,4651200.0,4300992.0,4596480.0,4268160.0,4640256.0,4530816.0,2604672.0,0.0,0.0,4519872.0,4596480.0,4235328.0,0.0,4147776.0,3950784.0,4651200.0,4487040.0,2659392.0,4640256.0,4651200.0
2016-07-15,5993775.0,0.0,3300102.0,5993775.0,0.0,5514273.0,5570685.0,5993775.0,5471964.0,0.0,5838642.0,0.0,0.0,5542479.0,5993775.0,5993775.0,5288625.0,5909157.0,5993775.0,0.0,0.0,3427029.0,5739921.0,5993775.0,0.0,5598891.0,0.0,5993775.0,5937363.0,0.0,0.0,0.0,5993775.0,4978359.0,5556582.0,5965569.0,3412926.0,5979672.0,5119389.0,5683509.0,4625784.0,5965569.0,5048874.0,5077080.0,5993775.0,5965569.0,5951466.0,3398823.0,3257793.0,5895054.0,5852745.0,5373243.0,5824539.0,5937363.0,4428342.0,5937363.0,0.0,0.0,0.0,0.0,5641200.0,5584788.0,5979672.0,3427029.0,5204007.0,5951466.0,5965569.0,0.0,0.0,0.0,0.0,5683509.0,3046248.0,5965569.0,5993775.0,5189904.0,0.0,5993775.0,5979672.0,5993775.0,0.0,3412926.0,5993775.0,5542479.0,5923260.0,5500170.0,5979672.0,5838642.0,3356514.0,0.0,0.0,5824539.0,5923260.0,5457861.0,0.0,5345037.0,5091183.0,5993775.0,5782230.0,3427029.0,5979672.0,5993775.0
2016-07-16,6507175.0,0.0,3582774.0,6507175.0,0.0,5986601.0,6047845.0,6507175.0,5940668.0,0.0,6338754.0,0.0,0.0,6017223.0,6507175.0,6507175.0,5741625.0,6415309.0,6507175.0,0.0,0.0,3720573.0,6231577.0,6507175.0,0.0,6078467.0,0.0,6507175.0,6445931.0,0.0,0.0,0.0,6507175.0,5404783.0,6032534.0,6476553.0,3705262.0,6491864.0,5557893.0,6170333.0,5022008.0,6476553.0,5481338.0,5511960.0,6507175.0,6476553.0,6461242.0,3689951.0,3536841.0,6399998.0,6354065.0,5833491.0,6323443.0,6445931.0,4807654.0,6445931.0,0.0,0.0,0.0,0.0,6124400.0,6063156.0,6491864.0,3720573.0,5649759.0,6461242.0,6476553.0,0.0,0.0,0.0,0.0,6170333.0,3307176.0,6476553.0,6507175.0,5634448.0,0.0,6507175.0,6491864.0,6507175.0,0.0,3705262.0,6507175.0,6017223.0,6430620.0,5971290.0,6491864.0,6338754.0,3644018.0,0.0,0.0,6323443.0,6430620.0,5925357.0,0.0,5802869.0,5527271.0,6507175.0,6277510.0,3720573.0,6491864.0,6507175.0
2016-07-17,5457425.0,0.0,3004794.0,5457425.0,0.0,5020831.0,5072195.0,5457425.0,4982308.0,0.0,5316174.0,0.0,0.0,5046513.0,5457425.0,5457425.0,4815375.0,5380379.0,5457425.0,0.0,0.0,3120363.0,5226287.0,5457425.0,0.0,5097877.0,0.0,5457425.0,5406061.0,0.0,0.0,0.0,5457425.0,4532873.0,5059354.0,5431743.0,3107522.0,5444584.0,4661283.0,5174923.0,4211848.0,5431743.0,4597078.0,4622760.0,5457425.0,5431743.0,5418902.0,3094681.0,2966271.0,5367538.0,5329015.0,4892421.0,5303333.0,5406061.0,4032074.0,5406061.0,0.0,0.0,0.0,0.0,5136400.0,5085036.0,5444584.0,3120363.0,4738329.0,5418902.0,5431743.0,0.0,0.0,0.0,0.0,5174923.0,2773656.0,5431743.0,5457425.0,4725488.0,0.0,5457425.0,5444584.0,5457425.0,0.0,3107522.0,5457425.0,5046513.0,5393220.0,5007990.0,5444584.0,5316174.0,3056158.0,0.0,0.0,5303333.0,5393220.0,4969467.0,0.0,4866739.0,4635601.0,5457425.0,5264810.0,3120363.0,5444584.0,5457425.0
2016-07-18,3726825.0,0.0,2051946.0,3726825.0,0.0,3428679.0,3463755.0,3726825.0,3402372.0,0.0,3630366.0,0.0,0.0,3446217.0,3726825.0,3726825.0,3288375.0,3674211.0,3726825.0,0.0,0.0,2130867.0,3568983.0,3726825.0,0.0,3481293.0,0.0,3726825.0,3691749.0,0.0,0.0,0.0,3726825.0,3095457.0,3454986.0,3709287.0,2122098.0,3718056.0,3183147.0,3533907.0,2876232.0,3709287.0,3139302.0,3156840.0,3726825.0,3709287.0,3700518.0,2113329.0,2025639.0,3665442.0,3639135.0,3340989.0,3621597.0,3691749.0,2753466.0,3691749.0,0.0,0.0,0.0,0.0,3507600.0,3472524.0,3718056.0,2130867.0,3235761.0,3700518.0,3709287.0,0.0,0.0,0.0,0.0,3533907.0,1894104.0,3709287.0,3726825.0,3226992.0,0.0,3726825.0,3718056.0,3726825.0,0.0,2122098.0,3726825.0,3446217.0,3682980.0,3419910.0,3718056.0,3630366.0,2087022.0,0.0,0.0,3621597.0,3682980.0,3393603.0,0.0,3323451.0,3165609.0,3726825.0,3595290.0,2130867.0,3718056.0,3726825.0
2016-07-19,3925725.0,0.0,2161458.0,3925725.0,0.0,3611667.0,3648615.0,3925725.0,3583956.0,0.0,3824118.0,0.0,0.0,3630141.0,3925725.0,3925725.0,3463875.0,3870303.0,3925725.0,0.0,0.0,2244591.0,3759459.0,3925725.0,0.0,3667089.0,0.0,3925725.0,3888777.0,0.0,0.0,0.0,3925725.0,3260661.0,3639378.0,3907251.0,2235354.0,3916488.0,3353031.0,3722511.0,3029736.0,3907251.0,3306846.0,3325320.0,3925725.0,3907251.0,3898014.0,2226117.0,2133747.0,3861066.0,3833355.0,3519297.0,3814881.0,3888777.0,2900418.0,3888777.0,0.0,0.0,0.0,0.0,3694800.0,3657852.0,3916488.0,2244591.0,3408453.0,3898014.0,3907251.0,0.0,0.0,0.0,0.0,3722511.0,1995192.0,3907251.0,3925725.0,3399216.0,0.0,3925725.0,3916488.0,3925725.0,0.0,2235354.0,3925725.0,3630141.0,3879540.0,3602430.0,3916488.0,3824118.0,2198406.0,0.0,0.0,3814881.0,3879540.0,3574719.0,0.0,3500823.0,3334557.0,3925725.0,3787170.0,2244591.0,3916488.0,3925725.0
2016-07-20,4471425.0,0.0,2461914.0,4471425.0,0.0,4113711.0,4155795.0,4471425.0,4082148.0,0.0,4355694.0,0.0,0.0,4134753.0,4471425.0,4471425.0,3945375.0,4408299.0,4471425.0,0.0,0.0,2556603.0,4282047.0,4471425.0,0.0,4176837.0,0.0,4471425.0,4429341.0,0.0,0.0,0.0,4471425.0,3713913.0,4145274.0,4450383.0,2546082.0,4460904.0,3819123.0,4239963.0,3450888.0,4450383.0,3766518.0,3787560.0,4471425.0,4450383.0,4439862.0,2535561.0,2430351.0,4397778.0,4366215.0,4008501.0,4345173.0,4429341.0,3303594.0,4429341.0,0.0,0.0,0.0,0.0,4208400.0,4166316.0,4460904.0,2556603.0,3882249.0,4439862.0,4450383.0,0.0,0.0,0.0,0.0,4239963.0,2272536.0,4450383.0,4471425.0,3871728.0,0.0,4471425.0,4460904.0,4471425.0,0.0,2546082.0,4471425.0,4134753.0,4418820.0,4103190.0,4460904.0,4355694.0,2503998.0,0.0,0.0,4345173.0,4418820.0,4071627.0,0.0,3987459.0,3798081.0,4471425.0,4313610.0,2556603.0,4460904.0,4471425.0
2016-07-21,4721750.0,0.0,2599740.0,4721750.0,0.0,4344010.0,4388450.0,4721750.0,4310680.0,0.0,4599540.0,0.0,0.0,4366230.0,4721750.0,4721750.0,4166250.0,4655090.0,4721750.0,0.0,0.0,2699730.0,4521770.0,4721750.0,0.0,4410670.0,0.0,4721750.0,4677310.0,0.0,0.0,0.0,4721750.0,3921830.0,4377340.0,4699530.0,2688620.0,4710640.0,4032930.0,4477330.0,3644080.0,4699530.0,3977380.0,3999600.0,4721750.0,4699530.0,4688420.0,2677510.0,2566410.0,4643980.0,4610650.0,4232910.0,4588430.0,4677310.0,3488540.0,4677310.0,0.0,0.0,0.0,0.0,4444000.0,4399560.0,4710640.0,2699730.0,4099590.0,4688420.0,4699530.0,0.0,0.0,0.0,0.0,4477330.0,2399760.0,4699530.0,4721750.0,4088480.0,0.0,4721750.0,4710640.0,4721750.0,0.0,2688620.0,4721750.0,4366230.0,4666200.0,4332900.0,4710640.0,4599540.0,2644180.0,0.0,0.0,4588430.0,4666200.0,4299570.0,0.0,4210690.0,4010710.0,4721750.0,4555100.0,2699730.0,4710640.0,4721750.0
