visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Fukuoka-ken Fukuoka-shi Takatori,total_area_visitors,total_genre_visitors
2016-06-04,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.3971616695363026,0.25736939374375134,0.0,-1.2333369035457198,0.5384107258892187,1,59.0,1,1,-0.6029244912116761,-0.6029244912116762
2016-06-05,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.42173667732164305,0.24551621668194046,0.0,-1.2333369035457198,0.5742503728747516,1,61.0,1,1,-1.196504179062242,-1.1965041790622422
2016-06-08,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.8272243057797545,0.7314964762161967,0.0,0.23431663508352082,0.9565399407204338,1,44.0,1,1,-1.0740275482643085,-1.0740275482643085
2016-06-09,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.8272243057797545,0.9092941321433639,0.0,0.8947607274666789,0.9087537447397237,1,27.0,1,1,-1.1248477270186377,-1.1248477270186379
2016-06-10,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.9378118408137852,0.9448536633287973,0.0,1.750891958333736,0.9087537447397237,1,38.0,1,1,-0.6827121718559731,-0.6827121718559732
2016-06-11,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.2081369264525263,1.1937703816268312,0.0,0.16093395815205883,1.1596312736384529,1,71.0,1,1,-0.5208499025234343,-0.5208499025234344
2016-06-12,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.8886618252431048,0.6603774138453302,0.0,-1.2333369035457198,0.9923795877059667,1,43.0,1,1,-1.1543234306961487,-1.1543234306961487
2016-06-14,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,0.900949329135775,0.8263218927106859,0.0,0.9926042967086284,1.0162726856963218,1,20.0,1,1,-1.164995668234558,-1.164995668234558
2016-06-15,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.0606868797404858,0.9804131945142308,0.0,0.8947607274666789,0.9804330387107894,1,45.0,1,1,-1.104519655516906,-1.1045196555169061
2016-06-16,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.9623868485991253,0.7907623615252525,0.0,-1.2333369035457198,0.9923795877059667,1,25.0,1,1,-1.1761761075605102,-1.1761761075605104
2016-06-17,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.9132368330284453,0.9211473092051751,0.0,0.7235344812932677,0.9326468427300788,1,6.0,1,1,-0.6108016189185972,-0.6108016189185973
2016-06-18,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.0238243680624755,1.0278259027614751,0.0,1.5062830352288625,0.837074450768658,1,49.0,1,1,-0.5183088935857179,-0.518308893585718
2016-06-19,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,1.1589869108818462,1.336008506368565,0.0,-0.49951013423109947,1.099898528662565,1,42.0,1,1,-1.147716807458086,-1.147716807458086
2016-06-20,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,1.097549391418496,0.897440955081553,0.0,-1.2333369035457198,1.1715778226336302,1,23.0,1,1,-1.4168096539622594,-1.4168096539622594
2016-06-22,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.900949329135775,0.6959369450307638,0.0,-1.2333369035457198,1.0879519796673873,1,37.0,1,1,-1.1367904690259052,-1.1367904690259052
2016-06-23,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.900949329135775,0.8855877780197416,0.0,-0.890884411198897,1.1118450776577424,1,48.0,1,1,-1.132470753831787,-1.1324707538317873
2016-06-24,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,1.3187244614865568,1.1937703816268312,0.0,-1.111032441993283,1.099898528662565,1,20.0,1,1,-0.6329083966767304,-0.6329083966767305
2016-06-25,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.7780742902090745,0.6603774138453302,0.0,-1.2333369035457198,0.8490209997638358,1,41.0,1,1,-0.4682510175127036,-0.4682510175127037
2016-06-26,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.9500993447064551,0.9448536633287973,0.0,1.5062830352288625,0.8251279017734808,1,72.0,1,1,-1.0394698267113645,-1.0394698267113647
2016-06-27,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,0.5077492045703333,0.5299924661654075,0.0,-0.890884411198897,0.47867798091333086,1,9.0,1,1,-1.3614156591200404,-1.3614156591200406
2016-06-28,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,0.5323242123556734,0.31663527905280703,0.0,-1.2333369035457198,0.6339831178506394,1,20.0,1,1,-1.2135289389449422,-1.2135289389449424
2016-06-29,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.8149368018870847,0.6485242367835189,0.0,-1.2088760112352326,0.9445933917252565,1,15.0,1,1,-1.03413370794216,-1.0341337079421602
2016-06-30,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,1.0238243680624755,0.8855877780197416,0.0,-0.6707363804045109,1.099898528662565,1,18.0,1,1,-1.0092318203525386,-1.0092318203525388
2016-07-01,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,1.367874477057237,1.4900998081721093,0.0,0.601230019740831,1.207417469619163,1,41.0,1,1,1.5940318363379782,1.594031836337978
2016-07-02,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.6750620743739886,1.549365693481165,0.0,0.08755128122059684,1.7808518213876867,1,83.0,1,1,1.7002460099345262,1.7002460099345262
2016-07-03,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,1.6381995626959782,1.5256593393575433,0.0,-0.0836749649528146,1.7808518213876867,1,20.0,1,1,0.37409344534030403,0.3740934453403039
2016-07-04,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,1.7242120899446685,1.7390165264701434,0.0,0.4789255581883943,1.7091725274166212,1,28.0,1,1,-0.14122316722859474,-0.14122316722859485
2016-07-06,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.6136245549106383,1.6204847558520319,0.0,1.6285874967812992,1.5658139394744903,1,55.0,1,1,0.6111695792292501,0.61116957922925
2016-07-07,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,1.4047369887352474,1.3597148604921876,0.0,0.6501518043618058,1.4463484495227146,1,15.0,1,1,0.5664478219254403,0.5664478219254402
2016-07-08,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,1.0115368641698053,0.814468715648875,0.0,-1.2333369035457198,1.1357381756480975,1,58.0,1,1,1.4563091519137459,1.4563091519137457
2016-07-09,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.171274414774516,1.0989449651323422,0.0,-0.03475318033183987,1.2193640186143408,1,24.0,1,1,1.6593357660372912,1.6593357660372912
2016-07-10,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,1.2818619498085468,1.158210850441398,0.0,-0.5239710265415869,1.4224553515323595,1,33.0,1,1,0.4813240225119388,0.4813240225119387
2016-07-11,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,1.2941494537012166,1.0633854339469087,0.0,-1.1599542266142577,1.4582949985178923,1,32.0,1,1,-0.1750185861002237,-0.1750185861002238
2016-07-13,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.2941494537012166,1.0870917880705309,0.0,-1.2088760112352326,1.3627226065564717,1,56.0,1,1,0.3634212078018949,0.3634212078018948
2016-07-14,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,1.3924494848425772,1.371568037553998,0.0,1.0904478659505779,1.4224553515323595,1,20.0,1,1,0.5097833226143632,0.5097833226143631
2016-07-15,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,1.1589869108818462,1.0989449651323422,0.0,1.3595176813659384,1.291043312585406,1,18.0,1,1,1.312488046038994,1.3124880460389938
2016-07-16,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.4170244926279172,1.6086315787902208,0.0,0.20985574277303357,1.2552036655998733,1,71.0,1,1,1.6194419257151427,1.6194419257151427
2016-07-17,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,1.2941494537012166,1.1937703816268312,0.0,0.3076993120149828,1.4105088025371817,1,37.0,1,1,0.9918127180991763,0.9918127180991761
2016-07-18,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,1.2818619498085468,1.2648894439976979,1.0,0.7479953736037549,1.2552036655998733,1,48.0,1,1,-0.0428861213389676,-0.04288612133896771
2016-07-19,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,1.3187244614865568,1.2767426210595092,0.0,1.457361250607888,1.3388295085661166,1,23.0,1,1,0.07603309694616288,0.07603309694616278
2016-07-20,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.3064369575938868,1.2885957981213205,0.0,1.0170651890191156,1.4224553515323595,1,32.0,1,1,0.4022986445489568,0.4022986445489567
2016-07-21,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,1.2327119342378663,1.2056235586886421,0.0,1.677509281402274,1.314936410575761,1,29.0,1,1,0.5519640709804565,0.5519640709804564
2016-07-22,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,1.171274414774516,1.1700640275032093,0.0,1.677509281402274,1.2193640186143408,1,33.0,1,1,1.3556851979801738,1.3556851979801738
2016-07-23,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.3801619809499068,1.4189807458012431,0.0,1.8242746352651982,1.1954709206239853,1,49.0,1,1,1.5698922514296716,1.5698922514296716
2016-07-24,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,1.5644745393399577,1.513806162295732,0.0,0.20985574277303357,1.5897070374648454,1,67.0,1,1,0.3591014926077769,0.3591014926077768
2016-07-26,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,1.4784620120912675,1.5256593393575433,0.0,0.454464665877907,1.4582949985178923,1,20.0,1,1,0.41856110175034217,0.41856110175034206
2016-07-27,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.576762043232628,1.6560442870374659,0.0,0.8947607274666789,1.4821880965082475,1,10.0,1,1,0.5565378870683461,0.5565378870683461
2016-07-28,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,1.6627745704813182,1.727163349408332,0.0,1.114908758261065,1.6016535864600232,1,69.0,1,1,0.7092525242251055,0.7092525242251054
2016-07-29,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,1.7242120899446685,1.7864292347173878,0.0,1.114908758261065,1.6374932334455559,1,24.0,1,1,1.5228835860819172,1.522883586081917
2016-07-30,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.6873495782666583,1.7390165264701434,0.0,0.7724562659142422,1.6972259784214438,1,41.0,1,1,1.6031794685137575,1.6031794685137573
2016-07-31,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,1.6996370821593285,1.7508697035319547,0.0,1.5552048198498374,1.625546684450378,1,33.0,1,1,0.38959359986037445,0.3895935998603744
2016-08-01,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,1.7242120899446685,1.8338419429646329,0.0,1.5552048198498374,1.685279429426266,1,37.0,1,1,-0.11428847248880022,-0.11428847248880034
2016-08-03,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.625912058803308,1.6441911099756545,0.0,0.4055428812569323,1.685279429426266,1,32.0,1,1,0.43329895358909765,0.43329895358909754
2016-08-04,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,1.6750620743739886,1.8219887659028215,0.0,1.3350567890554512,1.6374932334455559,1,71.0,1,1,0.519947358365229,0.519947358365229
2016-08-05,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,1.576762043232628,1.7390165264701434,0.0,0.8702998351561917,1.5897070374648454,1,35.0,1,1,1.2387987868452166,1.2387987868452164
2016-08-06,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.4784620120912675,1.8812546512118773,0.0,0.8213780505352172,1.350776057561294,1,36.0,1,1,1.0731250041061031,1.0731250041061031
2016-08-07,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,1.6136245549106383,1.869401474150066,0.0,0.6256909120513182,1.4224553515323595,1,24.0,1,1,0.25466602526763027,0.25466602526763016
2016-08-08,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,1.6750620743739886,1.7034569952847103,0.0,1.7264310660232487,1.6494397824407332,1,7.0,1,1,-0.10158342780021791,-0.10158342780021802
2016-08-09,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,1.6504870665886484,1.6441911099756545,0.0,1.7753528506442235,1.6733328804310883,1,22.0,1,1,0.4676025742482699,0.4676025742482698
2016-08-10,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.6381995626959782,1.7390165264701434,0.0,1.8976573121966605,1.625546684450378,1,6.0,1,1,1.15443729011303,1.1544372901130298
2016-08-11,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,1.7119245860519987,1.7508697035319547,1.0,1.8242746352651982,1.577760488469668,1,71.0,1,1,0.9420089429199336,0.9420089429199335
2016-08-12,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,1.7610746016226788,1.8456951200264433,0.0,1.8242746352651982,1.6016535864600232,1,22.0,1,1,0.6459814016759656,0.6459814016759655
2016-08-13,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.797937113300689,1.8812546512118773,1.0,1.750891958333736,1.6972259784214438,1,41.0,1,1,0.7595645011918916,0.7595645011918915
2016-08-14,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,1.810224617193359,1.8219887659028215,1.0,1.7264310660232487,1.768905272392509,1,22.0,1,1,0.0503689066752266,0.0503689066752265
2016-08-15,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,1.797937113300689,1.7982824117791991,1.0,0.9681434043981412,1.7091725274166212,1,15.0,1,1,-0.3094379589054246,-0.30943795890542475
2016-08-16,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,1.601337051017968,1.584925224666599,0.0,-0.2059794265052513,1.6494397824407332,1,3.0,1,1,-0.22888797557981272,-0.22888797557981283
2016-08-17,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.625912058803308,1.6204847558520319,0.0,1.2127523275030145,1.6733328804310883,1,53.0,1,1,0.11491053369322478,0.11491053369322467
2016-08-18,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,1.6627745704813182,1.7508697035319547,0.0,1.4818221429183753,1.5658139394744903,1,17.0,1,1,0.30345339687178635,0.30345339687178624
2016-08-19,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,1.7242120899446685,1.6441911099756545,0.0,1.1393696505715523,1.7450121744021538,1,33.0,1,1,1.2136427983618234,1.2136427983618234
2016-08-20,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.6136245549106383,1.5730720476047877,0.0,1.4818221429183753,1.7091725274166212,1,53.0,1,1,1.1333469159299834,1.1333469159299832
2016-08-21,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,1.625912058803308,1.6441911099756545,0.0,1.4818221429183753,1.5897070374648454,1,44.0,1,1,0.1232958631876891,0.123295863187689
2016-08-22,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,1.625912058803308,1.6086315787902208,0.0,1.6285874967812992,1.685279429426266,1,4.0,1,1,-0.688556492412721,-0.6885564924127211
2016-08-27,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.2572869420232065,1.2411830898740757,0.0,-0.6462754880940236,1.4224553515323595,1,41.0,1,1,1.4601206653203205,1.4601206653203205
2016-08-28,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.9869618563844653,0.8500282468343081,0.0,-1.2333369035457198,1.0162726856963218,1,54.0,1,1,0.4988569841821824,0.4988569841821823
2016-08-29,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,0.704349266853054,0.6129647055980855,0.0,-0.6707363804045109,0.789288254787948,1,11.0,1,1,-0.29927392315455875,-0.29927392315455886
2016-08-30,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,0.8886618252431048,0.897440955081553,0.0,0.601230019740831,0.6459296668458172,1,29.0,1,1,0.241198677897733,0.24119867789773292
2016-08-31,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.2327119342378663,1.1345044963177757,0.0,1.3595176813659384,1.183524371628808,1,32.0,1,1,0.5341770084164412,0.5341770084164411
2016-09-01,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,1.109836895311166,0.8381750697724972,0.0,-1.2333369035457198,1.267150214595051,1,13.0,1,1,0.2658464645935827,0.2658464645935826
2016-09-02,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.900949329135775,0.5062861120417853,0.0,-1.2333369035457198,1.1596312736384529,1,54.0,1,1,1.086846452369772,1.0868464523697718
2016-09-03,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.1344119030965059,0.9330004862669864,0.0,-1.2333369035457198,1.1596312736384529,1,44.0,1,1,1.4837520484410835,1.4837520484410835
2016-09-04,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,1.2204244303451965,1.004119548637853,0.0,-1.1599542266142577,1.3268829595709388,1,27.0,1,1,0.16903402406658544,0.16903402406658535
2016-09-06,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,1.2695744459158766,1.2767426210595092,0.0,0.5033864504988815,1.350776057561294,1,16.0,1,1,0.241198677897733,0.24119867789773292
2016-09-07,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.2081369264525263,1.1463576733795866,0.0,-0.9398061958198716,1.0162726856963218,1,28.0,1,1,0.3070108093845894,0.3070108093845893
2016-09-08,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.9869618563844653,0.9567068403906086,0.0,1.2616741121239892,0.8968071957445459,1,16.0,1,1,0.4073806624243897,0.40738066242438964
2016-09-09,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,1.122124399203836,1.158210850441398,0.0,1.2372132198135017,1.0521123326818544,1,45.0,1,1,1.3028322120756715,1.3028322120756712
2016-09-10,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.1589869108818462,1.1226513192559644,0.0,0.06309038891010937,1.0640588816770322,1,52.0,1,1,1.6489176293926537,1.6489176293926537
2016-09-12,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,0.7166367707457242,0.6840837679689524,0.0,-1.2333369035457198,0.8729140977541909,1,1.0,1,1,-0.22278955412929322,-0.22278955412929333
2016-09-13,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,0.9869618563844653,0.9330004862669864,0.0,0.3076993120149828,1.0401657836866771,1,18.0,1,1,0.12939428463820862,0.1293942846382085
2016-09-14,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.0115368641698053,0.7789091844634416,0.0,-1.1844151189247452,1.207417469619163,1,20.0,1,1,0.3979789293548388,0.3979789293548387
2016-09-15,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,1.0852618875258258,1.0396790798232864,0.0,0.014168604289134641,1.183524371628808,1,26.0,1,1,0.6187926060423995,0.6187926060423994
2016-09-16,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,1.171274414774516,1.1345044963177757,0.0,0.08755128122059684,1.2193640186143408,1,53.0,1,1,1.2565858494092317,1.2565858494092317
2016-09-17,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,1.367874477057237,1.4545402769866762,0.0,0.08755128122059684,1.374669155551649,1,41.0,1,1,1.5709086550047582,1.5709086550047582
2016-09-18,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.9869618563844653,0.7314964762161967,0.0,-1.2333369035457198,1.2193640186143408,1,46.0,1,1,0.769982637836529,0.769982637836529
2016-09-19,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,0.8026492979944144,0.5181392891035966,1.0,-1.2333369035457198,0.9326468427300788,1,9.0,1,1,-0.2248223612794664,-0.2248223612794665
2016-09-20,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,0.6306242434970339,0.23366303962012913,0.0,-1.2333369035457198,0.8490209997638358,1,14.0,1,1,-0.5538830187137483,-0.5538830187137485
2016-09-21,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.7657867863164042,0.7196432991543859,0.0,-0.3527447803681754,0.789288254787948,1,8.0,1,1,0.9112627347735643,0.9112627347735643
2016-09-22,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.7412117785310642,0.5418456432272188,1.0,-1.2333369035457198,0.8012348037831257,1,56.0,1,1,0.4584549420724906,0.45845494207249055
2016-09-23,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.8886618252431048,0.8737346009579308,0.0,0.601230019740831,0.9445933917252565,1,17.0,1,1,0.7857368932503711,0.785736893250371
2016-09-24,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.9623868485991253,0.9567068403906086,0.0,0.8947607274666789,0.9923795877059667,1,49.0,1,1,1.4169235133791407,1.4169235133791405
2016-09-25,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,1.0361118719551459,0.9211473092051751,0.0,-0.9887279804408463,1.0401657836866771,1,36.0,1,1,0.4017904427614135,0.4017904427614134
2016-09-27,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,1.3555869731645669,1.3834212146158094,0.0,0.6501518043618058,1.267150214595051,1,14.0,1,1,0.35656048367006044,0.3565604836700603
2016-09-28,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.0238243680624755,0.5892583514744633,0.0,-1.2333369035457198,1.2313105676095182,1,21.0,1,1,0.43482355895172753,0.4348235589517274
2016-09-29,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.7289242746383944,0.3996075184854853,0.0,-1.2333369035457198,0.9326468427300788,1,27.0,1,1,0.5174063494275126,0.5174063494275125
2016-09-30,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.8272243057797545,0.7907623615252525,0.0,-1.1354933343037703,0.9207002937349015,1,13.0,1,1,1.4634239769393518,1.4634239769393518
2016-10-01,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.9378118408137852,0.9567068403906086,0.0,-0.5728928111625615,1.0879519796673873,1,47.0,1,1,1.4865471582725718,1.4865471582725716
2016-10-02,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,1.146699406989176,1.2293299128122648,0.0,0.35662109663595754,1.1476847246432753,1,43.0,1,1,0.36367530869566655,0.36367530869566644
2016-10-05,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,1.1835619186671864,1.0989449651323422,0.0,-0.3527447803681754,1.1596312736384529,1,30.0,1,1,0.0854348300157138,0.0854348300157137
2016-10-06,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.900949329135775,0.8500282468343081,0.0,0.7235344812932677,0.9565399407204338,1,47.0,1,1,0.4058560570617598,0.40585605706175976
2016-10-07,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.876374321350435,0.8500282468343081,0.0,-0.6218145957835362,0.8848606467493686,1,38.0,1,1,1.2034787626109578,1.2034787626109575
2016-10-08,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.9378118408137852,0.8381750697724972,0.0,-1.1599542266142577,0.8609675487590136,1,16.0,1,1,1.374234563225504,1.374234563225504
2016-10-09,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.48317419678499335,0.458873403794541,0.0,0.4789255581883943,0.5623038238795742,1,44.0,1,1,0.8876313516528013,0.8876313516528012
2016-10-10,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,0.3602991578582928,0.4114606955472962,1.0,1.3595176813659384,0.311426294980845,1,13.0,1,1,0.13396810072609824,0.13396810072609813
2016-10-11,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,0.34801165396562256,0.3759011643618627,0.0,-0.6462754880940236,0.3592124909615551,1,13.0,1,1,-0.13131323237150053,-0.13131323237150064
2016-10-12,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.4585991889996529,0.4707265808563519,0.0,-0.010292288021352614,0.47867798091333086,1,33.0,1,1,0.3494456586444543,0.34944565864445426
2016-10-13,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.34801165396562256,0.0558653836929621,0.0,-1.2333369035457198,0.5384107258892187,1,33.0,1,1,0.37256883997767415,0.37256883997767404
2016-10-14,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.3971616695363026,0.458873403794541,0.0,-0.2793621034367134,0.43089178493262076,1,25.0,1,1,1.3096929362075058,1.3096929362075058
2016-10-15,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.3848741656436328,0.5299924661654075,0.0,0.23431663508352082,0.08444186407247102,1,47.0,1,1,1.6240157418030323,1.6240157418030323
2016-10-16,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.3848741656436328,0.23366303962012913,0.0,-1.2333369035457198,0.40699868694226565,1,10.0,1,1,0.34182263183130496,0.34182263183130485
2016-10-18,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,0.7289242746383944,0.7314964762161967,0.0,0.7235344812932677,0.7773417057927702,1,18.0,1,1,0.2610185476119214,0.26101854761192134
2016-10-19,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.6306242434970339,0.387754341423674,0.0,-1.2333369035457198,0.8609675487590136,1,41.0,1,1,0.35351127294480067,0.3535112729448006
2016-10-20,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.5568992201410135,0.48257975791816315,0.0,-0.40166656498915015,0.5623038238795742,1,13.0,1,1,0.5024143966949854,0.5024143966949853
2016-10-21,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.3848741656436328,0.06771856075477341,0.0,-1.2333369035457198,0.6100900198602843,1,26.0,1,1,1.325447191621348,1.325447191621348
2016-10-22,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.2988616383949425,-0.015253678677904463,0.0,-1.2333369035457198,0.5025710789036864,1,51.0,1,1,1.6951639920590933,1.6951639920590933
2016-10-23,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.34801165396562256,0.22180986255831825,0.0,-1.1354933343037703,0.5503572748843965,1,47.0,1,1,0.5217260646216305,0.5217260646216305
2016-10-24,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,0.23742411893159227,0.3284884561146183,0.0,1.310595896744964,0.2875331969904899,1,6.0,1,1,-0.1684119628621609,-0.168411962862161
2016-10-25,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,0.5323242123556734,0.42331387260910747,0.0,-0.7930408419569477,0.418945235937443,1,3.0,1,1,0.28592043520154276,0.28592043520154264
2016-10-26,air_3982a2c4ea2ed431,0,0,0,0,0,0,1,0.5691867240336836,0.48257975791816315,0.0,-0.9398061958198716,0.6220365688554621,1,34.0,1,1,0.5504394656178266,0.5504394656178265
2016-10-27,air_3982a2c4ea2ed431,0,0,0,0,1,0,0,0.4463116851069831,0.3759011643618627,0.0,-0.2059794265052513,0.43089178493262076,1,33.0,1,1,0.5595870977936058,0.5595870977936058
2016-10-28,air_3982a2c4ea2ed431,1,0,0,0,0,0,0,0.40944917342897286,0.458873403794541,0.0,-1.1844151189247452,0.4547848829229758,1,21.0,1,1,1.25938095924072,1.25938095924072
2016-10-29,air_3982a2c4ea2ed431,0,0,1,0,0,0,0,0.23742411893159227,0.15069080018745126,0.0,0.6990735889827804,0.29947974598566746,1,41.0,1,1,1.8176406228570268,1.8176406228570268
2016-10-30,air_3982a2c4ea2ed431,0,0,0,1,0,0,0,0.02853655275620099,0.07957173781658429,0.0,0.35662109663595754,0.060548766082115964,1,28.0,1,1,0.5778823621451644,0.5778823621451643
2016-10-31,air_3982a2c4ea2ed431,0,1,0,0,0,0,0,-0.13120099784850958,-0.32343628228499416,0.0,-1.2333369035457198,0.04860221708693843,1,31.0,1,1,-0.053812459771148395,-0.0538124597711485
2016-11-01,air_3982a2c4ea2ed431,0,0,0,0,0,1,0,-0.3032260523458904,-0.477527584088539,0.0,-0.0836749649528146,-0.36952699774427666,1,18.0,1,1,0.13777961413267295,0.13777961413267284
