visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Toshima-ku Mejiro,total_area_visitors,total_genre_visitors
2016-12-20,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-0.7703172250912985,-0.712625613815642,0.0,-0.4185904011048205,-0.7482515374379132,1,14.0,1,1,0.18056862338456128,0.18056862338456087
2016-12-21,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-0.666722839647986,-0.4248174704762871,0.0,0.722436585675509,-0.8251717713357508,1,6.0,1,1,0.7477625299688517,0.7477625299688513
2016-12-22,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-0.1947928615173401,-0.05642304700191289,0.0,-0.6839455143095483,-0.6713313035400756,1,19.0,1,1,1.833925877567807,1.8339258775678065
2016-12-23,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-0.26385578514621505,-0.12549700140335782,1.0,-0.20630631054103832,-0.46254781153165925,1,6.0,1,1,1.3468587753145869,1.3468587753145864
2016-12-26,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-1.081100381421236,-1.115557014490739,0.0,-1.0023716501552216,-0.9790122391314261,1,15.0,1,1,-0.20819476059211395,-0.20819476059211434
2016-12-27,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-0.5976599160191111,-0.21759560727195149,0.0,-1.2942622746804222,-0.7922059568081061,1,9.0,1,1,0.5496712637059276,0.5496712637059271
2016-12-28,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-1.1846947668645487,-1.299754226227926,0.0,1.0408627215211823,-1.1768071262972941,1,8.0,1,1,1.7066874799494867,1.7066874799494862
2016-12-29,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-1.3803730504796943,-1.4609267864979647,1.0,0.03251329134321677,-1.3196589892504211,1,2.0,1,1,1.2871346294937427,1.2871346294937422
2017-01-05,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-1.1041213559641945,-1.1846309688921839,0.0,1.0408627215211823,-0.9900008439739741,1,2.0,1,1,-1.351114594592244,-1.3511145945922445
2017-01-06,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-1.3573520759367361,-1.3688281806293712,0.0,0.9877916988802369,-1.2317501505100352,1,3.0,1,1,-0.08689168181313227,-0.08689168181313266
2017-01-08,air_7d65049f9d275c0d,0,0,0,1,0,0,0,-1.426414999565611,-1.6911733011694488,0.0,-1.3473332973213676,-1.2207615456674872,1,23.0,1,1,-0.412963260549294,-0.4129632605492944
2017-01-10,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-0.9429745341634861,-0.9198474770199776,0.0,1.0143272102007097,-1.0119780536590708,1,4.0,1,1,-1.2235052395464652,-1.2235052395464654
2017-01-11,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-1.081100381421236,-1.115557014490739,0.0,1.0408627215211823,-0.9680236342888777,1,9.0,1,1,-0.902256107367266,-0.9022561073672664
2017-01-12,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-1.1846947668645487,-0.9889214314214227,0.0,0.8285786309573999,-1.3196589892504211,1,1.0,1,1,-0.9159815321832364,-0.9159815321832367
2017-01-13,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-1.1616737923215903,-0.9198474770199776,0.0,0.4305459611503084,-1.2427387553525835,1,21.0,1,1,0.6464911522726376,0.6464911522726372
2017-01-14,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-1.5990723086377987,-1.656636323968726,0.0,-0.4981969350662388,-1.5394310861013858,1,13.0,1,1,1.094978682070157,1.0949786820701566
2017-01-16,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-1.5069884104659654,-1.4609267864979647,0.0,1.1204692554826008,-1.6163513199992232,1,2.0,1,1,-1.421967463236848,-1.4219674632368484
2017-01-17,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-1.2537576904934236,-1.127069340224313,0.0,1.067398232841655,-1.3196589892504211,1,13.0,1,1,-0.9004013202299727,-0.900401320229973
2017-01-18,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-1.2077157414075068,-1.1961432946257582,0.0,1.067398232841655,-1.2757045698802283,1,1.0,1,1,-0.4841870866213567,-0.484187086621357
2017-01-19,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-1.138652817778632,-1.127069340224313,0.0,0.13865533662510773,-1.1328527069271013,1,2.0,1,1,-0.4938319797352818,-0.4938319797352822
2017-01-20,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-1.5300093850089236,-1.944444467308081,0.0,-1.3473332973213676,-1.1548299166121976,1,5.0,1,1,0.682103065308669,0.6821030653086686
2017-01-21,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-1.1962052541360277,-1.115557014490739,0.0,1.1470047668030734,-1.26471596503768,1,15.0,1,1,1.5883520605901744,1.5883520605901738
2017-01-23,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-1.414904512294132,-1.472439112231539,0.0,0.48361698379125406,-1.3746020134631622,1,4.0,1,1,-1.4375476751901117,-1.437547675190112
2017-01-24,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-1.5875618213663194,-1.4954637636986874,0.0,1.1470047668030734,-1.6053627151566752,1,5.0,1,1,-0.7842916454354123,-0.7842916454354126
2017-01-25,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-1.426414999565611,-1.2882419004943517,0.0,1.2000757894440188,-1.5284424812588373,1,5.0,1,1,-0.40443123971774486,-0.40443123971774525
2017-01-26,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-1.345841588665257,-1.1500939916914614,0.0,1.1735402781235462,-1.550419690943934,1,3.0,1,1,-0.27088656583262744,-0.27088656583262777
2017-01-27,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-0.8624011232631318,-0.5399407278120291,0.0,0.03251329134321677,-1.2427387553525835,1,8.0,1,1,1.1228004891295567,1.1228004891295562
2017-01-28,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-0.9084430723490485,-0.8162365454178098,0.0,1.067398232841655,-0.8911034003910402,1,17.0,1,1,1.8476513023837773,1.8476513023837768
2017-01-30,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-0.5861494287476319,-0.13700932713693217,0.0,0.7489720969959818,-0.6603426986975274,1,2.0,1,1,-1.34666310546274,-1.3466631054627405
2017-01-31,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-1.1962052541360277,-1.2306802718264809,0.0,1.1204692554826008,-1.0888982875569084,1,2.0,1,1,-0.7572117532309302,-0.7572117532309305
2017-02-02,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-1.3573520759367361,-1.2652172490272036,0.0,1.2000757894440188,-1.2976817795653246,1,13.0,1,1,-0.5943614425765785,-0.5943614425765789
2017-02-03,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-1.02354794506384,-0.8047242196842357,0.0,1.2000757894440188,-1.2866931747227763,1,21.0,1,1,0.6550231731041869,0.6550231731041865
2017-02-04,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-0.9314640468920069,-0.8392611968849581,0.0,1.2000757894440188,-0.9130806100761366,1,12.0,1,1,1.6744141837605833,1.6744141837605828
2017-02-06,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-0.8739116105346111,-0.5744777050127517,0.0,0.2713328932274716,-1.0339552633441673,1,7.0,1,1,-1.38821033733811,-1.3882103373381103
2017-02-07,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-1.2307367159504652,-1.2306802718264809,0.0,1.1735402781235462,-1.1548299166121976,1,7.0,1,1,-0.8744343003078665,-0.8744343003078668
2017-02-08,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-1.150163305050111,-1.115557014490739,0.0,1.1735402781235462,-1.1877957311398424,1,3.0,1,1,-0.41407613283167,-0.4140761328316704
2017-02-09,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-1.5990723086377987,-1.760247255570894,0.0,-1.3473332973213676,-1.2866931747227763,1,4.0,1,1,-0.7241965421871094,-0.7241965421871097
2017-02-10,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-1.3803730504796943,-1.3112665519615,0.0,-0.28591284450245663,-1.2317501505100352,1,7.0,1,1,0.9358379456903921,0.9358379456903917
2017-02-13,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-1.150163305050111,-1.0234584086221452,0.0,0.7755076083164545,-1.2866931747227763,1,1.0,1,1,-1.2401983237821048,-1.2401983237821053
2017-02-14,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-1.1731842795930694,-1.0234584086221452,0.0,1.0143272102007097,-1.165818521454746,1,27.0,1,1,-0.6125383565220529,-0.6125383565220532
2017-02-15,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-1.1271423305071526,-0.9083351512864033,0.0,1.2796823234054373,-1.26471596503768,1,15.0,1,1,-0.08095636297379372,-0.0809563629737941
2017-02-16,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-1.0350584323353194,-0.8047242196842357,0.0,1.2796823234054373,-1.2537273601951318,1,20.0,1,1,-0.06611806587544733,-0.06611806587544772
2017-02-17,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-0.3559396833180485,-0.010373744067615863,0.0,0.8285786309573999,-0.8691261907059438,1,9.0,1,1,1.0693826195755096,1.0693826195755092
2017-02-18,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-0.9429745341634861,-1.1500939916914614,0.0,-0.5778034690276572,-0.6933085132251721,1,4.0,1,1,1.7586215197936992,1.7586215197936985
2017-02-20,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-0.735785763276861,-0.11398467566978387,0.0,0.13865533662510773,-1.1987843359823904,1,7.0,1,1,-1.4160321443975095,-1.41603214439751
2017-02-21,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-1.1731842795930694,-1.242192597560055,0.0,1.2266113007644914,-1.0009894488165225,1,7.0,1,1,-0.5650558058073445,-0.5650558058073448
2017-02-22,air_7d65049f9d275c0d,0,0,0,0,0,0,1,-1.0695898941497568,-1.1616063174250357,0.0,-0.20630631054103832,-1.2757045698802283,1,8.0,1,1,-0.10024614920164401,-0.1002461492016444
2017-02-23,air_7d65049f9d275c0d,0,0,0,0,1,0,0,-0.44802358148988175,-0.5054037506113064,0.0,-0.949300627514276,-0.47353641637420746,1,11.0,1,1,-0.17109901784624798,-0.17109901784624837
2017-02-24,air_7d65049f9d275c0d,1,0,0,0,0,0,0,-1.02354794506384,-1.0810200372900163,0.0,-0.4185904011048205,-0.8251717713357508,1,12.0,1,1,1.2088626122999655,1.208862612299965
2017-02-25,air_7d65049f9d275c0d,0,0,1,0,0,0,0,-1.012037457792361,-0.9198474770199776,0.0,0.8020431196369272,-1.0119780536590708,1,17.0,1,1,2.0794996945454396,2.079499694545439
2017-02-27,air_7d65049f9d275c0d,0,1,0,0,0,0,0,-1.1616737923215903,-1.2652172490272036,0.0,-0.8166230709119122,-0.924069214918685,1,1.0,1,1,-1.0836542893945504,-1.0836542893945509
2017-02-28,air_7d65049f9d275c0d,0,0,0,0,0,1,0,-1.2422472032219445,-1.2191679460929066,0.0,0.9877916988802369,-1.0449438681867154,1,13.0,1,1,-0.4515428330049946,-0.451542833004995
