visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Musashino-shi Kichijōji Honchō,total_area_visitors,total_genre_visitors
2016-11-17,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-0.38616583984301345,-0.27277319024127406,0.0,0.7483253761683113,-0.5573853493106619,1,45.0,1,1,-0.2459300823173154,-0.24593008231731536
2016-11-18,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-0.5636959115979546,-0.4291618796410667,0.0,0.910262618483402,-0.6818496086239293,1,24.0,1,1,0.9945089182154183,0.9945089182154184
2016-11-19,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-0.6857478359294767,-0.9653516718689262,0.0,-1.383848314313717,-0.41217704677851635,1,63.0,1,1,1.4801353304474416,1.4801353304474416
2016-11-20,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-0.29740080396554275,0.04000418855831081,0.0,-0.35824577965147564,-0.41217704677851635,1,67.0,1,1,-0.10915440366619872,-0.10915440366619866
2016-11-21,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-0.4194527282970648,-0.6860861550835826,0.0,-1.383848314313717,-0.19436459298029818,1,28.0,1,1,-1.2339161015099562,-1.233916101509956
2016-11-22,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-0.219731397572756,-0.015848914798757902,0.0,0.5054195126956751,-0.19436459298029818,1,6.0,1,1,0.6682116210078342,0.6682116210078342
2016-11-23,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-0.5193133936592192,-0.6860861550835826,1.0,-1.3568587739278686,-0.40180502516907746,1,71.0,1,1,-0.16953941073025555,-0.1695394107302555
2016-11-24,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-1.4846331588267123,-1.3898352573826482,0.0,-1.383848314313717,-1.1693346242675602,1,20.0,1,1,-1.0607639125792871,-1.0607639125792871
2016-11-25,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-1.3071030870717713,-1.1440816026115461,0.0,1.018220780026796,-1.3249149484091447,1,42.0,1,1,0.8646447765174167,0.8646447765174167
2016-11-26,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-0.9409473140772049,-0.8648160858262025,0.0,0.5054195126956751,-1.0967304730014877,1,50.0,1,1,1.7867893121040677,1.7867893121040677
2016-11-27,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-0.6191740590213738,-0.8089629824691338,0.0,-1.1139529104552324,-0.41217704677851635,1,42.0,1,1,-0.4620065533778561,-0.46200655337785607
2016-11-28,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-0.5193133936592192,-0.7307686377692377,0.0,-0.38523532003732397,-0.3084568306841269,1,32.0,1,1,-1.1895367589689023,-1.1895367589689023
2016-11-29,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-0.6191740590213738,-0.7084273964264101,0.0,0.47842997230982676,-0.4640371548257112,1,3.0,1,1,-0.5631332519550115,-0.5631332519550115
2016-11-30,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-0.8299910192303666,-1.06588725791165,0.0,-0.03437129502129407,-0.8892900408127085,1,44.0,1,1,-0.3310511163714678,-0.3310511163714677
2016-12-01,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-0.6524609474754254,-0.5632093276980316,0.0,-0.30426669887977864,-0.6403615221861735,1,40.0,1,1,-0.43290534515421425,-0.4329053451542142
2016-12-02,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-0.48602650520516794,-0.5073562243409628,0.0,0.8562835377117053,-0.42254906838795536,1,31.0,1,1,1.1207354088854649,1.1207354088854649
2016-12-03,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-0.6413653179907414,-0.4738443623267215,0.0,0.7483253761683113,-0.754453759890002,1,55.0,1,1,2.2229436703559,2.2229436703559
2016-12-04,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-0.5082177641745355,-0.4179912589696528,0.0,0.42445089153812976,-0.6196174789672956,1,67.0,1,1,-0.26739222338225127,-0.2673922233822512
2016-12-05,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-0.3306876924195943,-0.16106698352713664,0.0,0.6673567550107657,-0.39143300355963845,1,34.0,1,1,-1.1255141008768903,-1.12551410087689
2016-12-06,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-0.6302696885060576,-0.4291618796410667,0.0,0.8832730780975536,-0.5988734357484176,1,4.0,1,1,-0.657348413579052,-0.6573484135790519
2016-12-07,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-0.9520429435618887,-1.2334465679828561,0.0,-1.3028796931561717,-0.7855698247183189,1,31.0,1,1,-0.1324353702451122,-0.13243537024511215
2016-12-08,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-0.9520429435618887,-0.7754511204548925,0.0,0.8832730780975536,-1.0759864297826096,1,32.0,1,1,0.029440100498895585,0.029440100498895626
2016-12-09,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-0.674652206444793,-0.26160256956986055,0.0,0.9912312396409476,-1.0241263217354148,1,38.0,1,1,1.7282231305539884,1.7282231305539884
2016-12-10,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-0.8854691666537857,-0.9988635338831674,0.0,1.0452103204126444,-0.744081738280563,1,19.0,1,1,2.437928846108054,2.437928846108054
2016-12-11,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-1.0962861268627784,-1.1105697405973047,0.0,0.9642416992550987,-1.1071024946109265,1,54.0,1,1,0.21787042374697654,0.21787042374697657
2016-12-12,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-1.0962861268627784,-1.1552522232829598,0.0,0.6403672146249174,-1.241938775533633,1,38.0,1,1,-0.9345374219092406,-0.9345374219092405
2016-12-13,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-0.7856085012916312,-0.5073562243409628,0.0,-0.30426669887977864,-0.9411501488599032,1,2.0,1,1,-0.36924645216499774,-0.3692464521649977
2016-12-14,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-0.8410866487150503,-0.9653516718689262,0.0,-1.0599738296835355,-0.6922216302333682,1,31.0,1,1,0.2662511824187811,0.26625118241878115
2016-12-15,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-1.1073817563474624,-1.1999347059686147,0.0,0.47842997230982676,-1.0448703649542928,1,40.0,1,1,0.36410399507077684,0.36410399507077684
2016-12-16,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-1.3292943460411388,-1.1775934646257873,0.0,0.8292939973258564,-1.3145429267997057,1,25.0,1,1,1.8948275476343381,1.894827547634338
2016-12-17,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-1.12957301531683,-0.7642804997834788,0.0,1.018220780026796,-1.4390071861129732,1,49.0,1,1,2.8693542580235443,2.8693542580235443
2016-12-18,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-0.9520429435618887,-0.6078918103836863,0.0,0.6133776742390691,-1.1071024946109265,1,66.0,1,1,0.31499570619338124,0.31499570619338124
2016-12-19,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-0.6635565769601092,-0.4403325003124802,0.0,0.8023044569400081,-0.8789180192032695,1,40.0,1,1,-0.41035190878089184,-0.4103519087808918
2016-12-20,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-0.7301303538682121,-0.5296974656837903,0.0,-0.2772771584939303,-0.7855698247183189,1,2.0,1,1,0.28880461879210356,0.28880461879210356
2016-12-21,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-0.7079390948988445,-0.28394381091268794,0.0,0.5863881338532204,-0.8892900408127085,1,31.0,1,1,0.8450014609664583,0.8450014609664583
2016-12-22,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-0.3195920629349105,-0.07170201815582662,0.0,-1.0599738296835355,-0.6507335437956123,1,37.0,1,1,1.91010568195175,1.91010568195175
2016-12-23,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-0.28630517448085896,-0.14989636285572314,1.0,0.019607785750402895,-0.3810609819501995,1,74.0,1,1,1.4324821019812282,1.4324821019812282
2016-12-24,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-0.863277907684418,-1.0435460165688224,0.0,0.910262618483402,-0.754453759890002,1,82.0,1,1,1.6649280026675675,1.6649280026675675
2016-12-25,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-1.1073817563474624,-1.0882284992544773,0.0,-0.03437129502129407,-0.9411501488599032,1,42.0,1,1,0.037806697863192615,0.037806697863192656
2016-12-26,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-1.1406686448015138,-1.3004702920113385,0.0,-1.2219110719986264,-1.003382278516537,1,34.0,1,1,-0.09242120893760465,-0.09242120893760461
2016-12-27,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-0.8188953897456828,-0.6860861550835826,0.0,-1.383848314313717,-0.7025936518428072,1,6.0,1,1,0.650750896073649,0.6507508960736491
2016-12-28,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-1.1517642742861975,-1.3563233953684073,0.0,1.018220780026796,-1.1797066458769991,1,48.0,1,1,1.7853342516928856,1.7853342516928856
2016-12-29,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-1.3625812344951904,-1.456858981411131,1.0,0.3704718107664328,-1.2834268619713887,1,46.0,1,1,1.3739159204311489,1.3739159204311489
2016-12-30,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-1.12957301531683,-1.2111053266400285,1.0,1.0452103204126444,-1.0863584513920488,1,51.0,1,1,0.6227409831583938,0.6227409831583938
2016-12-31,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-1.1517642742861975,-0.8759867064976162,1.0,1.0452103204126444,-1.231566753924194,1,40.0,1,1,-2.184434315114658,-2.184434315114658
2017-01-01,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-0.9742342025312564,-0.7195980170978238,1.0,1.0721998607984926,-1.2211947323147552,1,62.0,1,1,-3.209524374792442,-3.209524374792442
2017-01-02,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-1.0186167204699916,-0.8313042238119612,1.0,0.3164927299947359,-1.0241263217354148,1,54.0,1,1,-2.5260097466396543,-2.526009746639654
2017-01-03,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-0.9076604256231533,-0.7084273964264101,1.0,0.6673567550107657,-1.0552423865637317,1,64.0,1,1,-2.250639563823443,-2.250639563823443
2017-01-04,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-0.8743735371691018,-0.6525742930693413,0.0,0.9912312396409476,-0.9930102569070981,1,62.0,1,1,-1.796296950431835,-1.7962969504318347
2017-01-05,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-1.0851904973780948,-1.1999347059686147,0.0,1.0452103204126444,-1.0552423865637317,1,41.0,1,1,-1.2131814906506113,-1.2131814906506113
2017-01-06,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-1.3071030870717713,-1.3339821540255796,0.0,0.910262618483402,-1.231566753924194,1,35.0,1,1,0.026529979676531402,0.02652997967653144
2017-01-07,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-1.3958681229492418,-1.278129050668511,0.0,1.018220780026796,-1.3664030348469005,1,50.0,1,1,0.7980757627058359,0.7980757627058359
2017-01-08,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-1.3958681229492418,-1.5685651881252685,0.0,-1.383848314313717,-1.2834268619713887,1,41.0,1,1,-0.2932195456807334,-0.29321954568073333
2017-01-09,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-0.8854691666537857,-0.9541810511975125,1.0,-0.6551307238958086,-0.7959418463277578,1,53.0,1,1,-1.160071785642465,-1.160071785642465
2017-01-10,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-0.8854691666537857,-0.8424748444833751,0.0,1.099189401184341,-0.8581739759843915,1,5.0,1,1,-1.0880462952889514,-1.0880462952889514
2017-01-11,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-1.0519036089240432,-1.06588725791165,0.0,1.099189401184341,-0.9826382352976591,1,26.0,1,1,-0.7730257162680284,-0.7730257162680283
2017-01-12,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-1.2072424217096165,-0.931839809854685,0.0,1.12617894157019,-1.3456589916280226,1,22.0,1,1,-0.7864850250714627,-0.7864850250714627
2017-01-13,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-1.2072424217096165,-0.8313042238119612,0.0,0.5324090530815235,-1.27305484036195,1,48.0,1,1,0.7456935879032806,0.7456935879032806
2017-01-14,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-1.5844938241888669,-1.669100774167992,0.0,-0.6011516431241117,-1.4182631428940953,1,43.0,1,1,1.185485597183068,1.185485597183068
2017-01-15,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-1.7398326369744403,-1.8254894635677845,0.0,0.47842997230982676,-1.5842154886451185,1,43.0,1,1,-0.7577475819506164,-0.7577475819506163
2017-01-16,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-1.4957287883113963,-1.3786646367112347,0.0,1.12617894157019,-1.698307726348947,1,26.0,1,1,-1.2826606252845563,-1.282660625284556
2017-01-17,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-1.2294336806789843,-1.0770578785830636,0.0,1.0721998607984926,-1.3664030348469005,1,1.0,1,1,-0.7712068907540508,-0.7712068907540507
2017-01-18,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-1.240529310163668,-1.1440816026115461,0.0,1.099189401184341,-1.3767750564563395,1,30.0,1,1,-0.36306244541747384,-0.3630624454174738
2017-01-19,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-1.1184773858321462,-1.0770578785830636,0.0,0.12756594729379658,-1.0967304730014877,1,30.0,1,1,-0.37252033809015744,-0.3725203380901574
2017-01-20,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-1.4735375293420288,-1.9036838082676806,0.0,-1.383848314313717,-1.0759864297826096,1,19.0,1,1,0.7806150377716508,0.7806150377716508
2017-01-21,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-1.12957301531683,-1.0882284992544773,0.0,1.1801580223418866,-1.1382185594392435,1,57.0,1,1,1.6692931839011138,1.6692931839011136
2017-01-22,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-1.1406686448015138,-0.9876929132117537,0.0,1.099189401184341,-1.241938775533633,1,61.0,1,1,-0.4667354997141979,-0.46673549971419787
2017-01-23,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-1.3625812344951904,-1.5462239467824408,0.0,0.2895031896088875,-1.3041709051902668,1,21.0,1,1,-1.2979387596019683,-1.297938759601968
2017-01-24,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-1.5512069357348155,-1.4680296020825447,0.0,1.1801580223418866,-1.6257035750828746,1,3.0,1,1,-0.657348413579052,-0.6573484135790519
2017-01-25,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-1.3625812344951904,-1.2557878093256836,0.0,1.2341371031135833,-1.480495272550729,1,30.0,1,1,-0.28485294831643637,-0.2848529483164363
2017-01-26,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-1.3292943460411388,-1.0435460165688224,0.0,1.207147562727735,-1.5427274022073627,1,46.0,1,1,-0.15389751131004806,-0.153897511310048
2017-01-27,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-1.0408079794393592,-0.3844793969554115,0.0,0.019607785750402895,-1.27305484036195,1,24.0,1,1,1.2127679798927322,1.2127679798927322
2017-01-28,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-0.8854691666537857,-0.8201336031405475,0.0,1.0452103204126444,-1.003382278516537,1,59.0,1,1,1.9235649907551844,1.9235649907551844
2017-01-29,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-0.8965647961384695,-0.9876929132117537,0.0,-0.33125623926562714,-0.7751978031088799,1,54.0,1,1,-0.09351250424599122,-0.09351250424599118
2017-01-30,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-0.5858871705673222,-0.3062850522555154,0.0,1.0721998607984926,-0.5885014141389787,1,20.0,1,1,-1.208816309417065,-1.208816309417065
2017-01-31,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-1.1406686448015138,-1.2334465679828561,0.0,1.207147562727735,-0.9930102569070981,1,19.0,1,1,-0.6307935610749789,-0.6307935610749787
2017-02-01,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-1.185051162740249,-1.1664228439543736,0.0,0.7753149165541597,-1.1278465378298044,1,2.0,1,1,-0.45946019765828744,-0.4594601976582874
2017-02-02,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-1.2738161986177197,-1.1775934646257873,0.0,1.3151057242711288,-1.252310797143072,1,90.0,1,1,-0.4711006809477442,-0.47110068094774415
2017-02-03,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-0.98532983201594,-0.7977923617977201,0.0,1.2881161838852806,-1.27305484036195,1,37.0,1,1,0.7540601852675776,0.7540601852675776
2017-02-04,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-0.8521822781997341,-0.7754511204548925,0.0,1.2341371031135833,-0.7233376950616851,1,63.0,1,1,1.753686687749675,1.753686687749675
2017-02-05,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-1.0075210909853078,-1.2222759473114422,0.0,-0.7630888854392025,-0.9826382352976591,1,47.0,1,1,-0.5656796076745803,-0.5656796076745801
2017-02-06,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-0.8410866487150503,-0.7195980170978238,0.0,-0.19630853733638473,-0.9515221704693422,1,35.0,1,1,-1.2495580009301637,-1.2495580009301634
2017-02-08,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-1.062999238408727,-1.1329109819401324,0.0,1.1531684819560382,-0.9618941920787811,1,38.0,1,1,-0.29431084098911997,-0.2943108409891199
2017-02-09,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-1.517920047280764,-1.7249538775250606,0.0,-1.383848314313717,-1.1589626026581215,1,25.0,1,1,-0.5984184669261773,-0.5984184669261772
2017-02-10,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-1.2849118281024035,-1.2669584299970973,0.0,-0.03437129502129407,-1.0759864297826096,1,30.0,1,1,1.0294303680837886,1.0294303680837886
2017-02-11,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-1.384772493464558,-1.1664228439543736,1.0,0.23552410883719052,-1.5219833589884848,1,52.0,1,1,1.6132733580706031,1.6132733580706031
2017-02-12,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-1.2960074575870872,-1.1105697405973047,0.0,1.2341371031135833,-1.459751229331851,1,52.0,1,1,-0.24774890783129302,-0.24774890783129297
2017-02-13,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-1.1184773858321462,-1.0435460165688224,0.0,1.1801580223418866,-1.3352869700185837,1,32.0,1,1,-1.10441572491475,-1.10441572491475
2017-02-14,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-1.1184773858321462,-1.0882284992544773,0.0,0.9372521588692504,-1.1589626026581215,1,2.0,1,1,-0.4889251709847248,-0.48892517098472477
2017-02-15,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-1.0519036089240432,-0.88715732716903,0.0,1.2341371031135833,-1.1693346242675602,1,31.0,1,1,0.032350221321259774,0.03235022132125981
2017-02-16,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-0.98532983201594,-0.6972567757549963,0.0,1.3420952646569773,-1.27305484036195,1,27.0,1,1,0.046900825433080696,0.04690082543308073
2017-02-17,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-0.37507021035832966,0.16288101594386173,0.0,1.3420952646569773,-0.9930102569070981,1,29.0,1,1,1.160385805090177,1.160385805090177
2017-02-18,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-0.8854691666537857,-1.2111053266400285,0.0,-0.7360993450533541,-0.6299895005767345,1,49.0,1,1,1.8362613660842588,1.8362613660842588
2017-02-19,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-1.1073817563474624,-1.0882284992544773,0.0,1.207147562727735,-1.1278465378298044,1,54.0,1,1,-0.089874853218036,-0.08987485321803594
2017-02-20,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-0.8521822781997341,-0.3844793969554115,0.0,0.1545554876796452,-1.1693346242675602,1,24.0,1,1,-1.2768403836398279,-1.2768403836398279
2017-02-21,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-1.1073817563474624,-1.2557878093256836,0.0,1.099189401184341,-0.9204061056410252,1,2.0,1,1,-0.44236323782689785,-0.4423632378268978
2017-02-22,air_0647f17b4dc041c8,0,0,0,0,0,0,1,-1.0408079794393592,-0.9876929132117537,0.0,-0.007381754635445706,-1.1589626026581215,1,31.0,1,1,0.01343443597589257,0.01343443597589261
2017-02-23,air_0647f17b4dc041c8,0,0,0,0,1,0,0,-0.5193133936592192,-0.3844793969554115,0.0,-0.7900784258250508,-0.5781293925295398,1,17.0,1,1,-0.05604469865805234,-0.0560446986580523
2017-02-24,air_0647f17b4dc041c8,1,0,0,0,0,0,0,-0.9520429435618887,-1.1105697405973047,0.0,0.9372521588692504,-0.7648257814994409,1,37.0,1,1,1.2971614837412935,1.2971614837412935
2017-02-25,air_0647f17b4dc041c8,0,0,1,0,0,0,0,-0.9409473140772049,-0.8536454651547888,0.0,0.5863881338532204,-0.9411501488599032,1,56.0,1,1,2.150918180002386,2.150918180002386
2017-02-26,air_0647f17b4dc041c8,0,0,0,1,0,0,0,-0.796704130776315,-0.6972567757549963,0.0,0.6133776742390691,-0.9826382352976591,1,50.0,1,1,0.12147267150616294,0.12147267150616296
2017-02-27,air_0647f17b4dc041c8,0,1,0,0,0,0,0,-1.0519036089240432,-1.1664228439543736,0.0,-0.142329456564688,-0.7855698247183189,1,41.0,1,1,-0.9509068515350392,-0.9509068515350391
2017-02-28,air_0647f17b4dc041c8,0,0,0,0,0,1,0,-1.12957301531683,-1.1775934646257873,0.0,1.0452103204126444,-0.9722662136882201,1,4.0,1,1,-0.3310511163714678,-0.3310511163714677
