visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-05-17,air_3b6438b125086430,0,0,0,0,0,1,0,0.1858329441579728,0.5080167098680166,0.0,2.0039921530747327,-0.2839483653925924,1,9.0,1,1,-1.2291987874521904,-1.2291987874521904
2016-05-18,air_3b6438b125086430,0,0,0,0,0,0,1,0.5440187225349985,0.8686900383221656,0.0,1.9790841899219114,0.10991104770174624,1,8.0,1,1,-1.024655362035464,-1.024655362035464
2016-05-20,air_3b6438b125086430,1,0,0,0,0,0,0,0.7404431816449801,0.8919592853192074,0.0,1.754912521546526,0.4700110825308558,1,13.0,1,1,-0.627227739912258,-0.627227739912258
2016-05-21,air_3b6438b125086430,0,0,1,0,0,0,0,0.7635519415402721,0.7988822973310402,0.0,1.730004558393705,0.5037704607960849,1,19.0,1,1,-0.3499408658033376,-0.3499408658033376
2016-05-22,air_3b6438b125086430,0,0,0,1,0,0,0,0.7866607014355643,0.9734016498088544,0.0,1.7798204846993464,0.5937954695033624,1,21.0,1,1,-1.089794965916627,-1.089794965916627
2016-05-23,air_3b6438b125086430,0,1,0,0,0,0,0,0.8097694613308561,1.0548440142985007,0.0,1.804728447852167,0.4587579564424463,1,7.0,1,1,-1.2933245453585496,-1.2933245453585496
2016-05-24,air_3b6438b125086430,0,0,0,0,0,1,0,0.7404431816449801,0.7523438033369562,0.0,0.11098695346036277,0.5037704607960849,1,14.0,1,1,-1.181294565142697,-1.181294565142697
2016-05-25,air_3b6438b125086430,0,0,0,0,0,0,1,0.5555731024826447,0.25205499290055555,0.0,-1.3087669462504143,0.807604865183146,1,7.0,1,1,-0.9749769092700632,-0.9749769092700632
2016-05-26,air_3b6438b125086430,0,0,0,0,1,0,0,0.85598698112144,0.6941706858443515,0.0,-1.2340430567919525,0.9088829999788334,1,3.0,1,1,-0.9387319156708167,-0.9387319156708167
2016-05-27,air_3b6438b125086430,1,0,0,0,0,0,0,1.017748300388484,1.2293633667763149,0.0,0.4347904744470312,1.0101611347745203,1,11.0,1,1,-0.6437027370028247,-0.6437027370028247
2016-05-28,air_3b6438b125086430,0,0,1,0,0,0,0,0.7173344217496882,0.4963820863694955,0.0,-1.1095032410278494,0.9426423782440625,1,22.0,1,1,-0.44752354087823193,-0.44752354087823193
2016-05-29,air_3b6438b125086430,0,0,0,1,0,0,0,0.4400293030061848,0.05426639342569964,0.0,-1.3087669462504143,0.6725673521222301,1,8.0,1,1,-0.9546999897739813,-0.9546999897739813
2016-05-30,air_3b6438b125086430,0,1,0,0,0,0,0,0.8328782212261481,0.9384977793132914,0.0,1.082397516420368,0.807604865183146,1,11.0,1,1,-1.2801445476860962,-1.2801445476860962
2016-05-31,air_3b6438b125086430,0,0,0,0,0,1,0,0.8097694613308561,0.9268631558147703,0.0,1.2318452953372918,0.5712892173265431,1,11.0,1,1,-1.0512688188740715,-1.0512688188740715
2016-06-01,air_3b6438b125086430,0,0,0,0,0,0,1,0.7866607014355643,0.9152285323162496,0.0,1.0076736269619064,0.6275548477685915,1,5.0,1,1,-1.0725595843449576,-1.0725595843449576
2016-06-02,air_3b6438b125086430,0,0,0,0,1,0,0,0.5671274824302903,0.8803246618206867,0.0,2.1036240056860147,0.42499857817721726,1,10.0,1,1,-1.0114753643630108,-1.0114753643630108
2016-06-03,air_3b6438b125086430,1,0,0,0,0,0,0,0.6017906222732284,0.775613050333998,0.0,1.680188632088064,0.24494856076266247,1,16.0,1,1,-0.7017454190603591,-0.7017454190603591
2016-06-04,air_3b6438b125086430,0,0,1,0,0,0,0,0.4284749230585386,0.414939721879849,0.0,-1.283858983097594,0.6163017216801816,1,34.0,1,1,-0.5268569884066525,-0.5268569884066525
2016-06-05,air_3b6438b125086430,0,0,0,1,0,0,0,0.45158368295383056,0.24042036940203487,0.0,-1.3087669462504143,0.5487829651497238,1,27.0,1,1,-1.118943037692245,-1.118943037692245
2016-06-06,air_3b6438b125086430,0,1,0,0,0,0,0,0.7982150813832101,0.6592668153487885,0.0,-0.984963425263746,0.8413642434483751,1,7.0,1,1,-1.308025311993209,-1.308025311993209
2016-06-08,air_3b6438b125086430,0,0,0,0,0,0,1,0.8675413610690861,0.7639784268354772,0.0,-1.2091350936391316,0.9876548825977011,1,3.0,1,1,-0.9967745977283513,-0.9967745977283513
2016-06-09,air_3b6438b125086430,0,0,0,0,1,0,0,0.85598698112144,0.8570554148236449,0.0,-0.23772453067912644,0.8413642434483751,1,1.0,1,1,-1.047466896468556,-1.047466896468556
2016-06-10,air_3b6438b125086430,1,0,0,0,0,0,0,1.0639658201790678,1.1362863787881474,0.0,1.6303727057824227,0.9201361260672428,1,6.0,1,1,-0.606443897428774,-0.606443897428774
2016-06-11,air_3b6438b125086430,0,0,1,0,0,0,0,1.0639658201790678,1.1130171317911055,0.0,-0.41208027274887093,1.0551736391281592,1,8.0,1,1,-0.4449889259412217,-0.4449889259412217
2016-06-12,air_3b6438b125086430,0,0,0,1,0,0,0,0.890650120964378,0.5661898273606213,0.0,-1.1842271304863112,1.0326673869513396,1,21.0,1,1,-1.076868429737875,-1.076868429737875
2016-06-13,air_3b6438b125086430,0,1,0,0,0,0,0,0.9715307805978998,0.9384977793132914,0.0,-0.48680416220733297,0.9989080086861108,1,20.0,1,1,-1.3696164549625578,-1.3696164549625578
2016-06-14,air_3b6438b125086430,0,0,0,0,0,1,0,1.075520200126714,1.0781132612955426,0.0,1.6552806689352433,0.9426423782440625,1,21.0,1,1,-1.087513812473318,-1.087513812473318
2016-06-16,air_3b6438b125086430,0,0,0,0,1,0,0,0.9137588808596699,0.6359975683517467,0.0,-1.3087669462504143,1.133945521747027,1,4.0,1,1,-1.098666118196163,-1.098666118196163
2016-06-17,air_3b6438b125086430,1,0,0,0,0,0,0,0.983085160545546,0.8803246618206867,0.0,0.7585939954336999,1.0326673869513396,1,8.0,1,1,-0.5347142947113842,-0.5347142947113842
2016-06-18,air_3b6438b125086430,0,0,1,0,0,0,0,1.040857060283776,1.1246517552896262,0.0,1.804728447852167,0.7963517390947367,1,15.0,1,1,-0.44245431100421145,-0.44245431100421145
2016-06-19,air_3b6438b125086430,0,0,0,1,0,0,0,0.890650120964378,0.6476321918502679,0.0,-1.1842271304863112,0.9876548825977011,1,11.0,1,1,-1.0702784309016482,-1.0702784309016482
2016-06-20,air_3b6438b125086430,0,1,0,0,0,0,0,1.0061939204408379,0.9501324028118121,0.0,-0.8355156463468221,1.2014642782774847,1,11.0,1,1,-1.3386941527310328,-1.3386941527310328
2016-06-22,air_3b6438b125086430,0,0,0,0,0,0,1,0.8790957410167318,0.4963820863694955,0.0,-1.3087669462504143,1.1564517739238462,1,27.0,1,1,-1.0593795866725042,-1.0593795866725042
2016-06-23,air_3b6438b125086430,0,0,0,0,1,0,0,1.2141727594984657,1.2875364842689196,0.0,0.6589621428224172,1.1564517739238462,1,6.0,1,1,-1.0550707412795868,-1.0550707412795868
2016-06-24,air_3b6438b125086430,1,0,0,0,0,0,0,0.9368676407549618,0.6709014388473097,0.0,-1.3087669462504143,1.122692395658617,1,7.0,1,1,-0.5567654446633733,-0.5567654446633733
2016-06-25,air_3b6438b125086430,0,0,1,0,0,0,0,0.9137588808596699,0.6825360623458308,0.0,-1.3087669462504143,1.0551736391281592,1,8.0,1,1,-0.3925223967451097,-0.3925223967451097
2016-06-26,air_3b6438b125086430,0,0,0,1,0,0,0,0.8790957410167318,0.8803246618206867,0.0,0.7336860322808788,0.7738454869179173,1,24.0,1,1,-0.962303834585012,-0.962303834585012
2016-06-27,air_3b6438b125086430,0,1,0,0,0,0,0,0.6595625220114584,0.6941706858443515,0.0,-0.26263249383194703,0.7625923608295075,1,15.0,1,1,-1.2834395471042095,-1.2834395471042095
2016-06-28,air_3b6438b125086430,0,0,0,0,0,1,0,0.6942256618543964,0.5894590743576631,0.0,-1.1842271304863112,0.7963517390947367,1,3.0,1,1,-1.1359249577702135,-1.1359249577702135
2016-06-29,air_3b6438b125086430,0,0,0,0,0,0,1,0.7404431816449801,0.3451319808887232,0.0,-1.3087669462504143,1.0439205130397493,1,11.0,1,1,-0.9569811432172904,-0.9569811432172904
2016-07-01,air_3b6438b125086430,1,0,0,0,0,0,0,1.2488358993414037,1.2409979902748356,0.0,0.4347904744470312,1.1902111521890752,1,9.0,1,1,1.6645710861324023,1.6645710861324023
2016-07-02,air_3b6438b125086430,0,0,1,0,0,0,0,1.3181621790272793,1.008305520304417,0.0,-1.1593191673334906,1.5503111870181847,1,11.0,1,1,1.7705179904994306,1.7705179904994306
2016-07-03,air_3b6438b125086430,0,0,0,1,0,0,0,1.4105972186084472,1.5667674482334224,0.0,-0.11318471491502319,1.539058060929775,1,22.0,1,1,0.4477024548737854,0.4477024548737854
2016-07-04,air_3b6438b125086430,0,1,0,0,0,0,0,1.4799234982943235,1.531863577737859,0.0,0.38497454814138987,1.4940455565761364,1,4.0,1,1,-0.06631745435189158,-0.06631745435189158
2016-07-05,air_3b6438b125086430,0,0,0,0,0,1,0,1.549249777980199,1.531863577737859,0.0,1.1322134427260095,1.5278049348413656,1,8.0,1,1,0.37800054410600376,0.37800054410600376
2016-07-06,air_3b6438b125086430,0,0,0,0,0,0,1,1.560804157927845,1.5085943307408178,0.0,0.7835019585865204,1.6740955739906913,1,5.0,1,1,0.684182028496841,0.684182028496841
2016-07-07,air_3b6438b125086430,0,0,0,0,1,0,0,1.5030322581896152,1.4155173427526497,0.0,0.6340541796695963,1.572817439195004,1,3.0,1,1,0.6395728056054607,0.6395728056054607
2016-07-08,air_3b6438b125086430,1,0,0,0,0,0,0,0.9715307805978998,0.8803246618206867,0.0,-1.3087669462504143,1.1789580261006654,1,18.0,1,1,1.5271949565464473,1.5271949565464473
2016-07-09,air_3b6438b125086430,0,0,1,0,0,0,0,1.1101833399696515,1.008305520304417,0.0,0.03626306400190086,1.1114392695702076,1,13.0,1,1,1.7297106900135657,1.7297106900135657
2016-07-10,air_3b6438b125086430,0,0,0,1,0,0,0,1.4105972186084472,1.2409979902748356,0.0,0.4347904744470312,1.5278049348413656,1,16.0,1,1,0.5546632052156176,0.5546632052156176
2016-07-11,air_3b6438b125086430,0,1,0,0,0,0,0,1.2834990391843413,0.9384977793132914,0.0,-1.3087669462504143,1.5052986826645463,1,17.0,1,1,-0.10002783301412779,-0.10002783301412779
2016-07-12,air_3b6438b125086430,0,0,0,0,0,1,0,1.3759340787655092,1.2759018607703985,0.0,-0.6362519411242568,1.4940455565761364,1,6.0,1,1,0.3881390038540447,0.3881390038540447
2016-07-13,air_3b6438b125086430,0,0,0,0,0,0,1,1.1795096196555277,0.8803246618206867,0.0,-1.3087669462504143,1.4152736739572687,1,16.0,1,1,0.4370570721383424,0.4370570721383424
2016-07-14,air_3b6438b125086430,0,0,0,0,1,0,0,1.4105972186084472,1.4038827192541286,0.0,0.23552676922446603,1.449033052222498,1,2.0,1,1,0.5830508925101323,0.5830508925101323
2016-07-15,air_3b6438b125086430,1,0,0,0,0,0,0,1.1101833399696515,0.9035939088177285,0.0,-0.6611599042770775,1.268983034807943,1,11.0,1,1,1.3837357511116677,1.3837357511116677
2016-07-16,air_3b6438b125086430,0,0,1,0,0,0,0,1.0986289600220058,0.9035939088177285,0.0,-0.38717230959605026,1.0551736391281592,1,16.0,1,1,1.6899172355025047,1.6899172355025047
2016-07-17,air_3b6438b125086430,0,0,0,1,0,0,0,1.3181621790272793,1.2293633667763149,0.0,0.38497454814138987,1.3365017913384012,1,8.0,1,1,1.063867346060975,1.063867346060975
2016-07-18,air_3b6438b125086430,0,1,0,0,0,0,0,1.3297165589749256,1.2409979902748356,1.0,1.0574895532675475,1.2352236565427137,1,14.0,1,1,0.031772143710404765,0.031772143710404765
2016-07-19,air_3b6438b125086430,0,0,0,0,0,1,0,1.456814738399031,1.3922480957556085,0.0,1.5805567794767812,1.3477549174268106,1,17.0,1,1,0.15039212276248407,0.15039212276248407
2016-07-20,air_3b6438b125086430,0,0,0,0,0,0,1,1.4221515985560935,1.450421213248213,0.0,0.7585939954336999,1.449033052222498,1,1.0,1,1,0.4758366806745991,0.4758366806745991
2016-07-21,air_3b6438b125086430,0,0,0,0,1,0,0,1.3874884587131553,1.427151966251171,0.0,1.730004558393705,1.3477549174268106,1,5.0,1,1,0.6251255004645023,0.6251255004645023
2016-07-22,air_3b6438b125086430,1,0,0,0,0,0,0,1.3528253188702173,1.4155173427526497,0.0,0.7087780691280583,1.268983034807943,1,21.0,1,1,1.4268242050408417,1.4268242050408417
2016-07-23,air_3b6438b125086430,0,0,1,0,0,0,0,1.4452603584513852,1.438786589749692,0.0,1.4311090005598572,1.3815142956920397,1,17.0,1,1,1.6404922442308052,1.6404922442308052
2016-07-24,air_3b6438b125086430,0,0,0,1,0,0,0,1.4337059785037392,1.2991711077674404,0.0,-0.7856997200411807,1.4940455565761364,1,14.0,1,1,0.43274822674542496,0.43274822674542496
2016-07-25,air_3b6438b125086430,0,1,0,0,0,0,0,1.3874884587131553,1.1595556257851891,0.0,-1.283858983097594,1.5165518087529557,1,9.0,1,1,-0.002445157939233497,-0.002445157939233497
2016-07-26,air_3b6438b125086430,0,0,0,0,0,1,0,1.4105972186084472,1.2875364842689196,0.0,-0.3622643464432297,1.5503111870181847,1,25.0,1,1,0.4920582162714646,0.4920582162714646
2016-07-27,air_3b6438b125086430,0,0,0,0,0,0,1,1.4799234982943235,1.4155173427526497,0.0,0.8333178848921615,1.539058060929775,1,3.0,1,1,0.6296878073511207,0.6296878073511207
2016-07-28,air_3b6438b125086430,0,0,0,0,1,0,0,1.549249777980199,1.5085943307408178,0.0,1.0574895532675475,1.5953236913718234,1,1.0,1,1,0.7820181650654363,0.7820181650654363
2016-07-29,air_3b6438b125086430,1,0,0,0,0,0,0,1.583912917823137,1.5551328247349014,0.0,1.1571214058788302,1.572817439195004,1,13.0,1,1,1.5936018678961157,1.5936018678961157
2016-07-30,air_3b6438b125086430,0,0,1,0,0,0,0,1.583912917823137,1.5551328247349014,0.0,1.4062010374070366,1.5278049348413656,1,7.0,1,1,1.6736956999056392,1.6736956999056392
2016-07-31,air_3b6438b125086430,0,0,0,1,0,0,0,1.526141018084907,1.6249405657260272,0.0,0.5095143639054931,1.5953236913718234,1,17.0,1,1,0.46316360598954787,0.46316360598954787
2016-08-01,air_3b6438b125086430,0,1,0,0,0,0,0,1.583912917823137,1.6482098127230687,0.0,1.2318452953372918,1.4940455565761364,1,14.0,1,1,-0.039450536019583024,-0.039450536019583024
2016-08-02,air_3b6438b125086430,0,0,0,0,0,1,0,1.583912917823137,1.6482098127230687,0.0,0.40988251129421066,1.5503111870181847,1,24.0,1,1,0.20133788299638994,0.20133788299638994
2016-08-03,air_3b6438b125086430,0,0,0,0,0,0,1,1.560804157927845,1.6249405657260272,0.0,0.2604347323772866,1.5953236913718234,1,2.0,1,1,0.5067589829061241,0.5067589829061241
2016-08-04,air_3b6438b125086430,0,0,0,0,1,0,0,1.572358537875491,1.6947483067171523,0.0,1.4311090005598572,1.4940455565761364,1,3.0,1,1,0.5931893522581733,0.5931893522581733
2016-08-05,air_3b6438b125086430,1,0,0,0,0,0,0,1.641684817561367,1.6947483067171523,0.0,1.6303727057824227,1.5503111870181847,1,23.0,1,1,1.3102319179383706,1.3102319179383706
2016-08-06,air_3b6438b125086430,0,0,1,0,0,0,0,1.653239197509013,1.7296521772127156,0.0,1.0325815901147268,1.5953236913718234,1,19.0,1,1,1.144975024045303,1.144975024045303
2016-08-07,air_3b6438b125086430,0,0,0,1,0,0,0,1.664793577456659,1.7180175537141944,0.0,0.9329497375034442,1.6403361957254623,1,9.0,1,1,0.32857555283430406,0.32857555283430406
2016-08-08,air_3b6438b125086430,0,1,0,0,0,0,0,1.653239197509013,1.7412868007112365,0.0,1.0325815901147268,1.6065768174602333,1,22.0,1,1,-0.026777461334531814,-0.026777461334531814
2016-08-09,air_3b6438b125086430,0,0,0,0,0,1,0,1.711011097247243,1.8343637886994038,0.0,0.808409921739341,1.5615643131065946,1,13.0,1,1,0.5409762845557623,0.5409762845557623
2016-08-10,air_3b6438b125086430,0,0,0,0,0,0,1,1.630130437613721,1.7761906712067992,0.0,1.8545443741578083,1.3477549174268106,1,18.0,1,1,1.2260827020296305,1.2260827020296305
2016-08-11,air_3b6438b125086430,0,0,0,0,1,0,0,1.630130437613721,1.9739792706816555,1.0,1.804728447852167,1.3139955391615814,1,3.0,1,1,1.0141888932955745,1.0141888932955745
2016-08-12,air_3b6438b125086430,1,0,0,0,0,0,0,1.6879023373519508,1.8692676591949664,0.0,1.6552806689352433,1.5165518087529557,1,8.0,1,1,0.7189062531338812,0.7189062531338812
2016-08-13,air_3b6438b125086430,0,0,1,0,0,0,0,1.699456717299597,1.7412868007112365,1.0,1.5556488163239606,1.5165518087529557,1,17.0,1,1,0.8322035408182391,0.8322035408182391
2016-08-14,air_3b6438b125086430,0,0,0,1,0,0,0,1.734119857142535,1.8110945417023616,1.0,1.3314771479485745,1.6628424479022816,1,10.0,1,1,0.12479251189868062,0.12479251189868062
2016-08-15,air_3b6438b125086430,0,1,0,0,0,0,0,1.630130437613721,1.5202289542393381,1.0,-0.6860678674298981,1.7641205826979685,1,10.0,1,1,-0.23410896318196958,-0.23410896318196958
2016-08-16,air_3b6438b125086430,0,0,0,0,0,1,0,1.491477878241969,1.5784020717319427,0.0,-0.8853315726524633,1.572817439195004,1,19.0,1,1,-0.1537616696787449,-0.1537616696787449
2016-08-17,air_3b6438b125086430,0,0,0,0,0,0,1,1.618576057666075,1.845998412197925,0.0,0.18571084291882467,1.4602861783109073,1,6.0,1,1,0.18917173129874076,0.18917173129874076
2016-08-18,air_3b6438b125086430,0,0,0,0,1,0,0,1.630130437613721,1.6947483067171523,0.0,1.6552806689352433,1.4715393043993172,1,9.0,1,1,0.3772401596249007,0.3772401596249007
2016-08-19,air_3b6438b125086430,1,0,0,0,0,0,0,1.7225654771948888,1.8925369061920085,0.0,1.2318452953372918,1.584070565283414,1,2.0,1,1,1.2851392300619693,1.2851392300619693
2016-08-20,air_3b6438b125086430,0,0,1,0,0,0,0,1.7572286170378268,1.9041715296905297,0.0,1.4809249268654985,1.6065768174602333,1,18.0,1,1,1.2050453980524456,1.2050453980524456
2016-08-21,air_3b6438b125086430,0,0,0,1,0,0,0,1.7572286170378268,1.857633035696446,0.0,1.3812930742542162,1.6628424479022816,1,18.0,1,1,0.19753596059087455,0.19753596059087455
2016-08-22,air_3b6438b125086430,0,1,0,0,0,0,0,1.7803373769331188,1.9041715296905297,0.0,1.082397516420368,1.752867456609559,1,19.0,1,1,-0.6122735117838977,-0.6122735117838977
2016-08-23,air_3b6438b125086430,0,0,0,0,0,1,0,1.653239197509013,1.7994599182038413,0.0,1.3563851111013951,1.5278049348413656,1,6.0,1,1,0.33313785972092247,0.33313785972092247
2016-08-24,air_3b6438b125086430,0,0,0,0,0,0,1,1.560804157927845,1.5667674482334224,0.0,-0.31244842013758833,1.6065768174602333,1,20.0,1,1,0.46265668300214585,0.46265668300214585
2016-08-25,air_3b6438b125086430,0,0,0,0,1,0,0,1.641684817561367,1.7412868007112365,0.0,0.808409921739341,1.6290830696370524,1,9.0,1,1,0.5508612828101023,0.5508612828101023
2016-08-26,air_3b6438b125086430,1,0,0,0,0,0,0,1.4799234982943235,1.6714790597201108,0.0,-0.06336878860938183,1.5278049348413656,1,7.0,1,1,1.4881618865164896,1.4881618865164896
2016-08-27,air_3b6438b125086430,0,0,1,0,0,0,0,1.2603902792890493,1.2991711077674404,0.0,-0.41208027274887093,1.3927674217804495,1,25.0,1,1,1.5309968789519626,1.5309968789519626
2016-08-28,air_3b6438b125086430,0,0,0,1,0,0,0,1.075520200126714,0.8454207913251238,0.0,-1.3087669462504143,1.257729908719533,1,26.0,1,1,0.5721520482809883,0.5721520482809883
2016-08-29,air_3b6438b125086430,0,1,0,0,0,0,0,1.040857060283776,0.9734016498088544,0.0,-0.28754045698476777,1.1451986478354363,1,13.0,1,1,-0.2239705034339286,-0.2239705034339286
2016-08-30,air_3b6438b125086430,0,0,0,0,0,1,0,0.948422020702608,0.8686900383221656,0.0,0.48460640075267253,1.0214142608629302,1,10.0,1,1,0.31514209366814977,0.31514209366814977
2016-08-31,air_3b6438b125086430,0,0,0,0,0,0,1,1.1795096196555277,1.1246517552896262,0.0,0.9329497375034442,1.0551736391281592,1,10.0,1,1,0.6073831959054307,0.6073831959054307
2016-09-01,air_3b6438b125086430,0,0,0,0,1,0,0,0.983085160545546,1.031574767301459,0.0,-1.1842271304863112,0.8976298738904236,1,8.0,1,1,0.3397278585571491,0.3397278585571491
2016-09-02,air_3b6438b125086430,1,0,0,0,0,0,0,1.2141727594984657,1.2759018607703985,0.0,0.13589491661318334,1.1001861434817979,1,13.0,1,1,1.1586619447051583,1.1586619447051583
2016-09-03,air_3b6438b125086430,0,0,1,0,0,0,0,1.3412709389225712,1.3922480957556085,0.0,-0.38717230959605026,1.122692395658617,1,13.0,1,1,1.554568797866158,1.554568797866158
2016-09-04,air_3b6438b125086430,0,0,0,1,0,0,0,1.3874884587131553,1.1013825082925843,0.0,-1.283858983097594,1.5278049348413656,1,3.0,1,1,0.24315902945705892,0.24315902945705892
2016-09-05,air_3b6438b125086430,0,1,0,0,0,0,0,1.1101833399696515,0.7407091798384354,0.0,-1.283858983097594,1.3365017913384012,1,15.0,1,1,-0.16212589897087873,-0.16212589897087873
2016-09-06,air_3b6438b125086430,0,0,0,0,0,1,0,1.3874884587131553,1.4969597072422967,0.0,-0.06336878860938183,1.302742413073172,1,11.0,1,1,0.31514209366814977,0.31514209366814977
2016-09-07,air_3b6438b125086430,0,0,0,0,0,0,1,1.3528253188702173,1.194459496280752,0.0,-1.2340430567919525,1.4152736739572687,1,6.0,1,1,0.38078862053671503,0.38078862053671503
2016-09-08,air_3b6438b125086430,0,0,0,0,1,0,0,1.1679552397078814,1.1711902492837103,0.0,-0.31244842013758833,1.2239705304543043,1,2.0,1,1,0.4809059105486196,0.4809059105486196
2016-09-09,air_3b6438b125086430,1,0,0,0,0,0,0,1.1101833399696515,1.1479210022866684,0.0,1.3563851111013951,1.0101611347745203,1,24.0,1,1,1.3741042143510287,1.3741042143510287
2016-09-10,air_3b6438b125086430,0,0,1,0,0,0,0,1.1101833399696515,1.1711902492837103,0.0,0.011355100849080074,0.9876548825977011,1,7.0,1,1,1.7193187687718237,1.7193187687718237
2016-09-11,air_3b6438b125086430,0,0,0,1,0,0,0,1.2719446592366956,1.2875364842689196,0.0,1.0076736269619064,1.1789580261006654,1,19.0,1,1,0.5412297460494633,0.5412297460494633
2016-09-12,air_3b6438b125086430,0,1,0,0,0,0,0,0.925313260807316,0.6592668153487885,0.0,-1.3087669462504143,1.0214142608629302,1,20.0,1,1,-0.14767859382992035,-0.14767859382992035
2016-09-13,air_3b6438b125086430,0,0,0,0,0,1,0,1.1101833399696515,1.1595556257851891,0.0,-0.11318471491502319,1.0214142608629302,1,7.0,1,1,0.20361903643969914,0.20361903643969914
2016-09-14,air_3b6438b125086430,0,0,0,0,0,0,1,1.0639658201790678,0.8454207913251238,0.0,-1.1593191673334906,1.2127174043658946,1,14.0,1,1,0.4715278352816817,0.4715278352816817
2016-09-15,air_3b6438b125086430,0,0,0,0,1,0,0,1.2141727594984657,1.182824872782231,0.0,-0.7607917568883601,1.2802361608963528,1,2.0,1,1,0.6917858733078717,0.6917858733078717
2016-09-16,air_3b6438b125086430,1,0,0,0,0,0,0,1.2719446592366956,1.2526326137733568,0.0,-0.6113439779714362,1.3365017913384012,1,21.0,1,1,1.3279742224974422,1.3279742224974422
2016-09-17,air_3b6438b125086430,0,0,1,0,0,0,0,1.2719446592366956,1.194459496280752,0.0,-0.5615280516657949,1.3139955391615814,1,7.0,1,1,1.6415060902056091,1.6415060902056091
2016-09-18,air_3b6438b125086430,0,0,0,1,0,0,0,1.1101833399696515,0.7174399328413933,0.0,-1.3087669462504143,1.3590080435152203,1,12.0,1,1,0.842595462059981,0.842595462059981
2016-09-19,air_3b6438b125086430,0,1,0,0,0,0,0,0.8790957410167318,0.775613050333998,1.0,-1.3087669462504143,0.9313892521556526,1,20.0,1,1,-0.14970628577952852,-0.14970628577952852
2016-09-20,air_3b6438b125086430,0,0,0,0,0,1,0,0.6364537621161664,0.4382089688768908,0.0,-1.1344112041806698,0.8301111173599657,1,9.0,1,1,-0.47793892012235484,-0.47793892012235484
2016-09-21,air_3b6438b125086430,0,0,0,0,0,0,1,0.7751063214879181,0.6592668153487885,0.0,-1.1344112041806698,0.8638704956251945,1,18.0,1,1,0.9835200525577504,0.9835200525577504
2016-09-22,air_3b6438b125086430,0,0,0,0,1,0,0,0.7173344217496882,0.414939721879849,1.0,-1.3087669462504143,0.9651486304208817,1,3.0,1,1,0.5318516707825254,0.5318516707825254
2016-09-23,air_3b6438b125086430,1,0,0,0,0,0,0,0.948422020702608,1.0664786377970215,0.0,-0.01355286230374049,0.9651486304208817,1,23.0,1,1,0.8583100746694445,0.8583100746694445
2016-09-24,air_3b6438b125086430,0,0,1,0,0,0,0,1.0061939204408379,1.0432093907999798,0.0,0.7087780691280583,0.9764017565092912,1,11.0,1,1,1.4879084250227885,1.4879084250227885
2016-09-25,air_3b6438b125086430,0,0,0,1,0,0,0,0.9368676407549618,0.8803246618206867,0.0,-1.0347793515693873,1.1001861434817979,1,19.0,1,1,0.47532975768719704,0.47532975768719704
2016-09-26,air_3b6438b125086430,0,1,0,0,0,0,0,1.0870745800743598,1.031574767301459,0.0,-1.0347793515693873,1.2127174043658946,1,6.0,1,1,0.007186378821405421,0.007186378821405421
2016-09-27,air_3b6438b125086430,0,0,0,0,0,1,0,1.3066077990796336,1.427151966251171,0.0,0.7336860322808788,1.1789580261006654,1,17.0,1,1,0.4302136118084147,0.4302136118084147
2016-09-28,air_3b6438b125086430,0,0,0,0,0,0,1,1.1910639996031738,0.8337861678266026,0.0,-1.3087669462504143,1.4265268000456781,1,5.0,1,1,0.5082797518683302,0.5082797518683302
2016-09-29,air_3b6438b125086430,0,0,0,0,1,0,0,0.8097694613308561,0.5894590743576631,0.0,-1.3087669462504143,0.9201361260672428,1,2.0,1,1,0.590654737321163,0.590654737321163
2016-09-30,air_3b6438b125086430,1,0,0,0,0,0,0,0.6711169019591045,0.44984359237541194,0.0,-1.3087669462504143,0.8751236217136042,1,17.0,1,1,1.534291878370076,1.534291878370076
2016-10-01,air_3b6438b125086430,0,0,1,0,0,0,0,0.8444326011737943,0.5545552038621002,0.0,-1.258951019944773,1.0101611347745203,1,22.0,1,1,1.557356874296869,1.557356874296869
2016-10-02,air_3b6438b125086430,0,0,0,1,0,0,0,1.2257271394461113,1.2409979902748356,0.0,0.21061880607164524,1.1789580261006654,1,20.0,1,1,0.4373105336320434,0.4373105336320434
2016-10-03,air_3b6438b125086430,0,1,0,0,0,0,0,1.2950534191319873,1.1711902492837103,0.0,-0.984963425263746,1.4602861783109073,1,26.0,1,1,-0.2962070291387205,-0.2962070291387205
2016-10-04,air_3b6438b125086430,0,0,0,0,0,1,0,1.2257271394461113,1.0432093907999798,0.0,-1.2340430567919525,1.3927674217804495,1,14.0,1,1,0.27484171616968694,0.27484171616968694
2016-10-05,air_3b6438b125086430,0,0,0,0,0,0,1,1.075520200126714,1.1362863787881474,0.0,-1.0845952778750285,1.0776798913049785,1,4.0,1,1,0.15977019802942197,0.15977019802942197
2016-10-06,air_3b6438b125086430,0,0,0,0,1,0,0,0.9022045009120242,0.9501324028118121,0.0,0.9578577006562649,0.8863767478020141,1,14.0,1,1,0.47938514158641343,0.47938514158641343
