visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Kōtō-ku Tomioka,total_area_visitors,total_genre_visitors
2016-12-15,air_084d98859256acf0,0,0,0,0,1,0,0,-1.1640959216072744,-1.2170129440727786,0.0,0.46770187298073335,-1.0593057562776824,1,12.0,1,1,0.27105484137521624,0.27105484137521596
2016-12-16,air_084d98859256acf0,1,0,0,0,0,0,0,-1.3263703224440726,-1.251808534331445,0.0,0.9226407547093514,-1.235988850449946,1,26.0,1,1,1.7732009156856392,1.7732009156856388
2016-12-17,air_084d98859256acf0,0,0,1,0,0,0,0,-1.1061407784512751,-0.8690570414861135,0.0,1.0296851974690264,-1.4016292512364437,1,6.0,1,1,2.729533932101424,2.7295339321014236
2016-12-19,air_084d98859256acf0,0,1,0,0,0,0,0,-0.723636833621679,-0.5674952592443371,0.0,0.8423574226395955,-0.8826226621054184,1,16.0,1,1,-0.488942542704368,-0.48894254270436827
2016-12-20,air_084d98859256acf0,0,0,0,0,0,1,0,-0.7700009481464786,-0.706677620279003,0.0,-0.4421758904765032,-0.7501103414762205,1,12.0,1,1,0.1971612488414098,0.19716124884140948
2016-12-21,air_084d98859256acf0,0,0,0,0,0,0,1,-0.6656816904656796,-0.4167143681234488,0.0,0.7085518691900017,-0.827409195176586,1,12.0,1,1,0.7429743067360478,0.7429743067360475
2016-12-22,air_084d98859256acf0,0,0,0,0,1,0,0,-0.19044951658648468,-0.04556140536433948,0.0,-0.7097869973756904,-0.6728114877758551,1,25.0,1,1,1.7881938185185855,1.788193818518585
2016-12-23,air_084d98859256acf0,1,0,0,0,0,0,0,-0.2599956883736839,-0.11515258588167225,1.0,-0.22808700495715348,-0.46300031344629167,1,7.0,1,1,1.319487118050528,1.3194871180505277
2016-12-24,air_084d98859256acf0,0,0,1,0,0,0,0,-0.8859112344584773,-1.0082394025207795,0.0,0.8958796440194328,-0.8053238084050529,1,7.0,1,1,1.547593425437496,1.5475934254374955
2016-12-25,air_084d98859256acf0,0,0,0,1,0,0,0,-1.1177318070824749,-1.1706188237278898,0.0,-0.12104256219747851,-0.9047080488769514,1,3.0,1,1,-0.04915072627127839,-0.04915072627127868
2016-12-26,air_084d98859256acf0,0,1,0,0,0,0,0,-1.0829587211888752,-1.112626173296779,0.0,-1.030920325654715,-0.9820069025773168,1,16.0,1,1,-0.17694737422829632,-0.1769473742282966
2016-12-27,air_084d98859256acf0,0,0,0,0,0,1,0,-0.5961355186784804,-0.2079408265714497,0.0,-1.3252925432438207,-0.7942811150192864,1,24.0,1,1,0.5523502564314456,0.5523502564314453
2016-12-28,air_084d98859256acf0,0,0,0,0,0,0,1,-1.1872779788696741,-1.2982026546763337,0.0,1.0296851974690264,-1.1807753835211137,1,20.0,1,1,1.665751778716191,1.6657517787161908
2016-12-29,air_084d98859256acf0,0,0,0,0,1,0,0,-1.384325465600072,-1.460582075883444,1.0,0.012762991252115084,-1.3243303975360783,1,27.0,1,1,1.2620143238575674,1.2620143238575672
2016-12-30,air_084d98859256acf0,1,0,0,0,0,0,0,-1.1872779788696741,-1.2054144139865564,1.0,1.0296851974690264,-1.1145192232065149,1,34.0,1,1,0.5248632679043775,0.5248632679043772
2017-01-01,air_084d98859256acf0,0,0,0,1,0,0,0,-1.025003578032876,-0.7878673308825582,1.0,1.0029240867791076,-1.1807753835211137,1,26.0,1,1,-3.2358565260263035,-3.235856526026304
2017-01-04,air_084d98859256acf0,0,0,0,0,0,0,1,-0.8975022630896772,-0.764670270710114,0.0,0.94940186539927,-1.00409228934885,1,35.0,1,1,-1.8490130139787766,-1.8490130139787768
2017-01-05,air_084d98859256acf0,0,0,0,0,1,0,0,-1.1061407784512751,-1.182217353814112,0.0,1.0296851974690264,-0.9930495959630834,1,23.0,1,1,-1.2767838891879952,-1.2767838891879955
2017-01-06,air_084d98859256acf0,1,0,0,0,0,0,0,-1.3611434083376723,-1.3677938351936667,0.0,0.9761629760891891,-1.235988850449946,1,19.0,1,1,-0.06021691645750061,-0.0602169164575009
2017-01-07,air_084d98859256acf0,0,0,1,0,0,0,0,-1.4075075228624718,-1.379392365279889,0.0,0.94940186539927,-1.390586557850677,1,7.0,1,1,0.6969246766062843,0.696924676606284
2017-01-10,air_084d98859256acf0,0,0,0,0,0,1,0,-0.9438663776144768,-0.9154511618310022,0.0,1.0029240867791076,-1.0151349827346163,1,5.0,1,1,-1.1539848755086262,-1.1539848755086264
2017-01-11,air_084d98859256acf0,0,0,0,0,0,0,1,-1.0829587211888752,-1.112626173296779,0.0,1.0296851974690264,-0.9709642091915504,1,16.0,1,1,-0.8448454980483536,-0.844845498048354
2017-01-12,air_084d98859256acf0,0,0,0,0,1,0,0,-1.1872779788696741,-0.9850423423483352,0.0,0.8155963119496764,-1.3243303975360783,1,9.0,1,1,-0.8580535314964254,-0.8580535314964256
2017-01-13,air_084d98859256acf0,1,0,0,0,0,0,0,-1.1640959216072744,-0.9154511618310022,0.0,0.41417965160089587,-1.2470315438357127,1,29.0,1,1,0.6455204383218972,0.645520438321897
2017-01-14,air_084d98859256acf0,0,0,1,0,0,0,0,-1.6045550095928698,-1.657757087349221,0.0,-0.5224592225462593,-1.545184265251408,1,21.0,1,1,1.077101855584564,1.0771018555845635
2017-01-16,air_084d98859256acf0,0,1,0,0,0,0,0,-1.5118267805432708,-1.460582075883444,0.0,1.1099685295387827,-1.6224831189517734,1,13.0,1,1,-1.3449658996902032,-1.3449658996902034
2017-01-17,air_084d98859256acf0,0,0,0,0,0,1,0,-1.2568241506568734,-1.124224703383001,0.0,1.056446308158945,-1.3243303975360783,1,8.0,1,1,-0.8430606286634791,-0.8430606286634794
2017-01-18,air_084d98859256acf0,0,0,0,0,0,0,1,-1.2104600361320739,-1.193815883900334,0.0,1.056446308158945,-1.2801596239930122,1,13.0,1,1,-0.44253593869762964,-0.4425359386976299
2017-01-19,air_084d98859256acf0,0,0,0,0,1,0,0,-1.1409138643448746,-1.124224703383001,0.0,0.11980743401178981,-1.1366046099780478,1,7.0,1,1,-0.45181725949897733,-0.4518172594989776
2017-01-20,air_084d98859256acf0,1,0,0,0,0,0,0,-1.5350088378056705,-1.947720339504775,0.0,-1.3788147646236584,-1.1586899967495807,1,14.0,1,1,0.6797899305114886,0.6797899305114883
2017-01-21,air_084d98859256acf0,0,0,1,0,0,0,0,-1.1988690075008739,-1.112626173296779,0.0,1.1367296402287013,-1.2691169306072458,1,18.0,1,1,1.5518771119611947,1.5518771119611945
2017-01-23,air_084d98859256acf0,0,1,0,0,0,0,0,-1.4190985514936716,-1.4721806059696663,0.0,0.46770187298073335,-1.3795438644649107,1,14.0,1,1,-1.3599588025231493,-1.3599588025231497
2017-01-24,air_084d98859256acf0,0,0,0,0,0,1,0,-1.5929639809616698,-1.4953776661421108,0.0,1.1367296402287013,-1.611440425566007,1,14.0,1,1,-0.7313278051703321,-0.7313278051703325
2017-01-25,air_084d98859256acf0,0,0,0,0,0,0,1,-1.4306895801248716,-1.2866041245901116,0.0,1.1902518616085385,-1.5341415718656415,1,12.0,1,1,-0.3657865551480239,-0.3657865551480242
2017-01-26,air_084d98859256acf0,0,0,0,0,1,0,0,-1.3495523797064723,-1.1474217635554456,0.0,1.1634907509186199,-1.5562269586371746,1,7.0,1,1,-0.23727595943705618,-0.23727595943705646
2017-01-27,air_084d98859256acf0,1,0,0,0,0,0,0,-0.8627291771960774,-0.5326996689856706,0.0,0.012762991252115084,-1.2470315438357127,1,28.0,1,1,1.103874896357682,1.1038748963576819
2017-01-28,air_084d98859256acf0,0,0,1,0,0,0,0,-0.909093291720877,-0.8110643910550026,0.0,1.056446308158945,-0.893665355491185,1,19.0,1,1,1.801401851966657,1.8014018519666568
2017-01-30,air_084d98859256acf0,0,1,0,0,0,0,0,-0.5845444900472806,-0.1267511159678946,0.0,0.7353129798799205,-0.6617687943900885,1,14.0,1,1,-1.2725002026642964,-1.2725002026642966
2017-01-31,air_084d98859256acf0,0,0,0,0,0,1,0,-1.1988690075008739,-1.2286114741590006,0.0,1.1099685295387827,-1.0924338364349817,1,15.0,1,1,-0.7052687121511637,-0.7052687121511639
2017-02-01,air_084d98859256acf0,0,0,0,0,0,0,1,-1.1872779788696741,-1.1590202936416678,0.0,0.5479852050504894,-1.1586899967495807,1,11.0,1,1,-0.5371340160959809,-0.5371340160959812
2017-02-02,air_084d98859256acf0,0,0,0,0,1,0,0,-1.3611434083376723,-1.2634070644176674,0.0,1.1902518616085385,-1.3022450107645451,1,3.0,1,1,-0.548557180159178,-0.5485571801591783
2017-02-03,air_084d98859256acf0,1,0,0,0,0,0,0,-1.025003578032876,-0.7994658609687805,0.0,1.1902518616085385,-1.2912023173787788,1,26.0,1,1,0.6537308374923202,0.6537308374923199
2017-02-04,air_084d98859256acf0,0,0,1,0,0,0,0,-0.9322753489832769,-0.8342614512274469,0.0,1.1902518616085385,-0.9157507422627179,1,8.0,1,1,1.6346950514193739,1.6346950514193737
2017-02-06,air_084d98859256acf0,0,1,0,0,0,0,0,-0.8743202058272775,-0.5674952592443371,0.0,0.2536129874613834,-1.0372203695061493,1,10.0,1,1,-1.3124812768854863,-1.3124812768854865
2017-02-07,air_084d98859256acf0,0,0,0,0,0,1,0,-1.2336420933944736,-1.2286114741590006,0.0,1.1634907509186199,-1.1586899967495807,1,17.0,1,1,-0.8180724572752354,-0.8180724572752357
2017-02-08,air_084d98859256acf0,0,0,0,0,0,0,1,-1.1525048929760744,-1.112626173296779,0.0,1.1634907509186199,-1.1918180769068802,1,19.0,1,1,-0.3750678759493716,-0.37506787594937185
2017-02-09,air_084d98859256acf0,0,0,0,0,1,0,0,-1.6045550095928698,-1.7621438581252205,0.0,-1.3788147646236584,-1.2912023173787788,1,19.0,1,1,-0.6734980371003967,-0.6734980371003969
2017-02-10,air_084d98859256acf0,1,0,0,0,0,0,0,-1.384325465600072,-1.309801184762556,0.0,-0.3083703370269096,-1.235988850449946,1,21.0,1,1,0.9239600623623273,0.9239600623623271
2017-02-13,air_084d98859256acf0,0,1,0,0,0,0,0,-1.1525048929760744,-1.0198379326070015,0.0,0.7620740905698391,-1.2912023173787788,1,17.0,1,1,-1.170048699972497,-1.1700486999724973
2017-02-14,air_084d98859256acf0,0,0,0,0,0,1,0,-1.1756869502384744,-1.0198379326070015,0.0,1.0029240867791076,-1.1697326901353473,1,11.0,1,1,-0.5660489001309487,-0.5660489001309489
2017-02-15,air_084d98859256acf0,0,0,0,0,0,0,1,-1.1293228357136746,-0.9038526317447799,0.0,1.270535193678295,-1.2691169306072458,1,20.0,1,1,-0.054505334425902045,-0.05450533442590234
2017-02-16,air_084d98859256acf0,0,0,0,0,1,0,0,-1.0365946066640757,-0.7994658609687805,0.0,1.270535193678295,-1.258074237221479,1,17.0,1,1,-0.04022637934690563,-0.04022637934690592
2017-02-17,air_084d98859256acf0,1,0,0,0,0,0,0,-0.352723917423283,0.0008327149805494458,0.0,0.8155963119496764,-0.8715799687196519,1,18.0,1,1,1.0524706580732952,1.0524706580732948
2017-02-18,air_084d98859256acf0,0,0,1,0,0,0,0,-0.9438663776144768,-1.1474217635554456,0.0,-0.6027425546160156,-0.694896874547388,1,11.0,1,1,1.7157281214926787,1.7157281214926783
2017-02-21,air_084d98859256acf0,0,0,0,0,0,1,0,-1.1756869502384744,-1.2402100042452229,0.0,1.217012972298457,-1.00409228934885,1,9.0,1,1,-0.5203562438781602,-0.5203562438781604
2017-02-22,air_084d98859256acf0,0,0,0,0,0,0,1,-1.0713676925576754,-1.1590202936416678,0.0,-0.22808700495715348,-1.2801596239930122,1,15.0,1,1,-0.07306797602859738,-0.07306797602859767
2017-02-23,air_084d98859256acf0,0,0,0,0,1,0,0,-0.4454521464728819,-0.49790407872700393,0.0,-0.9773981042748775,-0.47404300683205813,1,13.0,1,1,-0.14124998653080528,-0.14124998653080556
2017-02-24,air_084d98859256acf0,1,0,0,0,0,0,0,-1.025003578032876,-1.0778305830381125,0.0,-0.4421758904765032,-0.827409195176586,1,22.0,1,1,1.1866928358158615,1.186692835815861
2017-02-25,air_084d98859256acf0,0,0,1,0,0,0,0,-1.013412549401676,-0.9154511618310022,0.0,0.7888352012597578,-1.0151349827346163,1,12.0,1,1,2.0245105250759763,2.024510525075976
2017-02-27,air_084d98859256acf0,0,1,0,0,0,0,0,-1.1640959216072744,-1.2634070644176674,0.0,-0.843592550825284,-0.9267934356484844,1,14.0,1,1,-1.0194057238890848,-1.019405723889085
2017-02-28,air_084d98859256acf0,0,0,0,0,0,1,0,-1.2452331220256736,-1.2170129440727786,0.0,0.9761629760891891,-1.0482630628919158,1,13.0,1,1,-0.41112223752383753,-0.4111222375238378
