visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-11-10,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-0.7680342647547266,-0.7772564155929428,0.0,-1.2400677366430126,-0.8768427190335221,1,21.0,1,1,-0.5250371048231132,-0.5250371048231126
2016-11-11,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-0.3040269560529143,-0.3098900898642251,0.0,0.5681785178233947,-0.3680312641902622,1,31.0,1,1,0.42945115912730997,0.4294511591273106
2016-11-12,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-0.26086348547600147,-0.24615831817394523,0.0,0.9874819971199531,-0.30442983233485477,1,48.0,1,1,1.830104532475254,1.830104532475255
2016-11-13,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-0.14216394138949143,-0.09745085089662606,0.0,0.3847332456311504,-0.283229355049719,1,12.0,1,1,-0.3652566083807531,-0.3652566083807525
2016-11-14,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-0.07741873552412211,-0.26740224207070507,0.0,-1.449719476291292,0.10897947472529386,1,7.0,1,1,-1.3956310746987888,-1.3956310746987883
2016-11-15,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-0.10979133845680676,0.10436642612259325,0.0,-0.6373189851542101,-0.2408284004794473,1,19.0,1,1,-0.891502634849624,-0.8915026348496236
2016-11-16,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-0.5953803824470754,-0.5860611005221036,0.0,0.5419720503673598,-0.516434605186213,1,32.0,1,1,-0.3061492648280901,-0.3061492648280895
2016-11-17,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-0.563007779514391,-0.44797559519316416,0.0,0.4895591154552901,-0.63303723025446,1,19.0,1,1,-0.25619402608358127,-0.2561940260835807
2016-11-18,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-0.35798129427405523,-0.299268127915845,0.0,0.935069062207883,-0.6860384234672996,1,13.0,1,1,1.0441675320750057,1.0441675320750063
2016-11-19,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-0.08820960316835046,-0.25678028012232534,0.0,-1.4759259437473267,0.013577326942182605,1,33.0,1,1,1.5532533620285873,1.553253362028588
2016-11-20,air_fee8dcf4d619598e,0,0,0,1,0,0,0,0.07365341149507242,0.051256616380693495,0.0,-1.213861269186978,0.11957971336786173,1,28.0,1,1,-0.11281105075583096,-0.11281105075583038
2016-11-21,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-0.0990004708125788,-0.32051205181260484,0.0,-1.4759259437473267,-0.018223388985521206,1,10.0,1,1,-1.2919072202063737,-1.2919072202063733
2016-11-22,air_fee8dcf4d619598e,0,0,0,0,0,1,0,0.008908205629703117,-0.06558496505148613,0.0,0.6467979201914993,0.13017995201042978,1,28.0,1,1,0.7021076148702394,0.7021076148702401
2016-11-23,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-0.7032890588893573,-0.5010854049350639,1.0,-1.4759259437473267,-0.5694357983990526,1,18.0,1,1,-0.17611310901223137,-0.1761131090122308
2016-11-24,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-0.7680342647547266,-0.6710367961091434,0.0,-0.4276672455059311,-0.7920408098929786,1,26.0,1,1,-1.1103904748446471,-1.1103904748446467
2016-11-25,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-0.7248707941778139,-0.7029026819542833,0.0,0.1226685710708015,-0.7390396166801392,1,23.0,1,1,0.9080299730537107,0.9080299730537114
2016-11-26,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-0.5953803824470754,-0.5223293288318241,0.0,0.4109397130871854,-0.7708403326078429,1,41.0,1,1,1.8747210434150063,1.874721043415007
2016-11-27,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-0.5414260442259344,-0.8303662253348426,0.0,-1.4759259437473267,-0.283229355049719,1,32.0,1,1,-0.48270862008539966,-0.4827086200853991
2016-11-28,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-0.6924981912451291,-0.734768567799423,0.0,-0.925590127170594,-0.5588355597564847,1,19.0,1,1,-1.2453840207649227,-1.2453840207649223
2016-11-29,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-0.735661661822042,-0.734768567799423,0.0,-0.4276672455059311,-0.5800360370416204,1,13.0,1,1,-0.5887205007798534,-0.5887205007798528
2016-11-30,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-0.7572433971104983,-0.8834760350767423,0.0,-0.4014607780498963,-0.866242480390954,1,19.0,1,1,-0.3454270479630855,-0.34542704796308493
2016-12-01,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-0.40114476485096806,-0.511707366883444,0.0,-1.0042095295386988,-0.31503007097742264,1,15.0,1,1,-0.45220160405821874,-0.4522016040582182
2016-12-02,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-0.6385438530239882,-0.6497928722123835,0.0,0.9612755296639183,-0.6118367529693243,1,32.0,1,1,1.1764917140929028,1.1764917140929034
2016-12-03,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-0.6924981912451291,-0.6497928722123835,0.0,0.8564496598397786,-0.7390396166801392,1,34.0,1,1,2.3319449461223805,2.331944946122381
2016-12-04,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-0.5198443089374781,-0.43735363324478443,0.0,-0.5324931153300706,-0.6118367529693243,1,25.0,1,1,-0.27869295040362724,-0.2786929504036267
2016-12-07,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-0.8867338088412366,-0.8409881872832226,0.0,0.9088625947518482,-0.9616446281740655,1,27.0,1,1,-0.1372166635775757,-0.13721666357757512
2016-12-08,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-0.8004068676874111,-0.8940979970251223,0.0,0.8564496598397786,-0.8132412871781145,1,34.0,1,1,0.03247861307361819,0.03247861307361878
2016-12-09,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-0.681707323600901,-0.5329512907802039,0.0,-0.27042844076972183,-0.7178391393950034,1,29.0,1,1,1.8133256736603047,1.8133256736603054
2016-12-10,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-0.9946424852835186,-1.0534274262508216,0.0,0.5157655829113249,-0.9404441508889295,1,49.0,1,1,2.5573155270231793,2.55731552702318
2016-12-11,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-1.0917602940815723,-1.0321835023540618,0.0,0.22749444089494114,-0.9934453441017691,1,39.0,1,1,0.23001154184961467,0.23001154184961528
2016-12-12,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-1.080969426437344,-1.170269007683001,0.0,-0.5586995827861055,-1.1312484464551518,1,23.0,1,1,-0.97806629282675,-0.9780662928267494
2016-12-13,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-0.7788251323989548,-0.8409881872832226,0.0,-1.4759259437473267,-0.6224369916118921,1,27.0,1,1,-0.38546750649876044,-0.3854675064987599
2016-12-14,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-0.9730607499950621,-0.8834760350767423,0.0,-1.161448334274908,-1.0782472532423122,1,18.0,1,1,0.280729455994803,0.2807294559948036
2016-12-15,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-1.2212507058123105,-1.2552447032700407,0.0,0.0964621036147667,-1.1206482078125841,1,26.0,1,1,0.38330929738619884,0.38330929738619945
2016-12-16,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-1.3507411175430488,-1.4251960944441198,0.0,-0.1656025709455822,-1.2160503555956952,1,35.0,1,1,1.9879783404159155,1.9879783404159161
2016-12-17,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-1.0485968235046597,-1.0428054643024416,0.0,0.1226685710708015,-1.1842496396679913,1,50.0,1,1,3.0095820396261366,3.0095820396261375
2016-12-18,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-0.8867338088412366,-0.8622321111799826,0.0,0.8564496598397786,-0.9934453441017691,1,28.0,1,1,0.331828707840331,0.33182870784033164
2016-12-19,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-0.854361205908552,-0.8409881872832226,0.0,0.8564496598397786,-0.8874429576760899,1,16.0,1,1,-0.42855866663715353,-0.428558666637153
2016-12-20,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-0.6924981912451291,-0.7985003394897027,0.0,-1.2662742040990476,-0.6012365143267564,1,2.0,1,1,0.3043723934158682,0.3043723934158688
2016-12-21,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-0.563007779514391,-0.4692195190899244,0.0,0.5943849852794297,-0.7920408098929786,1,31.0,1,1,0.8874377372353636,0.8874377372353642
2016-12-22,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-0.10979133845680676,-0.13993869869014572,0.0,-1.4759259437473267,-0.1348260140537682,1,38.0,1,1,2.0039945238301855,2.003994523830186
2016-12-26,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-0.7788251323989548,-0.7985003394897027,0.0,-1.4759259437473267,-0.7814405712504108,1,29.0,1,1,-0.09526951654020192,-0.09526951654020135
2016-12-27,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-0.6924981912451291,-0.43735363324478443,0.0,-1.397306541379222,-0.9934453441017691,1,39.0,1,1,0.6838034052539309,0.6838034052539316
2016-12-28,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-1.3831137204757336,-1.41457413249574,0.0,0.20128797343890636,-1.2690515488085348,1,36.0,1,1,1.8731956926136473,1.873195692613648
2016-12-29,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-1.3075776469661362,-1.3402203988570804,1.0,-1.0042095295386988,-1.258451310165967,1,27.0,1,1,1.441902753529377,1.4419027535293776
2016-12-30,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-1.2859959116776798,-1.212756855476521,1.0,-0.03457023366540775,-1.1948498783105594,1,32.0,1,1,0.6544404023277692,0.6544404023277699
2017-01-02,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-0.9514790147066058,-0.8728540731283624,1.0,0.0964621036147667,-1.0888474918848803,1,14.0,1,1,-2.6464187318132066,-2.646418731813206
2017-01-03,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-0.8111977353316392,-0.7772564155929428,1.0,0.3585267781751156,-0.7920408098929786,1,33.0,1,1,-2.357746092656007,-2.357746092656007
2017-01-04,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-0.9191064117739212,-0.7985003394897027,0.0,0.43714618054322024,-1.0252460600294726,1,15.0,1,1,-1.881455304931645,-1.8814553049316445
2017-01-05,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-1.1133420293700287,-1.191512931579761,0.0,0.253700908350976,-0.9192436736037936,1,28.0,1,1,-1.2701709712870073,-1.2701709712870068
2017-01-06,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-1.134923764658485,-1.1065372359927212,0.0,0.27990737580701097,-1.014645821386905,1,28.0,1,1,0.0294279114709001,0.029427911470900688
2017-01-07,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-1.1780872352353977,-1.2233788174249007,0.0,0.43714618054322024,-1.247851071523399,1,28.0,1,1,0.8382451738915343,0.838245173891535
2017-01-08,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-1.1025511617258006,-1.2977325510635604,0.0,-1.4759259437473267,-0.8768427190335221,1,28.0,1,1,-0.3057679271277503,-0.30576792712774975
2017-01-09,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-0.9298972794181495,-0.9684517306637821,1.0,-0.4276672455059311,-0.8980431963186578,1,17.0,1,1,-1.214495667037402,-1.2144956670374016
2017-01-10,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-0.8867338088412366,-0.8728540731283624,0.0,0.17508150598287134,-0.8980431963186578,1,23.0,1,1,-1.1389908023701292,-1.1389908023701287
2017-01-11,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-1.1780872352353977,-1.1277811598894814,0.0,0.5943849852794297,-1.1206482078125841,1,23.0,1,1,-0.8087523538758958,-0.8087523538758953
2017-01-12,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-1.2320415734565389,-1.3189764749603203,0.0,-0.08698316857747758,-1.247851071523399,1,25.0,1,1,-0.8228618487884669,-0.8228618487884665
2017-01-13,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-1.2644141763892234,-1.2764886271668006,0.0,0.27990737580701097,-1.1736494010254237,1,6.0,1,1,0.7833325450426086,0.7833325450426093
2017-01-14,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-1.631303676292982,-1.595147485618199,0.0,0.27990737580701097,-1.6930610945112512,1,36.0,1,1,1.2443698247533803,1.244369824753381
2017-01-15,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-1.7823758233121765,-1.7438549528955183,0.0,0.5681785178233947,-1.7672627650092265,1,43.0,1,1,-0.7927361704616258,-0.7927361704616253
2017-01-16,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-1.5449767351391563,-1.5101717900311595,0.0,0.6205914527354645,-1.4386553670896214,1,10.0,1,1,-1.3430064720519017,-1.3430064720519013
2017-01-17,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-1.415486323408418,-1.3083545130119405,0.0,-0.21801550585765203,-1.39625441251935,1,21.0,1,1,-0.806845665374197,-0.8068456653741964
2017-01-18,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-1.3075776469661362,-1.3295984369087002,0.0,0.9874819971199531,-1.4068546511619178,1,18.0,1,1,-0.3789847655929845,-0.37898476559298394
2017-01-19,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-1.1457146323027134,-1.1384031218378612,0.0,-0.5586995827861055,-1.0888474918848803,1,9.0,1,1,-0.3888995458018183,-0.38889954580181774
2017-01-20,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-1.3723228528315052,-1.3827082466506,0.0,-0.7945577898904196,-1.258451310165967,1,26.0,1,1,0.8199409642752258,0.8199409642752264
2017-01-21,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-1.4046954557641897,-1.4570619802892597,0.0,0.20128797343890636,-1.2796517874511029,1,37.0,1,1,1.7515489662052632,1.751548966205264
2017-01-22,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-1.4262771910526464,-1.4358180563924998,0.0,-1.3448936064671522,-1.39625441251935,1,31.0,1,1,-0.48766601018981653,-0.48766601018981603
2017-01-23,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-1.7176306174468075,-1.6695012192568588,0.0,-0.453873712961966,-1.5552579921578684,1,8.0,1,1,-1.3590226554661717,-1.3590226554661713
2017-01-24,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-1.631303676292982,-1.595147485618199,0.0,-0.5586995827861055,-1.5340575148727325,1,5.0,1,1,-0.6874869651678516,-0.6874869651678511
2017-01-25,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-1.5126041322064716,-1.3720862847022202,0.0,-0.08698316857747758,-1.59765894672814,1,24.0,1,1,-0.29699716001993576,-0.2969971600199352
2017-01-26,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-1.4370680586968745,-1.2552447032700407,0.0,1.1447208018561623,-1.5234572762301646,1,22.0,1,1,-0.15971558789762164,-0.15971558789762105
2017-01-27,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-1.080969426437344,-0.9153419209218823,0.0,-0.3490478431378265,-1.247851071523399,1,17.0,1,1,1.2729701522788626,1.2729701522788632
2017-01-28,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-1.0593876911488878,-1.1171591979411013,0.0,1.0398949320320225,-1.0994477305274482,1,42.0,1,1,2.0181040187427564,2.0181040187427572
2017-01-29,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-1.0701785587931159,-1.1808909696313812,0.0,-0.9517965946266289,-1.1736494010254237,1,35.0,1,1,-0.09641352964122121,-0.09641352964122063
2017-01-30,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-0.908315544129693,-0.745390529747803,0.0,-0.8469707248024894,-1.0994477305274482,1,12.0,1,1,-1.26559491888293,-1.2655949188829296
2017-01-31,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-1.469440661629559,-1.5101717900311595,0.0,-0.11318963603351237,-1.34325321930651,1,15.0,1,1,-0.659649313043049,-0.6596493130430485
2017-02-01,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-1.415486323408418,-1.4464400183408799,0.0,-0.4014607780498963,-1.39625441251935,1,19.0,1,1,-0.48003925618302135,-0.4800392561830208
2017-02-02,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-1.296786779321908,-1.2764886271668006,0.0,0.0702556361587319,-1.3008522647362386,1,17.0,1,1,-0.4922420625938937,-0.49224206259389314
2017-02-03,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-1.0593876911488878,-0.9365858448186422,0.0,-0.008363766209372951,-1.0252460600294726,1,29.0,1,1,0.7921033121504232,0.7921033121504238
2017-02-04,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-1.134923764658485,-1.1277811598894814,0.0,1.1447208018561623,-1.2160503555956952,1,43.0,1,1,1.840019312684088,1.8400193126840887
2017-02-05,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-1.0378059558604313,-1.1490250837862412,0.0,-1.4759259437473267,-0.9086434349612259,1,34.0,1,1,-0.5913898646822316,-0.5913898646822312
2017-02-06,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-1.134923764658485,-1.0428054643024416,0.0,0.01784270124666208,-1.1630491623828556,1,28.0,1,1,-1.3083047413209834,-1.308304741320983
2017-02-07,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-1.4586497939853307,-1.5845255236698192,0.0,-0.7683513224343846,-1.2902520260936705,1,16.0,1,1,-0.7801520263504137,-0.7801520263504131
2017-02-08,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-1.3507411175430488,-1.36146432275384,0.0,-0.899383659714559,-1.3220527420213743,1,26.0,1,1,-0.3069119402287696,-0.306911940228769
2017-02-09,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-1.4802315292737873,-1.627013371463339,0.0,-1.449719476291292,-1.3114525033788065,1,26.0,1,1,-0.6257102577128102,-0.6257102577128097
2017-02-10,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-1.5665584704276128,-1.5101717900311595,0.0,0.253700908350976,-1.5234572762301646,1,39.0,1,1,1.0807759513076227,1.0807759513076234
2017-02-11,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-1.6205128086487537,-1.4995498280827797,1.0,0.3061138432630458,-1.5446577535153003,1,48.0,1,1,1.6928229603529399,1.6928229603529408
2017-02-12,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-1.5341858674949282,-1.3827082466506,0.0,0.14887503852683653,-1.5446577535153003,1,20.0,1,1,-0.2581007145852801,-0.25810071458527956
2017-02-13,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-1.3723228528315052,-1.2764886271668006,0.0,-0.3490478431378265,-1.3326529806639424,1,9.0,1,1,-1.1561509988854186,-1.1561509988854182
2017-02-14,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-1.3939045881199617,-1.3083545130119405,0.0,0.0702556361587319,-1.3326529806639424,1,27.0,1,1,-0.510927609910542,-0.5109276099105414
2017-02-15,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-1.2752050440334515,-1.2552447032700407,0.0,-0.03457023366540775,-1.237250832880831,1,18.0,1,1,0.035529314676336285,0.035529314676336875
2017-02-16,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-1.0593876911488878,-0.7985003394897027,0.0,0.8302431923837438,-1.2902520260936705,1,20.0,1,1,0.050782822689926746,0.050782822689927336
2017-02-17,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-0.735661661822042,-0.766634453644563,0.0,-1.4759259437473267,-0.654237707539596,1,38.0,1,1,1.218057523429937,1.2180575234299376
2017-02-18,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-1.080969426437344,-1.2446227413216608,0.0,-0.5849060502421405,-0.9828451054592012,1,36.0,1,1,1.9265829706612139,1.9265829706612145
2017-02-19,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-1.2320415734565389,-1.3083545130119405,0.0,1.3281660740484063,-1.3008522647362386,1,34.0,1,1,-0.09260015263782359,-0.09260015263782302
2017-02-20,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-0.8651520735527802,-0.7135246439026631,0.0,-1.449719476291292,-1.110047969170016,1,26.0,1,1,-1.3369050688464654,-1.336905068846465
2017-02-21,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-1.4802315292737873,-1.39333020859898,0.0,-0.6373189851542101,-1.3326529806639424,1,34.0,1,1,-0.46211638426705254,-0.462116384267052
2017-02-22,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-1.242832441100767,-1.2021348935281408,0.0,-0.03457023366540775,-1.4068546511619178,1,32.0,1,1,0.015699754258668683,0.015699754258669273
2017-02-23,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-0.6924981912451291,-0.7241466058510431,0.0,-1.4759259437473267,-0.8344417644632504,1,17.0,1,1,-0.05713574650622577,-0.05713574650622519
2017-02-24,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-1.2859959116776798,-1.2871105891151806,0.0,-0.68973192006628,-1.1948498783105594,1,31.0,1,1,1.3614404987576871,1.3614404987576878
2017-02-25,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-1.188878102879626,-1.1490250837862412,0.0,1.0661013994880575,-1.3008522647362386,1,24.0,1,1,2.2564400814551075,2.2564400814551084
2017-02-26,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-1.0485968235046597,-1.0534274262508216,0.0,0.5943849852794297,-1.1418486850977199,1,30.0,1,1,0.12895705125957788,0.12895705125957846
2017-02-27,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-1.1780872352353977,-1.191512931579761,0.0,1.0661013994880575,-1.0994477305274482,1,36.0,1,1,-0.9952264893420392,-0.9952264893420387
2017-02-28,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-1.2104598381680824,-1.1808909696313812,0.0,1.3543725415044416,-1.237250832880831,1,19.0,1,1,-0.3454270479630855,-0.34542704796308493
