visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Creative cuisine,Tōkyō-to Nakano-ku Nakano,total_area_visitors,total_genre_visitors
2016-12-12,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-1.1391569225536267,-1.1894628385308799,0.0,0.6401256215593596,-1.301537515893462,1,20.0,1,1,-0.9525787466803625,-0.9525787466803619
2016-12-13,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-0.8249634608817962,-0.5344186286857275,0.0,-0.30849769480604017,-0.9956345031835757,1,37.0,1,1,-0.3958015312148563,-0.3958015312148559
2016-12-14,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-0.8810694361803374,-0.9974671218521283,0.0,-1.06739634789836,-0.7424733892167734,1,20.0,1,1,0.23012497806329,0.23012497806329024
2016-12-16,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-1.3748020188074999,-1.2120505699048507,0.0,0.8298502848324394,-1.375376174133779,1,19.0,1,1,1.8341736226186767,1.8341736226186767
2016-12-17,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-1.1728205077327516,-0.7941775394863912,0.0,1.0195749481055196,-1.50195673111718,1,27.0,1,1,2.794023146577551,2.794023146577551
2016-12-18,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-0.9932813867774197,-0.6360634198685958,0.0,0.6130220982346339,-1.1644085791614438,1,22.0,1,1,0.27813536858605564,0.2781353685860559
2016-12-19,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-0.7015303152250056,-0.46665543456381503,0.0,0.8027467615077137,-0.9323442246918752,1,26.0,1,1,-0.43628790531241235,-0.43628790531241196
2016-12-20,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-0.768857485583255,-0.5570063600596982,0.0,-0.28139417148131457,-0.8374088069543243,1,28.0,1,1,0.25233874084248004,0.2523387408424803
2016-12-21,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-0.7464150954638386,-0.3085413149460198,0.0,0.5859185749099082,-0.9428926044404919,1,25.0,1,1,0.8001587938970225,0.8001587938970226
2016-12-23,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-0.32000968319492545,-0.1730149267021952,1.0,0.016744585090668354,-0.4260219967582706,1,28.0,1,1,1.37879148564528,1.3787914856452803
2016-12-24,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-0.9035118262997539,-1.076524181661026,0.0,0.9111608548066167,-0.805763667708474,1,39.0,1,1,1.6077365568695134,1.6077365568695134
2016-12-25,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-1.1503781176133352,-1.1216996444089675,0.0,-0.037462461558783106,-0.9956345031835757,1,26.0,1,1,0.005121058299880797,0.005121058299881111
2016-12-26,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-1.18404170279246,-1.33628309246169,0.0,-1.2300174878467143,-1.0589247816752763,1,15.0,1,1,-0.12314550742511998,-0.12314550742511965
2016-12-27,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-0.858627046060921,-0.7151204796774936,0.0,-1.3926386277950684,-0.7530217689653902,1,19.0,1,1,0.608833804798837,0.6088338047988372
2016-12-28,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-1.195262897852168,-1.3927524208966169,0.0,1.0195749481055196,-1.238247237401761,1,27.0,1,1,1.7263293871906733,1.7263293871906733
2016-12-30,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-1.1728205077327516,-1.2459321669658068,1.0,1.0466784714302453,-1.1433118196642105,1,40.0,1,1,0.5812457445730687,0.5812457445730689
2016-12-31,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-1.195262897852168,-0.9071161963562452,1.0,1.0466784714302453,-1.290989136144845,1,22.0,1,1,-2.183651148443219,-2.1836511484432184
2017-01-02,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-1.0606085571356691,-0.8619407336083036,1.0,0.31488334166265103,-1.0800215411725096,1,30.0,1,1,-2.5200821685990173,-2.5200821685990165
2017-01-03,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-0.9483966065385867,-0.7377082110514643,1.0,0.6672291448840852,-1.11166668041836,1,17.0,1,1,-2.248859290795035,-2.248859290795034
2017-01-04,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-0.914733021359462,-0.6812388826165374,0.0,0.992471424780794,-1.0483764019266595,1,35.0,1,1,-1.8013594567432865,-1.801359456743286
2017-01-06,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-1.3523596286880835,-1.370164689522646,0.0,0.9111608548066167,-1.290989136144845,1,35.0,1,1,-0.0059858230897142425,-0.005985823089713927
2017-01-07,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-1.4421291891657493,-1.3136953610877191,0.0,1.0195749481055196,-1.4281180728768628,1,33.0,1,1,0.7539398358564495,0.7539398358564497
2017-01-08,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-1.4421291891657493,-1.6073358689493393,0.0,-1.3926386277950684,-1.3437310348879288,1,22.0,1,1,-0.32091965345919937,-0.32091965345919904
2017-01-09,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-0.9259542164191703,-0.986173256165143,1.0,-0.6608434980274743,-0.8479571867029411,1,12.0,1,1,-1.1747163744722633,-1.1747163744722626
2017-01-10,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-0.9259542164191703,-0.8732345992952891,0.0,1.1008855180796964,-0.9112474651946415,1,25.0,1,1,-1.1037756481774303,-1.10377564817743
2017-01-11,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-1.0942721423147939,-1.099111913034997,0.0,1.1008855180796964,-1.0378280221780427,1,21.0,1,1,-0.7934995422616464,-0.7934995422616459
2017-01-13,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-1.251368873150709,-0.8619407336083036,0.0,0.5317115282604566,-1.333182655139312,1,17.0,1,1,0.7023465803692984,0.7023465803692986
2017-01-14,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-1.6328895051807892,-1.7089806601322075,0.0,-0.606636451378023,-1.4808599716199466,1,25.0,1,1,1.135514954563505,1.135514954563505
2017-01-15,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-1.7899862360167045,-1.8670947797500033,0.0,0.47750448161100545,-1.6496340475978148,1,20.0,1,1,-0.7784515094112273,-0.7784515094112269
2017-01-16,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-1.5431199447031234,-1.4153401522705875,0.0,1.1279890414044225,-1.7656662248325992,1,15.0,1,1,-1.2954589237720544,-1.295458923772054
2017-01-17,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-1.2738112632701257,-1.110405778721982,0.0,1.0737819947549707,-1.4281180728768628,1,17.0,1,1,-0.7917081097794536,-0.7917081097794532
2017-01-18,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-1.2850324583298338,-1.1781689728438944,0.0,1.1008855180796964,-1.4386664526254795,1,34.0,1,1,-0.3897106607754009,-0.38971066077540056
2017-01-20,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-1.520677554583707,-1.9461518395589008,0.0,-1.3926386277950684,-1.1327634399155935,1,36.0,1,1,0.7367420840273992,0.7367420840273994
2017-01-21,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-1.1728205077327516,-1.1216996444089675,0.0,1.1821960880538738,-1.1960537184072941,1,25.0,1,1,1.612035994826776,1.612035994826776
2017-01-29,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-0.9371754114788785,-1.020054853226099,0.0,-0.33560121813076593,-0.8268604272057075,1,21.0,1,1,-0.12422036691443562,-0.12422036691443529
2017-01-30,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-0.6229819498070478,-0.33112904631999046,0.0,1.0737819947549707,-0.6369895917306059,1,17.0,1,1,-1.2227267649950289,-1.2227267649950284
2017-01-31,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-1.18404170279246,-1.2685198983397776,0.0,1.2092996113785994,-1.0483764019266595,1,21.0,1,1,-0.6534095221541735,-0.653409522154173
2017-02-01,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-1.2289264830312927,-1.200756704217865,0.0,0.7756432381829881,-1.1855053386586774,1,24.0,1,1,-0.48465658233161657,-0.4846565823316162
2017-02-03,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-1.0269449719565444,-0.8280591365473475,0.0,1.2906101813527766,-1.333182655139312,1,24.0,1,1,0.710587169787385,0.7105871697873852
2017-02-04,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-0.8922906312400456,-0.8054714051733766,0.0,1.236403134703325,-0.7741185284626236,1,42.0,1,1,1.6951584620005196,1.6951584620005196
2017-02-05,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-1.0493873620759608,-1.257226032652792,0.0,-0.7692575913263773,-1.0378280221780427,1,12.0,1,1,-0.589276239291673,-0.5892762392916726
2017-02-06,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-0.8810694361803374,-0.7490020767384497,0.0,-0.20008360150713725,-1.0061828829321924,1,16.0,1,1,-1.2628548525961465,-1.2628548525961458
2017-02-07,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-1.195262897852168,-1.2120505699048507,0.0,1.1821960880538738,-1.1960537184072941,1,7.0,1,1,-0.7666280550287552,-0.7666280550287548
2017-02-08,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-1.1054933373745022,-1.166875107156909,0.0,1.1550925647291481,-1.0167312626808092,1,17.0,1,1,-0.32199451294851505,-0.32199451294851467
2017-02-10,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-1.3299172385686668,-1.3024014954007337,0.0,-0.037462461558783106,-1.1327634399155935,1,31.0,1,1,0.9818100475913671,0.9818100475913673
2017-02-11,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-1.430907994106041,-1.200756704217865,1.0,0.23357277168847398,-1.5863437691061142,1,21.0,1,1,1.5568598743752393,1.5568598743752393
2017-02-12,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-1.3411384336283751,-1.1442873757829382,0.0,1.236403134703325,-1.5230534906144138,1,47.0,1,1,-0.2761338414043807,-0.2761338414043803
2017-02-13,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-1.1615993126730433,-1.076524181661026,0.0,1.1821960880538738,-1.3964729336310124,1,18.0,1,1,-1.119898540517165,-1.1198985405171646
2017-02-14,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-1.1615993126730433,-1.1216996444089675,0.0,0.9382643781313423,-1.2171504779045277,1,19.0,1,1,-0.5136777885431391,-0.5136777885431387
2017-02-15,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-1.0942721423147939,-0.9184100620432305,0.0,1.236403134703325,-1.2276988576531445,1,30.0,1,1,-0.00025323914669744834,-0.0002532391466971331
2017-02-16,air_b711b43ae472cb6b,0,0,0,0,1,0,0,-1.0269449719565444,-0.726414345364479,0.0,1.344817228002228,-1.333182655139312,1,16.0,1,1,0.014078220710844538,0.01407822071084485
2017-02-18,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-0.9259542164191703,-1.2459321669658068,0.0,-0.7421540680016515,-0.6791831107250729,1,38.0,1,1,1.7764894966920703,1.7764894966920703
2017-02-19,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-1.1503781176133352,-1.1216996444089675,0.0,1.2092996113785994,-1.1855053386586774,1,34.0,1,1,-0.12063750195005013,-0.1206375019500498
2017-02-20,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-0.8922906312400456,-0.41018610612888806,0.0,0.15226220171429689,-1.2276988576531445,1,17.0,1,1,-1.2897263398290377,-1.289726339829037
2017-02-21,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-1.1503781176133352,-1.2911076297137483,0.0,1.1008855180796964,-0.974537743686342,1,25.0,1,1,-0.46781711699900475,-0.46781711699900436
2017-02-22,air_b711b43ae472cb6b,0,0,0,0,0,0,1,-1.0830509472550855,-1.020054853226099,0.0,-0.010358938234057497,-1.2171504779045277,1,21.0,1,1,-0.01888413696150203,-0.01888413696150171
2017-02-24,air_b711b43ae472cb6b,1,0,0,0,0,0,0,-0.9932813867774197,-1.1442873757829382,0.0,0.9382643781313423,-0.8163120474570907,1,31.0,1,1,1.2455089089701397,1.2455089089701399
2017-02-25,air_b711b43ae472cb6b,0,0,1,0,0,0,0,-0.9820601917177115,-0.8845284649822744,0.0,0.5859185749099082,-0.9956345031835757,1,28.0,1,1,2.0864073161114156,2.0864073161114156
2017-02-26,air_b711b43ae472cb6b,0,0,0,1,0,0,0,-0.8361846559415044,-0.726414345364479,0.0,0.6130220982346339,-1.0378280221780427,1,25.0,1,1,0.08752695248074721,0.08752695248074752
2017-02-27,air_b711b43ae472cb6b,0,1,0,0,0,0,0,-1.0942721423147939,-1.200756704217865,0.0,-0.14587655485768602,-0.8374088069543243,1,32.0,1,1,-0.9687016390200972,-0.9687016390200966
2017-02-28,air_b711b43ae472cb6b,0,0,0,0,0,1,0,-1.1728205077327516,-1.2120505699048507,0.0,1.0466784714302453,-1.027279642429426,1,7.0,1,1,-0.35818144908880856,-0.35818144908880817
