visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Western food,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-12-06,air_bedd35489e666605,0,0,0,0,0,1,0,-0.6577873919327688,-0.431922239738908,0.0,0.9362945515756533,-0.6561398241415699,1,30.0,1,1,-0.7189328030934726,-0.7189328030934733
2016-12-07,air_bedd35489e666605,0,0,0,0,0,0,1,-1.0398455154607953,-1.1166122331974988,0.0,-0.9113442058814916,-0.887245147714798,1,50.0,1,1,-0.18394560039741378,-0.18394560039741437
2016-12-08,air_bedd35489e666605,0,0,0,0,1,0,0,-0.9124928076181198,-0.8032795243266183,0.0,0.9626893909678982,-1.0963404404715282,1,55.0,1,1,-0.01896340691179618,-0.018963406911796765
2016-12-09,air_bedd35489e666605,1,0,0,0,0,0,0,-0.623054835248403,-0.3971074943088105,0.0,1.0418739091446332,-1.0083003172055367,1,65.0,1,1,1.7124227584316514,1.712422758431651
2016-12-10,air_bedd35489e666605,0,0,1,0,0,0,0,-0.9240703265129084,-1.0005630817638396,0.0,0.989084230360143,-0.8102100398570553,1,28.0,1,1,2.435749184252865,2.4357491842528645
2016-12-12,air_bedd35489e666605,0,1,0,0,0,0,0,-1.0977331099347385,-1.1978466392010605,0.0,0.672346157653204,-1.140360502104524,1,42.0,1,1,-1.0014416377812043,-1.001441637781205
2016-12-13,air_bedd35489e666605,0,0,0,0,0,1,0,-0.8198726564598103,-0.640810712319495,0.0,-0.6473958119590423,-1.0523203788385322,1,61.0,1,1,-0.4253015733392948,-0.4253015733392954
2016-12-14,air_bedd35489e666605,0,0,0,0,0,0,1,-0.9703804020920632,-1.1050073180541329,0.0,-1.2280822785884307,-0.8432250860818022,1,53.0,1,1,0.22239256603008484,0.22239256603008428
2016-12-15,air_bedd35489e666605,0,0,0,0,1,0,0,-1.190353261093048,-1.2442662997745242,0.0,0.5139771212997346,-1.0853354250632792,1,54.0,1,1,0.3221233751258851,0.32212337512588457
2016-12-16,air_bedd35489e666605,1,0,0,0,0,0,0,-1.3524385256200893,-1.279081045204622,0.0,0.9626893909678982,-1.2614156715952625,1,52.0,1,1,1.8822246564460623,1.8822246564460619
2016-12-17,air_bedd35489e666605,0,0,1,0,0,0,0,-1.1324656666191046,-0.8961188454735459,0.0,1.068268748536878,-1.426490902718997,1,14.0,1,1,2.875454535879702,2.8754545358797015
2016-12-19,air_bedd35489e666605,0,1,0,0,0,0,0,-0.7504075430910784,-0.5943910517460315,0.0,0.8835048727911637,-0.9092551785312958,1,54.0,1,1,-0.4671959280895752,-0.46719592808957583
2016-12-20,air_bedd35489e666605,0,0,0,0,0,1,0,-0.796717618670233,-0.7336500334664227,0.0,-0.383447418036593,-0.7771949936323084,1,53.0,1,1,0.24537884916740685,0.2453788491674063
2016-12-21,air_bedd35489e666605,0,0,0,0,0,0,1,-0.692519948617135,-0.44352715488227407,0.0,0.7515306758299388,-0.8542301014900511,1,58.0,1,1,0.8122502510539447,0.8122502510539441
2016-12-22,air_bedd35489e666605,0,0,0,0,1,0,0,-0.2178416739307993,-0.07216987029456395,0.0,-0.6473958119590423,-0.7001598857745658,1,54.0,1,1,1.897796009539087,1.8977960095390864
2016-12-23,air_bedd35489e666605,1,0,0,0,0,0,0,-0.28730678729953135,-0.14179936115475938,1.0,-0.1722887028986336,-0.4910645930178356,1,14.0,1,1,1.4110058521309612,1.4110058521309607
2016-12-24,air_bedd35489e666605,0,0,1,0,0,0,0,-0.9124928076181198,-1.0353778271939371,0.0,0.9362945515756533,-0.8322200706735532,1,17.0,1,1,1.647912867046264,1.6479128670462635
2016-12-26,air_bedd35489e666605,0,1,0,0,0,0,0,-1.1093106288295271,-1.1398220634842307,0.0,-0.9641338846659814,-1.0083003172055367,1,45.0,1,1,-0.14316348515377797,-0.14316348515377855
2016-12-27,air_bedd35489e666605,0,0,0,0,0,1,0,-0.623054835248403,-0.234638682301687,0.0,-1.2544771179806755,-0.8212150552653043,1,50.0,1,1,0.6142716188712035,0.614271618871203
2016-12-28,air_bedd35489e666605,0,0,0,0,0,0,1,-1.2135082988826253,-1.3255007057780857,0.0,1.068268748536878,-1.2063905945540176,1,24.0,1,1,1.7706299592793862,1.7706299592793857
2016-12-29,air_bedd35489e666605,0,0,0,0,1,0,0,-1.4103261200940327,-1.487969517785209,1.0,0.06526485163157082,-1.3494557948612542,1,23.0,1,1,1.351315665274367,1.3513156652743665
2016-12-30,air_bedd35489e666605,1,0,0,0,0,0,0,-1.2135082988826253,-1.2326613846311583,1.0,1.068268748536878,-1.140360502104524,1,10.0,1,1,0.5857241382006584,0.5857241382006579
2017-01-05,air_bedd35489e666605,0,0,0,0,1,0,0,-1.1324656666191046,-1.2094515543444264,0.0,1.068268748536878,-1.0193053326137853,1,42.0,1,1,-1.2854334584777956,-1.2854334584777962
2017-01-06,air_bedd35489e666605,1,0,0,0,0,0,0,-1.3871710823044554,-1.3951301966382814,0.0,1.0154790697523883,-1.2614156715952625,1,37.0,1,1,-0.021929378929515148,-0.021929378929515735
2017-01-07,air_bedd35489e666605,0,0,1,0,0,0,0,-1.4334811578836102,-1.4067351117816476,0.0,0.989084230360143,-1.4154858873107479,1,5.0,1,1,0.7644239522682262,0.7644239522682258
2017-01-09,air_bedd35489e666605,0,1,0,0,0,0,0,-1.0745780721451612,-1.1282171483408647,1.0,-0.7265803301357769,-1.0083003172055367,1,10.0,1,1,-1.2313044691544244,-1.231304469154425
2017-01-10,air_bedd35489e666605,0,0,0,0,0,1,0,-0.9703804020920632,-0.9425385060470097,0.0,1.0418739091446332,-1.0413153634302834,1,32.0,1,1,-1.15789666171588,-1.1578966617158806
2017-01-11,air_bedd35489e666605,0,0,0,0,0,0,1,-1.1093106288295271,-1.1398220634842307,0.0,1.068268748536878,-0.9972953017972875,1,36.0,1,1,-0.8368301907978016,-0.8368301907978023
2017-01-12,air_bedd35489e666605,0,0,0,0,1,0,0,-1.2135082988826253,-1.0121679969072053,0.0,0.8571100333989183,-1.3494557948612542,1,53.0,1,1,-0.8505478113797519,-0.8505478113797525
2017-01-13,air_bedd35489e666605,1,0,0,0,0,0,0,-1.190353261093048,-0.9425385060470097,0.0,0.46118744251524474,-1.2724206870035115,1,33.0,1,1,0.7110364559492849,0.7110364559492843
2017-01-14,air_bedd35489e666605,0,0,1,0,0,0,0,-1.6302989790950175,-1.68525307522243,0.0,-0.4626319362133277,-1.5695561030262333,1,27.0,1,1,1.159268977127064,1.1592689771270634
2017-01-16,air_bedd35489e666605,0,1,0,0,0,0,0,-1.5376788279367084,-1.487969517785209,0.0,1.147453266713613,-1.646591210883976,1,57.0,1,1,-1.3562460404008359,-1.3562460404008365
2017-01-17,air_bedd35489e666605,0,0,0,0,0,1,0,-1.2829734122513574,-1.1514269786275966,0.0,1.0946635879291229,-1.3494557948612542,1,27.0,1,1,-0.8349764582867273,-0.834976458286728
2017-01-18,air_bedd35489e666605,0,0,0,0,0,0,1,-1.2366633366722026,-1.2210564694877921,0.0,1.0946635879291229,-1.3054357332282585,1,25.0,1,1,-0.418998882801642,-0.4189988828016426
2017-01-19,air_bedd35489e666605,0,0,0,0,1,0,0,-1.1671982233034706,-1.1514269786275966,0.0,0.17084420920055038,-1.1623705329210219,1,14.0,1,1,-0.42863829185922864,-0.42863829185922925
2017-01-20,air_bedd35489e666605,1,0,0,0,0,0,0,-1.5608338657262857,-1.9753759538065785,0.0,-1.3072667967651654,-1.1843805637375198,1,51.0,1,1,0.7466281201619125,0.7466281201619119
2017-01-21,air_bedd35489e666605,0,0,1,0,0,0,0,-1.225085817777414,-1.1398220634842307,0.0,1.1738481061058579,-1.2944307178200094,1,21.0,1,1,1.6523618250728422,1.6523618250728418
2017-01-23,air_bedd35489e666605,0,1,0,0,0,0,0,-1.4450586767783988,-1.499574432928575,0.0,0.5139771212997346,-1.404480871902499,1,49.0,1,1,-1.3718173934938604,-1.3718173934938611
2017-01-24,air_bedd35489e666605,0,0,0,0,0,1,0,-1.618721460200229,-1.522784263215307,0.0,1.1738481061058579,-1.6355861954757271,1,31.0,1,1,-0.7189328030934726,-0.7189328030934733
2017-01-25,air_bedd35489e666605,0,0,0,0,0,0,1,-1.4566361956731875,-1.31389579063472,0.0,1.2266377848903474,-1.5585510876179842,1,34.0,1,1,-0.3392883848254447,-0.3392883848254453
2017-01-26,air_bedd35489e666605,0,0,0,0,1,0,0,-1.3755935634096668,-1.1746368089143286,0.0,1.2002429454981027,-1.5805611184344823,1,37.0,1,1,-0.20581964402809116,-0.20581964402809177
2017-01-27,air_bedd35489e666605,1,0,0,0,0,0,0,-0.8893377698285424,-0.5595763063159335,0.0,0.06526485163157082,-1.2724206870035115,1,32.0,1,1,1.1870749647931793,1.1870749647931786
2017-01-30,air_bedd35489e666605,0,1,0,0,0,0,0,-0.6114773163536144,-0.15340427629812547,0.0,0.7779255152221839,-0.6891548703663168,1,30.0,1,1,-1.280984500451217,-1.2809845004512177
2017-01-31,air_bedd35489e666605,0,0,0,0,0,1,0,-1.225085817777414,-1.25587121491789,0.0,1.147453266713613,-1.1183504712880261,1,46.0,1,1,-0.691868308431787,-0.6918683084317877
2017-02-01,air_bedd35489e666605,0,0,0,0,0,0,1,-1.2135082988826253,-1.1862417240576946,0.0,0.5931616394764694,-1.1843805637375198,1,55.0,1,1,-0.5172467058885828,-0.5172467058885835
2017-02-02,air_bedd35489e666605,0,0,0,0,1,0,0,-1.3871710823044554,-1.290685960347988,0.0,1.2266377848903474,-1.3274457640447561,1,37.0,1,1,-0.5291105939594587,-0.5291105939594594
2017-02-03,air_bedd35489e666605,1,0,0,0,0,0,0,-1.051423034355584,-0.8264893546133503,0.0,1.2266377848903474,-1.3164407486365073,1,43.0,1,1,0.7195636255002269,0.7195636255002263
2017-02-04,air_bedd35489e666605,0,0,1,0,0,0,0,-0.9588028831972746,-0.861304100043448,0.0,1.2266377848903474,-0.9422702247560427,1,20.0,1,1,1.7383750135866924,1.738375013586692
2017-02-06,air_bedd35489e666605,0,1,0,0,0,0,0,-0.9009152887233312,-0.5943910517460315,0.0,0.302818406161775,-1.0633253942467815,1,35.0,1,1,-1.3225081086992827,-1.3225081086992834
2017-02-07,air_bedd35489e666605,0,0,0,0,0,1,0,-1.2598183744617801,-1.25587121491789,0.0,1.2002429454981027,-1.1843805637375198,1,30.0,1,1,-0.8090242031316863,-0.809024203131687
2017-02-08,air_bedd35489e666605,0,0,0,0,0,0,1,-1.1787757421982592,-1.1398220634842307,0.0,1.2002429454981027,-1.2173956099622667,1,39.0,1,1,-0.34892779388303136,-0.34892779388303197
2017-02-09,air_bedd35489e666605,0,0,0,0,1,0,0,-1.6302989790950175,-1.7896973115127235,0.0,-1.3072667967651654,-1.3164407486365073,1,32.0,1,1,-0.6588718697346635,-0.6588718697346642
2017-02-10,air_bedd35489e666605,1,0,0,0,0,0,0,-1.4103261200940327,-1.3371056209214516,0.0,-0.25147322107536835,-1.2614156715952625,1,46.0,1,1,1.0002187276768841,1.0002187276768837
2017-02-13,air_bedd35489e666605,0,1,0,0,0,0,0,-1.1787757421982592,-1.046982742337303,0.0,0.8043203546144287,-1.3164407486365073,1,27.0,1,1,-1.174580254315549,-1.17458025431555
2017-02-14,air_bedd35489e666605,0,0,0,0,0,1,0,-1.2019307799878367,-1.046982742337303,0.0,1.0418739091446332,-1.1953855791457688,1,41.0,1,1,-0.5472771725679874,-0.547277172567988
2017-02-15,air_bedd35489e666605,0,0,0,0,0,0,1,-1.155620704408682,-0.9309335909036436,0.0,1.3058223030670824,-1.2944307178200094,1,59.0,1,1,-0.015997434894077213,-0.015997434894077796
2017-02-16,air_bedd35489e666605,0,0,0,0,1,0,0,-1.0630005532503726,-0.8264893546133503,0.0,1.3058223030670824,-1.2834257024117603,1,52.0,1,1,-0.0011675748054823713,-0.0011675748054829555
2017-02-17,air_bedd35489e666605,1,0,0,0,0,0,0,-0.3799269384578408,-0.025750209721099936,0.0,0.8571100333989183,-0.8982501631230471,1,60.0,1,1,1.1336874684742377,1.1336874684742373
2017-02-18,air_bedd35489e666605,0,0,1,0,0,0,0,-0.9703804020920632,-1.1746368089143286,0.0,-0.5418164543900625,-0.7221699165910637,1,29.0,1,1,1.822534469589468,1.8225344695894676
2017-02-20,air_bedd35489e666605,0,1,0,0,0,0,0,-0.761985061985867,-0.13019444601139368,0.0,0.17084420920055038,-1.2284006253705155,1,22.0,1,1,-1.350314096365398,-1.3503140963653988
2017-02-21,air_bedd35489e666605,0,0,0,0,0,1,0,-1.2019307799878367,-1.267476130061256,0.0,1.2530326242825922,-1.0303103480220346,1,22.0,1,1,-0.4998216202844839,-0.4998216202844845
2017-02-22,air_bedd35489e666605,0,0,0,0,0,0,1,-1.0977331099347385,-1.1862417240576946,0.0,-0.1722887028986336,-1.3054357332282585,1,35.0,1,1,-0.035276253009250504,-0.03527625300925109
2017-02-23,air_bedd35489e666605,0,0,0,0,1,0,0,-0.4725470896161501,-0.5247615608858356,0.0,-0.9113442058814916,-0.5020696084260845,1,23.0,1,1,-0.10608883493229086,-0.10608883493229146
2017-02-24,air_bedd35489e666605,1,0,0,0,0,0,0,-1.051423034355584,-1.1050073180541329,0.0,-0.383447418036593,-0.8542301014900511,1,65.0,1,1,1.2730881533070293,1.2730881533070288
2017-02-25,air_bedd35489e666605,0,0,1,0,0,0,0,-1.0398455154607953,-0.9425385060470097,0.0,0.8307151940066736,-1.0413153634302834,1,22.0,1,1,2.1432301940053313,2.1432301940053313
2017-02-27,air_bedd35489e666605,0,1,0,0,0,0,0,-1.190353261093048,-1.290685960347988,0.0,-0.7793700089202669,-0.9532752401642919,1,49.0,1,1,-1.0181252303808734,-1.0181252303808743
2017-02-28,air_bedd35489e666605,0,0,0,0,0,1,0,-1.2713958933565688,-1.2442662997745242,0.0,1.0154790697523883,-1.0743304096550301,1,52.0,1,1,-0.38637319060673336,-0.386373190606734
