Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,deepest_snowfall,total_snowfall
456,2017-04-01,-1.5,4.3,-7.2,7.8,57,0
457,2017-04-02,-1.4,4.7,-9.1,11.4,53,0
458,2017-04-03,1.5,7.5,-3.2,6.9,50,0
459,2017-04-04,3.0,9.4,-2.8,6.4,47,1
460,2017-04-05,3.6,13.7,-5.1,11.7,43,0
461,2017-04-06,6.9,19.4,-3.4,9.4,38,1
462,2017-04-07,4.2,11.6,-1.8,2.9,31,1
463,2017-04-08,0.0,3.7,-5.6,1.4,24,1
464,2017-04-09,1.3,4.9,-1.8,2.2,22,1
465,2017-04-10,-1.0,2.7,-7.2,6.3,27,7
466,2017-04-11,2.0,9.1,-8.0,9.1,22,0
467,2017-04-12,1.3,3.7,-2.0,0.7,16,3
468,2017-04-13,-0.8,2.4,-4.1,5.4,14,1
469,2017-04-14,4.6,14.6,-7.3,11.2,14,0
470,2017-04-15,9.6,19.1,0.5,10.2,7,0
471,2017-04-16,8.4,20.4,-1.5,8.5,0,0
472,2017-04-17,3.7,10.4,-1.9,8.9,0,0
473,2017-04-18,2.4,5.7,-2.2,0.0,0,0
474,2017-04-19,2.5,8.5,-1.0,2.5,0,0
475,2017-04-20,-0.1,2.0,-1.3,0.0,0,0
476,2017-04-21,1.6,6.1,-2.4,5.2,0,0
477,2017-04-22,1.4,8.4,-3.6,2.5,0,0
478,2017-04-23,-0.9,0.7,-2.8,0.1,2,2
479,2017-04-24,2.7,11.1,-5.3,10.5,0,0
480,2017-04-25,6.3,17.5,-1.4,6.6,0,0
481,2017-04-26,7.7,12.8,3.0,1.7,0,0
482,2017-04-27,6.2,13.1,1.8,5.6,0,0
483,2017-04-28,4.6,11.9,-1.1,3.9,0,0
484,2017-04-29,6.6,16.4,-0.3,5.0,0,0
485,2017-04-30,7.8,16.1,-0.7,7.3,0,0
486,2017-05-01,7.0,16.0,1.4,6.5,0,0
487,2017-05-02,3.3,10.3,-1.4,5.5,0,0
488,2017-05-03,9.6,26.1,-2.7,12.3,0,0
489,2017-05-04,12.9,27.1,-0.4,13.0,0,0
490,2017-05-05,12.6,26.1,0.6,8.6,0,0
491,2017-05-06,12.3,19.6,2.5,4.7,0,0
492,2017-05-07,10.8,17.7,0.4,10.4,0,0
493,2017-05-08,7.1,12.9,2.4,3.0,0,0
494,2017-05-09,9.5,18.1,1.1,10.8,0,0
495,2017-05-10,10.7,20.0,-1.0,10.1,0,0
496,2017-05-11,9.3,12.2,6.4,0.0,0,0
497,2017-05-12,4.5,9.0,0.4,4.7,0,0
498,2017-05-13,6.1,13.2,2.3,3.5,0,0
499,2017-05-14,4.6,10.6,0.7,6.2,0,0
500,2017-05-15,4.7,8.2,2.2,0.1,0,0
501,2017-05-16,6.3,8.9,4.0,0.0,0,0
502,2017-05-17,10.6,19.2,3.6,5.0,0,0
503,2017-05-18,14.3,25.6,1.0,12.2,0,0
504,2017-05-19,16.9,27.1,5.4,12.1,0,0
505,2017-05-20,13.7,25.7,4.4,12.2,0,0
506,2017-05-21,13.7,23.5,4.7,10.0,0,0
507,2017-05-22,11.0,13.5,8.2,0.5,0,0
508,2017-05-23,10.6,14.7,8.0,0.1,0,0
509,2017-05-24,10.4,13.0,8.1,0.0,0,0
510,2017-05-25,10.5,14.8,7.6,0.0,0,0
511,2017-05-26,7.2,9.4,5.8,0.0,0,0
512,2017-05-27,9.8,14.8,6.5,0.8,0,0
513,2017-05-28,10.2,16.0,6.1,2.5,0,0
514,2017-05-29,16.2,25.6,8.9,9.4,0,0
515,2017-05-30,16.6,25.1,8.2,8.9,0,0
516,2017-05-31,13.8,25.3,6.1,10.5,0,0
