Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_local_pressure,avg_sea_pressure
395,2017-01-30,6.3,11.1,2.4,1.3,1010.4,1013.9
396,2017-01-31,2.6,7.0,0.4,0.4,1022.1,1025.7
397,2017-02-01,4.4,8.7,0.5,2.2,1016.8,1020.3
398,2017-02-02,5.8,8.8,1.9,3.8,1018.3,1021.8
399,2017-02-03,6.6,11.2,1.8,4.6,1018.8,1022.3
400,2017-02-04,6.1,12.8,-0.1,9.5,1016.8,1020.3
401,2017-02-05,8.5,11.1,6.0,0.0,1005.2,1008.6
402,2017-02-06,4.9,7.4,3.4,0.4,1008.7,1012.2
403,2017-02-07,3.5,5.5,-0.1,2.5,1018.5,1022.1
404,2017-02-08,4.5,9.0,-0.2,6.2,1013.9,1017.5
405,2017-02-09,4.2,9.1,0.5,2.5,1000.1,1003.6
406,2017-02-10,-0.1,1.5,-1.2,0.3,1004.4,1007.9
407,2017-02-11,0.1,2.9,-1.4,3.0,1012.0,1015.5
408,2017-02-12,1.5,6.0,-2.2,5.8,1019.7,1023.3
409,2017-02-13,2.9,7.3,-0.2,5.0,1023.5,1027.0
410,2017-02-14,2.7,6.3,-0.3,4.2,1024.9,1028.5
411,2017-02-15,5.7,10.9,-1.2,2.0,1025.0,1028.5
412,2017-02-16,11.9,14.3,6.3,7.6,1018.0,1021.4
413,2017-02-17,10.4,15.0,4.5,0.0,1012.2,1015.6
414,2017-02-18,4.6,9.6,1.3,1.7,1013.9,1017.4
415,2017-02-19,5.7,10.2,0.1,5.5,1014.5,1018.0
416,2017-02-20,7.7,13.4,1.3,0.0,1005.1,1008.5
417,2017-02-21,2.7,6.2,-0.5,3.0,1024.5,1028.1
418,2017-02-22,5.8,10.6,-1.6,0.9,1015.2,1018.6
419,2017-02-23,7.7,12.5,3.0,1.2,1005.2,1008.7
420,2017-02-24,3.6,8.4,0.4,3.3,1015.8,1019.3
421,2017-02-25,3.6,9.0,-0.5,2.2,1016.2,1019.7
422,2017-02-26,3.9,10.1,-1.1,3.3,1019.1,1022.6
423,2017-02-27,5.5,8.3,3.8,4.2,1024.0,1027.5
424,2017-02-28,4.7,10.0,0.2,6.8,1022.2,1025.8
425,2017-03-01,4.7,11.2,-0.7,4.6,1014.8,1018.3
426,2017-03-02,5.9,9.4,0.7,0.4,1004.3,1007.7
427,2017-03-03,5.8,10.3,1.2,5.3,1014.6,1018.0
428,2017-03-04,7.3,13.8,1.0,9.0,1014.9,1018.3
429,2017-03-05,8.4,14.0,2.8,5.8,1011.7,1015.2
430,2017-03-06,7.8,12.2,2.9,3.7,1005.2,1008.6
431,2017-03-07,2.3,5.2,0.2,3.4,1007.1,1010.6
432,2017-03-08,2.9,6.6,-0.7,4.6,1006.5,1010.0
433,2017-03-09,6.4,10.2,2.0,3.8,1006.0,1009.5
434,2017-03-10,6.2,10.2,1.1,3.5,1012.4,1015.9
435,2017-03-11,4.7,11.7,-0.6,8.9,1019.9,1023.4
436,2017-03-12,6.1,11.4,-0.1,9.1,1018.5,1022.0
437,2017-03-13,7.8,13.9,3.6,6.4,1012.7,1016.1
438,2017-03-14,6.8,10.9,3.8,5.1,1011.3,1014.7
439,2017-03-15,5.3,7.3,3.6,1.1,1014.3,1017.8
440,2017-03-16,5.5,10.9,0.9,5.0,1017.8,1021.3
441,2017-03-17,5.2,12.4,-0.5,9.1,1019.4,1022.9
442,2017-03-18,7.1,12.8,0.3,3.0,1020.1,1023.6
443,2017-03-19,9.7,17.2,4.2,10.0,1020.9,1024.4
444,2017-03-20,9.0,13.7,2.3,6.6,1017.8,1021.2
445,2017-03-21,7.8,10.7,6.0,0.1,1008.2,1011.7
446,2017-03-22,7.8,12.8,3.4,8.5,1015.7,1019.1
447,2017-03-23,7.7,14.4,3.7,1.7,1015.7,1019.2
448,2017-03-24,5.7,10.4,0.7,4.5,1019.1,1022.6
449,2017-03-25,5.7,11.1,1.1,8.4,1017.6,1021.0
450,2017-03-26,6.9,11.5,1.7,3.2,1013.6,1017.1
451,2017-03-27,7.0,11.5,3.0,2.9,1013.3,1016.8
452,2017-03-28,7.1,12.3,2.4,5.6,1017.9,1021.4
453,2017-03-29,7.2,12.2,1.6,0.8,1019.1,1022.6
454,2017-03-30,10.6,17.7,4.3,9.2,1017.0,1020.4
455,2017-03-31,9.1,9.8,8.3,0.0,1015.6,1019.0
456,2017-04-01,9.0,11.7,7.8,6.9,1012.1,1015.5
457,2017-04-02,8.3,12.4,2.0,7.6,1012.9,1016.3
458,2017-04-03,10.1,16.4,1.5,11.7,1015.8,1019.2
459,2017-04-04,9.6,15.0,2.7,10.7,1021.6,1025.0
460,2017-04-05,13.3,18.9,6.1,2.2,1019.5,1022.9
461,2017-04-06,14.9,16.1,13.4,0.0,1011.9,1015.2
462,2017-04-07,15.2,19.3,12.9,8.4,1010.3,1013.6
463,2017-04-08,14.7,20.9,13.0,7.1,1007.7,1011.1
464,2017-04-09,12.0,13.9,10.0,0.2,1010.9,1014.3
465,2017-04-10,11.7,13.5,9.8,9.7,1012.2,1015.6
466,2017-04-11,12.2,13.8,11.3,0.0,998.6,1002.0
467,2017-04-12,10.0,13.2,4.9,9.4,1007.9,1011.4
468,2017-04-13,10.8,15.3,4.3,10.4,1012.4,1015.8
469,2017-04-14,17.0,20.1,14.6,8.9,1011.5,1014.8
470,2017-04-15,18.3,21.2,16.1,9.3,1009.9,1013.2
471,2017-04-16,18.5,23.8,12.0,8.3,1011.5,1014.9
472,2017-04-17,14.9,18.0,11.1,0.6,999.2,1002.6
473,2017-04-18,14.5,17.7,11.9,7.0,994.8,998.1
474,2017-04-19,13.1,16.8,6.6,8.5,1003.3,1006.7
475,2017-04-20,11.7,16.4,5.5,3.1,1009.3,1012.7
476,2017-04-21,14.1,19.1,9.9,7.4,1006.0,1009.3
477,2017-04-22,10.8,14.3,6.1,12.3,1010.1,1013.5
478,2017-04-23,10.8,15.8,4.5,12.6,1015.9,1019.3
479,2017-04-24,13.0,20.2,5.7,12.5,1018.3,1021.7
480,2017-04-25,16.9,23.0,9.2,7.4,1016.9,1020.3
481,2017-04-26,13.1,18.5,8.3,0.0,1011.6,1015.0
482,2017-04-27,11.9,17.6,7.5,10.2,1006.7,1010.1
483,2017-04-28,15.5,18.7,7.6,12.3,1003.2,1006.5
484,2017-04-29,16.8,19.5,12.1,11.0,1002.8,1006.1
485,2017-04-30,19.9,22.7,12.6,11.9,1004.5,1007.7
486,2017-05-01,15.6,20.6,8.4,9.1,1013.4,1016.7
487,2017-05-02,13.0,17.3,6.4,11.7,1020.9,1024.3
488,2017-05-03,15.9,21.2,10.0,7.3,1019.8,1023.2
489,2017-05-04,17.5,23.7,11.5,12.6,1015.5,1018.9
490,2017-05-05,20.6,24.6,17.2,9.2,1010.9,1014.2
491,2017-05-06,17.5,21.1,12.7,6.1,1009.1,1012.4
492,2017-05-07,18.8,22.0,15.4,12.4,1007.9,1011.2
493,2017-05-08,19.3,23.4,13.4,10.4,1009.1,1012.4
494,2017-05-09,15.6,20.3,12.9,0.0,1010.5,1013.8
495,2017-05-10,16.5,19.0,14.3,0.2,1005.3,1008.6
496,2017-05-11,18.5,20.7,16.6,5.6,1008.3,1011.6
497,2017-05-12,19.2,23.9,15.4,1.6,1008.7,1012.0
498,2017-05-13,16.7,19.9,14.9,0.8,1002.3,1005.6
499,2017-05-14,19.0,22.3,14.7,12.6,1004.4,1007.7
500,2017-05-15,16.6,19.7,12.3,12.7,1006.9,1010.2
501,2017-05-16,15.4,19.8,11.4,8.7,1007.8,1011.1
502,2017-05-17,15.6,19.6,11.0,7.2,1008.3,1011.7
503,2017-05-18,14.9,19.8,9.5,13.2,1012.6,1015.9
504,2017-05-19,18.8,25.8,9.6,13.6,1012.0,1015.3
505,2017-05-20,22.3,26.6,15.2,13.0,1011.9,1015.1
506,2017-05-21,20.0,28.8,13.3,11.8,1012.2,1015.5
507,2017-05-22,19.4,26.8,13.5,12.9,1011.4,1014.7
508,2017-05-23,19.5,25.7,13.3,10.9,1008.3,1011.6
509,2017-05-24,20.0,24.7,16.1,5.4,1005.0,1008.3
510,2017-05-25,20.1,25.0,15.8,11.6,1001.4,1004.7
511,2017-05-26,17.0,20.4,15.2,5.6,1001.9,1005.2
512,2017-05-27,16.1,19.9,12.8,2.6,1008.3,1011.6
513,2017-05-28,16.7,21.0,11.0,13.3,1010.4,1013.8
514,2017-05-29,21.4,25.4,14.7,12.8,1007.6,1010.9
515,2017-05-30,22.3,28.9,16.0,6.5,1006.3,1009.5
516,2017-05-31,21.5,26.2,17.3,1.4,1001.6,1004.8
