Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,solar_radiation,avg_wind_speed,avg_local_pressure,avg_sea_pressure,cloud_cover
292,2016-10-19,13.0,19.1,7.6,10.3,14.8,2.3,1016.9,1017.4,0.8
293,2016-10-20,11.1,18.6,8.1,3.1,7.63,6.0,1012.6,1013.1,7.0
294,2016-10-21,9.6,13.1,8.2,3.1,9.75,5.4,1019.4,1019.9,8.5
295,2016-10-22,11.4,15.4,6.6,3.8,9.31,3.4,1014.7,1015.2,8.5
296,2016-10-23,9.5,13.0,6.9,4.2,9.28,3.9,1012.5,1013.0,9.0
297,2016-10-24,9.0,11.8,6.9,0.4,2.93,4.6,1014.4,1014.9,10.0
298,2016-10-25,10.6,14.7,6.9,2.9,7.61,2.8,1015.1,1015.6,8.5
299,2016-10-26,14.1,19.5,9.0,5.5,10.07,5.1,1012.2,1012.7,7.3
300,2016-10-27,9.6,12.0,8.3,3.5,8.4,5.8,1020.0,1020.5,8.8
301,2016-10-28,10.0,12.8,7.0,1.0,6.63,3.8,1016.8,1017.3,9.8
302,2016-10-29,7.1,9.7,5.7,1.0,4.78,4.6,1017.2,1017.7,9.5
303,2016-10-30,6.5,11.4,1.5,1.5,5.33,4.4,1025.5,1026.0,7.3
304,2016-10-31,7.4,12.3,0.2,0.1,2.13,4.2,1020.2,1020.7,8.0
305,2016-11-01,4.9,6.9,3.7,0.0,1.57,2.6,1021.5,1022.0,10.0
306,2016-11-02,5.9,10.5,1.8,3.4,8.61,2.6,1024.1,1024.6,7.8
307,2016-11-03,5.5,9.1,1.7,1.3,3.75,3.4,1012.4,1012.9,8.5
308,2016-11-04,6.5,8.6,2.7,1.2,4.56,5.0,1013.0,1013.5,8.3
309,2016-11-05,11.0,17.8,3.8,1.2,3.99,4.2,1006.7,1007.2,10.0
310,2016-11-06,4.8,7.7,2.8,0.1,1.4,4.7,1021.6,1022.1,10.0
311,2016-11-07,5.3,9.3,1.2,7.6,10.76,2.4,1026.7,1027.2,3.0
312,2016-11-08,6.1,15.2,0.1,0.2,2.85,3.5,1012.3,1012.8,6.0
313,2016-11-09,1.7,6.4,-0.1,0.2,2.27,5.8,1014.3,1014.8,9.3
314,2016-11-10,2.3,3.9,-0.1,0.0,2.15,4.1,1023.3,1023.8,10.0
315,2016-11-11,4.6,12.1,-1.2,0.3,4.23,2.4,1017.8,1018.3,9.8
316,2016-11-12,10.2,14.7,3.8,5.8,8.03,4.2,1020.9,1021.4,3.3
317,2016-11-13,9.1,14.2,3.1,1.2,3.3,3.6,1021.4,1021.9,6.3
318,2016-11-14,6.9,12.8,0.9,9.1,10.49,1.8,1018.9,1019.4,0.8
319,2016-11-15,10.9,15.4,5.5,0.8,3.32,5.9,1008.4,1008.9,9.5
320,2016-11-16,3.9,5.8,1.4,0.1,1.76,5.6,1017.0,1017.5,9.5
321,2016-11-17,3.9,5.8,1.8,0.1,3.05,4.8,1020.9,1021.4,9.8
322,2016-11-18,8.2,13.0,1.8,9.0,10.21,5.1,1021.1,1021.6,4.3
323,2016-11-19,9.4,13.3,4.9,0.4,3.59,2.5,1014.1,1014.6,7.5
324,2016-11-20,8.3,15.3,4.4,2.0,3.29,4.0,1014.7,1015.2,7.0
325,2016-11-21,4.4,6.6,1.2,0.7,3.66,2.6,1022.4,1022.9,10.0
326,2016-11-22,3.5,8.8,0.3,0.5,2.58,3.1,1012.8,1013.3,10.0
327,2016-11-23,-1.1,1.2,-3.3,0.1,2.84,3.8,1019.8,1020.3,9.8
328,2016-11-24,-0.8,1.5,-3.4,0.8,5.71,2.6,1020.7,1021.2,8.8
329,2016-11-25,1.1,2.3,0.0,0.0,2.07,3.5,1021.1,1021.6,10.0
330,2016-11-26,2.1,6.0,-0.6,4.1,6.97,2.2,1024.8,1025.3,7.8
331,2016-11-27,5.3,9.6,0.8,3.1,5.98,3.0,1015.1,1015.6,10.0
332,2016-11-28,3.2,5.1,1.7,0.5,2.64,4.5,1013.1,1013.6,9.5
333,2016-11-29,0.5,3.1,-1.1,0.7,3.39,5.2,1023.0,1023.5,9.5
334,2016-11-30,0.9,3.6,-1.2,0.0,4.4,2.4,1030.4,1030.9,9.3
335,2016-12-01,3.5,9.0,-0.8,0.6,1.68,3.3,1013.8,1014.3,10.0
336,2016-12-02,4.0,6.4,0.6,0.0,1.76,9.5,1016.0,1016.5,9.5
337,2016-12-03,5.1,10.0,-0.4,8.4,8.89,4.1,1024.2,1024.7,0.0
338,2016-12-04,8.2,14.2,-1.3,5.2,6.27,3.6,1016.8,1017.3,6.3
339,2016-12-05,8.8,12.8,5.5,1.3,4.24,2.6,1008.7,1009.2,10.0
340,2016-12-06,1.9,7.9,-3.3,0.2,2.21,5.9,1008.8,1009.3,10.0
341,2016-12-07,-1.5,1.9,-3.1,2.4,6.14,3.9,1017.6,1018.1,7.8
342,2016-12-08,0.0,3.7,-2.3,4.0,6.33,2.9,1016.8,1017.3,7.8
343,2016-12-09,3.2,8.1,-1.5,2.8,5.63,3.1,1008.1,1008.6,10.0
344,2016-12-10,-0.3,2.2,-2.5,1.2,4.25,5.1,1013.5,1014.0,9.0
345,2016-12-11,-2.3,-0.5,-3.3,0.3,3.18,3.3,1019.1,1019.6,10.0
346,2016-12-12,-1.5,1.8,-3.5,1.9,4.31,2.4,1024.7,1025.2,8.3
347,2016-12-13,2.5,5.7,-1.9,0.0,2.64,3.1,1015.2,1015.7,10.0
348,2016-12-14,1.4,3.4,-0.1,0.5,3.42,2.5,1006.2,1006.7,10.0
349,2016-12-15,-1.2,1.5,-3.6,0.4,4.37,4.0,1009.5,1010.0,10.0
350,2016-12-16,-2.9,-1.2,-4.2,0.2,3.46,4.3,1010.6,1011.1,9.5
351,2016-12-17,-0.6,1.5,-2.7,0.8,4.13,5.3,1016.5,1017.0,9.5
352,2016-12-18,5.1,8.4,0.7,3.9,4.25,5.8,1021.3,1021.8,4.0
353,2016-12-19,4.6,8.5,-0.7,8.0,8.07,3.7,1023.2,1023.7,3.0
354,2016-12-20,4.1,8.5,-1.0,3.4,4.9,2.7,1024.5,1025.0,7.8
355,2016-12-21,3.6,8.8,-0.4,2.0,4.48,2.7,1028.5,1029.0,8.0
356,2016-12-22,4.5,8.6,-0.5,0.0,0.84,2.4,1012.2,1012.7,10.0
357,2016-12-23,6.0,11.2,1.1,3.2,5.25,6.5,994.6,995.1,8.5
358,2016-12-24,0.4,2.0,-0.9,1.4,4.78,4.9,1020.4,1020.9,9.8
359,2016-12-25,1.0,3.8,-1.4,2.2,4.77,3.7,1028.2,1028.7,6.0
360,2016-12-26,4.9,8.3,-0.2,4.9,6.46,4.6,1019.5,1020.0,7.8
361,2016-12-27,0.7,4.8,-0.7,0.0,1.67,2.9,1007.6,1008.1,10.0
362,2016-12-28,-0.9,1.5,-3.7,4.7,7.89,4.6,1019.5,1020.0,7.5
363,2016-12-29,-0.3,3.4,-3.0,0.5,1.25,4.0,1014.5,1015.0,8.5
364,2016-12-30,-1.2,1.2,-2.9,0.2,3.65,5.1,1020.2,1020.7,9.8
365,2016-12-31,2.0,4.3,0.0,1.6,5.21,4.3,1021.3,1021.8,9.8
366,2017-01-01,1.8,4.4,-2.1,0.5,3.5,4.0,1021.1,1021.6,9.3
367,2017-01-02,3.5,6.9,1.4,2.1,4.98,2.9,1015.4,1015.9,10.0
368,2017-01-03,1.4,4.5,0.2,1.4,4.15,2.8,1014.5,1015.0,9.5
369,2017-01-04,1.1,4.7,-0.5,2.3,4.6,3.0,1013.4,1013.9,9.5
370,2017-01-05,0.5,3.5,-1.3,2.1,5.2,4.9,1019.0,1019.5,7.0
371,2017-01-06,-0.3,1.8,-3.9,0.9,4.37,3.6,1024.1,1024.6,7.8
372,2017-01-07,3.3,6.5,-0.3,4.0,7.07,4.6,1018.8,1019.3,6.0
373,2017-01-08,2.2,5.7,-0.1,7.2,8.89,3.3,1016.4,1016.9,6.8
374,2017-01-09,2.2,5.8,-0.5,0.0,2.87,2.2,1004.2,1004.7,10.0
375,2017-01-10,-0.6,2.3,-3.5,0.2,2.35,4.3,1008.6,1009.1,9.3
376,2017-01-11,-4.6,-2.4,-6.0,0.0,3.16,6.8,1008.6,1009.1,10.0
377,2017-01-12,-4.7,-3.7,-6.0,0.2,3.38,8.1,1002.7,1003.2,10.0
378,2017-01-13,-4.5,-2.4,-6.9,1.6,5.48,3.3,1002.9,1003.4,9.8
379,2017-01-14,-6.0,-3.8,-7.7,0.0,2.61,3.2,1001.7,1002.2,9.3
380,2017-01-15,-3.2,-0.8,-8.1,4.2,7.06,3.7,1004.0,1004.5,8.0
381,2017-01-16,0.3,3.8,-3.7,0.2,3.9,3.8,1008.6,1009.1,9.5
382,2017-01-17,0.2,3.0,-3.4,4.4,7.59,3.8,1022.8,1023.3,8.8
383,2017-01-18,0.8,4.0,-1.8,4.3,8.29,2.2,1023.5,1024.0,8.8
384,2017-01-19,0.9,3.8,-2.3,4.4,7.68,4.0,1016.6,1017.1,7.5
385,2017-01-20,-0.2,2.1,-3.2,6.2,9.1,3.1,1013.7,1014.2,7.5
386,2017-01-21,-0.1,2.5,-4.3,1.3,5.09,3.1,1017.2,1017.7,10.0
387,2017-01-22,-0.7,3.4,-5.1,0.4,4.1,3.4,1009.2,1009.7,10.0
388,2017-01-23,-0.5,2.4,-3.5,2.1,5.51,4.8,1008.0,1008.5,8.3
389,2017-01-24,-3.7,-2.0,-4.6,1.2,5.56,3.4,1016.6,1017.1,10.0
390,2017-01-25,-2.1,0.3,-4.1,0.7,5.45,3.7,1022.6,1023.1,9.5
391,2017-01-26,0.7,4.6,-2.3,3.0,6.04,4.1,1022.8,1023.3,6.3
392,2017-01-27,3.1,7.8,-2.7,1.6,4.83,7.9,1011.9,1012.4,9.8
393,2017-01-28,0.1,1.9,-2.7,0.5,4.54,7.8,1021.9,1022.4,10.0
394,2017-01-29,0.4,3.6,-3.6,3.0,7.07,2.4,1020.2,1020.7,7.3
395,2017-01-30,-0.4,0.8,-2.9,0.0,2.47,4.6,1006.9,1007.4,10.0
396,2017-01-31,-2.0,0.1,-4.0,0.8,5.84,4.0,1018.2,1018.7,10.0
397,2017-02-01,-1.6,2.1,-6.1,1.7,4.22,4.6,1010.3,1010.8,9.8
398,2017-02-02,-5.2,-3.7,-6.9,0.1,4.41,6.2,1008.8,1009.3,10.0
399,2017-02-03,-1.6,1.0,-4.7,0.1,4.44,4.6,1013.9,1014.4,9.8
400,2017-02-04,2.0,5.6,-0.7,1.6,7.07,4.5,1015.9,1016.4,6.5
401,2017-02-05,2.7,6.8,-2.7,4.6,8.7,2.5,1010.6,1011.1,8.0
402,2017-02-06,2.2,4.9,0.6,0.0,3.1,4.3,998.6,999.1,10.0
403,2017-02-07,-0.6,1.9,-4.2,0.3,3.98,3.9,1007.7,1008.2,8.5
404,2017-02-08,-1.1,0.5,-3.8,0.3,4.42,4.1,1011.6,1012.1,10.0
405,2017-02-09,1.3,3.7,-2.2,4.5,8.7,2.3,1004.7,1005.2,10.0
406,2017-02-10,1.5,4.0,-1.3,0.2,5.42,3.8,997.6,998.1,10.0
407,2017-02-11,0.4,3.8,-4.1,9.4,11.52,2.6,1002.9,1003.4,7.0
408,2017-02-12,2.2,4.4,-0.6,0.3,6.93,3.7,1011.2,1011.7,10.0
409,2017-02-13,2.0,4.8,1.1,0.1,6.84,4.2,1019.8,1020.3,10.0
410,2017-02-14,1.5,3.9,0.1,0.9,7.23,3.1,1021.6,1022.1,10.0
411,2017-02-15,1.3,3.7,-0.6,0.6,5.42,3.9,1022.5,1023.0,10.0
412,2017-02-16,6.2,9.1,0.7,4.2,10.1,5.5,1017.0,1017.5,9.3
413,2017-02-17,4.1,8.7,-1.2,0.0,1.25,5.6,1006.9,1007.4,10.0
414,2017-02-18,-3.9,-0.6,-5.1,0.7,6.05,6.5,1012.6,1013.1,10.0
415,2017-02-19,-4.1,-1.7,-5.6,1.1,6.25,4.8,1013.6,1014.1,8.5
416,2017-02-20,-0.7,1.7,-4.8,0.0,2.81,2.5,1000.6,1001.1,10.0
417,2017-02-21,-2.1,-0.2,-3.7,2.6,9.65,4.9,1014.9,1015.4,9.0
418,2017-02-22,0.6,2.7,-3.2,1.1,7.38,4.1,1020.8,1021.3,10.0
419,2017-02-23,1.9,3.8,0.3,0.0,5.11,3.1,1001.5,1002.0,10.0
420,2017-02-24,-0.9,1.0,-2.3,1.8,8.31,7.0,1010.1,1010.6,10.0
421,2017-02-25,0.0,3.9,-2.4,4.6,10.99,4.7,1014.1,1014.6,8.3
422,2017-02-26,-0.2,3.8,-2.2,2.6,9.51,3.9,1018.1,1018.6,10.0
423,2017-02-27,-1.8,1.4,-4.4,6.6,14.51,2.3,1027.7,1028.2,5.8
424,2017-02-28,-1.0,4.8,-7.0,10.0,16.73,1.7,1026.6,1027.1,2.5
425,2017-03-01,1.6,7.7,-5.4,8.3,14.45,1.9,1020.3,1020.8,5.5
426,2017-03-02,2.8,7.5,-2.9,8.8,16.44,1.7,1008.3,1008.8,5.5
427,2017-03-03,1.9,3.8,-0.4,1.2,7.46,5.8,1008.9,1009.4,9.8
428,2017-03-04,1.2,3.1,-0.3,0.6,5.33,4.2,1014.4,1014.9,8.8
429,2017-03-05,2.0,5.5,-1.6,7.0,14.28,4.3,1014.9,1015.4,6.8
430,2017-03-06,0.8,2.7,-0.5,0.0,2.47,3.0,1004.6,1005.1,10.0
431,2017-03-07,-1.9,0.6,-3.5,0.0,6.99,4.5,1001.4,1001.9,10.0
432,2017-03-08,-1.4,1.0,-4.1,1.0,7.09,4.3,1001.0,1001.5,7.8
433,2017-03-09,0.7,3.1,-0.8,1.5,8.57,5.1,1002.3,1002.8,10.0
434,2017-03-10,-0.1,2.4,-2.2,1.1,7.98,4.2,1008.6,1009.1,9.3
435,2017-03-11,0.1,4.3,-4.6,4.2,12.34,2.8,1020.2,1020.7,6.0
436,2017-03-12,2.1,5.5,-1.5,5.3,12.82,1.9,1023.2,1023.7,7.5
437,2017-03-13,2.2,8.1,-3.9,9.3,16.86,2.7,1018.4,1018.9,3.5
438,2017-03-14,3.1,7.3,-0.5,0.0,6.87,3.5,1011.8,1012.3,10.0
439,2017-03-15,2.3,4.5,0.9,4.6,13.85,4.3,1012.1,1012.6,8.8
440,2017-03-16,2.4,7.5,-2.7,7.4,15.85,3.4,1014.2,1014.7,3.0
441,2017-03-17,3.1,7.5,-1.1,4.4,13.43,3.6,1016.9,1017.4,5.8
442,2017-03-18,3.3,7.5,-0.2,3.8,9.9,3.4,1018.0,1018.5,7.3
443,2017-03-19,4.1,9.6,-2.1,8.8,18.85,4.7,1018.7,1019.2,4.0
444,2017-03-20,5.9,11.4,1.1,11.0,20.35,4.2,1019.7,1020.2,0.5
445,2017-03-21,5.6,11.1,2.0,0.0,7.92,2.0,1008.5,1009.0,10.0
446,2017-03-22,4.5,8.9,2.0,3.2,12.27,5.0,1010.0,1010.5,7.5
447,2017-03-23,1.7,4.7,-0.1,1.9,8.6,3.6,1014.3,1014.8,9.3
448,2017-03-24,1.2,4.7,-0.9,4.0,14.3,3.5,1015.0,1015.5,7.0
449,2017-03-25,3.1,8.7,-0.4,3.7,12.12,3.2,1020.0,1020.5,6.5
450,2017-03-26,3.7,8.4,-2.1,6.9,16.87,2.6,1019.6,1020.1,7.0
451,2017-03-27,4.1,6.4,0.6,0.3,8.98,3.5,1014.3,1014.8,8.0
452,2017-03-28,2.3,6.0,-1.2,1.5,7.95,3.0,1016.7,1017.2,6.8
453,2017-03-29,6.0,10.7,1.5,2.2,10.46,5.0,1018.3,1018.8,7.5
454,2017-03-30,7.5,13.7,3.4,6.3,13.74,4.5,1014.6,1015.1,8.0
455,2017-03-31,4.3,7.4,1.8,0.4,9.5,2.7,1018.3,1018.8,10.0
456,2017-04-01,3.7,9.1,-0.7,8.7,19.22,2.4,1015.2,1015.7,4.3
457,2017-04-02,5.1,11.2,-0.9,8.1,17.09,3.0,1013.4,1013.9,5.3
458,2017-04-03,7.4,12.9,2.7,9.4,20.76,3.8,1015.2,1015.7,7.3
459,2017-04-04,7.8,14.3,1.6,9.8,20.38,3.2,1023.2,1023.7,1.5
460,2017-04-05,11.4,19.3,1.6,11.8,21.73,4.1,1022.3,1022.8,0.8
461,2017-04-06,14.5,21.8,8.9,5.1,16.22,3.3,1016.9,1017.4,10.0
462,2017-04-07,11.8,15.5,7.1,4.9,14.74,4.7,1012.9,1013.4,5.3
463,2017-04-08,10.0,15.1,5.3,5.2,15.22,2.5,1011.1,1011.6,10.0
464,2017-04-09,8.8,11.6,5.7,5.8,16.8,5.1,1009.6,1010.1,5.3
465,2017-04-10,7.7,13.4,1.8,11.4,21.82,3.7,1018.7,1019.2,2.5
466,2017-04-11,6.9,13.0,0.0,2.8,12.49,2.0,1007.7,1008.2,7.5
467,2017-04-12,5.9,9.1,3.5,2.7,11.76,5.9,1001.7,1002.2,8.5
468,2017-04-13,5.2,7.5,1.0,4.8,12.99,8.5,1008.9,1009.4,7.5
469,2017-04-14,12.9,18.9,6.9,11.8,23.83,8.2,1009.6,1010.1,3.0
470,2017-04-15,13.4,16.6,12.0,2.6,6.13,6.4,1007.5,1008.0,4.3
471,2017-04-16,14.5,21.0,7.7,8.8,20.48,7.6,1007.3,1007.8,3.5
472,2017-04-17,11.5,17.4,3.9,8.8,21.13,3.4,1013.1,1013.6,5.0
473,2017-04-18,11.6,15.9,8.4,1.6,8.64,7.3,991.8,992.3,9.0
474,2017-04-19,8.3,15.4,5.0,2.2,10.6,5.2,994.1,994.6,10.0
475,2017-04-20,6.8,11.2,4.3,3.8,16.9,5.3,1011.8,1012.3,9.3
476,2017-04-21,8.4,14.1,5.0,7.1,19.2,2.7,1008.2,1008.7,8.5
477,2017-04-22,7.5,12.1,5.4,3.7,16.93,4.6,1008.2,1008.7,9.0
478,2017-04-23,8.2,13.4,5.0,8.7,22.43,3.2,1018.1,1018.6,3.8
479,2017-04-24,9.0,16.0,2.1,12.6,26.08,2.5,1024.7,1025.2,2.0
480,2017-04-25,13.0,22.7,4.7,6.8,17.34,3.6,1020.2,1020.7,9.8
481,2017-04-26,10.8,13.0,8.4,0.0,3.62,2.6,1012.2,1012.7,10.0
482,2017-04-27,10.2,15.4,4.2,7.1,18.75,5.4,1003.6,1004.1,4.3
483,2017-04-28,12.4,17.3,7.1,7.1,19.49,5.5,1004.2,1004.7,5.3
484,2017-04-29,11.9,17.9,7.3,7.2,16.71,3.3,1004.2,1004.7,4.8
485,2017-04-30,14.6,22.5,5.5,7.1,17.1,6.1,1004.2,1004.7,4.3
486,2017-05-01,12.9,17.8,9.1,13.1,27.61,5.0,1011.6,1012.1,2.0
487,2017-05-02,12.5,18.4,8.0,11.6,27.1,4.3,1022.4,1022.9,3.3
488,2017-05-03,14.4,22.2,6.0,13.2,28.17,3.1,1024.6,1025.1,0.3
489,2017-05-04,14.3,21.2,5.8,13.3,28.21,2.1,1021.0,1021.5,0.0
490,2017-05-05,16.8,23.2,9.4,10.0,24.14,2.4,1013.5,1014.0,5.8
491,2017-05-06,13.0,19.9,6.5,1.5,5.05,2.3,1008.0,1008.5,7.3
492,2017-05-07,14.3,19.3,6.7,10.2,25.33,7.4,1004.4,1004.9,1.3
493,2017-05-08,12.9,18.2,7.4,6.8,19.15,7.3,1006.2,1006.7,7.0
494,2017-05-09,12.9,19.3,5.2,12.9,28.52,3.5,1016.9,1017.4,5.3
495,2017-05-10,11.8,14.8,8.0,0.8,9.75,1.7,1010.4,1010.9,10.0
496,2017-05-11,14.2,19.7,11.1,0.6,9.82,4.5,1005.4,1005.9,10.0
497,2017-05-12,13.8,18.2,11.3,5.2,18.75,2.8,1013.8,1014.3,9.8
498,2017-05-13,12.8,17.4,10.3,0.1,11.58,3.9,1013.1,1013.6,10.0
499,2017-05-14,12.9,18.1,10.1,5.2,21.97,5.0,1011.7,1012.2,8.0
500,2017-05-15,14.2,19.1,10.8,5.8,20.79,2.9,1009.5,1010.0,10.0
501,2017-05-16,12.4,15.6,11.1,0.7,8.07,3.3,1007.7,1008.2,10.0
502,2017-05-17,13.2,18.0,9.5,8.1,21.65,3.8,1011.0,1011.5,5.0
503,2017-05-18,14.4,20.9,7.8,12.4,28.74,3.6,1014.8,1015.3,0.5
504,2017-05-19,15.4,20.5,8.8,14.0,29.63,2.6,1014.2,1014.7,0.0
505,2017-05-20,20.9,30.1,12.4,13.1,27.09,4.9,1012.3,1012.8,3.0
506,2017-05-21,17.6,22.3,12.8,13.0,26.29,1.9,1014.0,1014.5,2.8
507,2017-05-22,16.7,21.2,13.1,10.9,23.56,2.5,1013.6,1014.1,3.8
508,2017-05-23,15.5,18.8,12.4,7.7,22.25,2.3,1010.5,1011.0,8.5
509,2017-05-24,16.0,18.9,14.6,1.2,14.89,2.6,1008.7,1009.2,10.0
510,2017-05-25,16.1,19.5,13.2,3.3,15.97,3.8,1008.0,1008.5,8.3
511,2017-05-26,16.0,21.3,12.2,10.2,24.05,5.4,1005.6,1006.1,7.3
512,2017-05-27,12.9,15.5,12.0,0.8,9.27,2.3,1007.8,1008.3,9.0
513,2017-05-28,15.9,20.6,11.9,3.9,14.38,4.2,1009.1,1009.6,5.8
514,2017-05-29,20.5,26.8,14.6,13.0,28.5,4.9,1009.1,1009.6,3.5
515,2017-05-30,19.0,26.5,15.3,1.1,10.52,2.7,1006.8,1007.3,8.8
516,2017-05-31,21.1,28.9,14.3,9.2,21.99,4.0,1003.9,1004.4,7.5
