Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
340,2016-12-06,8.6,15.4,4.6,6.0,998.6,54,1012.4,3.5
341,2016-12-07,5.9,11.1,2.5,5.0,1003.8,55,1017.8,0.0
342,2016-12-08,6.8,12.4,2.5,4.9,1003.2,51,1017.1,4.0
343,2016-12-09,8.8,15.9,2.3,5.7,997.1,52,1010.8,2.8
344,2016-12-10,6.0,9.8,2.8,4.8,1002.4,52,1016.3,1.3
345,2016-12-11,4.1,8.6,0.4,4.5,1007.2,56,1021.3,1.0
346,2016-12-12,5.3,11.0,0.2,4.1,1011.8,47,1025.9,6.5
347,2016-12-13,8.2,13.2,3.1,6.3,1003.0,58,1016.9,9.3
348,2016-12-14,8.0,12.4,3.7,6.6,990.7,62,1004.4,5.8
349,2016-12-15,4.2,8.8,0.1,3.9,999.2,48,1013.2,0.0
350,2016-12-16,2.6,9.0,-0.5,3.7,999.8,52,1013.9,1.0
351,2016-12-17,5.6,13.7,-1.3,4.5,1007.0,50,1021.1,0.8
352,2016-12-18,7.8,15.7,1.1,5.3,1012.7,53,1026.7,1.8
353,2016-12-19,9.0,16.6,4.1,6.2,1011.3,56,1025.2,6.0
354,2016-12-20,9.5,16.3,4.6,6.6,1011.4,57,1025.3,2.8
355,2016-12-21,10.0,16.8,5.5,7.0,1015.7,58,1029.6,5.0
356,2016-12-22,9.7,13.7,5.1,8.1,1002.6,67,1016.4,10.0
357,2016-12-23,11.4,17.0,5.4,8.2,988.6,60,1002.1,5.0
358,2016-12-24,5.9,9.7,2.6,5.3,1006.9,58,1020.9,0.0
359,2016-12-25,5.5,12.3,-0.1,4.9,1015.7,57,1029.9,4.8
360,2016-12-26,5.1,8.3,1.8,5.2,1009.9,59,1024.0,9.0
361,2016-12-27,7.6,12.8,4.0,6.6,990.1,64,1003.9,9.3
362,2016-12-28,3.6,7.0,0.2,4.0,1006.2,51,1020.4,2.8
363,2016-12-29,3.8,10.6,-1.4,4.1,1004.4,52,1018.5,4.5
364,2016-12-30,3.8,8.1,-0.1,4.0,1009.6,51,1023.8,0.0
365,2016-12-31,5.1,13.3,-1.4,4.6,1009.7,53,1023.8,0.0
366,2017-01-01,6.9,13.2,2.2,5.3,1009.2,55,1023.3,2.5
367,2017-01-02,7.3,14.6,2.3,5.3,1003.4,53,1017.3,2.5
368,2017-01-03,7.2,11.4,2.7,5.2,1001.4,51,1015.3,2.5
369,2017-01-04,5.9,14.2,0.5,4.7,1001.0,52,1015.0,1.5
370,2017-01-05,4.1,6.6,1.3,4.4,1005.8,54,1019.9,3.8
371,2017-01-06,3.4,8.4,-0.9,3.7,1010.5,49,1024.8,4.3
372,2017-01-07,2.9,9.5,-1.8,3.8,1007.9,52,1022.1,2.0
373,2017-01-08,2.7,7.3,-0.5,5.1,1001.3,70,1015.5,8.0
374,2017-01-09,6.8,13.2,2.2,7.0,989.7,72,1003.4,6.0
375,2017-01-10,8.1,14.0,4.9,4.8,995.7,46,1009.5,0.8
376,2017-01-11,5.0,10.5,0.7,3.9,996.7,47,1010.6,1.0
377,2017-01-12,3.9,9.9,-1.5,3.8,991.8,50,1005.7,0.5
378,2017-01-13,3.9,10.1,0.1,4.3,988.0,54,1001.9,3.3
379,2017-01-14,0.1,3.3,-2.4,3.9,988.7,63,1002.8,9.5
380,2017-01-15,-1.9,1.3,-3.5,4.1,995.0,76,1009.3,9.3
381,2017-01-16,0.6,5.3,-4.3,4.6,997.8,73,1012.0,2.3
382,2017-01-17,3.3,8.3,-0.7,5.5,1009.1,73,1023.3,6.3
383,2017-01-18,3.8,9.8,-0.8,4.4,1012.5,57,1026.7,2.5
384,2017-01-19,4.0,8.3,0.6,4.3,1005.5,54,1019.6,2.8
385,2017-01-20,0.8,3.3,-2.0,4.2,996.9,65,1011.0,7.8
386,2017-01-21,3.5,7.5,0.0,4.9,1001.9,63,1016.1,3.0
387,2017-01-22,3.6,11.9,-2.8,3.7,998.9,50,1012.9,1.5
388,2017-01-23,1.7,5.7,-1.7,2.9,999.3,43,1013.5,1.0
389,2017-01-24,-0.2,4.8,-4.2,3.2,1005.9,54,1020.3,3.3
390,2017-01-25,1.3,7.1,-3.4,3.7,1012.0,56,1026.3,1.8
391,2017-01-26,3.2,10.7,-2.4,3.7,1013.0,51,1027.3,1.3
392,2017-01-27,6.2,15.6,0.3,4.3,1005.4,47,1019.4,6.0
393,2017-01-28,6.8,12.5,3.5,4.3,1009.8,45,1023.8,1.5
394,2017-01-29,6.8,12.4,1.8,5.7,1006.8,56,1020.8,8.3
395,2017-01-30,7.7,15.6,3.5,6.4,991.1,63,1004.9,3.5
396,2017-01-31,3.4,7.0,0.2,3.4,1006.1,43,1020.3,2.8
397,2017-02-01,3.7,10.2,-1.8,3.5,1000.4,45,1014.5,4.0
398,2017-02-02,2.7,6.7,-0.3,2.9,999.8,40,1013.9,3.5
399,2017-02-03,5.9,10.3,1.4,3.8,1002.7,42,1016.7,1.8
400,2017-02-04,6.7,12.7,2.4,3.7,1005.1,39,1019.1,0.0
401,2017-02-05,3.8,6.3,1.0,5.1,998.0,63,1012.0,6.5
402,2017-02-06,6.5,11.8,2.5,5.5,987.4,58,1001.2,4.5
403,2017-02-07,3.3,6.9,0.5,3.0,998.2,40,1012.2,2.3
404,2017-02-08,3.3,8.5,-2.2,3.6,999.8,48,1013.9,5.8
405,2017-02-09,2.0,4.4,0.8,5.0,990.7,71,1004.7,10.0
406,2017-02-10,2.3,6.7,-1.0,4.2,986.3,60,1000.3,2.8
407,2017-02-11,2.0,8.7,-3.1,2.8,994.2,42,1008.3,1.5
408,2017-02-12,2.9,8.1,0.0,4.8,1002.6,65,1016.8,2.5
409,2017-02-13,3.5,9.8,-2.0,3.8,1008.3,50,1022.5,0.8
410,2017-02-14,2.9,8.9,-2.3,3.9,1009.8,54,1024.0,2.8
411,2017-02-15,4.0,10.1,-1.5,3.9,1011.6,50,1025.8,0.0
412,2017-02-16,6.1,14.2,-0.6,4.0,1009.7,44,1023.8,0.8
413,2017-02-17,9.8,19.7,3.1,5.3,998.5,44,1012.3,5.3
414,2017-02-18,5.3,9.7,1.4,3.9,998.9,45,1012.9,5.3
415,2017-02-19,4.1,8.4,0.2,3.1,1001.7,39,1015.8,0.5
416,2017-02-20,7.0,13.4,2.1,5.2,990.1,50,1003.9,9.5
417,2017-02-21,2.9,6.3,-0.1,4.0,1003.9,54,1018.1,5.0
418,2017-02-22,4.3,9.2,-1.0,3.7,1009.4,46,1023.6,7.0
419,2017-02-23,8.5,18.2,3.1,6.5,989.5,59,1003.1,9.5
420,2017-02-24,4.4,7.9,0.7,3.3,999.5,39,1013.6,2.8
421,2017-02-25,5.3,12.1,-1.7,3.3,1003.0,39,1017.0,3.0
422,2017-02-26,7.3,13.3,1.5,4.3,1004.7,44,1018.7,3.3
423,2017-02-27,6.3,12.1,2.6,4.1,1010.6,45,1024.6,4.5
424,2017-02-28,5.3,10.2,1.9,4.6,1011.4,53,1025.5,5.5
425,2017-03-01,5.1,8.9,0.8,5.6,1007.7,64,1021.8,9.5
426,2017-03-02,7.2,9.6,5.1,7.1,994.1,70,1007.9,9.8
427,2017-03-03,6.8,11.8,3.2,4.9,997.3,52,1011.2,0.8
428,2017-03-04,7.2,13.7,1.4,4.3,1003.6,45,1017.5,1.0
429,2017-03-05,9.7,15.7,3.5,6.2,1000.8,52,1014.6,5.0
430,2017-03-06,8.2,10.8,5.6,7.3,991.5,67,1005.2,9.3
431,2017-03-07,5.0,10.4,1.1,4.0,989.9,46,1003.7,7.3
432,2017-03-08,4.2,11.0,-1.4,3.3,991.8,43,1005.7,2.3
433,2017-03-09,6.5,14.1,-0.1,3.7,992.2,41,1006.0,2.8
434,2017-03-10,6.3,11.1,1.9,4.3,996.9,47,1010.8,1.0
435,2017-03-11,5.7,10.9,2.5,3.9,1006.1,44,1020.2,1.3
436,2017-03-12,6.0,11.9,-0.6,4.0,1009.0,43,1023.1,7.3
437,2017-03-13,7.4,9.9,5.2,6.2,1004.8,60,1018.7,10.0
438,2017-03-14,7.8,12.4,5.1,7.7,995.4,74,1009.2,10.0
439,2017-03-15,6.9,10.0,4.0,5.6,994.1,57,1007.9,10.0
440,2017-03-16,7.7,12.3,4.1,4.5,1001.8,44,1015.7,1.8
441,2017-03-17,6.8,12.8,0.9,4.1,1005.0,44,1019.0,1.0
442,2017-03-18,8.3,14.5,1.4,3.9,1006.9,38,1020.8,6.3
443,2017-03-19,9.2,15.0,3.5,5.7,1006.1,49,1020.0,2.5
444,2017-03-20,10.8,17.2,4.9,4.0,1007.1,33,1020.9,3.5
445,2017-03-21,7.3,8.8,5.9,7.9,995.0,77,1008.8,10.0
446,2017-03-22,7.0,11.9,3.4,5.0,999.2,51,1013.1,3.5
447,2017-03-23,7.0,12.7,2.0,4.8,1002.4,50,1016.3,7.8
448,2017-03-24,5.6,10.7,2.4,4.4,1003.4,49,1017.4,4.3
449,2017-03-25,7.2,13.4,0.6,4.1,1006.3,44,1020.3,5.5
450,2017-03-26,5.0,6.9,2.8,7.1,1005.2,82,1019.3,10.0
451,2017-03-27,5.8,10.0,3.6,6.8,997.5,76,1011.4,8.3
452,2017-03-28,7.7,13.0,2.5,5.7,1004.7,57,1018.6,7.0
453,2017-03-29,8.9,15.9,2.4,5.7,1008.1,54,1022.0,4.5
454,2017-03-30,11.1,17.8,4.0,6.2,1004.5,49,1018.3,4.5
455,2017-03-31,8.5,11.3,4.8,5.7,1003.8,53,1017.6,8.5
456,2017-04-01,5.9,8.5,3.3,7.2,1000.4,78,1014.3,10.0
457,2017-04-02,8.5,14.5,2.2,5.1,1000.1,50,1013.9,5.8
458,2017-04-03,8.4,15.5,2.9,5.7,1002.6,54,1016.5,4.0
459,2017-04-04,11.7,19.2,4.6,6.6,1010.0,52,1023.8,2.0
460,2017-04-05,13.6,20.4,6.4,7.4,1012.3,48,1026.0,7.8
461,2017-04-06,15.3,20.7,8.3,9.8,1007.7,56,1021.3,7.0
462,2017-04-07,17.4,23.8,12.1,12.9,1001.5,66,1014.8,7.3
463,2017-04-08,15.0,16.8,13.4,14.1,999.1,83,1012.5,10.0
464,2017-04-09,13.9,20.1,8.7,10.1,994.9,63,1008.4,9.5
465,2017-04-10,10.7,16.2,6.5,4.9,1006.2,39,1019.9,7.5
466,2017-04-11,6.8,9.3,5.2,8.2,995.0,83,1008.9,10.0
467,2017-04-12,12.1,18.1,7.5,6.8,989.7,49,1003.2,9.5
468,2017-04-13,10.2,17.2,3.0,4.9,1000.0,41,1013.7,1.3
469,2017-04-14,13.4,22.0,4.1,6.4,1002.9,43,1016.5,4.0
470,2017-04-15,16.4,23.2,9.5,8.1,999.6,45,1013.0,5.3
471,2017-04-16,19.2,28.0,10.9,6.9,999.9,35,1013.1,4.8
472,2017-04-17,17.6,25.5,12.6,10.3,998.2,53,1011.6,9.8
473,2017-04-18,18.2,28.5,14.1,13.6,980.0,66,993.0,3.8
474,2017-04-19,14.6,22.4,9.4,7.2,986.9,45,1000.2,3.5
475,2017-04-20,15.5,22.2,9.7,7.4,998.2,43,1011.6,7.0
476,2017-04-21,15.3,19.2,12.3,10.0,994.7,58,1008.1,8.8
477,2017-04-22,14.7,20.6,10.7,7.0,994.4,44,1007.9,10.0
478,2017-04-23,13.3,18.7,6.4,5.9,1003.7,40,1017.3,3.0
479,2017-04-24,14.7,20.3,9.2,8.6,1012.5,52,1026.2,4.3
480,2017-04-25,16.2,22.1,12.7,10.0,1011.4,56,1025.0,8.3
481,2017-04-26,15.2,18.8,11.4,10.9,1000.6,64,1014.0,10.0
482,2017-04-27,14.6,18.9,11.1,6.1,992.2,38,1005.6,10.0
483,2017-04-28,14.6,22.0,7.9,7.7,993.6,49,1007.0,5.3
484,2017-04-29,14.1,22.7,9.0,9.4,993.0,60,1006.4,3.3
485,2017-04-30,17.2,26.3,7.7,7.8,996.0,44,1009.3,0.0
486,2017-05-01,16.4,21.0,10.6,8.6,999.3,45,1012.7,5.0
487,2017-05-02,16.1,24.1,7.0,6.5,1009.4,39,1022.9,2.5
488,2017-05-03,16.9,24.3,9.4,8.9,1012.9,47,1026.4,10.0
489,2017-05-04,17.9,24.9,11.8,10.7,1009.7,55,1023.2,5.3
490,2017-05-05,19.8,26.9,12.2,11.6,1002.5,53,1015.8,2.8
491,2017-05-06,20.0,24.5,15.1,14.0,996.8,60,1010.0,7.0
492,2017-05-07,19.8,26.7,12.6,8.5,993.9,38,1007.1,6.8
493,2017-05-08,19.3,30.3,10.3,6.9,995.6,32,1008.8,3.0
494,2017-05-09,18.2,21.9,13.6,10.3,1003.9,49,1017.2,9.8
495,2017-05-10,16.1,17.9,14.5,14.9,999.1,82,1012.5,10.0
496,2017-05-11,20.7,27.6,14.5,12.4,994.5,53,1007.6,7.3
497,2017-05-12,21.4,29.8,14.4,13.9,1000.1,56,1013.3,7.5
498,2017-05-13,16.3,19.3,15.3,17.2,996.7,93,1010.1,10.0
499,2017-05-14,17.4,22.0,13.9,15.6,997.4,79,1010.7,9.8
500,2017-05-15,16.1,17.3,14.6,15.4,997.4,84,1010.8,10.0
501,2017-05-16,19.1,25.1,13.3,11.6,995.0,54,1008.2,9.8
502,2017-05-17,15.6,17.9,13.3,14.4,997.3,81,1010.7,10.0
503,2017-05-18,17.8,23.6,13.8,14.7,1001.4,74,1014.7,9.3
504,2017-05-19,20.8,28.0,14.3,13.9,1002.5,59,1015.7,0.0
505,2017-05-20,24.0,31.6,16.1,13.3,1001.6,47,1014.7,0.3
506,2017-05-21,25.7,33.3,18.7,13.1,1001.6,41,1014.6,4.8
507,2017-05-22,25.7,33.1,19.4,15.8,1000.3,50,1013.2,6.8
508,2017-05-23,23.7,30.8,18.1,16.7,997.8,59,1010.8,3.3
509,2017-05-24,21.5,24.8,18.3,17.4,995.8,68,1008.8,10.0
510,2017-05-25,19.6,21.5,18.0,19.6,993.6,86,1006.8,10.0
511,2017-05-26,17.4,19.4,16.6,18.7,992.2,95,1005.4,10.0
512,2017-05-27,19.0,23.7,15.5,17.2,994.2,79,1007.4,9.5
513,2017-05-28,20.8,26.9,16.4,13.3,997.9,57,1011.1,5.8
514,2017-05-29,21.8,29.0,14.3,13.4,999.2,52,1012.3,0.0
515,2017-05-30,24.9,31.9,17.7,16.6,996.2,54,1009.1,7.5
516,2017-05-31,24.7,29.5,20.6,19.4,992.7,63,1005.6,10.0
