Unnamed: 0,calendar_date,avg_temperature,hours_sunlight,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
420,2017-02-24,4.4,9.9,4.1,1021.2,50,1021.7
421,2017-02-25,6.4,6.1,5.2,1021.4,54,1021.9
422,2017-02-26,7.1,5.1,5.4,1022.6,54,1023.1
423,2017-02-27,7.8,3.5,8.1,1024.9,77,1025.4
424,2017-02-28,7.2,3.9,7.6,1024.1,77,1024.6
425,2017-03-01,9.4,2.8,8.5,1016.3,73,1016.8
426,2017-03-02,8.6,5.9,7.0,1011.3,63,1012.0
427,2017-03-03,8.3,10.0,5.5,1018.6,51,1019.1
428,2017-03-04,9.4,7.7,7.7,1018.0,67,1018.5
429,2017-03-05,10.3,3.4,9.2,1014.8,75,1015.3
430,2017-03-06,9.1,7.7,5.4,1011.5,46,1012.0
431,2017-03-07,5.4,7.2,4.2,1014.1,46,1014.6
432,2017-03-08,4.7,1.9,4.2,1014.2,49,1014.7
433,2017-03-09,8.3,9.7,4.7,1013.5,43,1014.0
434,2017-03-10,9.3,10.3,5.1,1017.6,44,1018.1
435,2017-03-11,8.8,9.0,6.1,1022.2,58,1022.7
436,2017-03-12,10.1,10.2,7.5,1020.4,63,1020.9
437,2017-03-13,12.4,2.9,7.9,1015.5,55,1016.0
438,2017-03-14,10.0,2.6,7.8,1015.5,63,1016.0
439,2017-03-15,8.3,5.5,6.2,1021.2,57,1021.7
440,2017-03-16,8.8,4.2,6.6,1021.0,59,1021.5
441,2017-03-17,10.4,7.9,7.1,1022.1,58,1022.6
442,2017-03-18,9.3,3.5,7.7,1023.3,68,1023.8
443,2017-03-19,11.6,9.1,8.6,1024.1,64,1024.6
444,2017-03-20,12.4,0.2,10.4,1017.6,73,1018.1
445,2017-03-21,11.0,8.0,9.2,1013.2,71,1013.7
446,2017-03-22,9.7,5.7,7.0,1019.8,59,1020.3
447,2017-03-23,11.1,2.8,8.0,1018.5,63,1019.0
448,2017-03-24,10.5,0.0,7.7,1020.5,61,1021.0
449,2017-03-25,11.2,2.9,6.7,1018.5,51,1019.0
450,2017-03-26,8.1,0.9,8.6,1016.6,80,1017.1
451,2017-03-27,9.2,6.0,6.9,1018.8,61,1019.3
452,2017-03-28,10.5,10.2,5.4,1022.7,44,1023.2
453,2017-03-29,10.6,0.0,10.6,1021.4,83,1021.9
454,2017-03-30,13.7,9.5,10.9,1019.3,71,1019.8
455,2017-03-31,10.7,0.2,10.5,1016.1,82,1016.6
456,2017-04-01,9.7,1.5,9.9,1014.4,83,1014.9
457,2017-04-02,9.6,10.0,7.3,1017.3,64,1017.8
458,2017-04-03,13.5,10.8,7.0,1021.3,49,1021.8
459,2017-04-04,15.0,10.6,8.5,1023.8,51,1024.3
460,2017-04-05,15.6,0.0,13.8,1020.5,78,1021.0
461,2017-04-06,16.7,0.0,17.4,1013.4,92,1013.9
462,2017-04-07,15.4,3.0,15.3,1012.9,88,1013.4
463,2017-04-08,15.7,2.5,16.1,1010.4,91,1010.9
464,2017-04-09,14.7,0.0,12.4,1012.6,74,1013.1
465,2017-04-10,13.2,0.0,11.9,1010.7,79,1011.2
466,2017-04-11,12.9,3.1,12.5,1003.5,84,1004.0
467,2017-04-12,14.5,9.5,8.9,1012.1,54,1012.6
468,2017-04-13,15.7,11.1,8.0,1017.9,45,1018.4
469,2017-04-14,17.8,10.2,11.4,1016.0,56,1016.5
470,2017-04-15,19.4,5.4,17.2,1014.8,77,1015.3
471,2017-04-16,17.1,5.9,17.6,1014.8,91,1015.3
472,2017-04-17,17.7,0.0,19.3,1001.5,95,1002.0
473,2017-04-18,16.7,9.4,14.1,1000.6,75,1001.1
474,2017-04-19,15.3,11.3,8.1,1009.2,47,1009.7
475,2017-04-20,15.0,0.8,10.8,1011.4,63,1011.9
476,2017-04-21,15.9,8.2,12.3,1009.3,69,1009.8
477,2017-04-22,14.3,10.4,11.2,1012.5,69,1013.0
478,2017-04-23,13.5,11.5,10.3,1017.8,70,1018.3
479,2017-04-24,15.2,11.5,11.2,1020.0,66,1020.5
480,2017-04-25,19.5,6.5,15.5,1019.3,69,1019.8
481,2017-04-26,14.8,0.0,15.8,1014.5,94,1015.0
482,2017-04-27,15.1,8.9,9.0,1010.8,54,1011.3
483,2017-04-28,17.1,11.7,9.8,1008.5,50,1009.0
484,2017-04-29,20.0,11.7,9.0,1008.1,40,1008.6
485,2017-04-30,20.6,11.7,12.8,1010.7,53,1011.2
486,2017-05-01,17.2,9.5,13.8,1016.8,71,1017.3
487,2017-05-02,15.7,5.3,12.7,1021.8,73,1022.3
488,2017-05-03,16.4,8.1,15.1,1021.4,81,1021.9
489,2017-05-04,18.3,9.0,17.0,1016.7,82,1017.2
490,2017-05-05,19.7,3.7,20.0,1014.1,88,1014.6
491,2017-05-06,19.8,10.0,13.8,1014.0,61,1014.5
492,2017-05-07,19.6,11.3,9.4,1014.6,42,1015.1
493,2017-05-08,20.6,6.9,8.5,1013.8,35,1014.3
494,2017-05-09,15.9,0.0,15.5,1010.9,86,1011.4
495,2017-05-10,17.2,5.6,15.2,1010.3,77,1010.8
496,2017-05-11,20.8,10.9,17.3,1013.3,70,1013.8
497,2017-05-12,18.7,0.0,19.1,1010.2,89,1010.7
498,2017-05-13,18.9,11.8,16.9,1006.7,78,1007.2
499,2017-05-14,19.3,11.2,12.3,1009.8,56,1010.3
500,2017-05-15,18.0,9.4,9.6,1012.1,47,1012.6
501,2017-05-16,18.1,8.7,12.7,1010.1,61,1010.6
502,2017-05-17,17.6,10.6,14.8,1010.7,75,1011.2
503,2017-05-18,19.3,12.1,14.4,1015.0,67,1015.5
504,2017-05-19,22.9,12.1,12.4,1015.5,46,1016.0
505,2017-05-20,22.7,10.5,10.5,1015.2,39,1015.7
506,2017-05-21,21.0,11.1,15.3,1015.0,62,1015.5
507,2017-05-22,19.8,12.3,16.2,1014.2,70,1014.7
508,2017-05-23,20.0,7.1,17.7,1011.2,76,1011.7
509,2017-05-24,20.1,1.7,20.3,1007.9,86,1008.4
510,2017-05-25,21.4,10.5,16.5,1005.1,67,1005.6
511,2017-05-26,18.0,8.1,13.0,1006.8,64,1007.3
512,2017-05-27,17.7,10.6,14.2,1012.1,71,1012.6
513,2017-05-28,20.2,12.3,13.1,1013.4,57,1013.9
514,2017-05-29,24.6,12.3,11.8,1011.6,39,1012.1
515,2017-05-30,23.2,10.3,16.7,1009.2,60,1009.7
516,2017-05-31,22.8,1.7,17.5,1004.3,64,1004.8
