Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
380,2017-01-15,-6.1,-3.2,-7.8,2.8,918.4,73,1011.6
381,2017-01-16,-3.5,0.1,-7.8,3.3,922.2,72,1014.7
382,2017-01-17,-2.3,3.3,-6.9,3.9,932.5,76,1025.7
383,2017-01-18,-2.1,3.9,-8.1,3.5,935.3,68,1028.7
384,2017-01-19,-1.1,1.9,-4.1,4.3,929.0,76,1021.3
385,2017-01-20,-1.5,1.9,-5.8,4.7,919.2,84,1010.7
386,2017-01-21,-0.9,1.9,-4.8,4.5,926.0,79,1018.0
387,2017-01-22,-0.8,4.5,-5.7,3.7,923.6,66,1015.4
388,2017-01-23,-3.3,-0.6,-6.1,2.8,922.7,58,1015.2
389,2017-01-24,-4.9,-1.0,-8.8,2.4,928.7,58,1022.4
390,2017-01-25,-4.9,1.1,-10.9,2.6,934.8,62,1029.1
391,2017-01-26,-4.3,3.6,-10.9,2.6,935.9,60,1030.2
392,2017-01-27,1.8,9.4,-6.6,4.0,931.5,57,1023.1
393,2017-01-28,0.5,4.5,-3.2,4.3,933.7,69,1026.0
394,2017-01-29,2.1,10.9,-3.7,4.3,930.2,65,1021.6
395,2017-01-30,3.9,9.5,-0.6,6.4,917.8,80,1007.3
396,2017-01-31,-1.6,1.1,-4.1,3.6,929.3,66,1021.9
397,2017-02-01,-0.2,8.0,-5.8,3.9,924.4,67,1016.1
398,2017-02-02,-1.2,1.6,-5.6,2.6,923.9,48,1015.8
399,2017-02-03,0.5,4.9,-3.9,3.4,927.0,56,1018.6
400,2017-02-04,-0.4,5.1,-5.8,3.7,929.4,64,1021.6
401,2017-02-05,-0.9,1.2,-3.4,5.2,922.3,90,1013.9
402,2017-02-06,1.5,4.5,-1.7,5.5,914.0,81,1004.0
403,2017-02-07,-1.8,0.8,-5.1,2.9,922.6,55,1014.6
404,2017-02-08,-2.6,2.6,-8.1,3.3,923.5,65,1015.9
405,2017-02-09,-1.1,0.3,-3.0,5.2,913.5,92,1004.4
406,2017-02-10,-1.8,0.9,-6.5,3.8,910.9,71,1001.7
407,2017-02-11,-4.4,1.6,-10.1,2.6,918.9,60,1011.5
408,2017-02-12,-3.0,2.9,-9.3,3.0,926.7,62,1019.6
409,2017-02-13,-2.9,3.2,-9.0,2.9,931.8,61,1025.2
410,2017-02-14,-2.7,3.1,-8.4,3.3,932.6,68,1025.9
411,2017-02-15,-1.6,4.6,-7.7,3.4,934.8,65,1027.9
412,2017-02-16,1.6,11.3,-6.6,3.5,933.7,56,1025.6
413,2017-02-17,5.0,9.7,1.5,6.6,926.0,75,1016.0
414,2017-02-18,0.3,3.8,-2.6,4.8,923.1,77,1014.5
415,2017-02-19,0.0,5.2,-5.2,3.4,925.6,58,1017.2
416,2017-02-20,3.9,8.6,0.5,5.9,916.7,71,1006.1
417,2017-02-21,-1.1,1.9,-4.6,3.3,927.5,59,1019.8
418,2017-02-22,0.9,8.9,-6.5,4.3,931.9,66,1023.9
419,2017-02-23,4.1,10.8,0.5,6.8,916.2,84,1005.5
420,2017-02-24,0.4,5.3,-3.5,3.8,923.3,62,1014.6
421,2017-02-25,0.7,7.2,-5.6,3.6,926.4,59,1017.9
422,2017-02-26,1.9,7.7,-3.5,4.2,928.5,62,1019.8
423,2017-02-27,0.6,5.2,-2.5,4.2,932.8,67,1024.9
424,2017-02-28,2.2,9.1,-3.4,4.5,932.1,65,1023.6
425,2017-03-01,3.0,10.0,-3.0,4.7,929.3,67,1020.3
426,2017-03-02,2.1,3.1,1.0,6.6,918.5,93,1008.7
427,2017-03-03,2.7,7.6,-1.7,5.0,922.5,69,1012.9
428,2017-03-04,2.7,11.8,-4.2,3.9,927.7,57,1018.6
429,2017-03-05,5.2,13.2,-2.5,4.5,925.4,54,1015.2
430,2017-03-06,6.1,9.7,1.8,5.2,917.1,56,1005.7
431,2017-03-07,0.7,6.6,-2.5,3.8,914.7,60,1005.0
432,2017-03-08,-0.5,4.0,-4.5,3.4,916.4,58,1007.3
433,2017-03-09,1.2,6.3,-3.9,4.0,917.7,61,1008.1
434,2017-03-10,2.1,6.9,-1.2,3.9,921.7,57,1012.2
435,2017-03-11,0.6,5.1,-4.1,3.9,929.2,63,1021.0
436,2017-03-12,2.9,10.8,-4.8,4.5,931.0,62,1022.1
437,2017-03-13,5.6,11.5,1.6,6.0,926.7,68,1016.5
438,2017-03-14,4.0,6.8,0.6,6.3,919.1,77,1008.7
439,2017-03-15,2.7,7.8,-1.2,4.6,918.6,64,1008.6
440,2017-03-16,2.7,8.8,-1.4,4.4,925.8,62,1016.5
441,2017-03-17,2.3,9.2,-3.4,4.0,928.5,57,1019.7
442,2017-03-18,3.2,9.1,-3.8,3.8,931.3,51,1022.3
443,2017-03-19,4.7,12.6,-2.2,4.2,931.3,51,1021.9
444,2017-03-20,6.2,12.8,-1.7,4.5,931.3,52,1021.3
445,2017-03-21,3.6,7.6,0.7,6.8,919.1,87,1008.9
446,2017-03-22,2.8,7.6,-1.7,4.8,924.1,65,1014.6
447,2017-03-23,2.7,8.7,-2.3,4.5,926.6,64,1017.4
448,2017-03-24,1.6,5.4,-1.7,4.1,926.6,62,1017.8
449,2017-03-25,2.7,9.8,-4.0,4.2,928.8,59,1019.8
450,2017-03-26,2.4,4.8,0.4,6.3,926.4,88,1017.3
451,2017-03-27,2.9,7.2,-0.2,5.5,921.4,75,1011.7
452,2017-03-28,3.4,8.8,-2.3,4.5,928.4,59,1019.1
453,2017-03-29,4.8,11.4,-1.4,4.2,931.6,52,1022.1
454,2017-03-30,7.2,14.9,-0.1,5.1,929.3,52,1018.8
455,2017-03-31,2.2,3.8,0.7,6.1,927.5,85,1018.5
456,2017-04-01,2.4,5.7,0.4,6.2,922.8,85,1013.3
457,2017-04-02,4.1,10.0,0.0,4.7,923.7,61,1013.7
458,2017-04-03,3.8,12.4,-2.0,5.1,927.0,66,1017.5
459,2017-04-04,6.7,14.7,-0.3,6.0,934.3,65,1024.4
460,2017-04-05,9.8,18.7,2.2,7.2,937.1,63,1026.4
461,2017-04-06,10.3,15.4,5.4,9.0,933.9,72,1022.7
462,2017-04-07,13.1,17.6,9.9,13.2,928.2,88,1015.5
463,2017-04-08,13.5,15.9,11.4,14.5,924.9,94,1011.7
464,2017-04-09,10.6,14.8,4.0,11.1,921.6,85,1009.1
465,2017-04-10,7.7,15.1,1.1,5.4,929.0,54,1018.3
466,2017-04-11,4.8,7.0,3.8,6.7,918.2,78,1007.4
467,2017-04-12,7.0,12.3,2.4,7.3,917.1,74,1005.4
468,2017-04-13,6.4,11.8,-0.3,4.8,925.3,54,1014.6
469,2017-04-14,10.3,18.8,0.6,5.7,928.9,49,1017.3
470,2017-04-15,10.8,15.1,6.4,8.7,928.2,68,1016.3
471,2017-04-16,12.3,21.2,3.6,7.8,928.7,59,1016.3
472,2017-04-17,12.1,21.8,6.2,8.8,924.3,66,1011.6
473,2017-04-18,15.4,21.5,10.1,11.2,909.1,67,993.8
474,2017-04-19,9.5,14.2,4.1,7.4,915.7,63,1003.1
475,2017-04-20,9.6,16.1,1.7,6.9,924.1,59,1012.2
476,2017-04-21,11.4,15.9,8.7,8.6,920.6,64,1007.8
477,2017-04-22,9.3,14.5,4.5,7.6,920.3,65,1008.1
478,2017-04-23,8.2,14.4,1.4,5.7,928.0,54,1017.0
479,2017-04-24,10.9,19.8,2.6,7.4,935.7,59,1024.5
480,2017-04-25,13.3,20.1,7.7,8.4,935.5,58,1023.4
481,2017-04-26,11.3,15.2,9.3,10.3,927.1,77,1014.9
482,2017-04-27,9.9,14.6,6.0,7.3,918.6,62,1006.1
483,2017-04-28,10.0,17.1,2.0,5.4,919.4,48,1007.0
484,2017-04-29,10.0,18.7,4.1,7.0,920.0,59,1007.6
485,2017-04-30,13.8,22.7,3.3,7.3,923.8,52,1010.4
486,2017-05-01,11.5,16.6,6.7,9.5,926.7,69,1014.4
487,2017-05-02,11.2,17.9,3.4,7.1,934.7,56,1023.2
488,2017-05-03,13.8,22.0,6.8,9.3,937.8,61,1025.7
489,2017-05-04,14.8,22.1,9.3,8.9,934.4,57,1021.7
490,2017-05-05,16.7,24.1,7.9,10.7,928.9,59,1015.1
491,2017-05-06,16.9,21.3,11.8,14.5,925.2,75,1010.9
492,2017-05-07,16.3,20.3,12.0,8.1,922.4,45,1008.0
493,2017-05-08,17.5,24.4,9.4,6.9,924.0,37,1009.4
494,2017-05-09,15.1,20.8,9.7,9.1,929.6,54,1016.4
495,2017-05-10,13.2,16.5,10.9,12.6,924.5,83,1011.4
496,2017-05-11,16.7,20.9,12.8,11.3,923.5,62,1009.1
497,2017-05-12,17.7,23.7,10.8,11.3,927.1,59,1012.7
498,2017-05-13,13.5,15.6,11.6,13.2,922.2,85,1008.8
499,2017-05-14,16.7,22.5,12.6,14.0,922.6,75,1008.1
500,2017-05-15,15.9,21.0,12.7,13.2,922.6,74,1008.4
501,2017-05-16,14.4,19.9,9.4,10.8,921.5,68,1007.7
502,2017-05-17,13.9,19.4,10.5,11.5,922.3,73,1008.8
503,2017-05-18,15.8,21.1,10.7,11.8,926.9,67,1013.2
504,2017-05-19,18.0,26.1,10.9,11.6,929.0,61,1014.7
505,2017-05-20,19.7,27.6,10.8,12.2,929.5,57,1014.6
506,2017-05-21,21.9,30.4,13.4,14.2,929.8,58,1014.3
507,2017-05-22,21.7,30.0,16.0,15.6,928.5,63,1012.9
508,2017-05-23,20.6,28.0,15.9,15.6,925.5,67,1010.0
509,2017-05-24,17.1,19.6,14.7,14.2,923.3,73,1008.8
510,2017-05-25,15.8,17.8,14.7,15.3,920.9,85,1006.5
511,2017-05-26,16.7,19.4,14.8,15.3,918.1,81,1003.2
512,2017-05-27,17.7,24.3,13.2,12.2,920.8,64,1005.8
513,2017-05-28,16.7,22.5,12.2,12.1,924.8,65,1010.5
514,2017-05-29,18.5,27.6,10.1,12.9,926.3,64,1011.5
515,2017-05-30,22.0,30.1,14.3,14.0,924.7,57,1008.7
516,2017-05-31,20.5,28.2,15.8,16.2,921.1,69,1005.2
