Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,deepest_snowfall,total_snowfall
475,2017-04-20,10.9,16.0,5.3,7.0,0,0
476,2017-04-21,13.3,18.7,9.5,4.0,0,0
477,2017-04-22,10.0,13.9,5.6,3.3,0,0
478,2017-04-23,9.5,14.6,4.6,12.1,0,0
479,2017-04-24,13.0,19.9,3.6,12.4,0,0
480,2017-04-25,19.2,23.7,13.0,7.0,0,0
481,2017-04-26,13.6,17.9,9.7,0.0,0,0
482,2017-04-27,11.7,16.0,8.6,11.2,0,0
483,2017-04-28,13.8,19.2,7.6,12.6,0,0
484,2017-04-29,15.1,21.3,7.9,10.4,0,0
485,2017-04-30,19.4,26.4,8.5,12.0,0,0
486,2017-05-01,13.7,17.9,8.7,4.4,0,0
487,2017-05-02,12.5,17.5,7.8,12.5,0,0
488,2017-05-03,14.8,21.8,7.9,8.2,0,0
489,2017-05-04,16.9,23.3,10.3,12.3,0,0
490,2017-05-05,18.5,25.4,11.7,7.9,0,0
491,2017-05-06,15.5,19.8,12.8,0.0,0,0
492,2017-05-07,16.8,20.7,11.5,11.6,0,0
493,2017-05-08,17.1,23.0,10.5,12.2,0,0
494,2017-05-09,14.3,17.5,10.6,0.0,0,0
495,2017-05-10,16.6,21.6,13.5,0.2,0,0
496,2017-05-11,18.0,20.5,14.9,0.8,0,0
497,2017-05-12,20.3,25.1,17.3,6.0,0,0
498,2017-05-13,15.9,18.8,14.5,0.0,0,0
499,2017-05-14,17.9,22.9,12.4,7.5,0,0
500,2017-05-15,17.7,21.4,14.7,9.8,0,0
501,2017-05-16,15.9,21.3,12.3,9.3,0,0
502,2017-05-17,14.4,18.7,11.5,7.2,0,0
503,2017-05-18,16.0,21.2,11.8,12.1,0,0
504,2017-05-19,18.8,25.1,10.9,13.5,0,0
505,2017-05-20,22.3,28.8,17.0,13.2,0,0
506,2017-05-21,22.1,29.2,15.6,12.0,0,0
507,2017-05-22,21.9,27.1,16.8,11.8,0,0
508,2017-05-23,21.6,26.4,17.4,9.8,0,0
509,2017-05-24,19.5,22.1,17.9,0.0,0,0
510,2017-05-25,19.2,23.6,16.7,3.3,0,0
511,2017-05-26,18.0,24.4,15.1,3.3,0,0
512,2017-05-27,16.7,20.0,13.3,4.1,0,0
513,2017-05-28,16.9,21.3,13.0,8.7,0,0
514,2017-05-29,20.7,27.6,12.1,12.3,0,0
515,2017-05-30,23.6,30.5,16.5,11.7,0,0
516,2017-05-31,23.6,30.6,18.6,5.9,0,0
