Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,solar_radiation,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
278,2016-10-05,13.3,16.9,10.7,6.3,12.64,9.1,1012.7,60,1015.9,9.8
279,2016-10-06,12.7,16.3,8.9,5.1,11.05,9.3,1007.3,63,1010.4,7.5
280,2016-10-07,10.9,14.7,8.6,3.5,10.13,5.9,1017.6,45,1020.8,8.0
281,2016-10-08,13.3,16.5,9.4,0.1,5.56,11.4,1005.2,74,1008.3,8.5
282,2016-10-09,12.9,16.7,9.1,5.9,12.69,8.3,1000.3,55,1003.4,7.5
283,2016-10-10,9.1,10.8,7.1,1.0,3.97,6.1,1012.6,53,1015.8,10.0
284,2016-10-11,11.3,15.3,7.4,4.6,10.3,7.9,1011.4,59,1014.6,6.3
285,2016-10-12,10.2,12.9,8.6,3.7,9.4,6.0,1011.8,48,1015.0,8.0
286,2016-10-13,10.7,14.8,7.5,6.1,11.84,6.2,1015.3,49,1018.5,6.8
287,2016-10-14,10.6,14.3,6.6,10.3,15.37,5.7,1019.1,46,1022.3,2.8
288,2016-10-15,11.3,18.4,4.7,9.8,14.7,7.2,1021.6,56,1024.8,2.5
289,2016-10-16,15.2,22.4,8.7,8.6,12.13,12.1,1020.0,70,1023.1,5.5
290,2016-10-17,16.1,19.3,13.9,0.1,2.85,13.5,1012.0,74,1015.2,10.0
291,2016-10-18,12.6,15.5,7.7,8.5,13.24,10.2,1013.7,70,1016.8,4.0
292,2016-10-19,11.5,18.1,5.7,10.0,13.91,8.9,1013.0,67,1016.1,0.0
293,2016-10-20,7.8,14.2,0.9,0.7,4.55,7.6,1005.9,71,1009.1,9.3
294,2016-10-21,5.4,7.5,1.8,0.6,3.93,5.0,1014.5,56,1017.8,7.5
295,2016-10-22,7.3,9.7,5.5,0.0,2.81,6.6,1011.1,65,1014.3,9.0
296,2016-10-23,6.5,10.2,3.7,4.2,8.66,5.3,1007.7,55,1010.9,8.3
297,2016-10-24,6.5,9.0,4.0,4.2,9.57,3.7,1007.8,38,1011.0,5.8
298,2016-10-25,8.4,12.6,2.0,6.0,9.86,6.1,1011.6,56,1014.8,6.0
299,2016-10-26,10.5,17.7,6.0,5.6,9.04,7.3,1006.5,58,1009.6,7.8
300,2016-10-27,6.6,10.2,4.2,4.6,9.75,4.2,1013.8,43,1017.0,8.3
301,2016-10-28,8.2,11.4,5.7,2.5,7.3,5.0,1012.2,46,1015.4,10.0
302,2016-10-29,4.3,6.2,3.1,6.1,9.67,4.0,1012.7,48,1015.9,8.5
303,2016-10-30,3.0,4.1,0.8,0.0,1.75,3.8,1020.8,51,1024.1,7.3
304,2016-10-31,4.3,8.4,0.5,0.3,3.24,5.8,1015.1,69,1018.4,8.3
305,2016-11-01,2.7,3.8,1.7,0.0,1.65,3.9,1018.0,52,1021.3,10.0
306,2016-11-02,2.9,6.2,0.5,2.7,5.45,3.9,1020.8,52,1024.1,6.0
307,2016-11-03,2.4,3.7,0.6,0.0,1.84,5.8,1009.9,80,1013.2,8.3
308,2016-11-04,2.8,4.1,1.1,0.3,3.32,3.8,1008.0,51,1011.3,10.0
309,2016-11-05,1.8,4.2,0.6,0.0,1.19,6.0,1003.3,87,1006.6,10.0
310,2016-11-06,0.9,3.8,-0.9,2.7,7.32,4.3,1015.9,67,1019.2,9.8
311,2016-11-07,1.8,3.6,-0.1,4.9,8.13,4.0,1024.6,57,1027.9,8.3
312,2016-11-08,5.5,10.6,1.8,0.1,3.55,6.9,1007.6,75,1010.8,9.8
313,2016-11-09,-0.1,3.2,-1.8,1.4,4.51,4.1,1007.5,67,1010.8,8.8
314,2016-11-10,0.5,3.1,-1.8,4.1,8.36,3.4,1018.0,54,1021.3,7.0
315,2016-11-11,1.7,4.9,-3.2,7.5,8.95,4.3,1018.6,63,1021.9,8.0
316,2016-11-12,5.0,10.6,1.4,6.8,9.23,7.0,1017.7,81,1020.9,6.3
317,2016-11-13,6.9,10.6,2.0,1.2,4.41,7.7,1016.8,76,1020.0,8.3
318,2016-11-14,6.7,12.7,-0.4,7.4,9.19,6.5,1015.0,65,1018.2,6.3
319,2016-11-15,5.8,12.7,1.2,0.5,3.61,7.3,1003.8,77,1007.0,10.0
320,2016-11-16,0.7,2.5,-0.4,1.8,4.91,3.7,1010.9,57,1014.2,6.8
321,2016-11-17,0.5,2.9,-1.5,4.0,5.61,3.5,1015.6,55,1018.9,6.3
322,2016-11-18,5.1,10.2,-1.3,2.7,5.08,6.5,1014.4,69,1017.6,8.8
323,2016-11-19,9.4,14.5,5.8,4.1,6.05,9.5,1010.4,81,1013.6,7.5
324,2016-11-20,6.2,11.7,0.2,1.9,3.75,6.8,1008.7,68,1012.0,8.8
325,2016-11-21,1.0,2.8,-0.8,3.7,5.14,3.3,1018.8,51,1022.1,7.3
326,2016-11-22,0.1,2.2,-2.0,0.0,2.72,4.6,1010.9,74,1014.2,9.8
327,2016-11-23,-5.2,-1.7,-7.0,2.5,4.8,2.2,1014.8,52,1018.2,7.0
328,2016-11-24,-3.5,-0.9,-6.4,5.2,6.73,2.4,1017.0,49,1020.4,6.5
329,2016-11-25,-2.0,1.2,-4.7,5.6,7.84,3.0,1016.6,58,1019.9,5.5
330,2016-11-26,0.6,2.8,-1.6,4.6,6.73,3.2,1021.6,50,1025.0,7.5
331,2016-11-27,3.6,9.1,-0.6,1.1,3.61,6.2,1011.1,78,1014.3,10.0
332,2016-11-28,1.8,4.3,-0.1,6.1,7.6,4.7,1008.1,69,1011.3,8.0
333,2016-11-29,-0.8,1.5,-2.8,3.2,5.78,3.8,1017.4,66,1020.7,8.3
334,2016-11-30,-0.5,1.4,-2.3,3.5,6.39,3.4,1027.1,59,1030.5,10.0
335,2016-12-01,5.8,10.5,-0.1,1.8,3.48,6.4,1007.9,69,1011.1,8.0
336,2016-12-02,1.1,4.0,-1.2,0.0,2.28,4.2,1006.2,64,1009.5,9.8
337,2016-12-03,3.6,7.9,-0.2,8.3,8.28,3.6,1018.2,45,1021.5,0.0
338,2016-12-04,7.1,11.9,1.1,1.6,3.59,6.9,1012.0,67,1015.2,6.0
339,2016-12-05,6.3,8.8,3.1,0.5,3.0,7.1,1005.9,74,1009.1,10.0
340,2016-12-06,-2.1,3.2,-6.3,0.0,1.6,4.3,1003.7,77,1007.1,9.3
341,2016-12-07,-5.0,-2.5,-6.9,7.1,7.06,2.1,1013.0,51,1016.4,3.3
342,2016-12-08,-2.5,-1.0,-6.0,1.7,5.09,3.4,1012.5,66,1015.8,8.5
343,2016-12-09,-0.3,2.0,-2.5,0.0,1.78,5.2,1006.4,86,1009.7,9.5
344,2016-12-10,-2.6,-0.1,-5.2,0.0,0.93,4.2,1007.9,82,1011.2,10.0
345,2016-12-11,-4.6,-2.7,-5.9,1.4,4.38,3.1,1014.9,71,1018.3,9.8
346,2016-12-12,-4.1,-0.3,-6.9,4.7,6.6,3.2,1021.1,72,1024.5,6.5
347,2016-12-13,0.2,6.9,-5.6,2.5,4.97,4.6,1010.5,74,1013.8,8.8
348,2016-12-14,-2.0,0.8,-4.5,2.1,4.94,4.0,1004.4,76,1007.7,9.8
349,2016-12-15,-4.5,-1.6,-6.2,5.5,6.77,3.1,1004.9,71,1008.3,9.5
350,2016-12-16,-5.3,-2.6,-9.2,4.2,5.8,3.0,1005.4,74,1008.8,6.0
351,2016-12-17,-3.6,-2.0,-7.8,2.1,4.56,2.9,1010.0,62,1013.4,6.5
352,2016-12-18,1.0,7.2,-6.2,3.9,5.26,4.2,1013.8,64,1017.1,4.3
353,2016-12-19,1.0,4.8,-2.5,8.1,7.46,4.0,1018.8,61,1022.2,0.0
354,2016-12-20,-0.1,3.3,-4.7,0.3,1.54,4.2,1020.8,68,1024.2,7.8
355,2016-12-21,2.7,4.8,0.8,0.8,2.63,4.8,1024.5,65,1027.8,9.5
356,2016-12-22,0.3,2.7,-0.8,0.0,0.65,5.2,1015.0,85,1018.3,10.0
357,2016-12-23,-1.4,0.3,-4.0,0.0,0.79,4.9,996.5,88,999.8,10.0
358,2016-12-24,-4.4,-1.9,-7.1,6.4,7.68,2.7,1018.2,60,1021.5,8.0
359,2016-12-25,-2.3,1.6,-5.5,7.1,7.94,3.2,1022.9,62,1026.3,8.0
360,2016-12-26,1.3,5.6,-2.9,0.5,3.78,5.2,1014.7,77,1018.0,10.0
361,2016-12-27,-2.5,0.2,-7.1,0.0,2.39,3.6,1006.6,70,1009.9,10.0
362,2016-12-28,-6.4,-3.4,-8.2,1.9,4.9,2.4,1016.0,64,1019.4,7.0
363,2016-12-29,-3.6,-0.6,-5.6,0.0,2.84,3.1,1009.0,66,1012.4,8.3
364,2016-12-30,-2.8,-0.9,-5.5,4.0,5.72,2.9,1013.3,58,1016.6,7.5
365,2016-12-31,-2.6,-0.4,-4.9,2.3,4.8,3.2,1016.8,64,1020.1,8.5
366,2017-01-01,-2.0,1.6,-5.7,0.8,4.38,3.7,1016.0,70,1019.3,9.5
367,2017-01-02,0.1,3.3,-2.9,2.6,4.59,3.9,1011.6,64,1014.9,7.3
368,2017-01-03,-1.2,0.8,-3.7,0.6,3.4,4.7,1011.2,84,1014.5,10.0
369,2017-01-04,-2.5,-0.6,-4.7,0.0,3.46,4.2,1010.7,81,1014.0,10.0
370,2017-01-05,-4.1,-2.8,-6.0,1.1,4.05,3.2,1017.2,70,1020.6,9.5
371,2017-01-06,-4.3,-1.2,-7.2,4.8,7.09,3.3,1019.5,73,1022.9,8.8
372,2017-01-07,-1.2,3.5,-6.2,4.3,6.14,3.7,1013.8,66,1017.2,6.5
373,2017-01-08,-2.7,-0.3,-6.1,5.9,7.43,3.3,1015.5,65,1018.8,5.3
374,2017-01-09,-1.2,1.0,-4.2,0.0,1.84,4.8,1001.2,84,1004.5,10.0
375,2017-01-10,-4.2,-0.4,-8.0,3.1,5.67,2.7,1004.0,60,1007.3,7.0
376,2017-01-11,-8.5,-6.7,-9.8,1.4,4.8,1.9,1002.6,60,1006.0,10.0
377,2017-01-12,-8.6,-7.4,-10.4,0.3,4.06,2.4,995.9,76,999.3,10.0
378,2017-01-13,-8.1,-4.8,-11.7,5.1,6.79,2.4,999.2,74,1002.6,4.5
379,2017-01-14,-7.7,-5.0,-11.5,4.6,7.68,2.3,998.9,68,1002.2,7.8
380,2017-01-15,-5.5,-1.5,-9.4,3.4,6.06,3.2,999.8,79,1003.2,8.3
381,2017-01-16,-0.1,1.9,-3.1,0.0,4.42,3.8,1008.3,62,1011.6,9.0
382,2017-01-17,-3.0,-0.3,-7.0,2.8,6.57,2.9,1020.4,61,1023.8,8.0
383,2017-01-18,-2.4,-0.1,-4.5,0.0,4.7,3.5,1021.2,69,1024.5,10.0
384,2017-01-19,-2.6,0.5,-5.3,0.9,4.89,4.0,1014.5,79,1017.9,8.8
385,2017-01-20,-4.0,-1.1,-7.0,2.4,5.35,3.4,1012.0,75,1015.4,7.5
386,2017-01-21,-4.9,-1.8,-9.2,4.4,6.82,2.7,1015.6,64,1019.0,4.5
387,2017-01-22,-5.6,-2.8,-8.4,0.0,2.92,3.2,1007.0,77,1010.4,9.3
388,2017-01-23,-5.0,-2.7,-9.1,1.4,5.15,2.8,1005.2,66,1008.6,8.3
389,2017-01-24,-9.1,-5.0,-12.8,4.0,6.42,2.2,1013.4,70,1016.8,7.3
390,2017-01-25,-5.5,-2.2,-8.9,4.0,8.09,2.8,1017.9,70,1021.3,8.0
391,2017-01-26,-2.4,1.0,-5.3,6.8,9.25,3.3,1018.2,65,1021.5,6.5
392,2017-01-27,0.7,4.7,-5.3,0.2,2.53,4.9,1003.3,73,1006.6,9.0
393,2017-01-28,-4.3,-2.2,-5.7,0.0,3.85,3.1,1013.7,71,1017.1,10.0
394,2017-01-29,-2.7,-0.4,-6.8,6.6,9.23,2.7,1017.5,55,1020.8,5.8
395,2017-01-30,-3.2,-1.2,-4.5,0.3,5.32,3.4,1005.6,71,1009.0,10.0
396,2017-01-31,-5.0,-1.9,-7.7,5.4,8.49,2.9,1012.8,70,1016.2,7.3
397,2017-02-01,-4.1,0.9,-7.9,3.2,6.56,3.2,1005.2,71,1008.5,8.3
398,2017-02-02,-7.7,-5.7,-8.9,2.2,7.51,2.2,1003.0,65,1006.4,9.5
399,2017-02-03,-4.6,-1.8,-8.0,3.6,8.81,2.6,1008.8,61,1012.1,9.0
400,2017-02-04,-0.1,2.2,-2.5,3.3,8.64,3.5,1011.2,58,1014.5,9.5
401,2017-02-05,-0.4,2.3,-5.3,8.7,10.94,3.5,1008.8,59,1012.1,7.0
402,2017-02-06,-0.8,2.3,-3.5,0.0,5.2,3.6,999.0,63,1002.3,10.0
403,2017-02-07,-3.1,-1.9,-4.5,1.0,6.02,3.2,1004.7,65,1008.0,10.0
404,2017-02-08,-1.2,0.3,-3.9,0.2,5.33,3.2,1005.9,57,1009.2,10.0
405,2017-02-09,-0.9,2.8,-6.1,5.9,9.91,3.5,1002.8,62,1006.1,6.8
406,2017-02-10,-1.5,1.3,-3.6,2.4,8.06,3.3,997.0,61,1000.2,10.0
407,2017-02-11,-1.7,1.2,-6.0,2.7,8.62,3.9,1000.5,71,1003.8,10.0
408,2017-02-12,1.0,2.0,-0.2,0.0,6.36,5.4,1008.1,82,1011.4,10.0
409,2017-02-13,1.0,2.6,0.1,1.7,8.76,5.1,1016.2,77,1019.5,10.0
410,2017-02-14,-0.2,1.2,-0.8,0.1,5.83,5.0,1017.8,82,1021.1,10.0
411,2017-02-15,-0.6,3.2,-3.7,2.4,7.28,3.8,1017.4,65,1020.7,3.5
412,2017-02-16,2.5,8.1,-3.6,3.9,9.4,5.2,1011.1,70,1014.4,9.0
413,2017-02-17,0.8,8.3,-5.2,0.0,1.65,4.9,1001.1,74,1004.4,9.8
414,2017-02-18,-6.0,-3.7,-8.4,5.1,10.16,2.1,1005.6,54,1009.0,7.5
415,2017-02-19,-4.9,-1.7,-7.1,4.9,10.7,2.6,1007.8,61,1011.2,7.3
416,2017-02-20,-4.2,-0.8,-7.6,1.6,6.41,3.2,1001.6,71,1004.9,8.3
417,2017-02-21,-4.6,-2.6,-7.1,1.2,7.08,2.8,1009.9,66,1013.3,10.0
418,2017-02-22,-1.8,0.8,-7.0,4.9,10.21,3.2,1016.3,59,1019.6,10.0
419,2017-02-23,1.0,3.3,-1.8,1.3,7.06,5.2,997.6,78,1000.8,9.8
420,2017-02-24,-1.7,0.3,-3.5,4.7,11.81,3.4,1002.9,63,1006.2,8.3
421,2017-02-25,-1.8,1.6,-4.9,5.2,10.59,3.9,1007.8,73,1011.1,10.0
422,2017-02-26,-5.1,-2.8,-7.6,1.5,6.98,3.0,1014.7,71,1018.1,8.5
423,2017-02-27,-5.2,-0.3,-10.8,8.3,15.34,2.6,1024.2,63,1027.7,2.5
424,2017-02-28,-1.0,4.1,-8.4,7.0,14.12,3.4,1022.5,58,1025.8,4.0
425,2017-03-01,3.1,6.7,-1.1,4.8,11.59,5.0,1015.7,66,1018.9,8.0
426,2017-03-02,4.5,7.5,2.0,6.3,13.75,5.9,1006.6,71,1009.9,10.0
427,2017-03-03,0.1,3.5,-3.1,0.8,5.93,4.6,1003.7,72,1007.0,10.0
428,2017-03-04,-2.6,-0.2,-4.6,5.7,11.66,2.6,1009.0,51,1012.4,5.5
429,2017-03-05,-1.6,1.2,-4.5,7.5,14.63,2.4,1009.1,45,1012.4,6.8
430,2017-03-06,-1.5,1.1,-5.0,9.1,15.59,3.0,1002.4,56,1005.7,6.8
431,2017-03-07,-1.0,1.8,-2.7,5.3,13.21,3.3,995.2,60,998.4,8.5
432,2017-03-08,-1.4,1.4,-5.7,5.1,12.25,3.4,995.1,62,998.4,5.0
433,2017-03-09,-0.1,3.4,-3.2,3.9,12.2,3.7,997.0,63,1000.2,9.8
434,2017-03-10,-0.3,1.2,-1.8,0.9,7.21,4.4,1004.3,75,1007.6,9.8
435,2017-03-11,0.5,4.0,-1.8,8.1,17.56,4.5,1016.7,72,1020.0,5.8
436,2017-03-12,0.1,4.0,-4.1,10.9,19.05,3.7,1020.7,60,1024.1,0.8
437,2017-03-13,0.8,5.5,-4.0,10.1,18.07,4.0,1017.9,62,1021.3,3.0
438,2017-03-14,1.2,5.1,-2.0,3.1,12.02,4.0,1013.1,61,1016.4,7.5
439,2017-03-15,0.6,3.8,-3.5,8.4,16.52,4.3,1010.7,68,1014.0,7.3
440,2017-03-16,2.1,3.7,0.9,2.1,8.45,4.8,1010.1,68,1013.4,9.5
441,2017-03-17,2.6,4.5,0.9,5.7,14.81,4.7,1013.4,64,1016.7,7.3
442,2017-03-18,2.8,5.3,0.3,8.7,18.2,4.3,1014.2,57,1017.5,3.5
443,2017-03-19,3.5,5.9,2.0,8.1,17.78,4.3,1014.1,55,1017.4,9.0
444,2017-03-20,4.5,7.4,1.8,10.9,20.38,3.8,1015.2,46,1018.5,1.5
445,2017-03-21,3.8,6.2,1.0,0.0,4.94,4.6,1006.0,58,1009.3,10.0
446,2017-03-22,2.7,5.6,0.3,1.8,10.74,5.0,1004.5,67,1007.8,8.0
447,2017-03-23,0.1,2.6,-1.2,2.2,11.76,5.0,1009.7,82,1013.0,10.0
448,2017-03-24,0.3,2.9,-1.9,3.4,12.3,5.1,1010.9,82,1014.2,9.3
449,2017-03-25,2.1,4.9,0.0,6.2,15.92,5.2,1016.0,73,1019.3,7.0
450,2017-03-26,2.9,7.0,-2.5,10.0,20.47,3.9,1017.1,54,1020.4,4.0
451,2017-03-27,3.4,8.7,-1.9,11.4,20.64,4.0,1012.7,54,1015.9,3.3
452,2017-03-28,2.6,6.5,0.1,4.4,12.16,5.1,1011.7,70,1014.9,5.3
453,2017-03-29,4.8,9.6,-0.4,7.8,15.51,5.2,1013.2,62,1016.4,8.3
454,2017-03-30,2.1,4.3,0.3,0.2,4.24,5.8,1013.2,82,1016.5,10.0
455,2017-03-31,2.2,4.3,-0.5,11.2,22.57,4.6,1016.1,64,1019.4,1.5
456,2017-04-01,2.3,6.6,-2.3,7.3,17.87,4.3,1013.1,61,1016.3,3.3
457,2017-04-02,3.7,7.5,-1.3,7.5,15.1,4.8,1008.5,61,1011.8,4.5
458,2017-04-03,6.2,11.1,1.1,11.6,18.06,5.2,1011.2,56,1014.5,8.5
459,2017-04-04,6.5,10.6,2.3,6.7,15.38,6.8,1018.3,70,1021.5,2.5
460,2017-04-05,8.8,15.4,2.5,11.6,21.27,6.2,1016.9,56,1020.2,0.8
461,2017-04-06,11.4,18.0,5.6,4.5,13.48,7.4,1012.0,56,1015.2,8.5
462,2017-04-07,8.1,11.1,4.1,6.1,14.83,7.2,1009.0,66,1012.2,8.3
463,2017-04-08,5.5,7.5,3.9,0.0,7.53,5.1,1009.2,57,1012.4,10.0
464,2017-04-09,6.5,10.1,4.3,7.0,18.48,4.4,1005.0,47,1008.2,9.3
465,2017-04-10,6.6,10.0,4.0,12.2,24.63,4.1,1013.8,43,1017.0,2.0
466,2017-04-11,6.9,10.9,3.2,6.8,14.02,5.7,1006.4,57,1009.6,7.5
467,2017-04-12,3.4,6.3,1.8,2.1,11.19,4.6,996.5,59,999.7,7.0
468,2017-04-13,1.7,4.4,-2.4,2.1,8.93,3.6,1000.8,53,1004.0,8.5
469,2017-04-14,11.0,17.9,1.2,11.5,25.22,6.1,1001.3,46,1004.4,5.8
470,2017-04-15,14.5,19.0,9.5,9.3,19.99,7.9,999.9,49,1003.0,5.0
471,2017-04-16,12.5,17.5,6.0,8.5,17.4,6.3,1000.8,44,1003.9,2.5
472,2017-04-17,9.1,15.4,3.6,10.9,24.28,5.4,1011.1,48,1014.3,5.0
473,2017-04-18,7.3,10.1,3.1,0.0,3.09,7.9,991.7,78,994.8,10.0
474,2017-04-19,6.0,8.7,2.4,0.9,6.15,7.6,989.9,81,993.1,9.8
475,2017-04-20,4.3,7.2,1.6,2.1,12.48,5.4,1007.4,65,1010.6,10.0
476,2017-04-21,6.8,13.4,3.2,9.5,22.35,5.6,1006.2,58,1009.4,9.3
477,2017-04-22,4.5,6.6,3.0,0.0,5.89,6.9,1005.2,82,1008.5,10.0
478,2017-04-23,5.7,10.0,3.5,7.7,20.51,6.3,1015.2,69,1018.5,6.8
479,2017-04-24,9.3,16.0,1.8,12.1,25.06,5.9,1021.3,53,1024.5,2.5
480,2017-04-25,11.6,20.0,6.8,6.4,17.14,8.3,1015.8,63,1019.0,9.5
481,2017-04-26,10.7,17.6,5.9,5.0,16.93,7.4,1007.4,60,1010.5,6.3
482,2017-04-27,9.2,13.9,5.4,4.5,15.8,6.4,997.8,56,1000.9,7.3
483,2017-04-28,9.8,14.2,5.0,6.1,18.6,7.0,999.7,60,1002.8,8.3
484,2017-04-29,11.4,16.3,6.5,10.3,23.53,7.7,999.7,58,1002.8,5.8
485,2017-04-30,10.8,15.5,7.2,2.9,11.72,7.7,999.1,60,1002.2,5.8
486,2017-05-01,9.2,13.3,6.8,4.2,16.77,7.7,1007.8,67,1011.0,8.8
487,2017-05-02,9.5,14.2,6.9,9.0,23.14,8.3,1018.5,71,1021.7,4.5
488,2017-05-03,15.2,23.6,6.5,11.4,26.1,5.5,1019.0,35,1022.2,2.5
489,2017-05-04,18.1,26.1,8.8,13.4,28.09,6.7,1016.1,34,1019.2,0.0
490,2017-05-05,17.7,24.8,11.9,7.8,20.14,9.4,1009.1,48,1012.2,5.0
491,2017-05-06,14.5,21.8,8.7,3.8,14.2,8.4,1002.4,49,1005.5,8.5
492,2017-05-07,13.0,17.3,8.9,8.7,22.6,5.0,997.7,34,1000.8,4.8
493,2017-05-08,9.7,13.4,6.4,5.5,14.71,6.9,1000.1,58,1003.2,5.3
494,2017-05-09,12.5,19.7,4.2,13.3,27.99,6.9,1011.9,50,1015.0,1.0
495,2017-05-10,13.1,18.5,10.4,5.2,15.99,8.8,1009.1,59,1012.2,9.8
496,2017-05-11,13.1,16.4,11.9,0.0,5.42,12.7,1001.5,85,1004.6,10.0
497,2017-05-12,14.2,19.9,11.2,11.0,27.68,11.7,1010.8,73,1013.9,6.8
498,2017-05-13,11.5,15.5,9.1,6.0,19.33,6.9,1014.0,51,1017.2,10.0
499,2017-05-14,9.8,12.3,8.1,0.5,10.75,6.2,1012.0,52,1015.2,10.0
500,2017-05-15,10.2,13.9,8.0,3.6,17.77,8.7,1009.5,70,1012.7,10.0
501,2017-05-16,11.1,13.9,9.3,0.6,9.28,10.2,1004.4,78,1007.6,10.0
502,2017-05-17,14.2,20.4,8.2,12.8,28.7,10.3,1005.8,65,1008.9,2.8
503,2017-05-18,18.0,25.4,10.5,13.5,28.23,9.5,1008.1,49,1011.2,2.0
504,2017-05-19,19.8,27.7,11.8,13.6,28.69,8.5,1007.9,39,1011.0,4.8
505,2017-05-20,17.2,25.4,13.7,12.6,26.69,11.1,1008.4,57,1011.5,6.5
506,2017-05-21,16.4,23.9,12.6,7.4,19.07,12.1,1010.9,66,1014.0,8.3
507,2017-05-22,14.6,16.9,13.2,0.1,6.03,12.5,1011.9,76,1015.0,10.0
508,2017-05-23,14.6,17.4,12.3,0.0,9.87,10.8,1006.6,65,1009.7,10.0
509,2017-05-24,13.4,16.7,11.2,0.0,6.55,12.3,1005.9,80,1009.0,10.0
510,2017-05-25,14.6,19.4,11.9,6.7,18.99,12.4,1007.1,76,1010.2,9.8
511,2017-05-26,17.1,24.2,11.1,9.2,24.49,12.9,1004.7,67,1007.8,5.5
512,2017-05-27,14.8,17.3,11.0,0.1,4.63,14.5,1004.9,86,1008.0,8.8
513,2017-05-28,13.0,15.7,10.8,1.0,10.95,13.0,1004.2,87,1007.3,10.0
514,2017-05-29,17.9,25.7,9.9,10.9,26.31,12.9,1003.3,65,1006.4,8.0
515,2017-05-30,20.0,26.0,15.3,11.1,26.72,13.7,1002.1,59,1005.2,9.5
516,2017-05-31,17.6,24.0,14.8,9.4,24.42,13.3,1001.1,66,1004.1,7.3
