Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed
367,2017-01-02,-1.0,3.1,-4.2,0.0,1.9,2,1,1.9
368,2017-01-03,-2.4,3.0,-6.0,0.0,6.9,2,1,2.1
369,2017-01-04,-1.4,2.5,-4.4,0.0,3.7,2,3,1.5
370,2017-01-05,-4.2,-0.3,-6.9,0.0,7.1,2,1,3.1
371,2017-01-06,-4.7,0.2,-8.4,0.0,8.5,2,2,2.4
372,2017-01-07,-1.5,4.4,-7.2,0.0,7.5,2,1,2.6
373,2017-01-08,-1.8,1.3,-4.4,0.0,8.7,2,2,2.2
374,2017-01-09,2.6,4.7,-0.7,4.5,0.5,2,3,3.1
375,2017-01-10,-2.7,0.9,-7.2,0.0,5.4,2,3,3.2
376,2017-01-11,-7.4,-5.4,-8.5,0.0,1.2,1,2,3.3
377,2017-01-12,-6.7,-4.8,-8.6,0.0,0.4,2,6,3.9
378,2017-01-13,-8.2,-4.0,-12.0,0.0,5.0,3,1,2.5
379,2017-01-14,-6.6,-1.7,-12.1,0.0,5.1,1,0,1.9
380,2017-01-15,-4.7,0.0,-8.8,0.0,7.1,2,1,2.7
381,2017-01-16,-1.4,3.2,-6.4,0.0,1.3,2,1,2.0
382,2017-01-17,-3.5,2.6,-8.1,0.0,9.0,2,1,2.5
383,2017-01-18,-2.5,1.7,-7.7,0.0,5.9,2,1,1.7
384,2017-01-19,-2.5,0.3,-8.1,2.5,2.7,10,10,2.4
385,2017-01-20,-5.0,0.2,-8.5,0.0,5.7,7,0,2.0
386,2017-01-21,-4.1,-0.7,-6.6,0.0,5.2,6,0,1.8
387,2017-01-22,-2.2,2.9,-9.0,0.0,0.6,7,3,3.3
388,2017-01-23,-4.4,-0.7,-9.5,0.0,5.6,7,2,3.4
389,2017-01-24,-7.9,-4.3,-11.5,0.0,8.9,6,0,2.9
390,2017-01-25,-6.7,-2.0,-12.0,0.0,8.8,6,0,1.8
391,2017-01-26,-3.6,1.1,-8.0,0.0,8.2,6,0,1.9
392,2017-01-27,1.9,7.4,-4.5,0.0,0.2,4,2,5.6
393,2017-01-28,-2.6,-1.1,-3.7,0.0,2.1,2,3,5.6
394,2017-01-29,-2.5,0.7,-5.5,0.0,7.0,2,2,2.1
395,2017-01-30,-3.1,-0.6,-5.6,1.5,0.0,6,7,2.2
396,2017-01-31,-5.3,-1.3,-11.5,0.0,8.2,5,0,2.3
397,2017-02-01,-4.2,1.0,-7.8,6.0,2.6,20,19,2.5
398,2017-02-02,-8.0,-5.4,-10.0,0.0,6.4,18,0,4.3
399,2017-02-03,-7.5,-2.7,-16.5,0.0,5.6,13,0,2.5
400,2017-02-04,-1.5,1.4,-4.2,0.0,3.9,11,1,2.6
401,2017-02-05,-2.7,2.1,-8.4,0.0,8.6,10,1,1.6
402,2017-02-06,0.0,1.9,-3.3,3.0,0.0,13,5,1.5
403,2017-02-07,-3.4,-0.6,-7.4,0.5,8.4,13,3,3.1
404,2017-02-08,-2.1,0.6,-5.5,0.0,1.8,12,1,3.1
405,2017-02-09,-1.2,2.4,-4.6,0.0,6.3,12,1,1.6
406,2017-02-10,-1.6,1.8,-4.3,0.0,4.6,11,1,1.4
407,2017-02-11,-1.0,2.5,-5.4,0.0,8.4,11,1,2.2
408,2017-02-12,1.6,5.8,-1.8,0.0,5.5,10,0,2.9
409,2017-02-13,1.0,6.4,-4.2,0.0,8.8,8,1,2.5
410,2017-02-14,0.4,3.4,-2.3,0.0,9.0,6,1,3.0
411,2017-02-15,0.7,3.9,-2.7,0.0,8.3,2,2,2.3
412,2017-02-16,1.6,7.8,-4.2,0.0,1.6,3,3,1.9
413,2017-02-17,2.1,7.6,-3.1,6.5,0.0,3,4,2.4
414,2017-02-18,-5.0,-2.8,-7.4,0.0,1.4,2,0,4.2
415,2017-02-19,-5.0,-0.8,-9.3,0.0,5.5,2,2,2.8
416,2017-02-20,-3.2,1.3,-7.7,7.0,1.5,16,16,2.4
417,2017-02-21,-5.1,-2.2,-7.9,0.0,9.3,17,2,4.2
418,2017-02-22,-3.8,0.6,-11.0,0.5,4.7,13,3,1.7
419,2017-02-23,0.6,2.5,-1.7,5.5,0.0,13,4,1.8
420,2017-02-24,-1.4,1.3,-3.9,0.0,7.7,10,2,3.5
421,2017-02-25,-1.6,2.8,-8.4,0.0,4.6,9,3,2.7
422,2017-02-26,-2.8,2.6,-5.9,1.5,9.0,14,7,3.1
423,2017-02-27,-5.7,-0.7,-11.7,0.0,10.7,10,0,2.5
424,2017-02-28,-3.6,1.5,-9.2,0.0,10.7,10,0,2.7
425,2017-03-01,0.5,5.3,-4.7,0.0,3.8,8,1,1.9
426,2017-03-02,2.7,6.7,-0.7,0.0,6.3,7,2,2.4
427,2017-03-03,1.1,5.5,-3.5,0.0,8.7,2,1,4.6
428,2017-03-04,-1.9,1.1,-6.7,0.0,6.2,2,3,3.1
429,2017-03-05,-1.5,1.6,-7.0,0.0,10.2,2,2,3.6
430,2017-03-06,-1.1,1.7,-3.9,4.5,6.6,19,19,2.0
431,2017-03-07,-1.3,1.2,-4.2,0.5,8.1,18,3,3.0
432,2017-03-08,-1.8,2.1,-7.6,0.0,8.9,8,4,2.3
433,2017-03-09,-0.4,3.2,-3.8,0.5,5.4,2,2,2.3
434,2017-03-10,-0.3,2.6,-3.6,0.5,5.3,3,2,2.3
435,2017-03-11,-0.2,5.4,-5.7,0.0,9.2,1,3,2.2
436,2017-03-12,-0.9,2.8,-4.8,0.0,9.4,1,2,1.9
437,2017-03-13,-0.8,2.7,-4.1,0.0,10.5,1,3,2.1
438,2017-03-14,0.0,3.4,-3.3,0.0,3.8,1,1,2.4
439,2017-03-15,-0.5,2.0,-4.3,0.0,10.3,1,2,2.2
440,2017-03-16,1.8,4.9,-0.9,0.0,4.8,1,1,4.2
441,2017-03-17,2.7,7.5,-0.6,0.0,11.0,1,2,3.6
442,2017-03-18,2.1,5.5,-0.4,0.0,10.5,1,1,3.8
443,2017-03-19,3.5,8.6,0.1,0.0,10.4,1,1,4.2
444,2017-03-20,3.1,7.4,-1.5,0.0,10.6,0,0,3.2
445,2017-03-21,2.6,6.8,-1.6,3.5,0.0,1,3,2.7
446,2017-03-22,2.2,5.3,-0.8,3.0,5.0,1,3,2.5
447,2017-03-23,1.0,5.2,-2.9,0.0,10.0,1,1,3.3
448,2017-03-24,0.0,4.2,-4.7,0.0,8.5,1,1,3.0
449,2017-03-25,2.3,6.9,-1.2,0.0,7.4,1,1,3.1
450,2017-03-26,0.9,5.3,-2.8,0.0,11.4,1,2,2.1
451,2017-03-27,0.9,4.8,-3.3,0.0,9.6,1,3,1.7
452,2017-03-28,0.3,4.2,-4.1,0.0,7.6,1,4,1.8
453,2017-03-29,1.8,6.8,-3.0,0.0,7.9,1,4,1.4
454,2017-03-30,0.8,3.2,-0.8,19.0,0.0,5,8,1.1
455,2017-03-31,0.8,3.3,-1.3,0.0,4.4,6,1,1.4
456,2017-04-01,0.3,3.3,-3.0,0.0,10.0,0,0,1.8
457,2017-04-02,1.4,4.8,-3.1,0.0,11.3,1,3,1.7
458,2017-04-03,4.0,7.8,-0.1,0.0,7.8,1,2,1.8
459,2017-04-04,4.4,10.2,-1.0,0.0,11.5,1,1,2.3
460,2017-04-05,6.0,11.1,0.3,0.0,11.3,1,2,2.1
461,2017-04-06,8.3,16.0,2.7,4.0,7.4,1,5,2.0
462,2017-04-07,9.1,14.0,4.5,8.0,4.7,1,4,3.1
463,2017-04-08,4.4,7.4,0.4,0.0,0.1,0,0,3.3
464,2017-04-09,6.3,11.1,1.9,0.0,8.2,1,1,3.4
465,2017-04-10,5.4,11.3,0.3,0.0,11.7,0,0,3.6
466,2017-04-11,5.9,10.9,-0.5,7.5,5.3,0,0,5.3
467,2017-04-12,3.4,6.0,1.0,16.0,3.4,1,2,3.8
468,2017-04-13,1.3,3.7,-1.8,0.0,6.6,0,0,4.4
469,2017-04-14,6.7,11.7,-2.1,0.0,8.5,1,1,2.4
470,2017-04-15,8.7,10.8,7.7,0.0,0.0,1,2,1.8
471,2017-04-16,9.5,13.5,5.1,0.0,8.3,1,2,2.8
472,2017-04-17,7.0,10.9,0.6,0.0,10.7,1,1,2.6
473,2017-04-18,8.1,11.5,5.4,15.5,0.0,1,1,4.9
474,2017-04-19,6.8,11.9,3.3,1.0,3.1,1,5,2.8
475,2017-04-20,4.6,7.7,1.9,0.0,6.6,1,4,4.8
476,2017-04-21,3.6,6.7,-0.4,0.0,11.2,1,2,1.9
477,2017-04-22,4.4,6.2,2.5,8.5,0.0,1,3,2.0
478,2017-04-23,3.3,5.8,2.5,1.5,0.8,1,4,2.1
479,2017-04-24,3.9,6.7,1.4,0.0,11.1,1,3,1.8
480,2017-04-25,8.2,14.1,3.3,7.5,9.0,1,3,2.7
481,2017-04-26,8.3,11.6,5.7,0.0,0.7,1,1,1.4
482,2017-04-27,7.0,10.3,4.1,0.5,8.4,1,2,1.9
483,2017-04-28,7.5,10.8,2.8,2.5,10.6,1,5,1.8
484,2017-04-29,9.0,11.8,5.4,2.5,8.1,1,2,1.9
485,2017-04-30,9.8,15.3,3.3,0.0,6.5,1,3,3.4
486,2017-05-01,9.4,15.4,4.0,0.0,10.4,0,0,2.7
487,2017-05-02,9.4,15.4,3.6,0.0,12.7,0,0,2.9
488,2017-05-03,10.2,17.4,3.4,0.0,12.1,0,0,2.1
489,2017-05-04,11.7,18.5,4.1,0.0,12.8,0,0,1.9
490,2017-05-05,12.7,20.3,7.9,0.0,10.9,0,0,1.9
491,2017-05-06,11.0,17.2,3.0,0.0,0.0,0,0,1.8
492,2017-05-07,8.5,12.3,2.4,0.5,7.5,0,0,2.3
493,2017-05-08,8.9,13.2,4.0,4.0,7.2,0,0,3.2
494,2017-05-09,7.8,13.4,1.1,0.0,13.0,0,0,2.2
495,2017-05-10,11.7,16.2,5.9,11.0,2.5,0,0,3.7
496,2017-05-11,10.1,12.3,8.2,14.0,0.0,0,0,1.3
497,2017-05-12,9.4,13.3,6.3,0.5,6.7,0,0,2.3
498,2017-05-13,6.5,9.6,4.7,0.0,0.7,0,0,3.3
499,2017-05-14,6.9,9.9,4.5,0.0,8.2,0,0,3.9
500,2017-05-15,8.6,11.4,5.4,4.0,0.0,0,0,3.2
501,2017-05-16,8.9,12.5,6.2,12.5,0.0,0,0,1.7
502,2017-05-17,9.3,14.6,6.0,0.0,10.6,0,0,2.0
503,2017-05-18,10.4,15.8,5.3,0.0,13.4,0,0,1.4
504,2017-05-19,12.2,16.7,6.9,0.0,13.4,0,0,1.8
505,2017-05-20,13.8,18.0,9.0,0.0,12.8,0,0,2.0
506,2017-05-21,12.6,18.3,9.8,0.0,11.5,0,0,1.9
507,2017-05-22,11.9,14.7,9.9,0.0,5.1,0,0,1.7
508,2017-05-23,11.6,16.1,8.4,0.0,1.9,0,0,2.4
509,2017-05-24,11.2,13.4,8.5,2.0,0.1,0,0,1.2
510,2017-05-25,12.2,15.4,9.2,2.5,3.1,0,0,1.3
511,2017-05-26,11.1,13.5,8.7,0.0,4.6,0,0,1.5
512,2017-05-27,10.8,14.1,8.2,23.5,0.0,0,0,1.5
513,2017-05-28,9.9,13.4,7.9,1.5,0.7,0,0,1.3
514,2017-05-29,14.0,18.9,7.8,0.0,13.5,0,0,1.5
515,2017-05-30,14.5,19.0,11.8,0.0,6.9,0,0,1.7
516,2017-05-31,15.5,19.5,10.1,0.0,11.0,0,0,1.7
