Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
337,2016-12-03,11.3,18.3,5.7,2.1,9.1,1023.5,68,1025.6
338,2016-12-04,12.5,17.4,7.2,1.7,12.0,1017.8,81,1019.9
339,2016-12-05,13.8,18.8,10.5,1.9,12.6,1012.1,81,1014.2
340,2016-12-06,12.1,18.1,6.0,3.6,7.1,1013.4,52,1015.4
341,2016-12-07,8.1,14.4,3.1,2.0,6.9,1016.8,65,1018.9
342,2016-12-08,9.5,14.7,5.1,2.0,7.3,1016.1,63,1018.2
343,2016-12-09,12.1,18.3,6.2,2.7,7.9,1012.0,58,1014.0
344,2016-12-10,8.8,13.7,3.2,2.5,5.8,1016.1,53,1018.2
345,2016-12-11,6.8,13.8,2.5,1.9,6.0,1020.2,63,1022.3
346,2016-12-12,7.5,14.0,1.4,1.8,6.4,1023.5,62,1025.7
347,2016-12-13,11.1,12.7,8.2,0.9,12.5,1013.2,94,1015.2
348,2016-12-14,9.6,14.6,3.3,2.0,8.4,1004.3,70,1006.4
349,2016-12-15,6.4,11.4,1.4,1.7,6.3,1012.4,68,1014.5
350,2016-12-16,5.5,9.5,0.7,2.5,4.8,1014.3,55,1016.4
351,2016-12-17,6.2,13.8,0.2,2.0,5.6,1023.7,61,1025.8
352,2016-12-18,8.7,15.9,3.3,1.9,7.2,1027.1,66,1029.2
353,2016-12-19,9.7,16.6,5.1,2.2,7.7,1024.5,66,1026.6
354,2016-12-20,10.7,15.1,7.4,1.5,9.8,1024.0,76,1026.1
355,2016-12-21,11.8,17.5,7.1,1.9,11.1,1027.1,81,1029.2
356,2016-12-22,15.4,20.6,9.9,1.9,15.7,1012.6,88,1014.7
357,2016-12-23,13.0,18.5,8.7,5.4,7.8,1006.6,51,1008.6
358,2016-12-24,9.3,13.3,6.1,2.5,6.0,1020.5,53,1022.6
359,2016-12-25,8.3,14.3,4.4,1.8,7.0,1027.2,65,1029.3
360,2016-12-26,10.0,14.3,5.4,1.5,9.0,1021.6,73,1023.7
361,2016-12-27,13.1,18.2,7.0,2.7,11.6,1003.8,76,1005.8
362,2016-12-28,5.1,8.9,1.6,2.7,5.0,1019.9,58,1022.0
363,2016-12-29,7.5,13.3,2.4,2.4,6.3,1018.8,62,1020.9
364,2016-12-30,6.9,12.4,2.4,2.3,5.0,1023.7,53,1025.8
365,2016-12-31,6.2,13.4,1.0,2.0,6.0,1024.1,65,1026.2
366,2017-01-01,7.8,14.8,2.3,2.1,6.3,1023.3,62,1025.5
367,2017-01-02,8.4,16.0,3.5,1.7,7.3,1017.6,67,1019.7
368,2017-01-03,9.2,16.0,4.0,2.4,6.5,1015.3,58,1017.4
369,2017-01-04,9.2,16.4,3.5,2.3,6.5,1015.7,58,1017.8
370,2017-01-05,6.7,11.7,2.4,2.5,4.7,1018.8,50,1020.9
371,2017-01-06,5.8,11.8,2.4,1.8,5.2,1021.3,58,1023.4
372,2017-01-07,7.0,13.1,1.2,2.1,7.3,1019.3,73,1021.5
373,2017-01-08,7.3,9.0,5.4,2.0,8.9,1007.4,87,1009.5
374,2017-01-09,9.8,14.8,4.8,2.9,7.7,1003.9,65,1005.9
375,2017-01-10,8.5,14.2,3.7,2.2,6.5,1011.6,61,1013.7
376,2017-01-11,6.8,12.4,1.9,2.9,4.8,1012.9,50,1015.0
377,2017-01-12,7.0,10.9,1.8,3.7,4.2,1009.6,43,1011.7
378,2017-01-13,7.4,11.3,3.6,4.5,4.4,1005.7,43,1007.8
379,2017-01-14,4.4,7.3,-0.2,4.2,3.5,1005.6,42,1007.7
380,2017-01-15,2.8,5.9,0.3,3.3,3.5,1012.4,46,1014.5
381,2017-01-16,3.7,8.1,0.9,2.4,4.6,1015.6,59,1017.7
382,2017-01-17,5.7,10.5,1.3,2.8,4.0,1024.2,45,1026.3
383,2017-01-18,5.3,11.1,0.0,2.0,5.5,1025.6,61,1027.7
384,2017-01-19,7.0,11.9,2.4,1.5,6.5,1017.6,65,1019.7
385,2017-01-20,6.0,9.4,2.0,2.8,6.4,1007.9,67,1010.0
386,2017-01-21,6.6,11.0,3.1,3.3,3.9,1017.6,41,1019.7
387,2017-01-22,6.3,13.3,1.6,3.7,4.5,1014.4,48,1016.5
388,2017-01-23,3.4,8.0,-0.4,4.2,3.8,1015.8,50,1017.9
389,2017-01-24,2.7,8.3,-2.2,2.4,3.9,1022.1,55,1024.2
390,2017-01-25,3.1,9.6,-1.9,2.0,3.6,1026.4,50,1028.6
391,2017-01-26,3.8,10.7,-1.4,2.3,4.4,1026.4,56,1028.6
392,2017-01-27,8.6,18.2,0.4,2.1,6.4,1021.3,59,1023.4
393,2017-01-28,8.2,13.5,3.0,2.4,7.3,1022.4,68,1024.6
394,2017-01-29,9.4,14.3,3.7,1.8,9.5,1018.2,79,1020.3
395,2017-01-30,11.5,16.7,7.4,3.9,9.2,1007.3,68,1009.4
396,2017-01-31,5.4,10.2,0.9,2.5,4.2,1019.5,48,1021.7
397,2017-02-01,6.7,13.2,0.4,3.1,4.8,1015.9,50,1018.0
398,2017-02-02,6.5,11.4,3.2,3.0,4.2,1016.6,45,1018.7
399,2017-02-03,7.7,13.3,3.0,2.9,4.6,1017.7,45,1019.8
400,2017-02-04,7.6,14.9,1.4,2.3,6.1,1018.1,59,1020.2
401,2017-02-05,8.1,9.6,4.6,1.0,9.3,1009.0,85,1011.1
402,2017-02-06,8.7,12.2,4.6,5.1,5.8,1005.7,53,1007.8
403,2017-02-07,5.5,9.1,2.1,3.6,3.4,1014.7,38,1016.8
404,2017-02-08,5.4,11.6,-0.6,1.9,4.7,1013.8,53,1015.9
405,2017-02-09,4.5,6.1,2.9,1.3,6.7,1002.2,80,1004.3
406,2017-02-10,4.7,8.4,1.2,6.3,3.9,1001.8,46,1003.9
407,2017-02-11,3.5,8.1,0.1,4.9,4.0,1011.3,52,1013.5
408,2017-02-12,3.6,9.8,-0.5,3.3,4.3,1019.1,57,1021.3
409,2017-02-13,4.7,11.8,-1.4,2.3,4.5,1023.3,56,1025.4
410,2017-02-14,4.6,10.9,-0.5,2.2,4.7,1024.0,57,1026.1
411,2017-02-15,5.3,12.3,-0.6,2.1,4.8,1025.8,56,1027.9
412,2017-02-16,7.9,14.8,1.0,2.2,6.2,1023.3,60,1025.4
413,2017-02-17,14.8,22.1,7.4,3.1,10.8,1013.6,67,1015.7
414,2017-02-18,11.4,17.5,7.2,3.5,8.1,1010.6,60,1012.7
415,2017-02-19,7.1,11.9,2.8,2.8,5.1,1015.9,52,1018.0
416,2017-02-20,12.1,21.9,3.8,4.6,9.2,1004.8,64,1006.8
417,2017-02-21,6.0,10.3,1.3,4.2,3.5,1020.0,38,1022.2
418,2017-02-22,7.4,14.1,0.3,2.3,6.1,1020.9,58,1023.1
419,2017-02-23,14.1,19.5,8.4,3.1,10.7,1003.0,68,1005.0
420,2017-02-24,7.8,12.5,2.6,3.4,4.2,1013.6,41,1015.7
421,2017-02-25,6.2,12.5,0.9,2.3,5.2,1017.0,57,1019.1
422,2017-02-26,7.7,14.0,1.9,2.3,5.4,1018.3,53,1020.4
423,2017-02-27,8.0,13.9,2.2,2.1,5.4,1020.3,52,1022.4
424,2017-02-28,7.3,12.2,2.7,2.3,6.9,1021.5,68,1023.6
425,2017-03-01,7.3,11.4,3.0,1.6,8.5,1017.9,83,1020.0
426,2017-03-02,8.4,11.3,6.3,1.3,9.9,1005.4,90,1007.5
427,2017-03-03,8.8,14.2,3.3,3.1,5.7,1012.4,53,1014.5
428,2017-03-04,9.0,15.4,3.1,2.4,6.8,1016.6,60,1018.7
429,2017-03-05,10.8,15.5,5.2,2.3,9.1,1013.6,71,1015.6
430,2017-03-06,9.8,12.5,6.5,1.3,10.0,1004.9,82,1007.0
431,2017-03-07,8.1,12.7,3.8,4.5,4.3,1005.1,41,1007.2
432,2017-03-08,6.6,12.7,0.6,3.6,3.5,1007.2,37,1009.3
433,2017-03-09,6.8,13.5,0.5,2.5,4.4,1008.4,46,1010.5
434,2017-03-10,8.9,15.3,2.6,3.6,4.7,1011.9,44,1014.0
435,2017-03-11,7.2,13.5,1.9,2.7,4.7,1018.6,50,1020.7
436,2017-03-12,7.3,13.0,1.5,2.6,6.2,1020.0,60,1022.1
437,2017-03-13,9.4,12.1,6.3,1.3,9.4,1014.7,80,1016.8
438,2017-03-14,10.1,15.1,6.7,2.8,7.0,1007.1,58,1009.1
439,2017-03-15,8.6,12.3,5.4,4.8,5.1,1008.8,46,1010.9
440,2017-03-16,8.8,16.2,2.4,2.1,4.9,1015.2,46,1017.3
441,2017-03-17,8.6,15.3,2.4,2.2,4.7,1017.8,45,1019.9
442,2017-03-18,9.0,16.3,2.2,2.3,5.1,1020.8,46,1022.9
443,2017-03-19,11.4,18.7,4.6,2.2,5.3,1020.4,41,1022.4
444,2017-03-20,11.4,18.1,5.1,2.5,6.0,1019.2,46,1021.3
445,2017-03-21,10.3,13.3,7.9,1.9,10.0,1005.8,80,1007.9
446,2017-03-22,10.1,14.8,5.9,3.4,4.9,1013.8,41,1015.9
447,2017-03-23,9.8,14.8,5.4,1.7,6.0,1015.8,51,1017.9
448,2017-03-24,9.3,14.7,4.8,3.3,4.4,1015.9,40,1018.0
449,2017-03-25,8.6,13.5,4.2,2.1,5.8,1017.2,52,1019.3
450,2017-03-26,9.1,10.4,8.1,1.0,10.1,1013.3,87,1015.4
451,2017-03-27,9.8,15.7,5.2,3.0,6.9,1010.1,61,1012.2
452,2017-03-28,9.7,16.2,3.7,2.2,6.1,1017.6,53,1019.7
453,2017-03-29,10.3,16.5,5.3,2.3,7.3,1020.9,60,1023.0
454,2017-03-30,12.3,17.1,7.6,2.3,11.0,1017.2,77,1019.3
455,2017-03-31,9.2,14.6,6.7,1.7,8.4,1013.7,75,1015.8
456,2017-04-01,7.8,10.3,4.7,1.6,9.3,1009.9,88,1012.0
457,2017-04-02,8.3,14.3,3.3,2.2,8.2,1011.4,77,1013.4
458,2017-04-03,10.8,18.1,3.3,2.7,7.1,1016.0,58,1018.0
459,2017-04-04,12.9,19.3,6.3,2.8,6.9,1022.7,48,1024.8
460,2017-04-05,12.8,17.8,6.3,2.2,10.5,1025.1,71,1027.2
461,2017-04-06,14.9,21.4,10.1,1.9,13.9,1020.3,82,1022.4
462,2017-04-07,17.0,20.3,14.1,1.2,17.7,1013.6,92,1015.6
463,2017-04-08,18.0,19.8,16.4,0.8,19.7,1009.6,95,1011.6
464,2017-04-09,17.9,23.0,12.4,2.1,15.4,1005.8,75,1007.9
465,2017-04-10,11.4,13.4,10.4,1.7,11.4,1015.9,84,1018.0
466,2017-04-11,12.8,13.7,11.0,3.6,13.6,1001.9,92,1003.9
467,2017-04-12,14.8,21.5,9.2,2.7,9.4,1004.4,59,1006.4
468,2017-04-13,12.5,18.8,5.9,2.7,7.3,1013.9,51,1015.9
469,2017-04-14,13.9,19.3,7.4,2.6,10.0,1016.4,62,1018.5
470,2017-04-15,18.1,26.9,11.8,2.5,12.4,1014.1,62,1016.2
471,2017-04-16,17.4,21.6,12.7,2.1,15.3,1014.4,77,1016.5
472,2017-04-17,16.6,21.5,13.2,2.0,16.0,1007.7,84,1009.7
473,2017-04-18,18.6,23.0,12.4,2.2,14.9,995.1,71,997.1
474,2017-04-19,17.6,25.0,11.1,3.7,8.6,1002.2,49,1004.2
475,2017-04-20,14.5,19.0,8.7,2.0,9.0,1010.6,55,1012.6
476,2017-04-21,15.3,18.0,12.8,1.8,12.2,1006.4,71,1008.4
477,2017-04-22,15.0,19.7,9.2,2.1,9.6,1006.3,58,1008.4
478,2017-04-23,13.9,20.7,6.6,3.2,7.9,1014.8,51,1016.8
479,2017-04-24,14.8,20.3,10.7,2.2,13.1,1023.4,78,1025.5
480,2017-04-25,15.3,18.5,11.7,1.6,13.0,1023.5,75,1025.5
481,2017-04-26,15.5,20.1,13.2,1.3,14.0,1013.7,80,1015.7
482,2017-04-27,16.5,22.1,11.8,2.7,8.8,1004.8,51,1006.8
483,2017-04-28,15.3,21.6,8.8,2.6,7.8,1006.2,47,1008.3
484,2017-04-29,15.9,24.5,9.8,2.4,9.4,1005.5,53,1007.6
485,2017-04-30,17.2,23.3,9.3,2.2,11.1,1009.5,57,1011.5
486,2017-05-01,18.9,25.1,12.6,2.2,11.6,1011.4,53,1013.5
487,2017-05-02,16.3,21.5,9.4,2.8,9.6,1020.8,53,1022.8
488,2017-05-03,16.9,20.6,13.7,2.4,13.6,1025.0,72,1027.0
489,2017-05-04,16.2,18.7,14.1,1.7,15.9,1020.8,86,1022.9
490,2017-05-05,18.4,22.0,15.7,2.5,17.3,1014.9,83,1016.9
491,2017-05-06,20.4,26.1,15.0,1.9,19.4,1010.1,82,1012.1
492,2017-05-07,19.6,25.3,14.8,2.2,13.1,1009.0,59,1011.0
493,2017-05-08,19.4,24.1,12.8,2.4,11.8,1010.3,52,1012.3
494,2017-05-09,18.0,23.8,13.7,1.8,13.7,1015.0,68,1017.0
495,2017-05-10,16.1,18.4,14.0,1.1,17.1,1009.9,94,1011.9
496,2017-05-11,19.3,24.4,14.6,2.1,15.4,1010.4,71,1012.4
497,2017-05-12,20.4,26.4,14.0,2.3,15.7,1011.7,67,1013.7
498,2017-05-13,17.4,19.8,14.9,1.3,18.3,1004.7,92,1006.7
499,2017-05-14,19.0,22.7,14.9,2.5,18.2,1008.0,83,1010.0
500,2017-05-15,19.2,23.4,15.0,2.2,18.0,1007.8,80,1009.8
501,2017-05-16,18.3,21.7,14.2,1.9,13.7,1007.4,66,1009.4
502,2017-05-17,18.1,22.3,14.3,2.3,13.0,1007.3,64,1009.3
503,2017-05-18,18.4,23.0,14.0,3.0,15.9,1012.5,76,1014.5
504,2017-05-19,18.9,23.7,13.1,3.1,16.0,1014.9,73,1017.0
505,2017-05-20,20.1,25.0,13.9,2.6,15.7,1014.2,67,1016.2
506,2017-05-21,21.1,25.4,16.4,2.2,17.3,1014.1,70,1016.1
507,2017-05-22,21.0,27.1,15.6,2.9,17.4,1013.7,71,1015.7
508,2017-05-23,20.8,25.3,15.6,2.9,17.5,1011.0,72,1013.0
509,2017-05-24,20.9,24.7,17.8,1.9,19.4,1007.4,79,1009.4
510,2017-05-25,19.5,20.5,18.4,1.0,20.5,1004.4,91,1006.4
511,2017-05-26,20.3,24.0,18.0,2.2,21.0,1001.8,88,1003.8
512,2017-05-27,19.7,25.5,14.2,2.5,14.8,1007.4,67,1009.4
513,2017-05-28,19.9,25.1,13.7,3.0,14.3,1010.6,63,1012.6
514,2017-05-29,21.2,27.5,15.7,3.0,15.6,1011.1,62,1013.1
515,2017-05-30,22.0,26.3,16.8,2.1,20.0,1009.0,76,1011.0
516,2017-05-31,22.7,27.3,19.1,2.4,20.9,1004.4,76,1006.3
