Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,avg_wind_speed,avg_local_pressure,avg_sea_pressure
393,2017-01-28,0.6,1.7,-0.8,7.5,1015.8,1024.4
394,2017-01-29,0.6,2.0,-1.3,1.5,1011.9,1020.4
395,2017-01-30,-0.1,1.9,-2.3,5.4,998.8,1007.3
396,2017-01-31,-1.4,0.3,-3.3,5.9,1011.3,1019.9
397,2017-02-01,-1.0,2.3,-5.4,6.4,1003.4,1012.0
398,2017-02-02,-4.0,-1.8,-7.1,9.9,1002.5,1011.2
399,2017-02-03,-0.6,1.6,-3.5,6.2,1007.4,1015.9
400,2017-02-04,3.0,5.1,1.2,3.9,1009.1,1017.6
401,2017-02-05,3.4,6.8,-0.5,2.7,1002.0,1010.5
402,2017-02-06,2.4,5.7,0.8,5.8,990.3,998.6
403,2017-02-07,-0.8,2.3,-3.4,7.4,1001.1,1009.6
404,2017-02-08,-0.4,0.7,-3.0,4.5,1004.5,1013.1
405,2017-02-09,0.6,3.1,-1.5,2.3,996.3,1004.7
406,2017-02-10,0.4,1.8,-0.8,2.6,989.6,998.0
407,2017-02-11,0.5,4.3,-2.4,4.1,994.8,1003.2
408,2017-02-12,2.4,3.8,0.8,9.1,1005.1,1013.6
409,2017-02-13,2.3,3.4,0.4,5.5,1012.8,1021.3
410,2017-02-14,2.0,3.1,0.6,4.9,1014.2,1022.8
411,2017-02-15,2.1,3.4,0.0,3.9,1015.3,1023.9
412,2017-02-16,6.7,9.3,2.2,5.9,1009.5,1017.9
413,2017-02-17,4.1,9.0,-1.2,6.3,1000.6,1008.9
414,2017-02-18,-3.1,0.0,-4.6,6.1,1006.1,1014.7
415,2017-02-19,-2.4,0.6,-5.0,5.4,1006.6,1015.2
416,2017-02-20,1.4,5.7,-1.3,4.7,991.8,1000.1
417,2017-02-21,-1.6,0.8,-3.3,9.2,1008.6,1017.3
418,2017-02-22,1.0,2.8,-0.9,3.5,1012.8,1021.4
419,2017-02-23,2.1,4.8,0.0,3.8,994.1,1002.5
420,2017-02-24,-0.8,1.1,-2.2,6.6,1003.7,1012.3
421,2017-02-25,0.5,3.5,-2.0,4.7,1006.5,1015.1
422,2017-02-26,0.3,3.3,-2.0,5.0,1010.7,1019.3
423,2017-02-27,-2.1,0.1,-4.0,2.8,1019.6,1028.3
424,2017-02-28,-0.6,4.0,-4.4,2.2,1018.2,1026.9
425,2017-03-01,2.2,6.0,-1.5,3.5,1012.1,1020.6
426,2017-03-02,3.6,8.0,-0.5,2.4,1000.1,1008.5
427,2017-03-03,1.8,4.8,0.2,6.5,1002.9,1011.3
428,2017-03-04,1.4,3.9,0.1,3.7,1007.3,1015.8
429,2017-03-05,1.7,4.7,-1.1,2.6,1007.5,1016.0
430,2017-03-06,0.3,2.0,-0.9,4.5,996.8,1005.3
431,2017-03-07,-0.9,1.4,-3.1,5.9,994.2,1002.7
432,2017-03-08,0.3,3.0,-3.2,5.2,993.7,1002.1
433,2017-03-09,2.1,4.0,-0.6,5.7,995.2,1003.6
434,2017-03-10,0.7,2.4,-1.3,5.1,1001.4,1009.9
435,2017-03-11,1.7,5.2,-0.9,3.1,1012.5,1021.1
436,2017-03-12,1.7,5.9,-1.7,1.9,1015.1,1023.7
437,2017-03-13,3.2,7.4,-1.7,2.2,1009.4,1017.8
438,2017-03-14,3.3,5.4,1.3,1.8,1002.8,1011.3
439,2017-03-15,2.6,5.1,0.6,3.4,1003.5,1011.9
440,2017-03-16,4.3,7.4,2.0,4.7,1007.2,1015.6
441,2017-03-17,3.9,8.1,0.5,3.1,1009.6,1018.1
442,2017-03-18,4.1,7.8,-0.8,3.4,1010.8,1019.3
443,2017-03-19,4.5,9.2,-0.8,3.0,1011.8,1020.2
444,2017-03-20,5.3,9.8,-0.5,3.0,1012.5,1020.9
445,2017-03-21,6.1,10.5,2.1,2.8,1000.5,1008.9
446,2017-03-22,5.1,9.1,2.0,6.3,1003.5,1011.9
447,2017-03-23,1.8,4.3,-0.7,4.2,1007.3,1015.8
448,2017-03-24,1.5,4.5,-0.5,4.7,1007.7,1016.2
449,2017-03-25,3.3,8.1,0.5,3.7,1012.6,1021.1
450,2017-03-26,3.4,7.2,0.7,2.5,1011.4,1019.9
451,2017-03-27,4.0,8.8,0.6,2.6,1005.7,1014.1
452,2017-03-28,4.4,8.4,0.7,3.3,1009.1,1017.6
453,2017-03-29,7.4,10.4,3.7,4.7,1011.2,1019.5
454,2017-03-30,7.0,10.1,3.5,4.3,1007.0,1015.3
455,2017-03-31,3.8,7.7,0.7,3.5,1010.4,1018.9
456,2017-04-01,3.4,8.0,-0.3,2.3,1006.9,1015.4
457,2017-04-02,5.1,10.2,-0.6,2.5,1005.8,1014.2
458,2017-04-03,6.7,11.6,3.7,3.5,1007.3,1015.6
459,2017-04-04,7.1,12.3,2.1,3.3,1015.8,1024.2
460,2017-04-05,11.7,15.7,6.8,6.2,1014.7,1022.9
461,2017-04-06,13.3,20.2,10.3,5.7,1009.0,1017.1
462,2017-04-07,8.7,11.1,5.0,3.3,1006.0,1014.3
463,2017-04-08,9.6,17.1,4.6,2.1,1002.8,1011.0
464,2017-04-09,7.7,10.0,6.3,4.6,1003.1,1011.4
465,2017-04-10,6.5,12.9,0.8,2.3,1011.1,1019.5
466,2017-04-11,8.0,13.7,2.2,1.8,998.6,1006.9
467,2017-04-12,5.7,7.8,4.2,5.4,995.4,1003.6
468,2017-04-13,5.3,8.2,0.8,7.5,1002.7,1011.1
469,2017-04-14,11.2,13.9,7.7,7.9,1002.9,1011.1
470,2017-04-15,11.0,12.2,9.9,7.0,1000.4,1008.6
471,2017-04-16,11.5,14.6,8.2,6.8,1001.0,1009.1
472,2017-04-17,11.2,17.4,5.2,2.4,1004.3,1012.5
473,2017-04-18,10.7,19.7,6.2,8.2,982.5,990.5
474,2017-04-19,7.3,11.4,4.5,6.7,987.6,995.7
475,2017-04-20,6.0,9.9,3.9,3.8,1005.2,1013.5
476,2017-04-21,8.9,14.0,3.5,2.4,999.8,1008.0
477,2017-04-22,6.6,9.5,5.3,4.2,1001.3,1009.6
478,2017-04-23,7.0,10.6,3.0,4.3,1010.9,1019.3
479,2017-04-24,8.8,16.1,2.1,1.8,1016.3,1024.7
480,2017-04-25,14.0,18.8,7.1,5.1,1012.2,1020.3
481,2017-04-26,9.6,11.6,5.9,2.7,1004.5,1012.7
482,2017-04-27,8.9,13.5,4.9,4.0,997.0,1005.2
483,2017-04-28,11.2,14.9,7.7,5.4,997.0,1005.1
484,2017-04-29,12.2,15.7,8.9,4.3,996.6,1004.7
485,2017-04-30,13.4,19.8,10.1,7.0,996.7,1004.7
486,2017-05-01,11.0,16.3,6.3,2.7,1005.1,1013.3
487,2017-05-02,10.5,15.0,6.1,2.9,1015.6,1023.9
488,2017-05-03,13.0,18.6,8.5,3.7,1017.4,1025.6
489,2017-05-04,15.8,23.4,8.6,2.1,1013.2,1021.3
490,2017-05-05,16.4,21.5,10.4,3.7,1006.2,1014.2
491,2017-05-06,13.6,18.8,8.3,4.8,1000.7,1008.7
492,2017-05-07,12.9,16.3,10.5,5.7,997.6,1005.7
493,2017-05-08,11.3,15.2,7.1,4.3,999.8,1008.0
494,2017-05-09,11.1,16.9,6.4,2.4,1009.3,1017.5
495,2017-05-10,13.6,18.2,8.4,2.0,1001.7,1009.8
496,2017-05-11,11.8,15.4,9.5,4.2,998.8,1007.0
497,2017-05-12,13.4,18.4,10.1,2.3,1005.9,1014.0
498,2017-05-13,14.1,18.2,11.6,1.9,1003.0,1011.1
499,2017-05-14,15.4,19.0,12.5,1.8,1001.2,1009.2
500,2017-05-15,15.2,19.4,11.9,2.5,1000.6,1008.7
501,2017-05-16,11.0,13.8,9.4,3.5,1000.5,1008.7
502,2017-05-17,11.1,16.4,7.5,2.1,1003.9,1012.1
503,2017-05-18,13.2,18.6,7.4,2.5,1007.8,1015.9
504,2017-05-19,16.2,20.0,10.9,4.6,1007.1,1015.1
505,2017-05-20,19.2,23.1,15.8,6.8,1005.3,1013.3
506,2017-05-21,19.9,23.2,17.0,5.4,1006.1,1014.0
507,2017-05-22,18.6,22.9,12.6,3.8,1005.9,1013.9
508,2017-05-23,16.9,23.0,12.3,2.6,1002.6,1010.6
509,2017-05-24,15.0,19.2,13.3,1.8,1001.3,1009.4
510,2017-05-25,16.7,22.2,12.5,1.3,999.4,1007.3
511,2017-05-26,19.0,23.5,12.8,1.5,996.0,1003.9
512,2017-05-27,15.1,19.3,12.8,3.4,999.3,1007.4
513,2017-05-28,14.4,17.6,13.1,3.8,1002.6,1010.6
514,2017-05-29,18.1,21.0,14.3,5.8,1002.4,1010.3
515,2017-05-30,18.2,21.4,17.1,5.5,999.5,1007.4
516,2017-05-31,19.4,23.6,16.2,4.6,996.5,1004.4
