,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
255,2016-09-12,25.6,29.1,23.7,3.5,0.7,,,1.8,25.7,1014.6,78,1016.6,10.0
256,2016-09-13,25.3,29.7,22.7,32.0,1.0,,,2.0,27.1,1012.3,84,1014.3,10.0
257,2016-09-14,25.8,31.2,22.9,0.0,2.2,,,2.7,23.5,1013.3,71,1015.3,10.0
258,2016-09-15,24.8,27.5,22.6,0.0,1.2,,,2.6,21.7,1013.1,70,1015.1,8.0
259,2016-09-16,25.2,28.7,22.2,0.0,0.5,,,1.5,24.8,1013.8,78,1015.8,10.0
260,2016-09-17,26.2,30.1,24.0,4.5,2.0,,,1.9,26.2,1011.8,77,1013.8,10.0
261,2016-09-18,24.7,26.1,23.5,24.5,0.0,,,2.1,29.7,1006.8,95,1008.8,10.0
262,2016-09-19,24.6,27.5,22.2,15.0,0.5,,,1.6,27.2,1005.5,88,1007.5,10.0
263,2016-09-20,21.5,22.6,20.4,96.5,0.0,,,2.8,23.9,1003.5,93,1005.5,9.3
264,2016-09-21,22.0,23.7,20.2,0.0,0.0,,,1.2,23.2,1014.8,88,1016.8,10.0
265,2016-09-22,22.0,23.6,20.7,34.0,0.0,,,1.2,25.5,1014.6,96,1016.6,10.0
266,2016-09-23,23.0,27.6,21.0,14.5,1.7,,,2.1,23.6,1012.8,84,1014.8,10.0
267,2016-09-24,22.4,24.5,20.2,0.0,0.4,,,1.5,22.7,1015.2,84,1017.2,9.7
268,2016-09-25,24.9,30.5,20.9,0.0,5.4,,,1.5,21.8,1016.3,71,1018.3,10.0
269,2016-09-26,24.8,27.7,22.1,5.5,0.9,,,1.3,25.6,1017.5,82,1019.5,10.0
270,2016-09-27,26.4,30.6,22.3,,4.4,,,1.3,26.5,1015.7,78,1017.7,8.0
271,2016-09-28,25.1,27.5,23.7,28.5,0.2,,,1.5,29.5,1011.7,93,1013.7,10.0
272,2016-09-29,24.1,28.1,20.6,29.0,0.9,,,3.4,22.7,1010.4,76,1012.4,10.0
273,2016-09-30,21.3,27.0,16.5,17.5,4.6,,,1.8,18.8,1014.1,75,1016.2,9.3
274,2016-10-01,23.5,27.7,20.4,24.5,0.6,,,1.1,24.7,1015.0,86,1017.0,10.0
275,2016-10-02,25.3,29.8,22.9,1.0,4.5,,,1.8,28.0,1015.7,88,1017.7,7.7
276,2016-10-03,23.5,25.9,20.7,18.5,0.0,,,1.8,26.9,1011.6,92,1013.6,10.0
277,2016-10-04,23.8,28.8,20.4,,0.8,,,2.6,21.8,1012.5,75,1014.5,10.0
278,2016-10-05,23.2,26.0,19.4,8.0,0.8,,,2.2,22.7,1012.2,79,1014.2,10.0
279,2016-10-06,23.8,28.1,20.3,,10.9,,,4.9,16.8,1014.0,58,1016.0,3.3
280,2016-10-07,21.6,26.6,16.3,0.0,4.5,,,2.4,15.4,1020.6,60,1022.6,8.0
281,2016-10-08,22.4,24.9,19.2,1.0,0.2,,,1.5,22.8,1012.4,84,1014.4,9.7
282,2016-10-09,20.7,22.9,15.6,24.5,1.6,,,3.5,17.5,1008.4,71,1010.5,6.3
283,2016-10-10,18.4,24.6,13.5,,7.3,,,3.2,12.3,1013.7,59,1015.7,7.7
284,2016-10-11,18.1,22.0,14.8,,2.4,,,2.1,13.9,1014.7,68,1016.7,7.7
285,2016-10-12,18.5,25.4,13.5,,7.6,,,3.2,11.5,1015.2,57,1017.3,6.0
286,2016-10-13,17.2,23.2,13.7,,5.4,,,2.8,10.2,1018.5,53,1020.6,9.7
287,2016-10-14,16.8,22.7,12.7,,6.6,,,1.5,9.5,1021.6,52,1023.7,4.0
288,2016-10-15,17.7,24.5,11.2,,10.7,,,1.6,10.6,1024.8,55,1026.9,4.7
289,2016-10-16,19.5,25.5,13.3,0.0,8.5,,,2.3,13.3,1023.4,59,1025.5,7.7
290,2016-10-17,20.2,24.5,16.7,38.5,1.5,,,1.9,20.0,1016.1,85,1018.1,10.0
291,2016-10-18,22.7,29.4,17.4,,10.1,,,2.6,19.3,1014.6,73,1016.6,5.3
292,2016-10-19,22.5,27.6,17.6,0.0,7.9,,,2.3,20.1,1014.1,74,1016.2,6.0
293,2016-10-20,23.1,28.1,19.0,0.0,9.4,,,3.8,16.0,1013.0,58,1015.0,3.7
294,2016-10-21,18.4,22.6,15.3,,5.0,,,2.5,11.4,1015.9,55,1017.9,10.0
295,2016-10-22,18.3,21.7,14.0,0.0,0.6,,,1.4,15.0,1012.0,72,1014.1,10.0
296,2016-10-23,18.7,24.0,14.4,,3.7,,,2.9,12.8,1007.7,61,1009.8,6.7
297,2016-10-24,16.1,22.1,10.9,,10.4,,,2.8,9.5,1013.8,54,1015.9,0.7
298,2016-10-25,13.4,15.0,11.1,13.0,0.0,,,1.3,12.8,1016.8,82,1018.9,10.0
299,2016-10-26,19.8,26.5,14.9,17.0,5.6,,,2.0,18.5,1013.6,81,1015.7,7.3
300,2016-10-27,18.5,24.0,12.7,,10.1,,,3.7,10.3,1018.1,50,1020.2,0.7
301,2016-10-28,14.9,16.5,13.1,32.0,0.0,,,1.4,13.8,1013.6,80,1015.7,10.0
302,2016-10-29,17.3,22.0,13.0,,10.2,,,4.8,11.3,1013.8,57,1015.9,2.0
303,2016-10-30,14.0,20.2,8.3,,8.8,,,1.9,7.7,1022.9,50,1025.0,6.0
304,2016-10-31,13.9,17.9,8.9,0.0,0.6,,,1.5,11.1,1022.5,69,1024.6,10.0
305,2016-11-01,13.9,19.6,9.6,3.5,5.2,,,2.9,10.4,1018.0,67,1020.1,3.3
306,2016-11-02,13.0,18.1,8.3,,5.9,,,1.5,7.5,1020.1,51,1022.2,7.7
307,2016-11-03,12.7,16.7,8.6,0.0,7.5,,,3.2,8.6,1015.8,60,1017.9,2.7
308,2016-11-04,13.5,19.7,8.8,0.0,9.7,,,2.2,8.2,1014.8,55,1016.9,0.3
309,2016-11-05,13.5,20.5,7.0,,10.1,,,1.7,9.2,1013.1,62,1015.2,0.0
310,2016-11-06,14.6,20.5,9.2,,8.9,,,3.2,8.9,1017.5,55,1019.6,0.3
311,2016-11-07,13.0,18.2,6.7,,9.5,,,1.7,8.3,1021.7,57,1023.8,3.3
312,2016-11-08,14.4,16.7,12.1,2.5,0.0,,,2.1,11.5,1016.0,70,1018.1,10.0
313,2016-11-09,10.1,13.1,7.0,0.0,6.9,,,4.4,5.8,1019.3,47,1021.4,5.0
314,2016-11-10,10.1,12.8,5.7,0.0,1.4,,,1.6,6.3,1020.7,51,1022.9,10.0
315,2016-11-11,14.3,20.5,9.8,18.5,6.7,,,2.2,11.8,1014.9,74,1016.9,5.0
316,2016-11-12,15.1,20.8,10.5,,9.8,,,2.9,9.5,1021.0,57,1023.1,3.3
317,2016-11-13,15.1,21.7,9.2,,8.0,,,1.4,11.1,1022.7,66,1024.8,6.3
318,2016-11-14,13.9,16.6,12.6,10.0,0.0,,,1.5,13.3,1018.5,84,1020.6,10.0
319,2016-11-15,15.8,20.6,12.0,16.5,1.8,,,3.1,13.7,1010.4,76,1012.5,7.3
320,2016-11-16,11.6,16.3,8.9,,9.8,,,4.3,6.5,1017.4,49,1019.5,4.0
321,2016-11-17,11.7,17.6,6.5,,7.1,,,2.7,8.6,1019.9,64,1022.0,3.7
322,2016-11-18,11.4,17.0,5.0,,3.0,,,1.2,8.6,1022.5,64,1024.7,9.7
323,2016-11-19,13.7,15.1,11.9,15.5,0.0,,,1.2,14.9,1013.0,95,1015.1,10.0
324,2016-11-20,16.0,19.5,12.2,0.0,2.6,,,1.9,15.5,1014.8,86,1016.9,8.7
325,2016-11-21,14.4,17.3,11.0,0.5,0.2,,,1.2,13.4,1016.2,82,1018.3,10.0
326,2016-11-22,16.7,21.9,13.9,0.5,9.1,,,3.1,13.2,1009.8,71,1011.9,3.0
327,2016-11-23,11.9,14.9,8.7,,8.9,,,3.7,7.6,1015.0,54,1017.1,4.7
328,2016-11-24,9.1,13.0,6.5,0.0,3.4,,,2.1,7.1,1014.4,61,1016.5,4.3
329,2016-11-25,8.4,14.1,3.4,0.0,5.6,,,1.8,7.4,1020.5,68,1022.7,7.3
330,2016-11-26,10.1,15.7,4.4,5.5,8.2,,,1.5,8.3,1022.8,69,1024.9,6.0
331,2016-11-27,11.4,13.1,9.4,21.5,0.0,,,1.6,12.6,1013.0,93,1015.1,10.0
332,2016-11-28,11.2,15.1,6.9,0.0,4.4,,,4.0,6.8,1015.9,51,1018.0,5.3
333,2016-11-29,9.5,15.0,4.2,,6.6,,,2.7,6.3,1024.4,55,1026.5,4.0
334,2016-11-30,8.2,10.2,3.5,0.0,1.0,,,1.5,6.3,1027.6,58,1029.8,10.0
335,2016-12-01,11.9,15.2,9.0,0.5,1.4,,,1.5,11.1,1018.8,80,1020.9,9.7
336,2016-12-02,11.5,15.2,9.2,0.0,9.0,,,4.0,5.8,1022.8,44,1024.9,3.3
337,2016-12-03,10.4,17.9,4.0,,9.5,,,1.4,7.9,1023.8,64,1025.9,4.0
338,2016-12-04,11.0,16.4,6.2,5.5,4.4,,,1.2,10.0,1018.6,77,1020.7,10.0
339,2016-12-05,12.7,17.8,9.0,0.0,4.2,,,1.4,11.3,1012.5,79,1014.6,10.0
340,2016-12-06,9.4,14.2,6.7,0.0,4.5,,,3.3,7.5,1014.6,63,1016.7,5.3
341,2016-12-07,7.7,12.1,1.9,0.0,7.4,,,1.5,6.2,1017.1,60,1019.3,7.0
342,2016-12-08,8.4,13.4,4.7,0.0,8.4,,,1.9,7.1,1016.5,66,1018.6,3.7
343,2016-12-09,8.0,14.0,3.8,2.0,4.9,,,1.6,7.7,1012.5,72,1014.6,8.3
344,2016-12-10,7.0,10.1,2.0,0.0,6.3,,,3.6,5.6,1017.1,56,1019.3,2.3
345,2016-12-11,5.1,12.1,-0.3,,6.9,,,2.4,4.8,1021.0,57,1023.2,5.3
346,2016-12-12,4.9,9.0,-0.6,,5.4,,,1.4,5.0,1024.3,59,1026.5,10.0
347,2016-12-13,7.1,9.4,4.8,39.5,0.0,,,1.5,9.1,1014.8,90,1017.0,10.0
348,2016-12-14,9.3,12.6,4.6,5.5,7.2,,,5.6,6.2,1005.4,52,1007.5,3.3
349,2016-12-15,5.7,9.3,3.0,,9.3,,,3.2,4.1,1013.2,46,1015.3,3.7
350,2016-12-16,4.4,7.9,1.2,0.0,6.9,,,3.1,4.5,1014.7,55,1016.9,2.3
351,2016-12-17,4.9,9.3,1.9,0.0,2.7,,,1.4,6.1,1023.9,70,1026.1,8.0
352,2016-12-18,7.9,14.3,2.6,,8.3,,,2.1,7.2,1027.1,69,1029.3,3.3
353,2016-12-19,9.1,16.4,4.2,,8.2,,,1.5,7.4,1024.4,67,1026.5,3.0
354,2016-12-20,8.8,12.9,6.1,0.0,0.7,,,1.2,8.8,1024.5,78,1026.7,6.0
355,2016-12-21,9.2,15.8,3.4,,9.1,,,1.1,8.0,1027.6,72,1029.7,3.3
356,2016-12-22,10.9,14.8,7.5,19.5,0.0,,,1.7,11.5,1013.5,87,1015.6,10.0
357,2016-12-23,10.2,13.9,5.6,2.0,4.0,,,4.1,9.0,1006.3,72,1008.4,7.7
358,2016-12-24,7.3,11.9,3.7,,8.2,,,3.0,6.0,1020.7,61,1022.8,5.7
359,2016-12-25,7.5,13.0,4.0,,7.2,,,2.5,5.8,1027.8,58,1030.0,3.0
360,2016-12-26,8.0,11.1,4.3,5.5,2.2,,,1.4,7.3,1022.3,68,1024.4,10.0
361,2016-12-27,9.8,15.2,6.0,12.5,3.5,,,3.5,9.1,1004.4,75,1006.5,9.0
362,2016-12-28,4.8,8.3,0.5,0.0,9.3,,,4.5,4.2,1020.0,50,1022.2,0.0
363,2016-12-29,4.1,9.5,0.0,0.0,5.1,,,2.5,5.5,1019.7,67,1021.9,5.3
364,2016-12-30,5.1,9.2,1.0,,8.6,,,3.7,4.7,1024.1,56,1026.3,1.3
365,2016-12-31,5.7,12.4,0.2,0.0,8.0,,,2.0,5.8,1024.3,63,1026.5,2.0
366,2017-01-01,7.4,13.4,2.9,0.0,7.2,,,2.3,6.4,1023.5,65,1025.7,2.7
367,2017-01-02,7.5,13.2,1.5,0.0,7.3,,,1.9,6.9,1018.0,67,1020.1,4.3
368,2017-01-03,8.5,14.0,4.2,0.0,7.0,,,2.6,7.4,1015.7,69,1017.8,2.3
369,2017-01-04,7.0,12.9,2.5,0.0,5.3,,,2.6,5.8,1016.5,59,1018.6,6.7
370,2017-01-05,6.6,9.3,3.6,,8.7,,,5.1,4.0,1020.0,41,1022.2,4.3
371,2017-01-06,5.2,10.5,1.7,,8.2,,,2.4,4.0,1022.5,46,1024.7,2.3
372,2017-01-07,5.0,11.9,-1.0,,8.4,,,1.2,5.0,1019.9,60,1022.1,6.3
373,2017-01-08,4.6,6.4,2.6,19.0,0.0,,,1.4,6.2,1009.1,73,1011.2,10.0
374,2017-01-09,8.2,14.1,4.2,0.0,5.9,,,3.2,7.4,1003.9,71,1006.0,4.3
375,2017-01-10,6.9,12.9,1.9,0.0,5.5,,,2.5,6.7,1011.9,69,1014.0,6.0
376,2017-01-11,4.3,7.5,2.4,0.0,2.6,,,2.2,6.2,1013.3,75,1015.5,7.3
377,2017-01-12,4.6,8.2,1.5,0.0,4.2,,,2.7,5.9,1009.0,70,1011.2,7.7
378,2017-01-13,3.2,7.8,0.5,3.0,3.2,0.0,,3.3,5.9,1005.0,78,1007.2,9.0
379,2017-01-14,0.0,2.4,-2.8,9.5,1.3,8.0,11.0,3.0,5.4,1005.2,88,1007.4,10.0
380,2017-01-15,-0.8,1.7,-3.1,5.5,3.5,12.0,5.0,2.3,5.1,1011.2,89,1013.4,9.0
381,2017-01-16,1.1,4.3,-2.4,0.5,5.2,9.0,1.0,2.3,5.5,1014.6,84,1016.8,5.0
382,2017-01-17,3.0,8.2,-2.1,0.0,8.7,3.0,,2.9,4.9,1024.2,68,1026.4,2.3
383,2017-01-18,3.7,9.6,-1.9,,8.9,0.0,,1.7,4.9,1025.9,63,1028.1,5.7
384,2017-01-19,5.3,10.4,0.5,0.0,7.1,,,3.0,4.8,1018.5,56,1020.7,3.0
385,2017-01-20,2.8,7.2,-1.0,0.5,2.4,,,1.9,5.4,1008.2,72,1010.4,7.7
386,2017-01-21,4.1,7.7,0.6,4.0,9.3,,,4.0,5.3,1017.5,65,1019.7,5.0
387,2017-01-22,3.4,8.4,0.0,0.0,2.9,,,2.5,5.1,1015.1,66,1017.2,7.7
388,2017-01-23,1.6,5.1,-1.2,0.0,5.5,,,3.6,4.7,1015.5,69,1017.7,7.3
389,2017-01-24,0.9,5.3,-3.0,0.0,6.8,,,2.5,4.3,1021.9,66,1024.1,3.0
390,2017-01-25,2.2,8.2,-2.9,,9.5,,,2.5,3.9,1026.8,57,1029.0,0.7
391,2017-01-26,2.9,9.9,-2.6,,10.0,,,1.9,4.6,1026.5,63,1028.7,0.0
392,2017-01-27,4.9,10.5,0.1,0.0,2.0,,,1.8,5.7,1022.5,66,1024.7,7.7
393,2017-01-28,6.0,13.0,0.3,,9.3,,,2.4,5.5,1023.3,62,1025.5,3.0
394,2017-01-29,6.7,12.4,0.8,8.5,5.2,,,1.4,6.0,1019.0,64,1021.2,6.7
395,2017-01-30,7.6,12.9,5.0,1.0,1.3,,,3.2,7.7,1008.2,74,1010.3,5.7
396,2017-01-31,4.0,7.8,1.0,0.0,10.0,,,4.7,3.6,1020.6,44,1022.8,2.7
397,2017-02-01,3.2,7.7,-2.0,0.0,3.3,,,2.8,5.0,1016.3,65,1018.5,6.0
398,2017-02-02,4.1,7.4,1.4,0.0,5.9,,,3.8,4.4,1017.2,55,1019.3,5.0
399,2017-02-03,5.6,10.7,0.6,0.0,8.0,,,3.0,5.0,1018.3,59,1020.5,0.7
400,2017-02-04,6.6,14.2,-0.1,,10.2,,,2.5,4.8,1018.3,52,1020.5,0.0
401,2017-02-05,4.3,5.6,2.2,16.5,0.0,,,1.4,7.0,1010.2,84,1012.3,10.0
402,2017-02-06,6.1,9.9,2.5,0.5,8.3,,,5.0,6.8,1005.0,73,1007.1,7.7
403,2017-02-07,3.6,7.1,1.4,0.0,5.9,,,4.2,4.1,1015.2,53,1017.4,7.0
404,2017-02-08,4.8,8.4,1.4,,5.5,,,3.7,4.3,1014.0,50,1016.1,7.0
405,2017-02-09,3.5,5.0,1.5,1.5,0.0,,,1.8,5.8,1002.6,74,1004.8,9.3
406,2017-02-10,3.5,7.4,0.8,0.0,6.3,,,4.2,4.6,1001.4,59,1003.6,7.7
407,2017-02-11,0.8,3.4,-0.6,4.5,1.9,4.0,4.0,2.8,5.5,1011.3,85,1013.5,8.0
408,2017-02-12,2.4,7.4,-1.5,0.0,9.2,,,2.9,5.0,1018.8,71,1021.0,2.0
409,2017-02-13,3.3,9.2,-0.8,0.0,7.3,,,2.6,4.4,1023.4,58,1025.6,1.3
410,2017-02-14,2.8,7.9,-1.0,0.0,4.4,,,2.4,4.9,1024.2,66,1026.4,5.3
411,2017-02-15,4.3,11.1,-1.2,,8.7,,,2.8,4.5,1026.1,58,1028.3,1.7
412,2017-02-16,6.6,14.1,-0.8,,9.6,,,1.3,5.4,1023.6,57,1025.7,3.3
413,2017-02-17,6.4,9.0,3.7,4.0,0.3,,,1.6,7.9,1015.6,81,1017.7,9.7
414,2017-02-18,6.3,10.8,2.1,0.0,2.2,,,2.2,6.0,1012.4,64,1014.6,8.7
415,2017-02-19,5.8,10.2,2.5,,9.8,,,3.3,4.2,1016.4,46,1018.6,4.3
416,2017-02-20,6.1,9.2,3.7,9.0,0.0,,,2.8,6.5,1006.7,68,1008.9,9.7
417,2017-02-21,3.4,7.2,0.9,0.0,7.7,,,5.5,4.3,1020.7,56,1022.9,4.3
418,2017-02-22,5.7,12.1,-1.3,3.0,5.5,,,1.9,5.1,1021.8,56,1023.9,10.0
419,2017-02-23,9.5,15.6,6.0,21.5,2.2,,,3.4,8.7,1004.4,74,1006.5,8.0
420,2017-02-24,5.3,8.8,1.8,0.0,9.3,,,5.0,3.7,1014.7,42,1016.9,3.3
421,2017-02-25,5.5,11.4,0.1,,8.7,,,2.1,4.6,1017.3,53,1019.5,5.7
422,2017-02-26,7.1,13.0,2.6,0.0,8.5,,,2.7,5.6,1018.7,57,1020.8,8.7
423,2017-02-27,6.7,12.2,3.3,,10.2,,,3.8,4.6,1021.7,48,1023.9,1.0
424,2017-02-28,5.7,12.5,0.2,,10.8,,,2.4,4.9,1022.2,56,1024.4,0.0
425,2017-03-01,6.2,12.9,0.4,4.0,5.0,,,1.9,6.4,1018.7,68,1020.9,10.0
426,2017-03-02,6.9,10.5,5.1,8.0,1.4,,,1.7,8.4,1005.9,84,1008.0,9.3
427,2017-03-03,7.6,11.9,3.5,0.0,9.6,,,4.7,5.1,1012.8,51,1014.9,2.3
428,2017-03-04,7.6,15.8,0.5,,8.0,,,1.9,5.1,1016.9,51,1019.1,7.0
429,2017-03-05,10.2,17.1,2.3,,7.6,,,1.7,5.7,1013.6,49,1015.7,7.3
430,2017-03-06,9.9,13.6,6.5,0.0,0.0,,,2.2,6.9,1005.3,57,1007.4,7.0
431,2017-03-07,4.0,9.6,0.9,2.0,4.1,,,3.6,5.7,1005.7,71,1007.8,4.7
432,2017-03-08,3.2,8.2,0.5,1.5,5.6,,,2.8,5.8,1007.7,77,1009.9,7.3
433,2017-03-09,5.1,11.3,-0.5,0.0,8.0,,,2.3,5.7,1008.4,67,1010.5,4.0
434,2017-03-10,6.2,11.3,2.4,0.5,6.8,,,3.0,5.8,1012.5,64,1014.6,5.3
435,2017-03-11,6.8,11.9,1.3,,11.1,,,4.2,4.4,1018.8,47,1021.0,0.7
436,2017-03-12,7.8,14.9,0.8,,9.9,,,1.8,5.3,1020.3,51,1022.4,8.3
437,2017-03-13,9.9,14.9,5.9,0.0,3.8,,,1.7,7.9,1014.9,65,1017.0,10.0
438,2017-03-14,9.3,14.1,5.0,0.0,6.4,,,5.0,5.7,1008.1,50,1010.2,4.0
439,2017-03-15,6.6,10.3,3.4,1.5,8.4,,,4.3,6.3,1008.9,65,1011.0,4.3
440,2017-03-16,8.0,12.9,3.8,,10.6,,,4.7,4.7,1015.8,46,1018.0,2.7
441,2017-03-17,8.2,14.1,2.5,,10.2,,,3.8,4.7,1018.3,45,1020.5,0.7
442,2017-03-18,9.5,15.4,2.4,,6.6,,,3.2,5.0,1020.5,43,1022.7,7.0
443,2017-03-19,11.0,17.4,4.1,,10.0,,,3.2,5.1,1020.6,41,1022.7,1.7
444,2017-03-20,12.2,18.8,4.1,0.0,8.6,,,2.6,6.1,1019.2,46,1021.3,6.7
445,2017-03-21,9.1,11.7,7.3,43.0,0.7,,,3.2,9.5,1006.7,82,1008.8,6.7
446,2017-03-22,8.9,13.8,5.0,0.0,10.6,,,5.1,4.5,1014.1,41,1016.2,3.0
447,2017-03-23,9.3,15.8,3.9,0.0,5.8,,,2.6,5.0,1015.7,45,1017.8,10.0
448,2017-03-24,7.9,11.3,4.6,,9.7,,,4.5,4.0,1017.0,38,1019.2,5.0
449,2017-03-25,8.3,14.1,1.8,0.0,9.5,,,2.1,5.0,1017.9,46,1020.1,8.3
450,2017-03-26,8.5,10.5,7.1,17.0,0.0,,,1.7,8.9,1014.1,80,1016.2,10.0
451,2017-03-27,9.0,13.7,4.8,3.0,11.6,,,5.0,6.2,1010.5,57,1012.6,3.0
452,2017-03-28,9.3,15.8,3.5,0.0,10.6,,,3.5,5.6,1017.9,50,1020.0,5.0
453,2017-03-29,10.3,16.8,3.5,,8.5,,,2.2,5.8,1020.9,51,1023.0,7.3
454,2017-03-30,13.1,20.0,7.6,,7.8,,,2.6,6.6,1017.7,44,1019.8,7.0
455,2017-03-31,8.9,11.7,6.2,5.0,0.1,,,2.3,7.4,1014.8,66,1016.9,10.0
456,2017-04-01,8.8,13.0,6.0,2.0,2.2,,,2.4,7.9,1010.1,71,1012.2,8.7
457,2017-04-02,10.1,17.5,3.8,,12.2,,,3.0,5.8,1011.2,51,1013.3,1.3
458,2017-04-03,11.0,17.6,4.0,0.0,9.2,,,3.2,5.7,1016.0,46,1018.1,2.3
459,2017-04-04,13.9,20.9,6.0,,11.7,,,2.8,6.2,1022.4,42,1024.5,1.3
460,2017-04-05,13.9,19.0,7.8,,5.9,,,1.9,9.4,1025.4,60,1027.5,10.0
461,2017-04-06,15.4,19.9,12.7,10.5,0.6,,,3.0,13.1,1020.5,75,1022.6,10.0
462,2017-04-07,16.5,18.9,14.9,25.0,0.0,,,1.3,17.8,1014.0,94,1016.0,10.0
463,2017-04-08,17.4,18.9,16.2,17.5,0.0,,,1.0,19.2,1009.8,97,1011.8,10.0
464,2017-04-09,16.5,20.9,12.2,7.5,4.1,,,3.9,13.5,1006.7,71,1008.8,5.7
465,2017-04-10,12.0,15.5,8.4,,0.5,,,2.5,8.3,1016.0,59,1018.1,10.0
466,2017-04-11,10.7,12.2,8.7,25.0,0.0,,,1.7,11.1,1002.5,86,1004.6,9.7
467,2017-04-12,13.3,18.4,8.3,0.0,7.4,,,4.4,7.8,1005.0,52,1007.1,9.0
468,2017-04-13,12.1,19.3,4.7,,12.0,,,2.8,5.2,1013.8,41,1015.9,3.0
469,2017-04-14,14.8,23.1,6.6,,11.4,,,1.8,8.1,1016.2,49,1018.3,0.7
470,2017-04-15,15.3,20.5,10.9,2.5,5.3,,,1.6,11.7,1014.8,68,1016.9,7.3
471,2017-04-16,18.6,26.6,11.1,,11.4,,,1.9,12.7,1014.2,63,1016.3,4.7
472,2017-04-17,16.8,21.6,14.0,59.0,2.7,,,3.7,14.5,1007.9,77,1010.0,10.0
473,2017-04-18,17.2,20.5,12.8,8.5,11.7,,,4.6,12.0,995.7,62,997.8,4.3
474,2017-04-19,14.7,19.4,11.5,0.0,8.3,,,4.5,8.2,1003.6,51,1005.6,5.3
475,2017-04-20,15.4,21.1,8.6,,6.9,,,2.7,7.8,1010.4,46,1012.5,7.3
476,2017-04-21,16.3,20.3,13.1,0.0,3.6,,,1.8,9.9,1006.5,54,1008.6,7.7
477,2017-04-22,15.8,21.5,11.7,,10.3,,,4.8,6.7,1006.7,39,1008.8,6.7
478,2017-04-23,14.7,21.3,8.7,,12.9,,,3.5,6.4,1014.5,39,1016.6,0.0
479,2017-04-24,16.5,21.9,11.9,0.0,9.1,,,3.0,10.0,1023.4,54,1025.5,6.7
480,2017-04-25,17.2,22.1,13.3,0.0,4.5,,,3.1,10.7,1023.3,55,1025.4,10.0
481,2017-04-26,14.6,16.1,13.4,19.5,0.0,,,1.6,13.6,1013.8,83,1015.9,10.0
482,2017-04-27,15.4,20.9,10.1,0.0,6.1,,,4.7,6.7,1005.1,41,1007.2,10.0
483,2017-04-28,15.3,22.5,7.1,,12.3,,,2.3,7.0,1006.1,43,1008.2,2.3
484,2017-04-29,14.3,22.4,9.8,3.0,7.6,,,1.9,9.3,1006.1,59,1008.2,6.7
485,2017-04-30,17.0,25.2,8.3,,12.3,,,1.6,10.0,1009.7,55,1011.8,0.0
486,2017-05-01,17.7,23.2,13.3,0.5,5.6,,,2.7,10.0,1012.3,50,1014.3,4.3
487,2017-05-02,16.8,24.0,9.1,,12.0,,,2.9,7.7,1021.1,42,1023.2,7.3
488,2017-05-03,18.1,22.7,14.1,,6.1,,,2.4,11.1,1025.0,55,1027.1,10.0
489,2017-05-04,18.8,24.1,13.7,,6.4,,,3.0,12.7,1021.0,59,1023.0,6.3
490,2017-05-05,21.6,27.9,15.6,,12.5,,,2.1,14.4,1014.3,58,1016.3,2.3
491,2017-05-06,19.3,23.0,16.4,0.5,0.2,,,1.6,16.8,1010.5,75,1012.6,7.0
492,2017-05-07,20.1,25.0,14.7,0.0,8.5,,,3.9,7.8,1009.2,37,1011.3,2.7
493,2017-05-08,21.1,29.0,13.5,,11.7,,,2.9,6.9,1010.5,30,1012.5,3.0
494,2017-05-09,19.2,23.2,15.7,4.5,0.0,,,1.9,11.0,1014.9,50,1017.0,10.0
495,2017-05-10,16.0,17.5,14.4,11.5,0.0,,,1.8,15.9,1010.1,88,1012.2,10.0
496,2017-05-11,20.0,25.5,15.1,2.5,4.6,,,2.0,14.8,1010.2,67,1012.2,9.3
497,2017-05-12,22.4,28.8,16.2,0.0,6.7,,,2.2,15.0,1011.3,57,1013.3,10.0
498,2017-05-13,17.5,22.1,15.6,32.0,0.0,,,2.2,17.4,1005.8,87,1007.8,9.7
499,2017-05-14,20.4,26.8,14.4,0.0,10.3,,,3.1,17.0,1007.4,73,1009.5,8.0
500,2017-05-15,21.0,26.9,16.9,,5.1,,,3.9,14.4,1007.8,58,1009.8,10.0
501,2017-05-16,18.6,22.7,14.3,,4.6,,,3.5,10.5,1007.3,50,1009.3,10.0
502,2017-05-17,18.2,23.8,13.2,,5.2,,,2.4,11.0,1007.2,54,1009.3,6.7
503,2017-05-18,20.1,27.1,13.7,,13.2,,,2.7,11.0,1012.0,50,1014.1,0.3
504,2017-05-19,21.7,29.2,14.3,,13.4,,,2.5,12.6,1014.4,51,1016.4,0.0
505,2017-05-20,24.2,32.0,15.8,,13.2,,,2.3,12.4,1013.5,44,1015.6,0.0
506,2017-05-21,25.2,32.5,18.7,,10.3,,,2.3,14.1,1013.7,46,1015.7,10.0
507,2017-05-22,24.0,30.4,19.8,,11.4,,,2.7,16.3,1013.5,56,1015.5,2.0
508,2017-05-23,23.1,28.7,18.9,,10.7,,,2.8,16.4,1010.7,59,1012.7,8.7
509,2017-05-24,21.4,23.7,19.1,0.5,0.0,,,1.9,17.7,1007.5,70,1009.5,10.0
510,2017-05-25,20.2,23.6,17.8,18.0,0.6,,,1.7,19.1,1004.4,81,1006.4,10.0
