Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,deepest_snowfall,total_snowfall,avg_wind_speed
418,2017-02-22,3.6,8.0,-1.2,4.5,0,0,2.6
419,2017-02-23,7.1,11.7,3.7,0.0,0,0,5.8
420,2017-02-24,3.0,5.6,1.3,2.0,0,0,4.9
421,2017-02-25,5.1,9.4,1.0,7.2,0,0,5.6
422,2017-02-26,4.3,9.0,1.9,0.7,0,0,4.5
423,2017-02-27,3.6,6.2,1.5,2.3,0,0,3.9
424,2017-02-28,4.3,7.5,-0.3,7.7,0,0,3.1
425,2017-03-01,5.6,10.4,0.9,6.8,0,0,2.4
426,2017-03-02,6.6,10.3,2.4,0.3,0,0,2.1
427,2017-03-03,5.9,8.5,2.7,4.4,0,0,5.1
428,2017-03-04,7.7,13.9,1.9,7.4,0,0,4.5
429,2017-03-05,8.1,11.0,4.5,4.7,0,0,2.3
430,2017-03-06,8.7,14.5,3.4,0.0,0,0,4.9
431,2017-03-07,1.4,3.8,-0.2,0.0,5,5,3.9
432,2017-03-08,2.1,6.1,0.0,4.4,10,5,5.8
433,2017-03-09,4.5,8.1,1.5,3.7,0,0,7.1
434,2017-03-10,4.4,9.2,0.7,3.1,0,0,4.6
435,2017-03-11,4.6,9.4,1.9,6.4,0,0,2.4
436,2017-03-12,5.2,9.7,0.6,8.3,0,0,3.4
437,2017-03-13,8.3,14.5,3.1,6.7,0,0,3.0
438,2017-03-14,6.9,9.2,3.3,0.3,0,0,4.9
439,2017-03-15,6.0,10.7,2.7,4.6,0,0,5.3
440,2017-03-16,5.6,10.4,2.8,2.0,0,0,3.7
441,2017-03-17,7.0,11.8,3.1,9.4,0,0,3.8
442,2017-03-18,9.1,13.6,4.9,6.2,0,0,4.7
443,2017-03-19,10.4,14.9,7.3,4.5,0,0,4.6
444,2017-03-20,8.8,13.6,4.0,9.3,0,0,3.3
445,2017-03-21,6.8,8.3,4.8,0.0,0,0,3.0
446,2017-03-22,7.5,11.7,4.5,4.1,0,0,4.0
447,2017-03-23,7.2,11.8,4.1,2.2,0,0,3.9
448,2017-03-24,5.0,9.0,1.1,3.0,0,0,3.9
449,2017-03-25,5.9,9.8,1.6,10.4,0,0,3.9
450,2017-03-26,6.4,10.8,2.1,4.9,0,0,3.6
451,2017-03-27,7.0,10.4,5.0,0.9,0,0,3.2
452,2017-03-28,6.7,12.1,2.8,6.9,0,0,2.7
453,2017-03-29,8.6,14.0,4.4,8.4,0,0,3.0
454,2017-03-30,11.4,16.6,7.0,8.8,0,0,4.4
455,2017-03-31,7.9,8.8,6.8,0.0,0,0,6.4
456,2017-04-01,7.1,8.5,4.2,1.7,0,0,5.5
457,2017-04-02,6.4,11.1,1.8,11.8,0,0,3.6
458,2017-04-03,9.1,13.5,3.2,5.5,0,0,6.0
459,2017-04-04,10.2,15.3,6.5,10.4,0,0,3.5
460,2017-04-05,13.3,20.4,4.7,7.7,0,0,2.1
461,2017-04-06,14.6,20.4,9.6,2.7,0,0,2.7
462,2017-04-07,13.5,19.6,10.6,0.5,0,0,3.2
463,2017-04-08,13.8,19.0,10.8,1.3,0,0,2.5
464,2017-04-09,10.2,12.5,8.1,0.0,0,0,4.8
465,2017-04-10,9.0,12.8,3.7,9.1,0,0,4.2
466,2017-04-11,9.7,12.1,6.6,0.0,0,0,2.3
467,2017-04-12,9.2,11.6,4.7,1.2,0,0,3.3
468,2017-04-13,9.1,14.8,3.9,6.1,0,0,4.2
469,2017-04-14,16.0,21.1,7.4,8.6,0,0,6.2
470,2017-04-15,17.5,20.0,12.9,3.0,0,0,7.6
471,2017-04-16,18.5,23.0,13.2,9.5,0,0,5.9
472,2017-04-17,14.9,20.2,12.2,2.0,0,0,2.9
473,2017-04-18,14.7,19.3,11.1,4.4,0,0,8.5
474,2017-04-19,12.5,19.4,8.5,2.9,0,0,7.5
475,2017-04-20,11.4,15.9,5.9,4.6,0,0,3.4
476,2017-04-21,13.8,19.0,11.0,0.9,0,0,2.5
477,2017-04-22,10.3,13.2,6.6,6.8,0,0,3.7
478,2017-04-23,9.9,14.4,6.0,12.2,0,0,3.8
479,2017-04-24,13.0,20.1,5.6,12.4,0,0,3.0
480,2017-04-25,18.0,23.6,10.9,8.8,0,0,2.8
481,2017-04-26,13.8,18.5,10.1,0.0,0,0,3.1
482,2017-04-27,12.6,17.5,9.1,10.3,0,0,3.1
483,2017-04-28,15.0,20.0,9.7,12.5,0,0,5.0
484,2017-04-29,15.8,22.1,10.3,6.2,0,0,5.0
485,2017-04-30,19.7,26.7,11.3,12.0,0,0,6.9
486,2017-05-01,13.6,17.9,9.6,2.7,0,0,2.9
487,2017-05-02,13.0,17.9,8.0,12.9,0,0,4.9
488,2017-05-03,15.3,20.6,9.5,5.3,0,0,2.5
489,2017-05-04,16.6,21.4,11.5,11.7,0,0,3.4
490,2017-05-05,18.8,24.2,12.5,8.3,0,0,2.0
491,2017-05-06,15.6,18.9,13.5,0.0,0,0,3.0
492,2017-05-07,17.7,20.6,13.7,11.7,0,0,7.0
493,2017-05-08,18.6,23.6,13.3,12.6,0,0,6.6
494,2017-05-09,14.6,16.3,11.8,0.0,0,0,2.4
495,2017-05-10,16.4,20.4,14.4,0.0,0,0,2.4
496,2017-05-11,17.8,21.4,15.4,2.0,0,0,7.1
497,2017-05-12,20.5,25.3,17.8,6.0,0,0,3.5
498,2017-05-13,16.0,19.0,15.0,0.0,0,0,2.2
499,2017-05-14,19.1,23.8,14.3,6.8,0,0,1.9
500,2017-05-15,17.5,23.1,14.1,6.5,0,0,3.4
501,2017-05-16,15.6,21.9,13.2,9.1,0,0,5.3
502,2017-05-17,14.7,18.3,10.5,8.4,0,0,4.0
503,2017-05-18,16.0,19.8,13.4,12.1,0,0,3.2
504,2017-05-19,18.8,24.9,12.6,13.6,0,0,2.4
505,2017-05-20,23.4,29.4,16.7,12.8,0,0,4.1
506,2017-05-21,22.1,28.4,16.8,12.7,0,0,3.3
507,2017-05-22,22.1,28.3,17.2,11.3,0,0,2.4
508,2017-05-23,21.7,26.4,18.6,9.0,0,0,3.0
509,2017-05-24,19.8,22.5,18.4,0.0,0,0,1.9
510,2017-05-25,18.9,22.5,17.2,3.8,0,0,2.0
511,2017-05-26,18.3,24.1,15.1,0.9,0,0,3.0
512,2017-05-27,18.2,21.6,15.8,10.9,0,0,7.6
513,2017-05-28,17.7,22.2,15.2,8.7,0,0,4.4
514,2017-05-29,20.7,27.9,13.0,12.7,0,0,2.3
515,2017-05-30,24.7,31.0,20.1,10.8,0,0,3.6
516,2017-05-31,23.1,27.9,19.1,4.3,0,0,2.8
