Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_wind_speed
465,2017-04-10,3.2,6.2,0.8,12.6,7.4
466,2017-04-11,3.1,5.9,0.2,5.6,4.1
467,2017-04-12,2.4,3.9,0.4,4.9,9.9
468,2017-04-13,0.9,2.3,-0.2,10.9,13.3
469,2017-04-14,4.5,8.5,0.4,7.3,9.5
470,2017-04-15,5.8,9.0,3.7,3.4,10.1
471,2017-04-16,5.7,9.7,2.6,8.3,8.8
472,2017-04-17,5.0,8.6,2.4,11.2,5.9
473,2017-04-18,3.1,5.2,1.9,0.2,13.5
474,2017-04-19,4.1,7.3,2.4,5.9,7.3
475,2017-04-20,3.0,4.7,1.8,7.8,9.3
476,2017-04-21,2.9,5.2,0.9,11.9,3.2
477,2017-04-22,1.2,2.4,0.4,0.0,11.9
478,2017-04-23,1.2,1.9,0.4,0.1,5.4
479,2017-04-24,2.9,5.3,1.2,0.0,4.8
480,2017-04-25,6.6,8.9,3.8,5.3,3.0
481,2017-04-26,5.2,7.9,3.9,0.0,4.5
482,2017-04-27,4.1,6.3,2.2,9.3,7.5
483,2017-04-28,5.1,8.0,2.6,12.9,6.1
484,2017-04-29,6.5,10.6,4.1,7.3,4.6
485,2017-04-30,6.5,11.0,4.1,8.9,4.0
486,2017-05-01,6.1,8.9,4.3,11.7,8.8
487,2017-05-02,6.0,9.3,3.4,11.5,4.5
488,2017-05-03,6.4,8.7,4.3,12.9,10.8
489,2017-05-04,6.6,9.2,3.9,13.2,6.5
490,2017-05-05,6.6,10.8,4.0,8.0,6.2
491,2017-05-06,8.7,14.6,4.7,2.0,6.4
492,2017-05-07,6.5,10.5,4.2,10.2,8.1
493,2017-05-08,6.3,8.5,3.7,6.5,8.8
494,2017-05-09,5.8,9.1,2.8,13.2,7.4
495,2017-05-10,8.0,12.6,4.9,3.5,5.4
496,2017-05-11,6.2,8.4,4.4,0.0,7.8
497,2017-05-12,6.5,9.9,4.3,0.0,4.1
498,2017-05-13,4.1,5.1,3.3,1.5,10.4
499,2017-05-14,4.1,4.9,3.3,5.5,15.5
500,2017-05-15,4.4,5.2,4.0,0.1,11.9
501,2017-05-16,4.8,6.4,4.0,0.2,8.7
502,2017-05-17,5.7,7.2,4.3,8.3,7.4
503,2017-05-18,6.6,8.5,5.0,13.4,8.8
504,2017-05-19,7.7,10.3,4.7,14.0,9.4
505,2017-05-20,10.5,17.2,7.9,12.3,10.4
506,2017-05-21,7.9,11.7,6.2,12.5,7.5
507,2017-05-22,9.9,12.5,7.7,9.6,7.4
508,2017-05-23,7.3,10.1,6.2,0.3,9.6
509,2017-05-24,8.3,11.8,6.2,0.0,4.9
510,2017-05-25,9.4,10.8,8.1,0.1,8.7
511,2017-05-26,9.2,11.7,7.7,2.7,13.0
512,2017-05-27,7.4,8.7,6.3,0.0,12.2
513,2017-05-28,7.7,10.0,5.8,0.5,4.7
514,2017-05-29,9.5,11.7,7.6,9.6,9.1
515,2017-05-30,11.0,13.8,8.7,6.0,7.2
516,2017-05-31,11.5,13.9,8.4,9.7,5.0
