Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
374,2017-01-09,6.2,10.9,3.9,8.6,1006.0,92,1007.6
375,2017-01-10,5.9,11.9,1.1,7.3,1012.4,79,1014.0
376,2017-01-11,2.3,7.4,0.3,6.6,1013.6,93,1015.3
377,2017-01-12,3.4,7.6,1.0,6.9,1007.7,89,1009.3
378,2017-01-13,2.9,6.9,0.3,6.5,1004.1,87,1005.7
379,2017-01-14,-1.7,0.3,-3.9,5.1,1005.7,93,1007.4
380,2017-01-15,-1.1,1.6,-3.6,5.0,1011.6,89,1013.3
381,2017-01-16,0.4,2.7,-1.2,6.0,1014.8,95,1016.5
382,2017-01-17,2.0,3.6,0.7,6.5,1025.6,92,1027.3
383,2017-01-18,3.3,7.8,-1.0,6.0,1025.4,79,1027.1
384,2017-01-19,3.6,6.2,-0.3,5.5,1021.3,70,1022.9
385,2017-01-20,1.8,6.1,-0.8,5.8,1007.1,84,1008.8
386,2017-01-21,2.7,5.5,0.5,6.2,1018.8,84,1020.5
387,2017-01-22,0.8,3.2,-0.3,6.0,1013.5,92,1015.2
388,2017-01-23,-1.1,0.3,-2.8,5.3,1017.1,94,1018.8
389,2017-01-24,-1.6,-0.7,-2.8,5.2,1023.4,97,1025.1
390,2017-01-25,-0.2,2.0,-1.7,5.8,1028.3,97,1030.0
391,2017-01-26,1.1,7.0,-3.4,5.2,1026.1,79,1027.8
392,2017-01-27,4.0,9.9,-0.8,6.1,1019.5,76,1021.1
393,2017-01-28,3.8,7.8,1.0,6.6,1025.1,83,1026.8
394,2017-01-29,4.0,7.7,-0.8,6.6,1017.9,82,1019.5
395,2017-01-30,5.3,9.2,2.5,8.1,1008.5,90,1010.1
396,2017-01-31,1.5,4.3,-0.7,5.0,1023.5,75,1025.2
397,2017-02-01,2.2,8.8,-1.0,5.5,1016.8,76,1018.4
398,2017-02-02,0.7,3.7,-1.6,5.8,1018.6,91,1020.3
399,2017-02-03,3.4,8.4,0.8,5.8,1020.6,75,1022.3
400,2017-02-04,5.0,11.7,0.0,5.7,1019.7,68,1021.3
401,2017-02-05,4.9,7.9,1.7,7.9,1007.8,89,1009.4
402,2017-02-06,4.1,7.0,0.9,7.6,1006.4,92,1008.0
403,2017-02-07,0.3,1.3,-0.6,5.7,1018.1,91,1019.8
404,2017-02-08,1.6,4.7,-0.6,6.0,1015.8,88,1017.5
405,2017-02-09,2.9,4.5,0.9,6.6,1001.5,87,1003.1
406,2017-02-10,1.7,4.5,-1.2,5.1,1003.5,74,1005.2
407,2017-02-11,1.0,4.6,-1.4,5.4,1010.2,84,1011.9
408,2017-02-12,1.1,3.6,-0.1,6.1,1019.8,93,1021.5
409,2017-02-13,0.6,3.2,-0.9,6.2,1024.9,97,1026.6
410,2017-02-14,0.9,3.3,-1.7,6.0,1025.3,93,1027.0
411,2017-02-15,3.0,7.5,0.6,6.1,1027.3,81,1028.9
412,2017-02-16,7.7,15.4,1.1,6.4,1021.0,62,1022.6
413,2017-02-17,7.4,13.5,1.9,8.0,1013.8,78,1015.4
414,2017-02-18,2.9,6.9,-0.5,5.9,1015.9,79,1017.5
415,2017-02-19,3.0,8.0,-1.5,5.2,1017.4,70,1019.0
416,2017-02-20,6.1,9.8,2.3,8.1,1004.8,85,1006.4
417,2017-02-21,1.2,4.1,-0.9,5.4,1023.4,81,1025.1
418,2017-02-22,2.8,7.3,-2.5,5.4,1020.4,73,1022.0
419,2017-02-23,6.9,11.3,2.0,9.4,1004.6,93,1006.2
420,2017-02-24,2.1,6.2,0.0,5.5,1017.1,78,1018.8
421,2017-02-25,4.3,9.9,0.4,6.3,1017.5,78,1019.2
422,2017-02-26,4.3,8.2,2.3,7.0,1020.7,84,1022.3
423,2017-02-27,3.9,6.1,1.5,5.1,1025.9,63,1027.6
424,2017-02-28,4.5,7.0,1.1,5.7,1024.0,68,1025.7
425,2017-03-01,4.8,8.8,-0.4,6.4,1018.2,75,1019.8
426,2017-03-02,6.2,11.0,1.2,7.7,1005.7,82,1007.3
427,2017-03-03,5.6,10.1,1.0,6.1,1014.9,68,1016.5
428,2017-03-04,7.5,15.0,0.4,6.3,1017.3,63,1018.9
429,2017-03-05,7.4,10.6,3.1,8.1,1014.4,79,1016.0
430,2017-03-06,8.0,15.3,3.5,7.2,1005.6,68,1007.2
431,2017-03-07,1.8,4.6,-0.1,6.0,1006.7,86,1008.3
432,2017-03-08,1.4,5.8,0.1,6.3,1007.2,93,1008.8
433,2017-03-09,3.1,7.1,0.3,7.1,1007.5,92,1009.1
434,2017-03-10,4.4,10.3,0.9,6.7,1013.3,82,1014.9
435,2017-03-11,4.3,7.9,0.9,5.8,1021.5,70,1023.2
436,2017-03-12,4.6,9.1,-0.8,5.9,1021.6,71,1023.2
437,2017-03-13,8.0,15.9,2.3,7.9,1014.1,76,1015.7
438,2017-03-14,6.5,10.4,3.0,7.5,1010.3,79,1011.9
439,2017-03-15,4.7,8.3,1.4,7.8,1010.3,91,1011.9
440,2017-03-16,5.9,9.6,3.3,6.4,1018.3,71,1019.9
441,2017-03-17,6.3,11.2,2.5,6.1,1020.3,65,1021.9
442,2017-03-18,8.0,14.1,2.7,7.0,1021.5,67,1023.2
443,2017-03-19,9.8,16.0,5.4,8.1,1021.7,69,1023.3
444,2017-03-20,8.4,13.3,3.2,7.7,1020.5,72,1022.2
445,2017-03-21,6.9,8.8,4.9,9.1,1008.3,92,1009.9
446,2017-03-22,6.9,12.4,2.9,6.0,1015.9,63,1017.5
447,2017-03-23,7.0,11.6,3.3,7.5,1017.4,76,1019.0
448,2017-03-24,4.9,10.0,1.9,5.7,1019.5,68,1021.1
449,2017-03-25,5.3,9.4,-0.4,5.7,1019.9,66,1021.5
450,2017-03-26,6.6,10.6,1.8,7.3,1015.8,75,1017.4
451,2017-03-27,6.8,8.8,3.5,7.6,1013.2,78,1014.8
452,2017-03-28,6.4,12.0,2.0,7.0,1019.2,75,1020.8
453,2017-03-29,8.4,14.1,2.2,6.4,1021.5,62,1023.2
454,2017-03-30,11.5,18.2,5.7,7.6,1018.3,58,1019.9
455,2017-03-31,7.7,8.9,6.0,7.0,1017.8,67,1019.4
456,2017-04-01,7.5,9.7,5.5,6.4,1013.2,62,1014.8
457,2017-04-02,7.0,11.3,1.9,5.6,1014.4,57,1016.0
458,2017-04-03,8.7,14.6,2.7,7.0,1016.1,62,1017.7
459,2017-04-04,10.2,15.8,5.7,9.2,1023.8,75,1025.4
460,2017-04-05,13.6,24.1,4.5,9.1,1022.8,63,1024.4
461,2017-04-06,15.8,19.6,9.4,10.3,1016.2,59,1017.8
462,2017-04-07,13.8,19.7,11.0,15.1,1013.0,96,1014.6
463,2017-04-08,14.8,21.1,10.6,15.1,1009.6,90,1011.1
464,2017-04-09,10.6,12.5,8.8,11.0,1011.7,86,1013.3
465,2017-04-10,9.5,13.0,4.4,7.6,1016.7,64,1018.3
466,2017-04-11,10.1,12.2,8.5,11.1,1001.3,90,1002.9
467,2017-04-12,9.4,12.3,4.1,9.0,1008.1,75,1009.7
468,2017-04-13,9.0,15.6,3.0,6.8,1014.7,61,1016.3
469,2017-04-14,14.6,22.2,5.1,6.9,1014.1,44,1015.7
470,2017-04-15,15.9,19.9,11.8,10.8,1012.4,60,1014.0
471,2017-04-16,17.4,24.3,9.8,13.0,1013.3,67,1014.9
472,2017-04-17,14.3,18.9,10.7,13.6,1005.4,84,1007.0
473,2017-04-18,13.8,17.9,9.9,13.4,995.5,85,997.1
474,2017-04-19,12.0,16.7,7.7,9.9,1003.7,71,1005.3
475,2017-04-20,10.6,13.7,5.7,9.7,1012.0,77,1013.6
476,2017-04-21,14.0,21.0,10.1,11.6,1007.1,75,1008.6
477,2017-04-22,10.6,13.1,6.4,9.7,1010.9,76,1012.5
478,2017-04-23,9.8,14.1,4.9,8.5,1018.1,71,1019.7
479,2017-04-24,11.7,16.3,4.8,9.9,1022.0,73,1023.6
480,2017-04-25,18.9,24.8,10.4,10.0,1019.9,48,1021.4
481,2017-04-26,13.8,17.5,10.2,14.2,1013.0,91,1014.6
482,2017-04-27,12.2,17.8,8.5,9.9,1007.5,71,1009.1
483,2017-04-28,14.5,21.5,7.7,7.6,1006.1,49,1007.7
484,2017-04-29,15.9,23.2,9.7,9.8,1004.3,56,1005.9
485,2017-04-30,19.2,27.8,8.8,9.2,1007.3,46,1008.8
486,2017-05-01,13.6,18.3,9.4,13.0,1014.6,83,1016.2
487,2017-05-02,12.5,16.8,7.5,10.6,1023.1,73,1024.7
488,2017-05-03,13.8,17.4,8.9,11.8,1023.8,76,1025.4
489,2017-05-04,15.8,20.2,10.4,12.7,1019.5,72,1021.0
490,2017-05-05,18.2,25.0,12.3,14.7,1013.8,71,1015.3
491,2017-05-06,15.6,18.7,12.9,15.7,1010.2,88,1011.8
492,2017-05-07,16.9,21.6,11.8,9.7,1009.8,54,1011.3
493,2017-05-08,17.6,24.7,10.9,11.3,1010.7,58,1012.2
494,2017-05-09,13.9,15.8,11.4,14.0,1014.7,88,1016.3
495,2017-05-10,15.9,18.7,13.8,16.7,1007.8,92,1009.3
496,2017-05-11,18.2,22.4,15.5,16.3,1010.2,79,1011.8
497,2017-05-12,20.4,26.6,17.3,18.1,1011.7,76,1013.2
498,2017-05-13,15.8,18.3,14.2,17.5,1005.6,97,1007.1
499,2017-05-14,18.9,25.2,13.1,14.9,1007.1,70,1008.6
500,2017-05-15,18.4,23.9,14.6,13.5,1008.0,65,1009.5
501,2017-05-16,16.2,21.7,13.5,12.8,1009.7,71,1011.2
502,2017-05-17,15.1,18.1,13.0,13.2,1010.2,77,1011.8
503,2017-05-18,15.8,19.4,13.2,14.3,1014.4,80,1015.9
504,2017-05-19,17.8,23.6,11.5,13.3,1014.7,67,1016.2
505,2017-05-20,22.9,30.9,15.8,12.0,1014.1,45,1015.6
506,2017-05-21,21.3,28.7,15.7,15.3,1014.3,62,1015.8
507,2017-05-22,21.2,27.4,16.6,15.9,1013.1,63,1014.6
508,2017-05-23,21.8,28.8,17.5,17.2,1009.9,67,1011.4
509,2017-05-24,19.1,21.4,17.9,19.8,1007.6,89,1009.1
510,2017-05-25,18.9,22.1,17.1,20.0,1004.3,92,1005.8
511,2017-05-26,18.8,23.8,15.9,17.6,1002.5,81,1004.0
512,2017-05-27,17.5,22.1,14.7,13.8,1008.8,69,1010.3
513,2017-05-28,17.6,23.5,13.8,14.3,1012.4,73,1014.0
514,2017-05-29,20.4,28.1,12.0,14.6,1010.1,63,1011.6
515,2017-05-30,24.8,32.4,17.9,16.5,1008.0,55,1009.5
516,2017-05-31,22.2,26.4,18.8,18.8,1003.6,71,1005.1
