Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,solar_radiation,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure
281,2016-10-08,18.5,20.1,16.4,0.1,2.97,1.3,19.7,1011.0,92,1014.2
282,2016-10-09,21.3,25.4,16.3,0.0,4.3,2.6,22.2,1004.0,86,1007.1
283,2016-10-10,16.7,19.0,14.1,0.1,6.5,2.0,13.1,1014.0,70,1017.3
284,2016-10-11,16.0,19.1,13.5,0.5,8.11,2.2,12.9,1015.0,71,1018.3
285,2016-10-12,15.9,22.5,9.9,9.1,16.19,1.6,13.1,1013.3,75,1016.6
286,2016-10-13,14.6,16.2,12.9,0.0,3.46,2.2,11.8,1018.3,71,1021.6
287,2016-10-14,13.2,18.7,8.5,4.4,11.31,1.4,10.7,1021.6,74,1025.0
288,2016-10-15,13.8,22.3,6.0,10.8,17.52,1.6,10.9,1024.5,74,1027.9
289,2016-10-16,15.6,23.3,7.9,7.4,14.21,1.7,13.8,1023.9,80,1027.2
290,2016-10-17,16.6,18.4,15.5,0.2,1.93,1.5,18.3,1016.8,96,1020.1
291,2016-10-18,20.3,25.5,16.2,3.8,9.96,1.6,20.6,1013.2,87,1016.4
292,2016-10-19,19.3,21.9,16.6,1.7,7.84,1.9,18.6,1013.7,84,1016.9
293,2016-10-20,19.2,27.5,12.4,10.4,16.0,1.9,15.8,1010.0,73,1013.3
294,2016-10-21,14.5,19.9,9.3,7.4,12.94,1.9,11.5,1014.8,72,1018.1
295,2016-10-22,14.9,18.5,10.1,0.1,5.63,1.6,14.0,1011.6,83,1014.9
296,2016-10-23,16.1,21.3,11.2,6.7,13.08,2.1,13.5,1006.5,75,1009.7
297,2016-10-24,12.3,17.9,7.4,10.1,16.25,1.9,8.9,1013.8,65,1017.1
298,2016-10-25,11.7,19.7,4.6,4.4,9.54,1.5,11.5,1016.3,84,1019.6
299,2016-10-26,18.4,25.6,12.2,9.9,15.37,1.8,16.4,1010.1,78,1013.4
300,2016-10-27,16.4,22.5,9.4,9.5,14.57,2.0,12.7,1015.7,72,1019.0
301,2016-10-28,10.9,12.9,7.1,0.0,1.48,1.6,11.9,1014.0,91,1017.3
302,2016-10-29,14.5,21.2,10.6,4.2,10.25,2.2,12.4,1010.8,75,1014.0
303,2016-10-30,9.9,12.9,6.7,0.0,3.41,1.8,8.9,1023.6,74,1026.9
304,2016-10-31,12.3,17.5,6.5,4.8,9.87,1.5,11.3,1020.9,80,1024.2
305,2016-11-01,12.4,16.3,9.9,2.9,5.52,1.7,12.1,1014.7,84,1018.0
306,2016-11-02,9.5,10.9,8.5,0.0,2.62,1.8,9.0,1021.0,76,1024.4
307,2016-11-03,10.9,18.2,4.8,9.1,14.16,2.4,9.6,1010.8,75,1014.1
308,2016-11-04,11.3,18.0,3.6,9.6,14.57,2.5,7.9,1012.2,63,1015.5
309,2016-11-05,12.2,19.4,7.7,5.2,9.83,1.6,11.3,1009.8,80,1013.1
310,2016-11-06,11.9,20.4,5.4,7.5,11.76,1.9,9.8,1015.4,72,1018.7
311,2016-11-07,8.4,13.3,4.7,8.8,12.77,2.6,7.3,1023.1,68,1026.5
312,2016-11-08,7.8,12.0,1.9,2.3,6.52,1.6,8.9,1013.6,84,1017.0
313,2016-11-09,9.4,13.6,6.4,6.8,12.38,4.2,6.3,1013.4,55,1016.7
314,2016-11-10,7.6,10.9,2.9,0.6,6.93,1.9,6.4,1021.0,62,1024.4
315,2016-11-11,9.2,11.8,6.1,0.0,2.3,2.6,11.0,1014.8,94,1018.1
316,2016-11-12,12.3,18.3,7.7,5.3,10.69,1.5,12.0,1019.4,85,1022.7
317,2016-11-13,12.0,19.2,5.4,9.3,12.52,1.6,11.8,1021.1,85,1024.4
318,2016-11-14,13.7,17.8,10.0,0.5,5.41,1.4,13.9,1018.0,88,1021.4
319,2016-11-15,14.6,18.8,9.8,1.3,7.0,1.8,14.4,1006.2,87,1009.5
320,2016-11-16,10.3,15.4,2.8,7.7,11.56,1.6,7.6,1014.5,63,1017.8
321,2016-11-17,10.1,17.3,4.1,9.0,11.81,1.7,8.6,1017.2,72,1020.6
322,2016-11-18,8.0,15.5,1.1,9.4,12.15,1.4,8.2,1021.9,78,1025.3
323,2016-11-19,8.7,11.1,5.3,0.0,1.05,1.5,10.8,1012.3,95,1015.6
324,2016-11-20,11.7,16.2,6.7,2.4,7.7,1.5,13.2,1012.2,95,1015.5
325,2016-11-21,11.5,14.1,8.6,0.0,3.81,2.5,11.4,1017.4,85,1020.8
326,2016-11-22,13.3,18.9,9.9,6.5,9.66,1.7,13.2,1006.8,87,1010.0
327,2016-11-23,9.9,14.0,5.5,0.1,2.34,2.0,8.4,1013.0,67,1016.3
328,2016-11-24,1.7,5.9,-1.1,0.0,1.39,2.1,6.1,1016.5,90,1020.0
329,2016-11-25,2.5,9.8,-2.8,9.4,12.06,1.6,6.0,1018.6,84,1022.1
330,2016-11-26,6.5,13.2,-1.1,7.7,11.35,1.8,7.2,1022.6,76,1026.1
331,2016-11-27,9.8,13.1,7.0,0.1,3.55,1.5,10.7,1011.7,88,1015.1
332,2016-11-28,9.4,15.0,3.1,5.3,8.01,1.6,8.8,1010.1,76,1013.5
333,2016-11-29,7.8,14.2,1.6,7.7,11.28,2.4,5.7,1020.4,57,1023.7
334,2016-11-30,6.7,10.9,-0.6,6.6,9.53,1.8,6.2,1027.9,64,1031.4
335,2016-12-01,9.1,14.9,5.8,1.4,5.75,1.8,10.4,1014.4,89,1017.8
336,2016-12-02,10.1,16.4,2.5,9.3,11.92,3.1,6.0,1017.3,52,1020.7
337,2016-12-03,8.7,16.6,1.1,7.7,10.75,1.6,7.4,1022.1,69,1025.5
338,2016-12-04,10.1,15.5,5.6,5.0,8.4,1.5,9.3,1016.4,76,1019.7
339,2016-12-05,10.8,16.9,6.8,7.5,9.09,1.4,11.1,1007.9,87,1011.2
340,2016-12-06,9.0,17.0,1.2,8.9,11.1,3.4,6.6,1007.6,60,1010.9
341,2016-12-07,5.1,9.9,0.4,3.2,7.26,1.3,5.7,1014.3,66,1017.7
342,2016-12-08,5.8,13.6,-0.8,9.0,11.15,1.9,5.3,1013.6,61,1017.0
343,2016-12-09,7.9,16.2,1.0,9.2,10.45,1.7,6.2,1007.2,60,1010.5
344,2016-12-10,6.4,11.9,-0.8,9.5,11.53,3.6,3.7,1011.4,40,1014.8
345,2016-12-11,3.6,10.3,-2.1,9.3,11.32,2.6,3.4,1017.0,46,1020.5
346,2016-12-12,3.5,10.1,-3.9,9.0,10.27,1.4,4.5,1022.4,59,1025.8
347,2016-12-13,7.7,13.3,1.7,4.9,7.74,1.6,6.8,1013.3,64,1016.7
348,2016-12-14,7.0,9.7,2.4,1.0,3.25,2.5,8.3,1000.0,82,1003.4
349,2016-12-15,4.6,10.2,-2.4,8.9,11.09,3.4,3.5,1009.0,44,1012.4
350,2016-12-16,2.4,10.2,-3.4,7.3,10.08,2.9,3.3,1009.6,49,1013.0
351,2016-12-17,4.3,12.9,-3.7,9.3,11.01,2.0,3.7,1017.4,47,1020.9
352,2016-12-18,5.0,13.1,-2.0,8.2,10.2,1.8,5.3,1023.3,64,1026.7
353,2016-12-19,6.7,15.1,0.5,8.7,10.27,1.5,6.0,1021.8,64,1025.2
354,2016-12-20,7.7,16.0,1.0,7.3,8.83,1.5,7.1,1021.7,71,1025.1
355,2016-12-21,7.3,16.7,1.3,8.3,10.17,1.4,7.4,1026.2,76,1029.6
356,2016-12-22,12.9,19.6,3.1,3.1,5.09,3.1,12.8,1012.9,82,1016.2
357,2016-12-23,12.9,19.0,7.8,4.2,7.52,3.9,9.0,997.2,59,1000.5
358,2016-12-24,6.5,11.8,-0.1,9.2,10.99,2.4,4.3,1016.5,46,1019.8
359,2016-12-25,3.0,10.5,-1.0,6.5,8.95,1.1,4.8,1026.5,66,1030.0
360,2016-12-26,4.3,11.0,-2.2,3.0,6.72,1.4,6.1,1020.3,75,1023.7
361,2016-12-27,6.6,10.8,3.9,0.0,2.23,1.8,8.3,999.8,84,1003.2
362,2016-12-28,4.1,9.0,-1.7,8.0,10.14,2.4,4.0,1015.9,50,1019.3
363,2016-12-29,0.9,7.7,-3.3,4.4,7.53,1.6,4.7,1014.6,72,1018.0
364,2016-12-30,2.5,9.4,-3.3,9.4,11.46,2.6,3.7,1019.5,54,1023.0
365,2016-12-31,2.7,11.2,-3.9,9.2,11.14,1.3,4.4,1020.4,64,1023.9
366,2017-01-01,4.0,13.3,-3.0,9.5,11.11,1.4,5.5,1019.5,71,1022.9
367,2017-01-02,3.9,12.5,-1.4,4.9,7.83,1.3,5.9,1013.9,75,1017.3
368,2017-01-03,4.8,13.8,-2.2,9.3,11.14,2.0,5.1,1011.2,65,1014.6
369,2017-01-04,5.7,14.1,-2.4,9.2,10.66,2.3,4.8,1010.9,55,1014.3
370,2017-01-05,3.6,9.7,-3.2,8.9,10.84,1.8,3.7,1015.1,49,1018.6
371,2017-01-06,0.7,8.3,-5.6,8.1,11.15,1.3,3.6,1021.0,59,1024.5
372,2017-01-07,0.8,8.8,-5.9,9.3,11.2,1.1,4.3,1018.5,69,1022.0
373,2017-01-08,3.0,8.6,-4.2,0.3,3.7,2.2,6.4,1010.5,82,1014.0
374,2017-01-09,5.6,10.7,0.5,1.6,5.98,3.6,7.8,998.5,86,1001.8
375,2017-01-10,6.0,13.4,-0.8,9.5,11.9,2.1,5.2,1005.7,60,1009.0
376,2017-01-11,5.1,10.9,-2.2,9.6,12.11,2.4,3.5,1006.9,42,1010.3
377,2017-01-12,3.0,11.4,-3.0,9.5,12.06,2.0,3.4,1002.3,49,1005.7
378,2017-01-13,2.6,11.2,-4.0,8.6,11.58,1.7,4.3,998.5,62,1001.8
379,2017-01-14,-0.3,6.8,-5.7,6.9,10.22,2.2,3.4,998.8,58,1002.2
380,2017-01-15,-0.5,4.4,-5.5,9.4,12.52,3.5,2.7,1005.1,47,1008.6
381,2017-01-16,0.6,7.7,-7.3,9.7,12.84,3.2,3.5,1007.7,60,1011.1
382,2017-01-17,2.6,9.2,-2.7,8.5,11.52,1.8,4.3,1019.2,62,1022.7
383,2017-01-18,2.2,10.0,-4.9,8.6,12.18,1.4,4.5,1023.1,67,1026.5
384,2017-01-19,2.9,11.4,-2.9,5.6,8.86,1.7,4.2,1015.3,61,1018.7
385,2017-01-20,0.8,2.8,-3.0,0.0,1.95,2.0,5.3,1006.8,81,1010.2
386,2017-01-21,4.0,10.8,-0.3,8.1,11.87,2.5,5.0,1011.5,63,1015.0
387,2017-01-22,3.7,11.5,-2.4,9.4,12.68,1.9,4.2,1009.0,56,1012.5
388,2017-01-23,2.8,7.3,-1.9,9.7,13.42,4.0,2.6,1008.8,36,1012.2
389,2017-01-24,1.3,6.5,-3.2,9.2,12.89,3.8,2.3,1016.1,35,1019.6
390,2017-01-25,1.4,8.6,-6.0,9.8,13.3,2.7,2.8,1022.0,44,1025.5
391,2017-01-26,1.5,9.3,-5.6,9.9,13.6,1.5,3.5,1023.8,55,1027.3
392,2017-01-27,4.7,15.9,-3.6,4.3,9.0,2.0,5.1,1015.7,62,1019.1
393,2017-01-28,4.8,13.1,-3.0,8.7,13.31,1.3,4.8,1020.2,60,1023.7
394,2017-01-29,6.5,12.4,0.3,3.6,8.63,1.4,6.8,1017.1,70,1020.5
395,2017-01-30,9.3,16.2,4.6,4.1,9.74,2.8,6.9,1000.5,61,1003.8
396,2017-01-31,4.4,9.9,-1.2,10.1,14.39,2.1,3.2,1015.8,40,1019.2
397,2017-02-01,4.5,10.4,1.2,4.3,10.56,2.0,4.1,1010.3,49,1013.7
398,2017-02-02,3.0,8.2,-3.3,10.2,14.4,5.2,2.4,1009.3,33,1012.7
399,2017-02-03,5.9,12.2,-0.5,10.2,14.49,3.6,3.2,1011.8,37,1015.2
400,2017-02-04,4.4,12.2,-2.9,10.2,14.84,2.0,4.0,1015.4,53,1018.8
401,2017-02-05,5.1,9.5,-0.7,2.3,5.72,1.4,5.8,1008.1,66,1011.4
402,2017-02-06,8.0,15.2,2.4,9.7,14.7,4.2,4.9,996.3,50,999.6
403,2017-02-07,3.9,8.4,-1.1,9.9,14.89,4.6,2.6,1007.3,34,1010.7
404,2017-02-08,3.9,10.3,-2.9,8.7,14.59,2.4,3.2,1010.1,41,1013.5
405,2017-02-09,1.8,3.7,0.4,0.0,2.0,1.9,5.7,1000.8,81,1004.2
406,2017-02-10,3.4,10.1,-2.0,3.7,10.1,2.3,4.4,995.7,58,999.1
407,2017-02-11,2.5,9.4,-5.0,9.8,16.11,2.9,2.3,1004.3,34,1007.7
408,2017-02-12,3.9,11.5,-2.6,10.0,16.22,3.1,3.3,1011.5,43,1014.9
409,2017-02-13,3.0,10.8,-4.9,10.0,16.46,1.6,3.0,1018.4,44,1021.9
410,2017-02-14,2.7,10.4,-4.1,9.6,16.25,1.9,3.0,1019.6,45,1023.1
411,2017-02-15,3.5,12.2,-4.3,10.6,16.82,2.1,3.3,1021.7,48,1025.1
412,2017-02-16,4.5,13.6,-4.5,10.4,16.34,1.8,4.9,1020.5,62,1023.9
413,2017-02-17,10.6,20.2,-1.0,9.8,14.46,3.6,8.3,1008.2,65,1011.5
414,2017-02-18,6.5,8.4,3.3,0.3,6.3,2.1,4.4,1009.1,46,1012.4
415,2017-02-19,4.2,10.6,-2.6,10.5,17.43,2.9,3.1,1011.8,42,1015.2
416,2017-02-20,7.9,19.2,-1.7,7.2,12.94,2.1,5.9,999.5,54,1002.9
417,2017-02-21,4.0,8.3,-1.5,10.4,17.68,4.8,3.2,1012.9,40,1016.3
418,2017-02-22,4.5,9.2,-4.5,4.6,9.24,1.8,4.4,1019.9,51,1023.3
419,2017-02-23,8.7,14.5,4.6,1.2,4.45,1.5,9.3,998.8,82,1002.1
420,2017-02-24,7.0,11.3,2.8,8.6,18.01,3.8,2.6,1008.8,27,1012.2
421,2017-02-25,6.5,12.3,1.9,8.2,16.87,1.8,4.7,1013.9,51,1017.2
422,2017-02-26,7.6,13.9,-0.3,9.0,17.63,2.1,5.6,1015.1,57,1018.5
423,2017-02-27,4.8,9.3,2.2,3.6,10.48,2.7,5.4,1021.5,64,1024.9
424,2017-02-28,3.9,8.3,0.2,5.5,13.73,2.4,5.0,1022.4,63,1025.9
425,2017-03-01,4.8,11.0,-2.7,6.7,14.61,1.8,6.2,1018.5,73,1021.9
426,2017-03-02,6.9,9.4,5.0,0.0,3.7,1.4,9.2,1004.4,93,1007.8
427,2017-03-03,7.6,15.3,1.0,11.1,19.57,3.1,5.3,1006.5,55,1009.9
428,2017-03-04,6.1,14.0,-1.9,10.4,17.17,2.3,5.3,1014.2,59,1017.6
429,2017-03-05,7.3,13.8,-0.7,7.6,15.98,2.3,7.8,1011.6,77,1014.9
430,2017-03-06,7.7,11.5,3.2,1.2,4.96,1.3,9.1,1001.6,87,1005.0
431,2017-03-07,3.6,8.6,-1.7,1.7,8.37,1.7,6.0,1000.1,77,1003.5
432,2017-03-08,3.6,11.7,-3.2,9.0,18.99,2.2,3.6,1002.2,53,1005.6
433,2017-03-09,5.1,13.9,-3.7,11.2,20.87,2.0,3.7,1002.6,48,1006.0
434,2017-03-10,6.2,14.9,-2.0,9.8,18.85,2.6,3.7,1006.7,43,1010.1
435,2017-03-11,4.6,11.9,-2.3,9.9,18.92,2.0,4.6,1016.4,56,1019.8
436,2017-03-12,5.8,11.2,-1.5,10.4,19.52,2.1,4.6,1020.1,51,1023.5
437,2017-03-13,7.4,12.2,5.0,0.6,6.96,2.1,7.4,1015.2,72,1018.6
438,2017-03-14,7.8,11.5,5.6,0.0,5.35,3.0,8.6,1005.2,81,1008.5
439,2017-03-15,4.2,6.6,0.5,0.0,4.57,2.9,6.3,1004.7,77,1008.1
440,2017-03-16,6.2,14.4,-2.4,10.2,19.41,2.1,5.0,1011.8,58,1015.2
441,2017-03-17,6.7,14.6,-2.0,10.2,22.12,1.7,4.3,1015.1,48,1018.5
442,2017-03-18,7.7,14.6,0.3,9.0,18.1,1.8,4.7,1017.2,49,1020.6
443,2017-03-19,9.2,18.1,0.5,10.0,18.7,2.2,6.0,1015.9,56,1019.3
444,2017-03-20,10.6,17.4,2.2,10.2,20.68,2.1,5.4,1017.7,44,1021.1
445,2017-03-21,8.6,10.4,6.5,0.0,3.75,2.1,10.3,1005.0,92,1008.3
446,2017-03-22,8.6,14.9,2.9,10.7,22.08,2.5,5.3,1008.2,51,1011.5
447,2017-03-23,7.7,14.8,-0.1,6.5,16.18,2.2,4.9,1012.8,50,1016.1
448,2017-03-24,6.9,13.4,0.3,8.6,21.18,2.7,4.3,1012.9,46,1016.3
449,2017-03-25,5.3,11.9,-2.8,11.3,22.18,1.9,4.4,1017.3,52,1020.8
450,2017-03-26,6.9,9.3,5.1,0.0,6.3,2.1,8.1,1014.9,82,1018.3
451,2017-03-27,4.6,6.9,1.8,0.2,2.77,3.5,7.5,1006.8,89,1010.2
452,2017-03-28,6.9,13.4,-1.1,8.6,20.24,1.6,6.3,1015.2,68,1018.6
453,2017-03-29,7.8,14.6,0.6,10.3,21.29,2.0,6.6,1019.1,66,1022.4
454,2017-03-30,10.0,18.3,2.2,10.0,22.33,1.8,7.7,1014.7,66,1018.0
455,2017-03-31,7.7,12.1,3.1,1.5,6.69,1.7,6.7,1013.9,67,1017.3
456,2017-04-01,6.2,9.3,4.2,0.0,8.37,2.7,7.2,1010.7,77,1014.1
457,2017-04-02,7.6,13.2,1.9,10.0,20.69,2.2,6.2,1010.9,61,1014.3
458,2017-04-03,8.8,15.7,4.1,7.1,20.89,2.4,7.0,1013.2,64,1016.6
459,2017-04-04,8.9,15.7,1.4,10.2,20.78,1.9,7.6,1021.1,70,1024.5
460,2017-04-05,12.3,19.9,3.0,9.7,22.05,2.6,9.9,1023.2,71,1026.5
461,2017-04-06,15.3,20.5,7.5,8.2,21.1,5.3,12.2,1019.1,72,1022.4
462,2017-04-07,16.9,20.7,15.2,3.3,10.78,4.9,16.5,1012.4,86,1015.7
463,2017-04-08,12.8,16.1,11.5,0.0,3.39,2.0,14.6,1009.5,98,1012.8
464,2017-04-09,12.7,15.1,8.6,0.3,4.15,1.8,14.1,1004.8,95,1008.1
465,2017-04-10,8.6,14.4,3.8,8.0,20.8,2.2,5.7,1017.1,53,1020.5
466,2017-04-11,9.4,12.6,3.4,0.0,2.42,2.7,11.1,1004.1,91,1007.4
467,2017-04-12,13.8,21.6,6.0,7.9,20.7,2.8,8.2,998.8,56,1002.0
468,2017-04-13,11.5,17.9,3.3,11.3,24.58,2.6,6.0,1010.5,45,1013.8
469,2017-04-14,13.7,22.3,3.5,11.9,25.49,2.8,7.5,1013.4,50,1016.7
470,2017-04-15,14.9,23.2,7.8,6.8,17.94,2.8,13.0,1010.0,79,1013.2
471,2017-04-16,17.3,26.2,7.3,12.1,25.08,2.7,10.8,1010.2,63,1013.4
472,2017-04-17,16.6,24.3,10.7,4.4,15.88,2.8,14.1,1009.7,78,1012.9
473,2017-04-18,18.7,24.4,11.6,4.0,13.23,3.9,16.8,990.1,78,993.3
474,2017-04-19,16.2,25.4,9.7,12.4,25.98,4.4,9.3,995.7,54,998.9
475,2017-04-20,14.3,20.4,8.2,9.9,23.75,2.7,8.2,1008.7,51,1012.0
476,2017-04-21,14.8,19.0,11.4,0.0,8.75,1.3,12.4,1004.8,75,1008.0
477,2017-04-22,13.6,18.1,8.3,1.1,11.34,2.3,10.6,1004.8,70,1008.1
478,2017-04-23,11.6,18.9,6.4,9.5,22.88,1.9,8.7,1014.3,67,1017.6
479,2017-04-24,12.4,17.7,8.1,4.6,17.8,2.2,9.7,1023.8,69,1027.1
480,2017-04-25,14.4,21.0,6.5,11.7,25.7,2.9,10.4,1022.5,67,1025.8
481,2017-04-26,15.9,19.1,10.9,0.6,12.78,4.3,13.5,1011.0,75,1014.3
482,2017-04-27,13.5,17.0,10.0,5.5,16.96,2.4,11.1,1002.4,72,1005.7
483,2017-04-28,13.9,20.0,8.8,7.4,20.67,2.2,11.6,1004.1,74,1007.4
484,2017-04-29,14.4,22.6,7.0,10.5,24.55,2.4,11.2,1003.1,73,1006.3
485,2017-04-30,15.9,25.3,6.7,12.6,26.97,2.6,11.4,1006.5,68,1009.7
486,2017-05-01,14.7,24.7,7.1,6.5,14.48,1.6,13.1,1009.0,82,1012.3
487,2017-05-02,13.6,22.4,5.1,12.8,28.27,2.0,8.8,1019.9,63,1023.2
488,2017-05-03,15.5,22.7,7.4,10.3,24.18,2.5,10.6,1023.8,65,1027.1
489,2017-05-04,17.0,22.8,10.8,10.7,24.52,2.9,12.9,1020.7,69,1023.9
490,2017-05-05,18.5,25.8,10.7,12.2,27.61,2.0,15.5,1013.2,76,1016.4
491,2017-05-06,20.1,25.9,13.3,7.6,19.82,2.5,18.9,1007.0,82,1010.2
492,2017-05-07,18.3,22.9,9.9,1.7,15.47,2.5,14.7,1004.1,71,1007.3
493,2017-05-08,19.4,27.8,9.3,12.6,27.84,2.4,11.4,1005.8,57,1008.9
494,2017-05-09,17.4,20.6,12.8,2.2,17.01,2.2,12.0,1014.5,62,1017.8
495,2017-05-10,15.6,17.1,14.4,0.0,4.68,1.0,17.1,1009.5,96,1012.8
496,2017-05-11,20.3,27.5,14.0,9.9,26.14,1.9,16.9,1004.6,75,1007.8
497,2017-05-12,20.3,26.8,13.6,9.8,23.4,2.2,17.6,1011.0,75,1014.2
498,2017-05-13,17.2,19.3,15.7,0.0,2.3,2.7,18.9,1006.6,96,1009.8
499,2017-05-14,16.9,19.2,14.4,0.0,7.78,2.6,15.7,1007.6,82,1010.8
500,2017-05-15,16.2,18.9,14.4,0.0,7.21,1.8,16.3,1007.7,88,1010.9
501,2017-05-16,18.2,22.8,14.6,5.4,19.69,2.1,14.1,1005.6,69,1008.8
502,2017-05-17,15.1,17.9,11.6,0.1,8.31,2.1,13.0,1007.4,76,1010.6
503,2017-05-18,16.5,21.1,12.0,6.5,17.7,1.8,15.7,1011.7,85,1014.9
504,2017-05-19,18.9,26.6,11.0,11.8,27.94,1.9,15.7,1013.2,75,1016.4
505,2017-05-20,21.3,29.8,13.2,13.0,27.7,1.7,16.7,1012.1,70,1015.3
506,2017-05-21,23.2,31.8,15.4,12.5,27.64,1.9,17.5,1012.0,66,1015.2
507,2017-05-22,22.4,28.9,16.5,12.9,26.14,2.9,17.2,1011.1,67,1014.3
508,2017-05-23,21.6,27.7,15.7,10.9,25.79,3.4,16.5,1008.7,66,1011.9
509,2017-05-24,21.7,25.2,18.7,0.7,9.95,2.4,18.9,1006.2,74,1009.3
510,2017-05-25,19.0,22.4,16.7,0.0,5.19,1.7,21.1,1003.7,95,1006.9
511,2017-05-26,16.8,17.5,16.2,0.0,3.44,2.2,18.5,1002.5,97,1005.7
512,2017-05-27,17.6,21.4,15.8,2.8,16.13,2.8,17.3,1004.6,87,1007.8
513,2017-05-28,20.0,25.2,15.2,6.8,22.45,2.0,15.7,1008.2,69,1011.4
514,2017-05-29,20.7,27.3,14.2,11.0,27.23,2.3,16.9,1009.7,73,1012.9
515,2017-05-30,22.7,30.1,14.8,12.1,26.79,1.9,19.0,1006.6,72,1009.7
516,2017-05-31,22.9,27.5,18.8,3.1,17.76,2.8,21.7,1003.5,78,1006.6
