Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,solar_radiation,avg_local_pressure,avg_sea_pressure,cloud_cover
321,2016-11-17,-2.4,0.8,-9.5,2.6,6.98,1000.2,1018.0,6.8
322,2016-11-18,2.4,6.3,-2.1,0.0,2.67,999.6,1017.1,9.8
323,2016-11-19,3.8,8.9,0.7,4.1,6.37,996.9,1014.2,8.3
324,2016-11-20,2.4,6.3,-2.0,0.4,2.26,993.6,1011.0,10.0
325,2016-11-21,-1.3,1.0,-3.5,4.4,7.43,1003.5,1021.3,6.0
326,2016-11-22,-1.7,1.4,-4.6,0.8,3.47,996.2,1013.9,10.0
327,2016-11-23,-7.5,-3.7,-9.9,1.3,6.16,998.3,1016.5,9.3
328,2016-11-24,-6.9,-2.7,-10.7,3.6,7.81,1002.0,1020.1,9.5
329,2016-11-25,-5.2,-1.4,-8.5,1.8,6.03,1001.4,1019.4,8.5
330,2016-11-26,-2.7,0.6,-4.7,3.2,7.05,1007.2,1025.1,8.3
331,2016-11-27,-1.0,2.0,-5.3,0.3,4.12,997.9,1015.6,10.0
332,2016-11-28,-1.5,0.1,-4.1,0.0,2.63,992.4,1010.0,8.3
333,2016-11-29,-3.2,-0.5,-8.5,4.7,7.21,1002.0,1019.9,9.5
334,2016-11-30,-5.8,-1.6,-10.3,1.7,5.95,1012.7,1031.0,9.0
335,2016-12-01,-1.4,6.4,-9.6,1.3,4.99,994.8,1012.5,9.8
336,2016-12-02,-1.3,4.0,-3.4,0.0,2.2,989.0,1006.5,10.0
337,2016-12-03,1.1,4.6,-2.5,6.5,8.06,1003.0,1020.6,5.0
338,2016-12-04,3.1,8.4,-6.8,1.3,3.93,998.1,1015.5,7.5
339,2016-12-05,2.6,4.4,0.9,0.0,2.1,991.8,1009.1,10.0
340,2016-12-06,-3.4,1.0,-8.3,0.0,2.47,988.0,1005.6,9.8
341,2016-12-07,-6.4,-3.7,-8.3,4.1,7.59,996.9,1014.9,9.3
342,2016-12-08,-4.4,-2.5,-6.9,1.3,5.18,997.2,1015.1,8.8
343,2016-12-09,-2.6,-1.7,-4.5,0.0,2.3,992.8,1010.5,10.0
344,2016-12-10,-4.8,-2.3,-8.5,4.1,6.51,993.0,1010.8,9.3
345,2016-12-11,-8.9,-6.0,-12.8,2.8,5.68,1000.0,1018.3,9.0
346,2016-12-12,-8.1,-4.6,-11.3,2.6,5.65,1006.7,1025.0,7.5
347,2016-12-13,-4.9,3.9,-11.0,1.0,3.86,996.9,1014.8,9.8
348,2016-12-14,-4.0,-1.1,-7.2,2.6,5.71,990.5,1008.2,9.8
349,2016-12-15,-9.2,-5.2,-13.5,7.7,7.8,991.2,1009.3,5.3
350,2016-12-16,-10.7,-5.6,-16.2,6.4,6.51,990.7,1008.9,4.0
351,2016-12-17,-5.9,-3.0,-10.0,0.1,3.68,994.5,1012.5,9.5
352,2016-12-18,0.6,4.0,-3.9,0.6,3.04,998.4,1016.0,9.5
353,2016-12-19,-2.2,3.5,-7.4,5.5,6.47,1004.2,1022.1,2.5
354,2016-12-20,-6.1,-2.8,-11.8,0.4,2.77,1007.0,1025.2,7.8
355,2016-12-21,-0.8,2.0,-3.9,0.0,2.68,1009.9,1027.7,10.0
356,2016-12-22,-2.0,0.1,-2.6,0.0,1.25,1003.0,1020.8,10.0
357,2016-12-23,-3.0,-1.0,-7.0,0.0,1.81,985.2,1002.8,10.0
358,2016-12-24,-8.8,-5.0,-11.1,6.3,7.39,1003.6,1021.9,6.0
359,2016-12-25,-5.9,-2.7,-10.3,1.0,4.03,1008.0,1026.2,9.3
360,2016-12-26,-0.4,3.0,-3.1,0.0,2.25,1000.0,1017.6,10.0
361,2016-12-27,-5.7,-1.6,-12.1,0.0,3.78,992.7,1010.6,10.0
362,2016-12-28,-12.4,-7.0,-18.8,5.8,7.35,1001.4,1020.0,4.3
363,2016-12-29,-5.0,-2.4,-7.4,0.1,2.92,993.6,1011.5,9.3
364,2016-12-30,-5.4,-2.7,-8.8,2.6,5.5,997.6,1015.6,8.5
365,2016-12-31,-4.7,-2.7,-5.9,0.9,5.05,1001.9,1019.9,10.0
366,2017-01-01,-3.0,-0.8,-6.1,0.0,3.62,1001.3,1019.1,10.0
367,2017-01-02,-1.6,0.3,-3.6,0.0,3.25,997.0,1014.7,9.3
368,2017-01-03,-3.2,-0.3,-5.0,1.9,5.11,997.0,1014.8,10.0
369,2017-01-04,-4.9,-1.5,-9.3,3.6,5.88,996.8,1014.7,10.0
370,2017-01-05,-8.5,-5.2,-15.8,6.0,7.51,1003.0,1021.3,5.0
371,2017-01-06,-12.8,-8.1,-19.2,2.2,5.7,1005.4,1024.1,7.3
372,2017-01-07,-4.8,-0.6,-9.9,1.3,4.77,999.3,1017.2,9.5
373,2017-01-08,-6.8,-3.4,-15.3,6.4,7.94,1001.7,1019.8,5.0
374,2017-01-09,-9.0,-1.0,-16.7,0.1,3.17,988.3,1006.3,10.0
375,2017-01-10,-5.9,-1.2,-11.1,1.0,4.39,988.3,1006.1,7.5
376,2017-01-11,-10.3,-9.0,-11.8,1.9,6.0,986.2,1004.3,8.5
377,2017-01-12,-10.0,-8.5,-11.2,1.0,4.76,980.0,998.0,10.0
378,2017-01-13,-10.7,-6.5,-14.1,7.1,8.05,984.5,1002.6,5.8
379,2017-01-14,-14.1,-7.9,-19.3,8.0,8.4,985.0,1003.3,5.5
380,2017-01-15,-13.5,-8.1,-20.4,1.0,6.13,986.1,1004.5,9.0
381,2017-01-16,-4.5,-0.4,-9.5,0.0,3.94,994.3,1012.1,9.8
382,2017-01-17,-4.7,-2.7,-7.8,2.8,6.8,1005.8,1023.9,8.8
383,2017-01-18,-5.2,-2.6,-9.6,0.0,5.45,1006.9,1025.0,8.8
384,2017-01-19,-7.6,-3.4,-10.4,2.3,4.96,1000.5,1018.7,10.0
385,2017-01-20,-8.4,-2.5,-13.6,5.5,8.17,997.9,1016.1,6.8
386,2017-01-21,-11.0,-4.6,-16.9,6.5,8.7,1001.9,1020.4,5.3
387,2017-01-22,-12.6,-7.7,-18.9,1.6,4.73,995.0,1013.4,9.0
388,2017-01-23,-8.1,-4.3,-13.8,3.4,6.87,991.1,1009.2,7.5
389,2017-01-24,-16.0,-10.6,-22.5,7.3,8.16,999.1,1017.9,2.5
390,2017-01-25,-10.8,-5.8,-16.8,2.0,6.45,1003.2,1021.6,9.3
391,2017-01-26,-5.6,-2.0,-9.5,2.4,6.76,1003.5,1021.6,8.3
392,2017-01-27,-0.8,2.9,-8.6,0.0,3.23,988.3,1005.8,10.0
393,2017-01-28,-6.3,-5.3,-7.1,0.0,4.21,996.4,1014.4,10.0
394,2017-01-29,-5.3,-2.1,-8.6,3.6,7.84,1002.6,1020.7,9.0
395,2017-01-30,-7.4,-4.3,-10.3,1.4,6.06,991.6,1009.6,9.0
396,2017-01-31,-10.2,-5.4,-17.9,2.8,7.37,998.2,1016.5,6.5
397,2017-02-01,-4.6,-0.3,-8.5,2.6,8.13,989.7,1007.5,9.3
398,2017-02-02,-9.6,-8.1,-14.9,0.3,6.16,986.7,1004.8,9.5
399,2017-02-03,-11.6,-6.0,-18.7,0.9,8.26,994.2,1012.5,9.8
400,2017-02-04,-4.8,-1.7,-8.4,2.1,7.53,996.6,1014.6,10.0
401,2017-02-05,-6.2,-1.9,-10.2,2.2,7.59,995.5,1013.5,9.5
402,2017-02-06,-7.4,-1.8,-13.6,0.2,6.89,986.3,1004.1,6.3
403,2017-02-07,-6.2,-4.4,-8.6,2.4,8.2,990.1,1008.0,9.0
404,2017-02-08,-4.0,-1.6,-7.8,0.4,5.91,990.6,1008.4,9.5
405,2017-02-09,-4.2,0.8,-12.1,2.4,8.34,989.2,1006.9,7.8
406,2017-02-10,-8.3,-2.2,-14.4,5.4,9.51,984.1,1002.0,9.0
407,2017-02-11,-6.8,-1.2,-14.0,2.2,8.96,986.5,1004.4,10.0
408,2017-02-12,-1.4,0.4,-4.0,0.6,7.97,993.7,1011.4,10.0
409,2017-02-13,-1.0,1.3,-2.4,0.1,7.49,1001.5,1019.3,10.0
410,2017-02-14,-2.0,-0.7,-3.6,0.9,6.51,1003.1,1020.9,9.8
411,2017-02-15,-1.9,1.1,-4.3,1.4,6.84,1002.7,1020.5,9.8
412,2017-02-16,1.8,6.6,-3.2,0.4,5.93,996.8,1014.3,9.0
413,2017-02-17,-0.5,6.4,-6.3,0.0,2.82,985.9,1003.3,10.0
414,2017-02-18,-7.6,-4.5,-10.2,4.6,11.7,989.1,1007.1,9.0
415,2017-02-19,-7.9,-2.0,-12.4,4.3,11.32,992.2,1010.3,8.0
416,2017-02-20,-6.2,-2.6,-10.5,1.8,8.3,987.8,1005.7,9.5
417,2017-02-21,-8.3,-4.1,-13.5,6.4,12.77,995.0,1013.2,6.8
418,2017-02-22,-4.8,-0.2,-11.4,3.5,10.07,1001.7,1019.7,9.5
419,2017-02-23,-1.4,1.2,-5.0,0.0,6.08,983.7,1001.1,10.0
420,2017-02-24,-3.0,-0.3,-6.4,0.0,6.96,985.8,1003.4,10.0
421,2017-02-25,-3.6,-0.5,-6.6,1.9,8.91,992.6,1010.3,10.0
422,2017-02-26,-7.6,-3.6,-15.9,0.8,10.7,999.3,1017.5,6.0
423,2017-02-27,-10.8,-2.5,-20.6,8.3,15.17,1009.8,1028.4,3.3
424,2017-02-28,-3.6,2.1,-10.8,2.2,12.44,1008.3,1026.3,9.5
425,2017-03-01,1.5,5.6,-4.9,3.8,10.93,1001.5,1019.1,9.8
426,2017-03-02,2.6,7.6,-1.6,3.7,11.35,993.2,1010.6,10.0
427,2017-03-03,-1.8,2.5,-5.8,0.8,7.36,988.0,1005.5,10.0
428,2017-03-04,-4.9,-2.0,-7.6,2.4,10.19,993.1,1010.9,10.0
429,2017-03-05,-4.8,-1.1,-8.3,1.7,10.52,993.2,1011.1,9.3
430,2017-03-06,-2.9,0.1,-7.2,9.9,17.46,988.0,1005.6,5.8
431,2017-03-07,-3.3,0.2,-5.6,1.8,9.92,980.3,997.8,10.0
432,2017-03-08,-3.0,0.9,-6.1,3.4,11.93,980.2,997.7,9.3
433,2017-03-09,-2.2,0.4,-4.7,2.2,10.15,982.5,1000.0,10.0
434,2017-03-10,-2.2,1.5,-6.0,1.4,10.43,989.6,1007.2,8.0
435,2017-03-11,-3.5,1.8,-9.0,10.0,18.69,1002.5,1020.4,1.5
436,2017-03-12,-4.6,2.4,-12.0,10.8,18.74,1006.7,1024.8,0.5
437,2017-03-13,-4.0,3.6,-12.1,11.2,18.82,1004.6,1022.5,0.5
438,2017-03-14,-3.2,4.1,-10.5,10.7,17.83,1000.2,1018.1,2.0
439,2017-03-15,-3.1,3.7,-9.6,10.3,18.81,996.6,1014.4,1.3
440,2017-03-16,-0.5,2.9,-6.0,0.7,10.12,994.8,1012.4,10.0
441,2017-03-17,-0.1,3.6,-4.6,3.7,12.47,998.6,1016.2,7.5
442,2017-03-18,-1.5,3.6,-8.4,6.6,16.08,999.5,1017.2,8.0
443,2017-03-19,0.7,5.1,-3.7,9.9,19.03,999.2,1016.8,8.8
444,2017-03-20,0.7,6.6,-4.8,10.8,19.88,1000.7,1018.3,5.5
445,2017-03-21,0.4,5.4,-6.0,0.0,6.88,993.0,1010.5,10.0
446,2017-03-22,1.0,4.0,-1.0,0.9,8.68,989.4,1006.8,9.5
447,2017-03-23,-1.3,1.5,-4.1,6.1,15.58,994.7,1012.3,8.0
448,2017-03-24,-2.5,1.1,-7.2,2.5,12.48,996.1,1013.8,10.0
449,2017-03-25,0.1,3.8,-3.3,3.1,13.31,1001.3,1019.0,8.3
450,2017-03-26,0.2,5.5,-5.4,6.3,14.84,1003.1,1020.8,7.3
451,2017-03-27,0.6,7.3,-6.1,11.4,20.69,998.8,1016.3,2.8
452,2017-03-28,1.0,5.7,-3.3,3.4,12.1,997.2,1014.7,8.0
453,2017-03-29,1.5,7.1,-4.4,5.1,16.23,998.9,1016.4,4.8
454,2017-03-30,0.6,6.0,-4.6,7.3,16.26,999.8,1017.4,7.8
455,2017-03-31,0.3,5.2,-2.7,7.9,19.73,1001.7,1019.4,5.0
456,2017-04-01,0.6,5.9,-5.5,12.3,23.12,998.9,1016.5,2.8
457,2017-04-02,2.5,7.6,-4.3,7.4,18.85,994.6,1011.9,6.0
458,2017-04-03,4.3,9.5,-1.3,6.5,17.04,997.5,1014.8,9.5
459,2017-04-04,5.1,9.4,0.2,7.1,17.69,1004.0,1021.4,5.0
460,2017-04-05,7.3,15.7,-3.0,11.3,21.49,1003.0,1020.2,0.3
461,2017-04-06,10.4,18.0,0.8,5.7,16.34,998.4,1015.4,5.8
462,2017-04-07,7.0,10.1,-0.1,4.4,12.48,994.5,1011.6,7.5
463,2017-04-08,3.5,8.4,-0.9,0.8,7.73,995.8,1013.2,10.0
464,2017-04-09,4.6,9.4,1.3,8.9,22.0,990.1,1007.2,8.0
465,2017-04-10,3.8,9.0,-0.3,9.5,21.68,999.5,1016.9,3.8
466,2017-04-11,6.1,14.2,-3.3,7.9,17.27,993.0,1010.2,7.5
467,2017-04-12,2.1,5.0,0.2,2.3,9.49,981.3,998.5,8.5
468,2017-04-13,-0.7,1.7,-3.9,1.9,9.95,984.7,1002.1,8.5
469,2017-04-14,8.6,14.7,-0.2,5.8,17.31,987.4,1004.3,9.5
470,2017-04-15,13.1,18.3,9.2,9.7,20.61,986.0,1002.5,5.3
471,2017-04-16,10.2,16.2,3.7,9.0,17.84,986.6,1003.3,5.8
472,2017-04-17,6.8,12.8,1.4,7.9,21.75,997.6,1014.8,7.3
473,2017-04-18,6.5,11.3,3.0,1.2,8.61,980.6,997.5,10.0
474,2017-04-19,5.0,9.0,0.6,0.1,5.52,975.7,992.6,10.0
475,2017-04-20,2.8,5.7,0.7,0.1,9.2,992.7,1010.0,10.0
476,2017-04-21,5.7,12.0,0.2,12.7,24.9,992.6,1009.8,6.8
477,2017-04-22,2.2,4.0,0.4,0.0,4.31,992.6,1009.9,10.0
478,2017-04-23,3.5,9.0,0.0,4.7,17.05,1001.1,1018.5,7.3
479,2017-04-24,7.1,15.3,-1.5,11.5,24.06,1007.6,1024.9,3.0
480,2017-04-25,11.0,20.7,1.2,8.7,19.96,1002.4,1019.4,10.0
481,2017-04-26,10.4,16.3,5.3,5.9,17.72,993.5,1010.3,6.8
482,2017-04-27,6.1,12.3,1.1,3.0,14.27,984.1,1001.1,8.5
483,2017-04-28,7.9,13.4,3.9,2.7,13.59,985.9,1002.8,9.3
484,2017-04-29,10.5,16.5,5.2,7.7,19.47,986.0,1002.7,7.0
485,2017-04-30,9.2,17.7,1.9,2.6,8.08,986.1,1002.9,7.8
486,2017-05-01,7.4,11.7,5.8,0.5,7.05,993.3,1010.3,10.0
487,2017-05-02,9.7,15.6,4.9,10.6,24.45,1004.1,1021.2,4.8
488,2017-05-03,13.2,22.9,2.2,11.2,26.76,1005.4,1022.3,4.3
489,2017-05-04,16.1,26.7,3.3,13.4,28.43,1002.4,1019.0,1.3
490,2017-05-05,15.8,24.1,6.3,7.4,19.62,995.6,1012.2,6.8
491,2017-05-06,12.1,20.3,5.6,1.4,9.04,989.2,1005.9,8.3
492,2017-05-07,10.0,15.0,2.5,3.8,12.23,983.9,1000.6,7.8
493,2017-05-08,6.8,10.7,2.2,1.4,9.96,985.5,1002.4,7.8
494,2017-05-09,11.0,18.7,2.2,13.1,27.42,997.9,1014.8,2.5
495,2017-05-10,14.3,24.5,3.9,8.2,21.21,995.6,1012.3,9.8
496,2017-05-11,13.3,17.7,8.7,0.2,7.73,988.5,1005.0,10.0
497,2017-05-12,13.5,21.5,6.6,9.1,25.67,997.4,1014.2,5.5
498,2017-05-13,13.9,20.7,8.2,7.3,21.11,1000.5,1017.2,10.0
499,2017-05-14,11.1,20.1,6.0,8.6,22.07,999.2,1016.1,9.8
500,2017-05-15,8.2,10.6,5.7,0.2,5.77,997.0,1014.1,10.0
501,2017-05-16,9.9,13.1,6.8,0.1,7.27,991.2,1008.1,10.0
502,2017-05-17,13.5,20.4,9.1,8.4,24.26,992.0,1008.6,6.0
503,2017-05-18,16.3,24.7,7.2,13.8,28.38,994.5,1011.0,3.8
504,2017-05-19,18.6,26.7,8.5,14.1,28.43,994.4,1010.7,6.3
505,2017-05-20,18.7,25.7,11.9,12.7,25.54,994.7,1011.0,7.5
506,2017-05-21,16.4,22.9,9.6,7.3,16.86,997.1,1013.6,7.5
507,2017-05-22,14.2,17.6,11.2,1.4,8.57,998.4,1015.1,10.0
508,2017-05-23,14.0,18.4,10.9,0.0,9.35,993.6,1010.2,10.0
509,2017-05-24,14.0,16.7,11.7,0.8,6.44,992.0,1008.6,10.0
510,2017-05-25,16.7,23.4,11.2,8.0,21.87,993.3,1009.7,7.3
511,2017-05-26,16.1,24.4,9.5,9.1,25.66,992.0,1008.5,7.0
512,2017-05-27,13.3,16.3,10.9,0.0,5.37,992.0,1008.7,9.8
513,2017-05-28,13.9,19.0,11.8,2.2,13.68,990.2,1006.7,10.0
514,2017-05-29,17.9,24.9,11.1,9.4,26.1,989.7,1006.0,8.8
515,2017-05-30,19.1,26.3,11.7,11.9,26.73,988.9,1005.1,5.5
516,2017-05-31,17.3,23.2,12.4,6.6,18.31,987.7,1004.0,6.8
