,Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,precipitation,avg_wind_speed
448,448,2017-03-24,8.5,11.9,5.8,0.0,10.8
449,449,2017-03-25,8.1,11.3,4.1,0.0,4.4
450,450,2017-03-26,8.1,9.3,7.0,16.0,4.1
451,451,2017-03-27,9.2,11.6,6.8,1.5,11.2
452,452,2017-03-28,10.2,13.8,7.6,0.0,6.2
453,453,2017-03-29,10.4,15.0,6.9,0.0,4.0
454,454,2017-03-30,12.0,15.7,7.3,0.0,4.0
455,455,2017-03-31,9.3,12.7,6.4,15.0,6.0
456,456,2017-04-01,8.0,10.4,6.3,3.0,3.0
457,457,2017-04-02,9.6,13.2,5.4,0.0,5.2
458,458,2017-04-03,11.5,17.0,6.2,0.0,5.6
459,459,2017-04-04,12.9,17.8,10.4,0.0,5.2
460,460,2017-04-05,12.7,17.2,6.3,0.0,3.2
461,461,2017-04-06,15.4,20.0,12.6,2.0,6.6
462,462,2017-04-07,16.3,20.0,13.7,13.0,2.8
463,463,2017-04-08,16.3,19.4,14.2,4.5,1.8
464,464,2017-04-09,14.9,17.3,12.0,2.0,7.6
465,465,2017-04-10,11.8,14.2,8.5,0.0,5.3
466,466,2017-04-11,11.4,12.6,10.1,26.5,5.2
467,467,2017-04-12,13.2,16.2,10.3,0.0,11.3
468,468,2017-04-13,12.5,17.3,7.4,0.0,4.7
469,469,2017-04-14,13.3,20.4,6.7,0.0,3.7
470,470,2017-04-15,15.5,20.9,11.5,0.0,2.5
471,471,2017-04-16,16.2,20.8,11.6,0.0,3.4
472,472,2017-04-17,16.0,18.0,13.1,31.0,6.8
473,473,2017-04-18,16.2,20.6,12.0,6.5,6.3
474,474,2017-04-19,14.4,19.1,10.6,0.0,7.5
475,475,2017-04-20,14.6,17.8,11.1,0.0,4.8
476,476,2017-04-21,14.6,16.9,12.8,0.0,2.8
477,477,2017-04-22,14.8,18.6,11.9,0.0,8.9
478,478,2017-04-23,13.9,18.1,9.0,0.0,5.1
479,479,2017-04-24,16.1,20.5,12.7,0.0,6.0
480,480,2017-04-25,16.7,21.0,13.7,0.0,5.5
481,481,2017-04-26,15.8,18.1,14.3,1.5,4.1
482,482,2017-04-27,15.1,18.2,12.5,1.0,8.7
483,483,2017-04-28,15.1,20.4,8.5,0.0,3.9
484,484,2017-04-29,14.8,20.8,10.2,0.0,3.4
485,485,2017-04-30,16.2,23.8,9.4,0.0,2.6
486,486,2017-05-01,17.3,24.3,11.8,0.0,5.9
487,487,2017-05-02,16.4,20.2,13.3,0.0,5.5
488,488,2017-05-03,17.4,22.2,14.0,0.0,4.3
489,489,2017-05-04,18.2,21.6,14.8,0.0,5.5
490,490,2017-05-05,18.8,22.3,15.1,0.0,3.4
491,491,2017-05-06,18.8,21.7,16.2,0.0,3.0
492,492,2017-05-07,19.4,23.9,15.2,0.0,5.6
493,493,2017-05-08,19.1,25.2,12.2,0.0,3.5
494,494,2017-05-09,18.9,22.6,15.2,4.0,3.7
495,495,2017-05-10,16.9,19.6,14.4,17.5,2.7
496,496,2017-05-11,20.1,24.4,16.2,0.0,4.2
497,497,2017-05-12,20.3,25.7,16.2,0.0,3.8
498,498,2017-05-13,17.3,20.1,15.8,34.0,4.7
499,499,2017-05-14,19.0,23.7,15.1,0.0,4.5
500,500,2017-05-15,20.1,23.8,17.8,0.0,6.9
501,501,2017-05-16,18.4,20.9,16.1,0.0,5.6
502,502,2017-05-17,18.2,22.9,13.4,0.0,3.5
503,503,2017-05-18,19.1,23.2,15.8,3.5,4.2
504,504,2017-05-19,20.0,25.2,15.3,0.0,3.9
505,505,2017-05-20,21.8,27.7,16.4,0.0,3.5
506,506,2017-05-21,22.1,26.9,18.3,0.0,3.8
507,507,2017-05-22,21.6,26.2,19.2,0.0,4.3
508,508,2017-05-23,21.7,26.0,19.0,0.0,4.5
509,509,2017-05-24,21.0,22.9,19.5,0.0,2.5
510,510,2017-05-25,19.9,21.5,18.5,11.0,2.6
511,511,2017-05-26,19.5,22.9,16.6,16.0,4.5
512,512,2017-05-27,19.2,24.1,15.4,0.0,8.3
513,513,2017-05-28,20.2,23.2,17.1,0.0,6.5
514,514,2017-05-29,20.7,26.6,14.2,0.0,3.6
515,515,2017-05-30,21.9,25.8,17.1,0.0,3.5
516,516,2017-05-31,22.4,26.3,19.6,0.0,4.3
