Unnamed: 0,calendar_date,avg_temperature,high_temperature,low_temperature,hours_sunlight,avg_local_pressure,avg_sea_pressure
405,2017-02-09,-1.6,1.0,-4.1,0.0,930.0,1012.2
406,2017-02-10,-4.1,-2.5,-5.2,0.5,932.8,1016.1
407,2017-02-11,-2.8,0.1,-4.9,3.1,938.7,1022.1
408,2017-02-12,-1.0,2.6,-3.1,4.0,943.9,1027.2
409,2017-02-13,1.2,5.7,-2.4,6.4,947.1,1029.9
410,2017-02-14,2.5,5.8,0.0,2.9,948.1,1030.6
411,2017-02-15,1.7,8.7,-2.8,8.4,948.4,1031.1
412,2017-02-16,5.9,12.2,-1.3,7.2,944.9,1026.0
413,2017-02-17,9.8,13.1,4.2,0.5,940.2,1019.7
414,2017-02-18,2.5,6.8,0.0,7.9,940.2,1022.0
415,2017-02-19,2.8,8.1,-2.7,8.5,939.9,1021.6
416,2017-02-20,7.9,13.2,2.2,0.0,934.0,1013.6
417,2017-02-21,2.9,7.6,0.1,7.8,944.0,1026.1
418,2017-02-22,7.8,12.5,1.7,0.0,938.0,1017.9
419,2017-02-23,3.8,10.7,1.5,0.0,933.3,1014.1
420,2017-02-24,1.5,5.2,-1.8,4.8,939.2,1021.3
421,2017-02-25,1.9,6.2,-0.9,6.2,940.9,1022.9
422,2017-02-26,3.4,5.7,0.5,0.0,941.4,1023.0
423,2017-02-27,3.6,9.0,-1.5,7.2,942.6,1024.3
424,2017-02-28,4.4,10.1,-0.9,8.8,942.9,1024.3
425,2017-03-01,4.5,10.4,-0.4,2.2,937.4,1018.4
426,2017-03-02,3.4,5.8,1.2,0.4,932.9,1013.8
427,2017-03-03,3.0,8.1,-0.9,5.3,938.1,1019.6
428,2017-03-04,4.8,11.2,0.2,8.8,938.6,1019.5
429,2017-03-05,6.0,10.6,1.2,0.9,936.1,1016.5
430,2017-03-06,5.2,8.9,1.3,4.5,931.8,1012.0
431,2017-03-07,1.7,5.6,-0.2,4.7,933.7,1015.2
432,2017-03-08,-0.3,2.8,-2.2,2.3,934.0,1016.2
433,2017-03-09,2.5,6.1,-0.8,6.1,934.8,1016.2
434,2017-03-10,4.9,9.3,0.4,8.0,938.2,1019.0
435,2017-03-11,6.1,12.5,-0.9,9.1,941.3,1022.1
436,2017-03-12,6.9,12.6,0.9,8.9,940.6,1021.0
437,2017-03-13,6.6,8.4,4.9,0.0,935.2,1015.3
438,2017-03-14,5.9,10.6,3.4,5.1,933.8,1013.9
439,2017-03-15,3.1,6.9,0.9,3.6,938.7,1020.1
440,2017-03-16,4.7,9.8,-0.2,7.8,939.5,1020.5
441,2017-03-17,5.6,11.0,0.3,4.9,941.6,1022.5
442,2017-03-18,5.5,9.8,1.4,0.7,943.0,1024.1
443,2017-03-19,9.7,15.9,2.0,9.4,942.8,1022.5
444,2017-03-20,8.9,11.1,7.6,0.0,937.0,1016.5
445,2017-03-21,7.4,10.2,4.8,2.2,932.8,1012.4
446,2017-03-22,5.6,10.1,2.5,6.4,938.9,1019.6
447,2017-03-23,5.2,7.6,2.9,0.0,938.2,1019.0
448,2017-03-24,6.3,9.3,2.9,0.4,939.1,1019.6
449,2017-03-25,5.7,8.3,4.1,0.3,937.4,1017.9
450,2017-03-26,5.6,9.5,3.3,3.7,936.3,1016.8
451,2017-03-27,4.3,6.5,2.3,1.9,939.0,1020.2
452,2017-03-28,5.5,10.5,2.5,9.7,942.8,1023.9
453,2017-03-29,7.6,10.7,4.3,0.0,942.7,1023.1
454,2017-03-30,11.1,14.9,8.8,5.5,940.1,1019.2
455,2017-03-31,6.7,11.5,3.1,0.0,933.7,1013.6
456,2017-04-01,6.8,11.4,3.4,5.6,933.4,1013.2
457,2017-04-02,5.2,10.1,3.3,3.8,936.9,1017.6
458,2017-04-03,7.1,13.4,1.4,9.9,943.1,1023.7
459,2017-04-04,10.3,17.9,1.6,10.0,945.9,1025.8
460,2017-04-05,12.2,15.3,10.2,0.3,943.9,1022.9
461,2017-04-06,12.4,14.1,11.3,0.0,939.1,1017.7
462,2017-04-07,15.5,17.8,14.1,0.1,935.8,1013.2
463,2017-04-08,15.5,16.4,14.4,0.0,933.8,1011.0
464,2017-04-09,13.4,17.2,11.3,0.5,933.5,1011.3
465,2017-04-10,13.6,17.2,11.4,0.0,929.6,1007.0
466,2017-04-11,11.3,16.8,6.6,0.0,924.8,1002.6
467,2017-04-12,10.6,15.6,7.3,7.6,933.5,1012.2
468,2017-04-13,10.4,16.4,4.4,10.2,940.5,1019.8
469,2017-04-14,11.4,17.2,4.0,9.5,940.3,1019.3
470,2017-04-15,15.6,19.7,12.7,3.0,939.5,1017.2
471,2017-04-16,17.8,22.3,15.3,5.7,938.5,1015.4
472,2017-04-17,15.8,18.4,13.4,0.0,928.3,1005.0
473,2017-04-18,12.5,16.2,11.1,3.5,925.7,1003.1
474,2017-04-19,10.5,16.0,7.3,10.4,932.6,1011.2
475,2017-04-20,10.1,12.8,7.5,0.0,934.0,1012.9
476,2017-04-21,12.7,17.1,10.6,0.8,930.8,1008.6
477,2017-04-22,13.0,18.1,10.4,9.6,932.1,1009.9
478,2017-04-23,12.2,17.9,7.5,10.6,938.1,1016.7
479,2017-04-24,13.1,19.4,7.1,9.1,942.4,1021.0
480,2017-04-25,15.2,19.0,11.3,3.3,942.6,1020.6
481,2017-04-26,12.8,14.7,11.1,0.0,936.1,1014.3
482,2017-04-27,10.9,15.5,5.1,2.8,932.3,1010.8
483,2017-04-28,10.5,16.1,3.2,10.7,932.8,1011.4
484,2017-04-29,13.2,19.3,8.8,7.6,933.3,1011.1
485,2017-04-30,14.5,20.0,9.3,10.8,936.9,1014.7
486,2017-05-01,14.5,18.4,10.7,10.7,939.6,1017.5
487,2017-05-02,16.0,21.6,9.5,6.3,942.4,1020.1
488,2017-05-03,16.9,21.2,14.0,6.7,943.3,1020.8
489,2017-05-04,16.8,21.2,11.6,5.0,939.1,1016.3
490,2017-05-05,17.8,22.4,14.7,4.0,938.1,1014.9
491,2017-05-06,15.6,19.9,9.3,2.1,937.5,1015.0
492,2017-05-07,15.9,20.4,8.5,7.2,938.9,1016.4
493,2017-05-08,16.4,22.4,9.4,7.0,938.4,1015.7
494,2017-05-09,13.8,16.9,10.4,0.0,934.2,1011.9
495,2017-05-10,12.0,14.0,11.2,0.0,935.3,1013.7
496,2017-05-11,15.9,20.9,9.8,7.1,939.6,1017.2
497,2017-05-12,16.5,17.7,14.9,0.0,934.0,1010.9
498,2017-05-13,16.9,22.0,12.9,9.6,930.2,1006.6
499,2017-05-14,16.3,21.6,11.3,11.1,934.5,1011.4
500,2017-05-15,14.2,19.2,10.1,7.9,935.6,1013.4
501,2017-05-16,12.8,16.3,9.4,0.9,933.3,1011.3
502,2017-05-17,14.0,19.1,9.6,7.5,933.2,1010.8
503,2017-05-18,15.6,22.2,8.5,11.2,938.0,1015.5
504,2017-05-19,16.0,22.8,9.5,10.2,940.2,1017.7
505,2017-05-20,17.0,25.0,10.8,9.6,939.7,1017.0
506,2017-05-21,16.7,23.0,11.1,9.2,938.7,1015.9
507,2017-05-22,17.7,23.9,12.0,10.0,937.5,1014.4
508,2017-05-23,17.4,22.8,12.6,3.8,935.2,1011.9
509,2017-05-24,16.6,18.4,14.9,0.0,931.8,1008.5
510,2017-05-25,17.6,22.1,14.0,3.3,929.5,1005.7
511,2017-05-26,14.6,19.5,9.5,9.9,930.0,1007.2
512,2017-05-27,13.4,19.9,7.7,7.9,934.8,1012.7
513,2017-05-28,16.1,23.6,9.4,11.3,937.4,1014.8
514,2017-05-29,19.0,26.4,12.2,11.2,937.4,1013.8
515,2017-05-30,20.1,26.9,14.1,10.2,935.2,1011.1
516,2017-05-31,17.8,20.9,15.4,2.5,929.9,1006.1
